ufn,ufn.no.u,date.site,search.id,date.processed,date.caught,site,species,number,semsp.id,cwt,adipose,weight,standard.length,fork.length,number.of.lice,cm,cpaf,caf,gc,gl,laf,palf,palm,lam,ucal,ulep,rna.tray.id,rna.tray.row,rna.tray.column,rna.location,fa.sample.id,fa.box,fa.well,isotope.sample.id,isotope.box,isotope.well,dna.sample.id,dna.box,dna.well,stomach.sample.id,stomach.tray,otolith.sample.id,otolith.box,otolith.well,sea.lice.sample.id,sea.lice.box,sea.lice.well,sl.cal.sample.id,sl.cal.box,sl.cal.well,sl.lep.sample.id,sl.lep.box,sl.lep.well,scale.book,scale.cell,carcass.bag,whatman.genetic.stock.id,whatman.genetic.stock.id.code,whatman.genetic.stock.id.range,whatman.sheet,initials.of.dissector,mins.to.process,photo.number,comments.processing,comments.sample,qc.data,qc.lice,dissection.state,ufn.no.u.copy,ufn.all.u,ufn.copy,wet weight,sea.lice.processed.state
U1,1,2015-05-20-J05,JE101,2015-09-10,2015-05-20,J05,CU,06,2015-05-20-J05-CU-06,none,none,NA,NA,118,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS1,CU1,1,SDN1,CU1,1,SST1,1,SOT1,CU1,A1,SSL1,CU1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,CK,NA,NA,FROM THAWED JS FISH,one otolith collected,CK,LP,work-up excluding cold samples,1,U1,U1,NA,not
U2,2,2015-05-20-J05,JE101,2015-09-10,2015-05-20,J05,CU,01,2015-05-20-J05-CU-01,none,none,22.2,NA,128,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS4,CU1,3,SDN4,CU1,2,SST4,1,SOT4,CU1,A2,SSL4,CU1,3,NA,NA,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,CK,NA,NA,FROM THAWED JS FISH,small spleen,CK,LP,work-up excluding cold samples,2,U2,U2,NA,not
U11,11,2015-05-20-J05,JE101,2015-09-10,2015-05-20,J05,CU,10,2015-05-20-J05-CU-10,none,none,NA,NA,132,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS2,CU1,12,SDN2,CU1,11,SST2,2,SOT2,CU2,A1,SSL2,CU1,12,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,KI,0:43:00,NA,FROM THAWED JS FISH,NA,CK,LP,work-up excluding cold samples,11,U11,U11,NA,not
U12,12,2015-05-20-J05,JE101,2015-09-10,2015-05-20,J05,CU,04,2015-05-20-J05-CU-04,none,none,NA,NA,143,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS3,CU1,14,SDN3,CU1,12,SST3,2,SOT3,CU2,A2,SSL3,CU1,14,NA,NA,NA,NA,NA,NA,1,4,1,NA,NA,NA,NA,KI,0:42:00,NA,FROM THAWED JS FISH,one broken otolith,KI,LP,work-up excluding cold samples,12,U12,U12,NA,not
U3,3,2015-05-20-J05,JE101,2015-09-11,2015-05-20,J05,CU,02,2015-05-20-J05-CU-02,none,none,24.0,NA,134,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS6,CU1,5,SDN6,CU1,3,SST6,1,SOT6,CU1,A3,SSL6,CU1,5,NA,NA,NA,NA,NA,NA,1,6,1,NA,NA,NA,NA,DS,0:51:00,NA,FROM THAWED JS FISH,"sample weighed w/ some ice on body, liver was pale",KI,LP,work-up excluding cold samples,3,U3,U3,NA,not
U13,13,2015-05-20-J05,JE101,2015-09-11,2015-05-20,J05,CU,07,2015-05-20-J05-CU-07,none,none,19.5,NA,122,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS5,CU1,16,SDN5,CU1,13,SST5,2,SOT5,CU2,A3,SSL5,CU1,16,NA,NA,NA,NA,NA,NA,1,5,1,NA,NA,NA,NA,LP,NA,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,13,U13,U13,NA,not
U4,4,2015-05-20-J05,JE101,2015-09-14,2015-05-20,J05,CU,09,2015-05-20-J05-CU-09,none,none,22.5,NA,132,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS9,CU1,7,SDN9,CU1,4,SST9,1,SOT9,CU1,A4,SSL9,CU1,7,NA,NA,NA,NA,NA,NA,1,8,1,NA,NA,NA,NA,DS,0:45:00,NA,FROM THAWED JS FISH,"some ice still on fish when weighed, one otolith smaller than the other (broken?)",CK,LP,work-up excluding cold samples,4,U4,U4,NA,not
U5,5,2015-05-20-J05,JE101,2015-09-14,2015-05-20,J05,CU,03,2015-05-20-J05-CU-03,none,none,13.4,NA,114,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS10,CU1,9,SDN10,CU1,5,SST10,1,SOT10,CU1,A5,SSL10,CU1,9,NA,NA,NA,NA,NA,NA,1,10,1,NA,NA,NA,NA,DS,0:45:00,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,5,U5,U5,NA,not
U6,6,2015-05-21-J06,JE102,2015-09-14,2015-05-21,J06,CU,06,2015-05-21-J06-CU-06,none,none,16.3,NA,122,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS11,CU1,21,SDN11,CU1,6,SST11,1,SOT11,CU1,A6,SSL11,CU1,21,NA,NA,NA,NA,NA,NA,1,11,1,NA,NA,NA,NA,DS,0:40:00,NA,"FROM THAWED JS FISH; appears there exists two fish with ""CU-06""","appears there exists two fish with ""CU-06""",KI,LP,work-up excluding cold samples,6,U6,U6,NA,not
U14,14,2015-05-20-J05,JE101,2015-09-14,2015-05-20,J05,CU,08,2015-05-20-J05-CU-08,none,none,26.3,NA,139,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS7,CU1,18,SDN7,CU1,14,SST7,2,SOT7,CU2,A4,SSL7,CU1,18,NA,NA,NA,NA,NA,NA,1,7,1,NA,NA,NA,NA,LP,NA,NA,FROM THAWED JS FISH,scale was broken so could not weigh,KI,LP,work-up excluding cold samples,14,U14,U14,NA,not
U15,15,2015-05-20-J05,JE101,2015-09-14,2015-05-20,J05,CU,05,2015-05-20-J05-CU-05,none,none,29.7,NA,147,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS8,CU1,20,SDN8,CU1,15,SST8,2,SOT8,CU2,A5,SSL8,CU1,20,NA,NA,NA,NA,NA,NA,1,9,1,NA,NA,NA,NA,LP,NA,NA,FROM THAWED JS FISH,scale was broken so could not weigh,KI,LP,work-up excluding cold samples,15,U15,U15,NA,not
U32,32,2015-05-21-J06,JE102,2015-09-15,2015-05-21,J06,CO,03,2015-05-21-J06-CO-03,none,none,NA,NA,138,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS16,CO1,1,SDN16,CO1,1,SST16,4,SOT16,CO1,A1,SSL16,CO1,1,NA,NA,NA,NA,NA,NA,42,1,1,NA,NA,NA,NA,CK,0:50:00,NA,FROM THAWED JS FISH,"mangled Cal. chal B, 1 Cal. chal A not retained",CK,LP,work-up excluding cold samples,32,U32,U32,NA,not
U22,22,2015-05-21-J06,JE102,2015-09-15,2015-05-21,J06,CU,03,2015-05-21-J06-CU-03,none,none,20.6,NA,127,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS14,CU1,27,SDN14,CU1,16,SST14,3,SOT14,CU1,A7,SSL14,CU1,27,NA,NA,NA,NA,NA,NA,1,14,1,NA,NA,NA,NA,KI,0:42:00,NA,FROM THAWED JS FISH,forgot to weigh before stomach etc removed. otoliths may have been mixed,CK,LP,work-up excluding cold samples,22,U22,U22,NA,not
U8,8,2015-05-21-J06,JE102,2015-09-15,2015-05-21,J06,CU,08,2015-05-21-J06-CU-08,none,none,13.5,NA,111,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS18,CU1,23,SDN18,CU1,7,SST18,1,SOT18,CU2,A6,SSL18,CU1,23,NA,NA,NA,NA,NA,NA,1,12,1,NA,NA,NA,NA,DS,0:41:00,NA,FROM THAWED JS FISH,NA,DS,LP,work-up excluding cold samples,8,U8,U8,NA,not
U9,9,2015-05-21-J06,JE102,2015-09-15,2015-05-21,J06,CU,07,2015-05-21-J06-CU-07,none,none,13.0,NA,115,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS19,CU1,25,SDN19,CU1,8,SST19,1,SOT19,CU2,A7,SSL19,CU1,25,NA,NA,NA,NA,NA,NA,1,13,1,NA,NA,NA,NA,DS,0:45:00,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,9,U9,U9,NA,not
U21,21,2015-05-21-J06,JE102,2015-09-15,2015-05-21,J06,SO,08,2015-05-21-J06-SO-08,none,none,20.6,NA,96,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS13,SO1,7,SDN13,SO1,4,SST13,3,SOT13,SO1,A2,SSL13,SO1,5,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,NA,KI,0:45:00,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,21,U21,U21,NA,not
U31,31,2015-05-21-J06,JE102,2015-09-15,2015-05-21,J06,SO,10,2015-05-21-J06-SO-10,none,none,10.9,NA,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS15,SO1,5,SDN15,SO1,3,SST15,4,SOT15,SO1,A1,SSL15,SO1,7,NA,NA,NA,NA,NA,NA,2,4,1,NA,NA,NA,NA,CK,0:40:00,NA,FROM THAWED JS FISH,NA,DS,LP,work-up excluding cold samples,31,U31,U31,NA,not
U16,16,2015-05-21-J06,JE102,2015-09-15,2015-05-21,J06,SO,09,2015-05-21-J06-SO-09,none,none,12.4,NA,110,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS12,SO1,3,SDN12,SO1,2,SST12,2,SOT12,SO2,A2,SSL12,SO1,1,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,LP,0:47:00,NA,FROM THAWED JS FISH,1 louse taken seems to be different species?,DS,LP,work-up excluding cold samples,16,U16,U16,NA,not
U7,7,2015-05-21-J06,JE102,2015-09-15,2015-05-21,J06,SO,05,2015-05-21-J06-SO-05,none,none,12.3,NA,113,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS17,SO1,1,SDN17,SO1,1,SST17,1,SOT17,SO2,A1,SSL17,SO1,3,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,DS,0:45:00,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,7,U7,U7,NA,not
U33,33,2015-05-21-J06,JE102,2015-09-16,2015-05-21,J06,CO,01,2015-05-21-J06-CO-01,none,none,20.9,NA,131,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS25,CO1,3,SDN25,CO1,2,SST25,4,SOT25,CO1,A2,SSL25,CO1,3,NA,NA,NA,NA,NA,NA,42,2,1,NA,NA,NA,NA,CK,0:46:00,NA,FROM THAWED JS FISH,1 Caligus Chal A severly destroyed,DS,LP,work-up excluding cold samples,33,U33,U33,NA,not
U34,34,2015-05-21-J06,JE102,2015-09-16,2015-05-21,J06,CO,02,2015-05-21-J06-CO-02,none,none,36.4,NA,140,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS26,CO1,5,SDN26,CO1,3,SST26,4,SOT26,CO1,A3,SSL26,CO1,5,NA,NA,NA,NA,NA,NA,42,3,1,NA,NA,NA,NA,CK,0:46:00,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,34,U34,U34,NA,not
U23,23,2015-05-21-J06,JE102,2015-09-16,2015-05-21,J06,CU,09,2015-05-21-J06-CU-09,none,none,16.4,NA,118,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS22,CU1,29,SDN22,CU1,17,SST22,3,SOT22,CU1,A8,SSL22,CU1,29,NA,NA,NA,NA,NA,NA,1,15,1,NA,NA,NA,NA,KI,0:45:00,NA,FROM THAWED JS FISH,NA,DS,LP,work-up excluding cold samples,23,U23,U23,NA,not
U24,24,2015-05-21-J06,JE102,2015-09-16,2015-05-21,J06,CU,02,2015-05-21-J06-CU-02,none,none,11.8,NA,105,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS23,CU1,34,SDN23,CU1,18,SST23,3,SOT23,CU1,A9,SSL23,CU1,34,NA,NA,NA,NA,NA,NA,1,17,1,NA,NA,NA,NA,KI,NA,NA,FROM THAWED JS FISH,scale was broken so could not weigh,CK,LP,work-up excluding cold samples,24,U24,U24,NA,not
U36,36,2015-05-21-J06,JE102,2015-09-16,2015-05-21,J06,CU,04,2015-05-21-J06-CU-04,none,none,14.9,NA,101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS28,CU1,36,SDN28,CU1,10,SST28,4,SOT28,CU1,A10,SSL28,CU1,36,NA,NA,NA,NA,NA,NA,1,18,1,NA,NA,NA,NA,KI,0:45:00,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,36,U36,U36,NA,not
U41,41,2015-05-21-J06,JE102,2015-09-16,2015-05-21,J06,CU,01,2015-05-21-J06-CU-01,none,none,16.3,NA,110,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS29,CU1,32,SDN29,CU1,9,SST29,1,SOT29,CU2,A8,SSL29,CU1,32,NA,NA,NA,NA,NA,NA,1,16,1,NA,NA,NA,NA,DS,0:47:00,NA,FROM THAWED JS FISH,tray tipped off microscope during lice removal fish fell off onto lab coat. Lab coat was inspected for lice.,KI,LP,work-up excluding cold samples,41,U41,U41,NA,not
U25,25,2015-05-21-J06,JE102,2015-09-16,2015-05-21,J06,SO,07,2015-05-21-J06-SO-07,none,none,8.6,NA,95,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS24,SO1,18,SDN24,SO1,9,SST24,3,SOT24,SO1,A4,SSL24,SO1,18,NA,NA,NA,NA,NA,NA,2,9,1,NA,NA,NA,NA,KI,NA,NA,FROM THAWED JS FISH,1 otolith,CK,LP,work-up excluding cold samples,25,U25,U25,NA,not
U35,35,2015-05-21-J06,JE102,2015-09-16,2015-05-21,J06,SO,04,2015-05-21-J06-SO-04,none,none,12.2,NA,108,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS27,SO1,16,SDN27,SO1,8,SST27,4,SOT27,SO1,A3,SSL27,SO1,14,NA,NA,NA,NA,NA,NA,2,7,1,NA,NA,NA,NA,CK,0:58:00,NA,FROM THAWED JS FISH,1 otolith,DS,LP,work-up excluding cold samples,35,U35,U35,NA,not
U10,10,2015-05-21-J06,JE102,2015-09-16,2015-05-21,J06,SO,06,2015-05-21-J06-SO-06,none,none,11.2,NA,104,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS20,SO1,9,SDN20,SO1,5,SST20,1,SOT20,SO2,A3,SSL20,SO1,12,NA,NA,NA,NA,NA,NA,2,5,1,NA,NA,NA,NA,DS,0:57:00,NA,FROM THAWED JS FISH,fish was small and therfore was more abraded from handling,KI,LP,work-up excluding cold samples,10,U10,U10,NA,not
U17,17,2015-05-21-J06,JE102,2015-09-16,2015-05-21,J06,SO,03,2015-05-21-J06-SO-03,none,none,9.9,NA,109,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS21,SO1,12,SDN21,SO1,6,SST21,2,SOT21,SO2,A4,SSL21,SO1,9,NA,NA,NA,NA,NA,NA,2,6,1,NA,NA,NA,NA,LP,NA,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,17,U17,U17,NA,not
U42,42,2015-05-21-J06,JE102,2015-09-16,2015-05-21,J06,SO,01,2015-05-21-J06-SO-01,none,none,7.6,NA,95,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS30,SO1,14,SDN30,SO1,7,SST30,1,SOT30,SO2,A5,SSL30,SO1,16,NA,NA,NA,NA,NA,NA,2,8,1,NA,NA,NA,NA,DS,0:54:00,NA,FROM THAWED JS FISH,missing lots of scales even before removal from bag,KI,LP,work-up excluding cold samples,42,U42,U42,NA,not
U43,43,2015-05-21-J06,JE102,2015-09-16,2015-05-21,J06,SO,02,2015-05-21-J06-SO-02,none,none,10.5,NA,95,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS31,SO1,20,SDN31,SO1,10,SST31,1,SOT31,SO2,A6,SSL31,SO1,20,NA,NA,NA,NA,NA,NA,2,11,1,NA,NA,NA,NA,DS,NA,NA,FROM THAWED JS FISH,lots of scales missing,KI,LP,work-up excluding cold samples,43,U43,U43,NA,not
U18,18,2015-05-21-J06,JE102,2015-09-17,2015-05-21,J06,CU,10,2015-05-21-J06-CU-10,none,none,9.9,NA,96,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS32,CU1,38,SDN32,CU1,20,SST32,2,SOT32,CU2,A10,SSL32,CU1,38,NA,NA,NA,NA,NA,NA,1,19,1,NA,NA,NA,NA,LP,0:50:00,NA,FROM THAWED JS FISH,"external bleeding on head, brain hemmorraged",KI,LP,work-up excluding cold samples,18,U18,U18,NA,not
U44,44,2015-05-21-J06,JE102,2015-09-17,2015-05-21,J06,CU,06,2015-05-21-J06-CU-06,none,none,12.7,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS37,CU1,40,SDN37,CU1,19,SST37,1,SOT37,CU2,A9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,1,NA,NA,NA,NA,DS,0:50:00,NA,"FROM THAWED JS FISH; appears there exists two fish with ""CU-06""","appears there exists two fish with ""CU-06""",LP,LP,work-up excluding cold samples,44,U44,U44,NA,not
U26,26,2015-05-23-J10,JE109,2015-09-17,2015-05-23,J10,SO,27,2015-05-23-J10-SO-27,none,none,13.7,NA,106,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS33,SO1,25,SDN33,SO1,12,SST33,3,SOT33,SO1,A6,SSL33,SO1,21,NA,NA,NA,NA,NA,NA,2,12,1,NA,NA,NA,NA,KI,NA,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,26,U26,U26,NA,not
U27,27,2015-05-23-J10,JE109,2015-09-17,2015-05-23,J10,SO,24,2015-05-23-J10-SO-24,none,none,12.7,NA,108,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS34,SO1,32,SDN34,SO1,16,SST34,3,SOT34,SO1,A7,SSL34,SO1,27,NA,NA,NA,NA,NA,NA,2,15,1,NA,NA,NA,NA,KI,0:54:00,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,27,U27,U27,NA,not
U37,37,2015-05-23-J10,JE109,2015-09-17,2015-05-23,J10,SO,18,2015-05-23-J10-SO-18,none,none,10.4,NA,95,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS35,SO1,21,SDN35,SO1,13,SST35,4,SOT35,SO1,A5,SSL35,SO1,23,NA,NA,NA,NA,NA,NA,1,10,1,NA,NA,NA,NA,KI,0:40:00,NA,FROM THAWED JS FISH,was missing most scales when it came out of the bag,DS,LP,work-up excluding cold samples,37,U37,U37,NA,not
U38,38,2015-05-23-J10,JE109,2015-09-17,2015-05-23,J10,SO,30,2015-05-23-J10-SO-30,none,none,12.2,NA,108,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS36,SO1,27,SDN36,SO1,14,SST36,4,SOT36,SO1,A8,SSL36,SO1,29,NA,NA,NA,NA,NA,NA,1,14,1,NA,NA,NA,NA,KI,0:43:00,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,38,U38,U38,NA,not
U45,45,2015-05-23-J10,JE109,2015-09-17,2015-05-23,J10,SO,20,2015-05-23-J10-SO-20,none,none,14.0,NA,118,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS38,SO1,23,SDN38,SO1,11,SST38,1,SOT38,SO2,A7,SSL38,SO1,25,NA,NA,NA,NA,NA,NA,2,13,1,NA,NA,NA,NA,DS,0:53:00,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,45,U45,U45,NA,not
U46,46,2015-05-23-J10,JE109,2015-09-17,2015-05-23,J10,SO,29,2015-05-23-J10-SO-29,none,none,14.4,NA,110,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS39,SO1,29,SDN39,SO1,15,SST39,1,SOT39,SO2,A8,SSL39,SO1,32,NA,NA,NA,NA,NA,NA,2,16,1,NA,NA,NA,NA,DS,0:50:00,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,46,U46,U46,NA,not
U52,52,2015-05-23-J09,JE108,2015-09-18,2015-05-23,J09,SO,17,2015-05-23-J09-SO-17,none,none,18.1,NA,121,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS51,SO1,52,SDN51,SO1,26,SST51,4,SOT51,SO1,A16,SSL51,SO1,56,NA,NA,NA,NA,NA,NA,2,28,2,NA,NA,NA,NA,CK,0:52:00,NA,FROM THAWED JS FISH,1 otolith,KI,LP,work-up excluding cold samples,52,U52,U52,NA,not
U61,61,2015-05-23-J09,JE108,2015-09-18,2015-05-23,J09,SO,17,2015-05-23-J09-SO-17,none,none,12.8,NA,108,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS52,SO1,54,SDN52,SO1,27,SST52,3,SOT52,SO1,A14,SSL52,SO1,52,NA,NA,NA,NA,NA,NA,2,27,2,NA,NA,NA,NA,KI,1:06:00,NA,FROM THAWED JS FISH,2 louse destroyed in vial,DS,LP,work-up excluding cold samples,61,U61,U61,NA,not
U62,62,2015-05-23-J09,JE108,2015-09-18,2015-05-23,J09,SO,23,2015-05-23-J09-SO-23,none,none,20.2,NA,123,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS53,SO1,60,SDN53,SO1,30,SST53,3,SOT53,SO1,A17,SSL53,SO1,58,NA,NA,NA,NA,NA,NA,2,29,2,NA,NA,NA,NA,KI,0:47:00,NA,FROM THAWED JS FISH,NA,DS,LP,work-up excluding cold samples,62,U62,U62,NA,not
U28,28,2015-05-23-J10,JE109,2015-09-18,2015-05-23,J10,SO,19,2015-05-23-J10-SO-19,none,none,11.4,NA,104,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS41,SO1,38,SDN41,SO1,19,SST41,3,SOT41,SO1,A10,SSL41,SO1,38,NA,NA,NA,NA,NA,NA,2,18,1,NA,NA,NA,NA,KI,0:49:00,NA,FROM THAWED JS FISH,"3 copes, 1 Chal A 1 Chal B not removed before dissection on pelvic region due to melting",DS,LP,work-up excluding cold samples,28,U28,U28,NA,not
U29,29,2015-05-23-J10,JE109,2015-09-18,2015-05-23,J10,SO,28,2015-05-23-J10-SO-28,none,none,11.5,NA,100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS42,SO1,43,SDN42,SO1,22,SST42,3,SOT42,SO1,A11,SSL42,SO1,41,NA,NA,NA,NA,NA,NA,2,21,2,NA,NA,NA,NA,KI,0:45:00,NA,FROM THAWED JS FISH,NA,CK,LP,work-up excluding cold samples,29,U29,U29,NA,not
U30,30,2015-05-23-J10,JE109,2015-09-18,2015-05-23,J10,SO,23,2015-05-23-J10-SO-23,none,none,12.2,NA,106,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS43,SO1,49,SDN43,SO1,25,SST43,3,SOT43,SO1,A13,SSL43,SO1,45,NA,NA,NA,NA,NA,NA,2,23,2,NA,NA,NA,NA,KI,0:52:00,NA,FROM THAWED JS FISH,1 otolith,DS,LP,work-up excluding cold samples,30,U30,U30,NA,not
U39,39,2015-05-23-J10,JE109,2015-09-18,2015-05-23,J10,SO,06,2015-05-23-J10-SO-06,none,none,9.8,NA,97,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS44,SO1,40,SDN44,SO1,20,SST44,4,SOT44,SO1,A9,SSL44,SO1,36,NA,NA,NA,NA,NA,NA,2,17,2,NA,NA,NA,NA,CK,0:53:00,NA,FROM THAWED JS FISH,"put into vial one unknown squished louse, fish had caudal lobes broken off so FL is estimate",KI,LP,work-up excluding cold samples,39,U39,U39,NA,not
U40,40,2015-05-23-J10,JE109,2015-09-18,2015-05-23,J10,SO,25,2015-05-23-J10-SO-25,none,none,13.7,NA,106,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS45,SO1,41,SDN45,SO1,21,SST45,4,SOT45,SO1,A12,SSL45,SO1,43,NA,NA,NA,NA,NA,NA,2,22,2,NA,NA,NA,NA,CK,0:55:00,NA,FROM THAWED JS FISH,1 Cal cop not retained,KI,LP,work-up excluding cold samples,40,U40,U40,NA,not
U51,51,2015-05-23-J10,JE109,2015-09-18,2015-05-23,J10,SO,21,2015-05-23-J10-SO-21,none,none,12.2,NA,104,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS50,SO1,47,SDN50,SO1,24,SST50,4,SOT50,SO1,A15,SSL50,SO1,49,NA,NA,NA,NA,NA,NA,2,25,2,NA,NA,NA,NA,CK,0:50:00,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,51,U51,U51,NA,not
