ufn,seine_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,analysis_planned,dissection_status,lice_qc_flag,qc_comments,survey_date,site_id,region
U16944,JE421N1,CU,P1095,NA,NA,124,26,19.6,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16945,JE421N1,CU,P1095,NA,NA,118,21,12.8,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16946,JE421N1,CU,P1095,NA,NA,121,22,16.4,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16947,JE421N1,CU,P1095,NA,NA,132,27,20,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16948,JE421N1,CU,P1095,NA,NA,122,23,17.6,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16949,JE421N1,CU,P1095,NA,NA,120,22,16.2,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16950,JE421N1,CU,P1095,NA,NA,135,25,22,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16761,JE421N1,SO,P1077,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16762,JE421N1,SO,P1077,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16763,JE421N1,SO,P1077,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16764,JE421N1,SO,P1077,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16765,JE421N1,SO,P1077,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16766,JE421N1,SO,P1077,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16767,JE421N1,SO,P1077,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16791,JE421N2,SO,P1080,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16792,JE421N2,SO,P1080,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16793,JE421N2,SO,P1080,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16794,JE421N2,SO,P1080,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16795,JE421N2,SO,P1080,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16796,JE421N2,SO,P1080,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16797,JE421N2,SO,P1080,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16798,JE421N2,SO,P1080,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16799,JE421N2,SO,P1080,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16800,JE421N2,SO,P1080,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16921,JE421N2,SO,P1093,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16922,JE421N2,SO,P1093,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16923,JE421N2,SO,P1093,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16631,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16632,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16633,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16634,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16635,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16636,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16637,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16638,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16639,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16640,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS
U16951,JE422N1,SO,P1096,7:30,7:43,113,21,11,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16952,JE422N1,SO,P1096,7:42,7:55,124,23,17.6,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16953,JE422N1,SO,P1096,7:51,8:07,140,26,24,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16954,JE422N1,SO,P1096,8:02,8:18,134,25,21,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16955,JE422N1,SO,P1096,8:12,8:24,131,23,23,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16581,JE422N2,SO,P1059,10:39,10:59,123,25,15.7,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16582,JE422N2,SO,P1059,10:48,10:59,129,24,19.1,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16583,JE422N2,SO,P1059,10:56,11:13,126,25,16.4,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16584,JE422N2,SO,P1059,11:01,11:13,134,24,21,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16585,JE422N2,SO,P1059,11:06,11:17,116,24,14.2,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16611,JE422N1,PI,P1062,NA,NA,103,17,9,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16612,JE422N1,PI,P1062,NA,NA,109,19,10.9,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16613,JE422N1,PI,P1062,NA,NA,106,18,7.8,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16614,JE422N1,PI,P1062,NA,NA,98,17,7.5,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16615,JE422N1,PI,P1062,NA,NA,119,21,14.1,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16616,JE422N1,PI,P1062,NA,NA,99,15,7.3,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16617,JE422N1,PI,P1062,NA,NA,100,16,6.1,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16618,JE422N1,PI,P1062,NA,NA,104,18,8.2,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16619,JE422N1,PI,P1062,NA,NA,105,18,6.8,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16620,JE422N1,PI,P1062,NA,NA,102,17,7.7,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16911,JE422N1,CU,P1092,NA,NA,119,22,15.4,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16912,JE422N1,CU,P1092,NA,NA,108,18,12.4,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16913,JE422N1,CU,P1092,NA,NA,105,18,10.4,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16914,JE422N1,CU,P1092,NA,NA,102,17,7.1,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16915,JE422N1,CU,P1092,NA,NA,113,18,13.2,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16916,JE422N1,CU,P1092,NA,NA,104,18,19.8,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16917,JE422N1,CU,P1092,NA,NA,105,18,8.3,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16918,JE422N1,CU,P1092,NA,NA,108,21,11.4,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16919,JE422N1,CU,P1092,NA,NA,117,22,14.6,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16920,JE422N1,CU,P1092,NA,NA,103,17,8.8,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16931,JE422N2,SO,P1094,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16932,JE422N2,SO,P1094,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16933,JE422N2,SO,P1094,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16934,JE422N2,SO,P1094,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16935,JE422N2,SO,P1094,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16936,JE422N2,SO,P1094,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16937,JE422N2,SO,P1094,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16531,JE422N2,HE,P1054,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U16691,JE422N1,CO,P1070,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS
U17891,JE423N1,SO,P1190,7:10,7:32,145,27,26,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17941,JE423N2,SO,P1195,9:16,9:29,97,18,7.1,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17942,JE423N2,SO,P1195,9:20,9:29,101,17,8.6,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17943,JE423N2,SO,P1195,9:50,10:01,98,17,5.9,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17944,JE423N2,SO,P1195,9:54,10:09,89,17,6.6,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17931,JE423N1,PI,P1194,NA,NA,101,17,8.5,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17932,JE423N1,PI,P1194,NA,NA,119,22,12.4,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17933,JE423N1,PI,P1194,NA,NA,109,18,10.1,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17934,JE423N1,PI,P1194,NA,NA,101,19,8.8,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17935,JE423N1,PI,P1194,NA,NA,111,19,11.7,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17936,JE423N1,PI,P1194,NA,NA,97,18,7.5,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17937,JE423N1,PI,P1194,NA,NA,117,23,16.9,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17938,JE423N1,PI,P1194,NA,NA,94,16,6.4,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17939,JE423N1,PI,P1194,NA,NA,116,20,13.7,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17940,JE423N1,PI,P1194,NA,NA,95,16,6.9,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17731,JE423N2,CU,P1174,NA,NA,106,18,9,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17732,JE423N2,CU,P1174,NA,NA,116,23,14.6,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17733,JE423N2,CU,P1174,NA,NA,113,22,11.7,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17734,JE423N2,CU,P1174,NA,NA,113,21,10,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17735,JE423N2,CU,P1174,NA,NA,115,20,14.3,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17736,JE423N2,CU,P1174,NA,NA,114,22,10.5,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17737,JE423N2,CU,P1174,NA,NA,98,17,7.7,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17738,JE423N2,CU,P1174,NA,NA,99,18,8,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17739,JE423N2,CU,P1174,NA,NA,127,24,21,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17740,JE423N2,CU,P1174,NA,NA,114,21,14.4,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17841,JE423N2,CK,P1185,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS
U17461,DE533N2,PI,P1147,NA,NA,88,14,3.8,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17462,DE533N2,PI,P1147,NA,NA,103,16,8.2,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17463,DE533N2,PI,P1147,NA,NA,90,14,5.2,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17464,DE533N2,PI,P1147,NA,NA,95,17,6.4,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17465,DE533N2,PI,P1147,NA,NA,98,18,7.5,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17466,DE533N2,PI,P1147,NA,NA,98,16,7.6,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17467,DE533N2,PI,P1147,NA,NA,91,16,6,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17468,DE533N2,PI,P1147,NA,NA,91,15,6.1,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17469,DE533N2,PI,P1147,NA,NA,79,12,3.3,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17470,DE533N2,PI,P1147,NA,NA,92,16,5.8,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17161,DE533N2,CU,P1117,NA,NA,108,20,9.8,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17162,DE533N2,CU,P1117,NA,NA,102,17,8.6,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17163,DE533N2,CU,P1117,NA,NA,118,21,13.8,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17164,DE533N2,CU,P1117,NA,NA,96,17,6.5,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17165,DE533N2,CU,P1117,NA,NA,121,23,14.5,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17166,DE533N2,CU,P1117,NA,NA,96,18,6.6,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17167,DE533N2,CU,P1117,NA,NA,104,21,8.2,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17168,DE533N2,CU,P1117,NA,NA,85,15,5.2,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17169,DE533N2,CU,P1117,NA,NA,94,15,6.3,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17170,DE533N2,CU,P1117,NA,NA,98,17,8.5,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI
U17041,DE534N2,SO,P1105,9:14,9:24,130,28,23.7,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17181,DE534N2,PI,P1119,NA,NA,93,16,5.8,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17182,DE534N2,PI,P1119,NA,NA,93,16,5.8,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17183,DE534N2,PI,P1119,NA,NA,84,14,4.5,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17184,DE534N2,PI,P1119,NA,NA,110,22,12.2,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17185,DE534N2,PI,P1119,NA,NA,84,15,4.5,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17186,DE534N2,PI,P1119,NA,NA,75,12,3.3,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17187,DE534N2,PI,P1119,NA,NA,111,18,9,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17188,DE534N2,PI,P1119,NA,NA,80,13,3.6,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17189,DE534N2,PI,P1119,NA,NA,71,12,3.6,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17190,DE534N2,PI,P1119,NA,NA,88,13,3.3,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17381,DE534N2,CU,P1139,NA,NA,124,24,17.4,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17382,DE534N2,CU,P1139,NA,NA,94,17,5.6,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17383,DE534N2,CU,P1139,NA,NA,95,18,6.8,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17384,DE534N2,CU,P1139,NA,NA,96,16,6.8,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17385,DE534N2,CU,P1139,NA,NA,112,21,12.4,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17386,DE534N2,CU,P1139,NA,NA,94,17,5.2,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17387,DE534N2,CU,P1139,NA,NA,89,15,5.5,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17388,DE534N2,CU,P1139,NA,NA,90,11,5.4,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17389,DE534N2,CU,P1139,NA,NA,93,18,7.3,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17390,DE534N2,CU,P1139,NA,NA,71,14,3,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17481,DE534N2,CK,P1149,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI
U17371,DE535N1,PI,P1138,NA,NA,108,18,8.9,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17372,DE535N1,PI,P1138,NA,NA,110,21,10.9,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17373,DE535N1,PI,P1138,NA,NA,109,14,10,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17374,DE535N1,PI,P1138,NA,NA,106,18,9.2,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17375,DE535N1,PI,P1138,NA,NA,91,14,5,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17376,DE535N1,PI,P1138,NA,NA,98,15,6.4,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17377,DE535N1,PI,P1138,NA,NA,103,18,7.2,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17378,DE535N1,PI,P1138,NA,NA,92,16,5.2,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17379,DE535N1,PI,P1138,NA,NA,94,17,5.1,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17380,DE535N1,PI,P1138,NA,NA,98,18,8.8,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17341,DE535N1,CU,P1135,NA,NA,100,15,5.8,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17342,DE535N1,CU,P1135,NA,NA,119,23,13.5,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17343,DE535N1,CU,P1135,NA,NA,106,21,8.4,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17344,DE535N1,CU,P1135,NA,NA,95,16,6,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17345,DE535N1,CU,P1135,NA,NA,89,14,5.6,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17346,DE535N1,CU,P1135,NA,NA,93,17,5.4,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17347,DE535N1,CU,P1135,NA,NA,89,15,3.5,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17348,DE535N1,CU,P1135,NA,NA,101,17,7.4,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17349,DE535N1,CU,P1135,NA,NA,108,20,8.6,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17350,DE535N1,CU,P1135,NA,NA,122,23,14.9,SEMSP,not dissected,NA,NA,2018-06-27,D10,DI
U17071,DE536N1,SO,P1108,11:19,11:32,125,23,15,SEMSP,not dissected,NA,NA,2018-06-27,D09,DI
U17072,DE536N1,SO,P1108,11:33,11:42,111,22,12.5,SEMSP,not dissected,NA,NA,2018-06-27,D09,DI
U17391,DE536N1,CU,P1140,NA,NA,114,22,12.8,SEMSP,not dissected,NA,NA,2018-06-27,D09,DI
U16041,DE537N1,PI,P1005,NA,NA,89,17,4.3,SEMSP,not dissected,NA,NA,2018-07-03,D09,DI
U16042,DE537N1,PI,P1005,NA,NA,93,16,4.8,SEMSP,not dissected,NA,NA,2018-07-03,D09,DI
U16043,DE537N1,PI,P1005,NA,NA,100,18,5.2,SEMSP,not dissected,NA,NA,2018-07-03,D09,DI
U16044,DE537N1,PI,P1005,NA,NA,97,16,4.9,SEMSP,not dissected,NA,NA,2018-07-03,D09,DI
U16045,DE537N1,PI,P1005,NA,NA,92,18,7,SEMSP,not dissected,NA,NA,2018-07-03,D09,DI
U16046,DE537N1,PI,P1005,NA,NA,99,18,6.3,SEMSP,not dissected,NA,NA,2018-07-03,D09,DI
U16047,DE537N1,PI,P1005,NA,NA,95,17,6,SEMSP,not dissected,NA,NA,2018-07-03,D09,DI
U16048,DE537N1,PI,P1005,NA,NA,90,16,3.1,SEMSP,not dissected,NA,NA,2018-07-03,D09,DI
U16049,DE537N1,PI,P1005,NA,NA,83,14,4.6,SEMSP,not dissected,NA,NA,2018-07-03,D09,DI
U16050,DE537N1,PI,P1005,NA,NA,95,19,4,SEMSP,not dissected,NA,NA,2018-07-03,D09,DI
U16391,DE537N1,CU,P1040,NA,NA,117,21,19,SEMSP,not dissected,NA,NA,2018-07-03,D09,DI
U16901,JE426N1,SO,P1091,8:55,9:10,154,29,28,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17551,JE426N1,PI,P1156,NA,NA,117,19,12.6,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17552,JE426N1,PI,P1156,NA,NA,120,23,15.2,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17553,JE426N1,PI,P1156,NA,NA,109,19,8.8,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17554,JE426N1,PI,P1156,NA,NA,112,20,10.2,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17555,JE426N1,PI,P1156,NA,NA,114,19,11.9,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17556,JE426N1,PI,P1156,NA,NA,108,19,9.1,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17557,JE426N1,PI,P1156,NA,NA,118,21,13.7,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17558,JE426N1,PI,P1156,NA,NA,102,18,8.1,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17559,JE426N1,PI,P1156,NA,NA,110,18,10.1,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17560,JE426N1,PI,P1156,NA,NA,125,23,17.6,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17631,JE426N1,CU,P1164,NA,NA,114,20,11.8,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17632,JE426N1,CU,P1164,NA,NA,120,24,14.7,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17633,JE426N1,CU,P1164,NA,NA,115,21,12.9,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17634,JE426N1,CU,P1164,NA,NA,106,18,10.9,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17635,JE426N1,CU,P1164,NA,NA,101,18,9.1,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17636,JE426N1,CU,P1164,NA,NA,108,21,10.6,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17637,JE426N1,CU,P1164,NA,NA,129,24,18,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17638,JE426N1,CU,P1164,NA,NA,109,19,9.7,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17639,JE426N1,CU,P1164,NA,NA,113,20,11.6,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17640,JE426N1,CU,P1164,NA,NA,105,19,9.1,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17641,JE426N1,HE,P1165,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-07-03,J03,JS
U17491,DE538N2,PI,P1150,NA,NA,94,16,6.8,SEMSP,not dissected,NA,NA,2018-07-04,D27,DI
U17492,DE538N2,PI,P1150,NA,NA,87,15,5,SEMSP,not dissected,NA,NA,2018-07-04,D27,DI
U17493,DE538N2,PI,P1150,NA,NA,82,14,5.2,SEMSP,not dissected,NA,NA,2018-07-04,D27,DI
U17494,DE538N2,PI,P1150,NA,NA,73,13,2.7,SEMSP,not dissected,NA,NA,2018-07-04,D27,DI
U17495,DE538N2,PI,P1150,NA,NA,85,14,4.3,SEMSP,not dissected,NA,NA,2018-07-04,D27,DI
U17496,DE538N2,PI,P1150,NA,NA,82,15,4.6,SEMSP,not dissected,NA,NA,2018-07-04,D27,DI
U17011,DE538N2,CU,P1102,NA,NA,97,18,8.5,SEMSP,not dissected,NA,NA,2018-07-04,D27,DI
U17431,DE538N2,HE,P1144,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-07-04,D27,DI
U16311,DE538N2,CK,P1032,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-07-04,D27,DI
U16312,DE538N2,CK,P1032,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-07-04,D27,DI
U17681,JE427N1,PI,P1169,NA,NA,107,17,8.4,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17682,JE427N1,PI,P1169,NA,NA,108,17,10.5,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17683,JE427N1,PI,P1169,NA,NA,101,16,9,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17684,JE427N1,PI,P1169,NA,NA,109,21,11.2,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17685,JE427N1,PI,P1169,NA,NA,111,19,10.4,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17686,JE427N1,PI,P1169,NA,NA,94,16,6.8,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17687,JE427N1,PI,P1169,NA,NA,106,17,9.8,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17688,JE427N1,PI,P1169,NA,NA,95,17,7.4,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17689,JE427N1,PI,P1169,NA,NA,105,16,8.8,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17690,JE427N1,PI,P1169,NA,NA,92,16,7.4,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17561,JE427N1,CU,P1157,NA,NA,109,21,11.2,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17562,JE427N1,CU,P1157,NA,NA,93,17,7.6,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17563,JE427N1,CU,P1157,NA,NA,129,26,20.1,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17564,JE427N1,CU,P1157,NA,NA,99,18,6.6,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17565,JE427N1,CU,P1157,NA,NA,119,21,12.8,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17566,JE427N1,CU,P1157,NA,NA,111,20,10.8,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17567,JE427N1,CU,P1157,NA,NA,105,19,9.9,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
