ufn,seine_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,analysis_planned,dissection_status,lice_qc_flag,qc_comments,survey_date,site_id,region
U17568,JE427N1,CU,P1157,NA,NA,95,17,8.8,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17569,JE427N1,CU,P1157,NA,NA,115,21,12.4,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17570,JE427N1,CU,P1157,NA,NA,102,18,8.7,SEMSP,not dissected,NA,NA,2018-07-04,J09,JS
U17281,DE539N2,PI,P1129,NA,NA,101,19,8.8,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17282,DE539N2,PI,P1129,NA,NA,103,19,9.7,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17283,DE539N2,PI,P1129,NA,NA,99,17,8.2,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17284,DE539N2,PI,P1129,NA,NA,105,20,10,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17285,DE539N2,PI,P1129,NA,NA,115,23,14.2,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17286,DE539N2,PI,P1129,NA,NA,93,15,6.7,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17287,DE539N2,PI,P1129,NA,NA,106,20,11.2,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17288,DE539N2,PI,P1129,NA,NA,103,20,9.6,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17289,DE539N2,PI,P1129,NA,NA,106,19,9.8,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17290,DE539N2,PI,P1129,NA,NA,98,18,7.8,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17441,DE539N2,CU,P1145,NA,NA,114,24,14,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17442,DE539N2,CU,P1145,NA,NA,118,22,15,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17443,DE539N2,CU,P1145,NA,NA,106,20,11.5,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17444,DE539N2,CU,P1145,NA,NA,113,20,12.2,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17445,DE539N2,CU,P1145,NA,NA,115,22,13.8,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17446,DE539N2,CU,P1145,NA,NA,107,20,10.9,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17447,DE539N2,CU,P1145,NA,NA,109,20,12.3,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17448,DE539N2,CU,P1145,NA,NA,89,16,6.1,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17449,DE539N2,CU,P1145,NA,NA,107,19,10.6,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17450,DE539N2,CU,P1145,NA,NA,106,18,10.4,SEMSP,not dissected,NA,NA,2018-07-05,D10,DI
U17871,JE428N1,SO,P1188,7:24,7:37,105,18,6.4,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17601,JE428N1,PI,P1161,NA,NA,109,20,13.9,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17602,JE428N1,PI,P1161,NA,NA,106,16,8.8,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17603,JE428N1,PI,P1161,NA,NA,109,19,11.6,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17604,JE428N1,PI,P1161,NA,NA,107,17,5.4,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17605,JE428N1,PI,P1161,NA,NA,115,22,13.2,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17606,JE428N1,PI,P1161,NA,NA,125,22,17.7,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17607,JE428N1,PI,P1161,NA,NA,100,16,8.3,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17608,JE428N1,PI,P1161,NA,NA,127,25,18,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17609,JE428N1,PI,P1161,NA,NA,112,19,11.2,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17610,JE428N1,PI,P1161,NA,NA,113,20,11.1,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17711,JE428N1,CU,P1172,NA,NA,108,19,9.7,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17712,JE428N1,CU,P1172,NA,NA,104,19,10.2,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17713,JE428N1,CU,P1172,NA,NA,118,24,16.5,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17714,JE428N1,CU,P1172,NA,NA,110,22,12.9,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17715,JE428N1,CU,P1172,NA,NA,122,24,18.8,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17716,JE428N1,CU,P1172,NA,NA,108,19,10.7,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17717,JE428N1,CU,P1172,NA,NA,113,21,12.9,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17718,JE428N1,CU,P1172,NA,NA,111,21,15.2,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17719,JE428N1,CU,P1172,NA,NA,119,20,13.4,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17720,JE428N1,CU,P1172,NA,NA,137,25,23,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17921,JE428N1,CO,P1193,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-07-09,J03,JS
U17661,JE429N1,SO,P1167,10:39,10:50,107,19,10,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17501,JE429N1,PI,P1151,NA,NA,107,18,7.9,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17502,JE429N1,PI,P1151,NA,NA,102,12,7.3,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17503,JE429N1,PI,P1151,NA,NA,103,17,8.2,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17504,JE429N1,PI,P1151,NA,NA,119,20,13.8,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17505,JE429N1,PI,P1151,NA,NA,101,17,7.5,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17506,JE429N1,PI,P1151,NA,NA,111,19,9.8,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17507,JE429N1,PI,P1151,NA,NA,100,12,8.6,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17508,JE429N1,PI,P1151,NA,NA,110,18,10.6,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17509,JE429N1,PI,P1151,NA,NA,96,10,7.2,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17510,JE429N1,PI,P1151,NA,NA,105,13,9.1,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17971,JE429N1,CU,P1198,NA,NA,121,22,16,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17972,JE429N1,CU,P1198,NA,NA,121,24,17.4,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17973,JE429N1,CU,P1198,NA,NA,118,21,15,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17974,JE429N1,CU,P1198,NA,NA,109,17,7.8,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17975,JE429N1,CU,P1198,NA,NA,110,19,13.6,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17976,JE429N1,CU,P1198,NA,NA,116,24,13.2,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17977,JE429N1,CU,P1198,NA,NA,126,24,19.4,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17978,JE429N1,CU,P1198,NA,NA,115,20,12.4,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17979,JE429N1,CU,P1198,NA,NA,111,21,16.6,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17980,JE429N1,CU,P1198,NA,NA,110,19,10.8,SEMSP,not dissected,NA,NA,2018-07-09,J09,JS
U17131,DE540N1,PI,P1114,NA,NA,95,19,11.2,SEMSP,not dissected,NA,NA,2018-07-17,D09,DI
U17132,DE540N1,PI,P1114,NA,NA,92,16,8.1,SEMSP,not dissected,NA,NA,2018-07-17,D09,DI
U17133,DE540N1,PI,P1114,NA,NA,90,17,6.2,SEMSP,not dissected,NA,NA,2018-07-17,D09,DI
U17134,DE540N1,PI,P1114,NA,NA,90,16,6.7,SEMSP,not dissected,NA,NA,2018-07-17,D09,DI
U17135,DE540N1,PI,P1114,NA,NA,92,20,8.1,SEMSP,not dissected,NA,NA,2018-07-17,D09,DI
U17136,DE540N1,PI,P1114,NA,NA,96,17,7.4,SEMSP,not dissected,NA,NA,2018-07-17,D09,DI
U17137,DE540N1,PI,P1114,NA,NA,99,20,8.4,SEMSP,not dissected,NA,NA,2018-07-17,D09,DI
U17138,DE540N1,PI,P1114,NA,NA,105,22,8.7,SEMSP,not dissected,NA,NA,2018-07-17,D09,DI
U17139,DE540N1,PI,P1114,NA,NA,99,19,8.3,SEMSP,not dissected,NA,NA,2018-07-17,D09,DI
U17140,DE540N1,PI,P1114,NA,NA,100,20,8.5,SEMSP,not dissected,NA,NA,2018-07-17,D09,DI
U17031,DE540N1,CK,P1104,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-07-17,D09,DI
U17221,DE541N1,PI,P1123,NA,NA,115,18,12.5,SEMSP,not dissected,NA,NA,2018-08-01,D09,DI
U17222,DE541N1,PI,P1123,NA,NA,114,21,13.5,SEMSP,not dissected,NA,NA,2018-08-01,D09,DI
U17223,DE541N1,PI,P1123,NA,NA,111,20,13,SEMSP,not dissected,NA,NA,2018-08-01,D09,DI
U17224,DE541N1,PI,P1123,NA,NA,113,22,14.5,SEMSP,not dissected,NA,NA,2018-08-01,D09,DI
U17225,DE541N1,PI,P1123,NA,NA,112,21,13.5,SEMSP,not dissected,NA,NA,2018-08-01,D09,DI
U17226,DE541N1,PI,P1123,NA,NA,128,26,19.5,SEMSP,not dissected,NA,NA,2018-08-01,D09,DI
U17227,DE541N1,PI,P1123,NA,NA,120,22,15,SEMSP,not dissected,NA,NA,2018-08-01,D09,DI
U17228,DE541N1,PI,P1123,NA,NA,109,20,12,SEMSP,not dissected,NA,NA,2018-08-01,D09,DI
U17229,DE541N1,PI,P1123,NA,NA,110,22,12,SEMSP,not dissected,NA,NA,2018-08-01,D09,DI
U17230,DE541N1,PI,P1123,NA,NA,113,21,14.5,SEMSP,not dissected,NA,NA,2018-08-01,D09,DI
U17121,DE541N1,CU,P1113,NA,NA,152,31,35.5,SEMSP,not dissected,NA,NA,2018-08-01,D09,DI
U17122,DE541N1,CU,P1113,NA,NA,153,31,36,SEMSP,not dissected,NA,NA,2018-08-01,D09,DI
U17123,DE541N1,CU,P1113,NA,NA,135,26,26.5,SEMSP,not dissected,NA,NA,2018-08-01,D09,DI
U17124,DE541N1,CU,P1113,NA,NA,150,31,34.5,SEMSP,not dissected,NA,NA,2018-08-01,D09,DI
U17125,DE541N1,CU,P1113,NA,NA,123,23,17,SEMSP,not dissected,NA,NA,2018-08-01,D09,DI
U17126,DE541N1,CU,P1113,NA,NA,136,26,24,SEMSP,not dissected,NA,NA,2018-08-01,D09,DI
