"sampleID"	"barcode"	"name"	"description"	"note"	"quantity"	"expiration"	"created"	"Storage"	"storageLayerName"	"Storage Position"	"storageLayerID"	"fullName"	"clonedFrom"	"clonedFromSampleID"	"Sample Status"
"7167209"	"S20587RD1"	"S20587RD1"	""	""	""	""	"2019-06-29 01:22"	"Marna -80 Freezer"	"BRN72M"	"4.B"	"570644"	"elab JSP"	""	""	"Collected"
"7202003"	"S20598RD1"	"S20598RD1"	""	""	""	""	"2019-07-10 00:18"	"Marna -80 Freezer"	"BRN72M"	"12.G"	"570644"	"elab JSP"	""	""	"Collected"
"7202016"	"S20595RD1"	"S20595RD1"	""	""	""	""	"2019-07-10 00:18"	"Marna -80 Freezer"	"BRN72M"	"12.E"	"570644"	"elab JSP"	""	""	"Collected"
"7219065"	"S20569RD1"	"S20569RD1"	""	""	""	""	"2019-07-12 17:30"	"Marna -80 Freezer"	"BRN72M"	"9.F"	"570644"	"elab JSP"	""	""	"Collected"
"7220414"	"S20921RD1"	"S20921RD1"	""	""	""	""	"2019-07-12 18:18"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN80M"	"9.D"	"599579"	"elab JSP"	""	""	"Collected"
"7231973"	"S20831RD1"	"S20831RD1"	""	""	""	""	"2019-07-16 19:03"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN81M"	"8.H"	"601533"	"elab JSP"	""	""	"Collected"
"7245629"	"S20862RD1"	"S20862RD1"	""	""	""	""	"2019-07-17 17:09"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN81M"	"5.H"	"601533"	"elab JSP"	""	""	"Collected"
"7252637"	"S20561RD1"	"S20561RD1"	""	""	""	""	"2019-07-17 21:06"	"Marna -80 Freezer"	"BRN72M"	"9.A"	"570644"	"elab JSP"	""	""	"Collected"
"7267661"	"S20861RD1"	"S20861RD1"	""	""	""	""	"2019-07-18 15:38"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN81M"	"6.D"	"601533"	"elab JSP"	""	""	"Collected"
"7267662"	"S20869RD1"	"S20869RD1"	""	""	""	""	"2019-07-18 15:38"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN81M"	"6.E"	"601533"	"elab JSP"	""	""	"Collected"
"7267664"	"S20864RD1"	"S20864RD1"	""	""	""	""	"2019-07-18 15:38"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN81M"	"6.F"	"601533"	"elab JSP"	""	""	"Collected"
"7296236"	"S21207RD1"	"S21207RD1"	""	""	""	""	"2019-07-24 15:04"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN81M"	"11.H"	"601533"	"elab JSP"	""	""	"Collected"
"7296239"	"S21203RD1"	"S21203RD1"	""	""	""	""	"2019-07-24 15:04"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN81M"	"11.E"	"601533"	"elab JSP"	""	""	"Collected"
"7296240"	"S21210RD1"	"S21210RD1"	""	""	""	""	"2019-07-24 15:04"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN81M"	"11.F"	"601533"	"elab JSP"	""	""	"Collected"
"7296248"	"S21202RD1"	"S21202RD1"	""	""	""	""	"2019-07-24 15:04"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN81M"	"11.B"	"601533"	"elab JSP"	""	""	"Collected"
"7296251"	"S21209RD1"	"S21209RD1"	""	""	""	""	"2019-07-24 15:04"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN81M"	"11.A"	"601533"	"elab JSP"	""	""	"Collected"
"7356407"	"S21361RD1"	"S21361RD1"	""	""	""	""	"2019-08-08 01:51"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN83M"	"C.2"	"609606"	"elab JSP"	""	""	"Collected"
"7372218"	"S20708RD1"	"S20708RD1"	""	""	""	""	"2019-08-09 23:15"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN82M"	"E.11"	"606054"	"elab JSP"	""	""	"Collected"
"7372220"	"S20707RD1"	"S20707RD1"	""	""	""	""	"2019-08-09 23:15"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN82M"	"D.11"	"606054"	"elab JSP"	""	""	"Collected"
"7372221"	"S20705RD1"	"S20705RD1"	""	""	""	""	"2019-08-09 23:15"	"Prep -80 Freezer #3 - Shelf 1 - Tray 74"	"BRN82M"	"G.11"	"606054"	"elab JSP"	""	""	"Collected"
"7372235"	"S20703RD1"	"S20703RD1"	""	""	""	""	"2019-08-09 23:15"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN83M"	"E.4"	"609606"	"elab JSP"	""	""	"Collected"
"7372236"	"S20701RD1"	"S20701RD1"	""	""	""	""	"2019-08-09 23:15"	"Prep -80 Freezer #3 - Shelf 3 - Working Section"	"BRN83M"	"D.4"	"609606"	"elab JSP"	""	""	"Collected"
