"","ufn","sample_type","storage_medium","sample_id","container_id","container_cell","sample_location","comments_sample","sample_status","sample_qc_flag","sample_flag_reason","sample_qc_log","current_location","storage_unit","date_processed","species","weight","standard_length","fork_length","survey_id","survey_date","site_id","region","zone","site_name","seine_id","set_time","lat","lon","lab_count_motiles","cm_lab","cpaf_lab","caf_lab","cgf_lab","lgf_lab","laf_lab","lpaf_lab","lpam_lab","lam_lab","ucal_lab","ulep_lab"
"167","U4824","sealice_cal","frozen -80","SLC5274","BLC3",64,"BLC3-64",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-23,"SO",15.8,"110",NA,"DE183",2015-06-14,"D09","DI","C","Okisollo Channel","DN283",07:30:00,50.30767,-125.33023,2,0,2,0,0,0,0,0,0,0,0,0
"168","U4826","sealice_cal","frozen -80","SLC5276","BLC3",68,"BLC3-68",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-23,"SO",3.7,"67",72,"DE240",2015-07-14,"D09","DI","C","Okisollo Channel","DN340",06:50:00,50.30717,-125.33303,3,3,0,0,0,0,0,0,0,0,0,0
"169","U4827","sealice_cal","frozen -80","SLC5277","BLC3",69,"BLC3-69",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-23,"SO",3.5,"68",73,"DE240",2015-07-14,"D09","DI","C","Okisollo Channel","DN340",06:50:00,50.30717,-125.33303,1,1,0,0,0,0,0,0,0,0,0,0
"170","U4849","sealice_cal","frozen -80","SLC5299","BLC3",74,"BLC3-74",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-25,"SO",10.2,"97",101,"DE112",2015-05-20,"D09","DI","C","Okisollo Channel","DN212",08:00:00,50.30787,-125.3293,1,1,0,0,0,0,0,0,0,0,0,0
"171","U4855","sealice_cal","frozen -80","SLC5305","BLC3",76,"BLC3-76",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-26,"SO",15.3,"109",115,"JE161",2015-06-08,"J03","JS","N","Cracroft Point","JN261",10:20:00,50.54418,-126.63202,2,1,1,0,0,0,0,0,0,0,0,0
"172","U4858","sealice_cal","frozen -80","SLC5308","BLC3",77,"BLC3-77",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-26,"SO",14.3,"109",114,"JE177",2015-06-15,"J03","JS","N","Cracroft Point","JN277",11:30:00,50.54719,-126.67487,1,1,0,0,0,0,0,0,0,0,0,0
"173","U4859","sealice_cal","frozen -80","SLC5309","BLC3",78,"BLC3-78",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-26,"SO",NA,"116",121,"JE177",2015-06-15,"J03","JS","N","Cracroft Point","JN277",11:30:00,50.54719,-126.67487,1,1,0,0,0,0,0,0,0,0,0,0
"174","U4861","sealice_cal","frozen -80","SLC5311","BLC3",79,"BLC3-79",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-26,"SO",13.4,"108",113,"JE177",2015-06-15,"J03","JS","N","Cracroft Point","JN277",11:30:00,50.54719,-126.67487,2,2,0,0,0,0,0,0,0,0,0,0
"175","U4863","sealice_cal","frozen -80","SLC5313","BLC3",80,"BLC3-80",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-27,"SO",16.2,"116",124,"JE133",2015-05-31,"J03","JS","N","Cracroft Point","JN233",09:45:00,50.54605,-126.66218,1,0,1,0,0,0,0,0,0,0,0,0
"176","U4864","sealice_cal","frozen -80","SLC5314","BLC3",81,"BLC3-81",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-27,"SO",10.4,"99",105,"JE133",2015-05-31,"J03","JS","N","Cracroft Point","JN233",09:45:00,50.54605,-126.66218,1,1,0,0,0,0,0,0,0,0,0,0
"177","U4867","sealice_cal","frozen -80","SLC5317","BLC3",82,"BLC3-82",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-27,"SO",12.5,"94",100,"JE134",2015-05-31,"J09","JS","S","Blinkhorn Peninsula","JN234",12:30:00,50.53808,-126.77494,1,0,1,0,0,0,0,0,0,0,0,0
"178","U4868","sealice_cal","frozen -80","SLC5318","BLC3",83,"BLC3-83",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-27,"SO",10.5,"96",102,"JE134",2015-05-31,"J09","JS","S","Blinkhorn Peninsula","JN234",12:30:00,50.53808,-126.77494,1,0,0,1,0,0,0,0,0,0,0,0
"179","U4871","sealice_cal","frozen -80","SLC5321","BLC3",84,"BLC3-84",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-28,"SO",9.5,"97",102,"JE133",2015-05-31,"J03","JS","N","Cracroft Point","JN233",09:45:00,50.54605,-126.66218,1,0,0,0,1,0,0,0,0,0,0,0
"180","U4757","sealice_cal","frozen -80","SLC5207","BLC3",86,"BLC3-86",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-28,"SO",12.2,"101",107,"JE133",2015-05-31,"J03","JS","N","Cracroft Point","JN233",09:45:00,50.54605,-126.66218,2,0,2,0,0,0,0,0,0,0,0,0
"181","U4759","sealice_cal","frozen -80","SLC5209","BLC3",87,"BLC3-87",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-29,"SO",9.5,"95",100,"JE134",2015-05-31,"J09","JS","S","Blinkhorn Peninsula","JN234",12:30:00,50.53808,-126.77494,1,1,0,0,0,0,0,0,0,0,0,0
"182","U4055","sealice_cal","frozen -80","SLC4455","BLC4",1,"BLC4-1",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-10,"CU",20.8,"119",124,"DE140",2015-05-30,"D06","DI","W","Gowlland Harbour","DN240",10:19:00,50.10015,-125.27265,2,1,0,1,0,0,0,0,0,0,0,0
"183","U4056","sealice_cal","frozen -80","SLC4456","BLC4",2,"BLC4-2",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-10,"CU",18.7,"116",121,"DE140",2015-05-30,"D06","DI","W","Gowlland Harbour","DN240",10:19:00,50.10015,-125.27265,2,0,1,0,0,0,0,0,0,0,1,0
"184","U4070","sealice_cal","frozen -80","SLC4470","BLC4",3,"BLC4-3",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-10,"CU",20.2,"117",NA,"DE140",2015-05-30,"D06","DI","W","Gowlland Harbour","DN240",10:19:00,50.10015,-125.27265,1,0,0,0,0,0,0,0,0,0,1,0
"185","U4057","sealice_cal","frozen -80","SLC4457","BLC4",4,"BLC4-4",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-10,"CU",22.3,"122",128,"DE140",2015-05-30,"D06","DI","W","Gowlland Harbour","DN240",10:19:00,50.10015,-125.27265,2,1,0,0,1,0,0,0,0,0,0,0
"186","U4089","sealice_cal","frozen -80","SLC4489","BLC4",6,"BLC4-6",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-11,"CU",15.3,"109",114,"DE116",2015-05-23,"D08","DI","W","Calm Channel","DN216",07:00:00,50.31962,-125.0395,1,0,0,0,1,0,0,0,0,0,0,0
"187","U4110","sealice_cal","frozen -80","SLC4510","BLC4",7,"BLC4-7",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-12,"CU",15,"109",114,"JE211",2015-06-28,"J03","JS","N","Cracroft Point","JN311",10:50:00,50.54277,-126.64149,3,0,0,1,2,0,0,0,0,0,0,0
"188","U4111","sealice_cal","frozen -80","SLC4511","BLC4",8,"BLC4-8",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-12,"CU",26.6,"129",135,"JE211",2015-06-28,"J03","JS","N","Cracroft Point","JN311",10:50:00,50.54277,-126.64149,1,1,0,0,0,0,0,0,0,0,0,0
"189","U4112","sealice_cal","frozen -80","SLC4512","BLC4",9,"BLC4-9",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-12,"CU",13.4,"104",109,"JE211",2015-06-28,"J03","JS","N","Cracroft Point","JN311",10:50:00,50.54277,-126.64149,1,0,0,0,1,0,0,0,0,0,0,0
"190","U3748","sealice_cal","frozen -80","SLC4148","BLC4",11,"BLC4-11",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-10,"CU",18.8,"115",120,"DE140",2015-05-30,"D06","DI","W","Gowlland Harbour","DN240",10:19:00,50.10015,-125.27265,2,0,1,1,0,0,0,0,0,0,0,0
"191","U3749","sealice_cal","frozen -80","SLC4149","BLC4",12,"BLC4-12",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-10,"CU",18.9,"122",128,"JE117",2015-05-26,"J03","JS","N","Cracroft Point","JN217",09:35:00,50.54672,-126.67256,2,1,0,0,0,0,0,1,0,0,0,0
"192","U3750","sealice_cal","frozen -80","SLC4150","BLC4",13,"BLC4-13",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-10,"CU",15,"111",NA,"JE117",2015-05-26,"J03","JS","N","Cracroft Point","JN217",09:35:00,50.54672,-126.67256,1,0,1,0,0,0,0,0,0,0,0,0
"193","U4042","sealice_cal","frozen -80","SLC4442","BLC4",14,"BLC4-14",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-10,"CU",18.8,"117",122,"JE117",2015-05-26,"J03","JS","N","Cracroft Point","JN217",09:35:00,50.54672,-126.67256,2,2,0,0,0,0,0,0,0,0,0,0
"194","U4113","sealice_cal","frozen -80","SLC4513","BLC4",16,"BLC4-16",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-12,"CU",16.6,"113",119,"JE211",2015-06-28,"J03","JS","N","Cracroft Point","JN311",10:50:00,50.54277,-126.64149,1,0,0,0,1,0,0,0,0,0,0,0
"195","U4081","sealice_cal","frozen -80","SLC4481","BLC4",17,"BLC4-17",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-14,"CU",17.7,"121",126,"JE133",2015-05-31,"J03","JS","N","Cracroft Point","JN233",09:45:00,50.54605,-126.66218,3,1,0,0,2,0,0,0,0,0,0,0
"196","U4124","sealice_cal","frozen -80","SLC4524","BLC4",18,"BLC4-18",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-14,"CU",23.4,"129",134,"JE133",2015-05-31,"J03","JS","N","Cracroft Point","JN233",09:45:00,50.54605,-126.66218,1,0,0,0,0,0,0,0,0,0,1,0
"197","U4125","sealice_cal","frozen -80","SLC4525","BLC4",19,"BLC4-19",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-14,"CU",16,"119",123,"JE133",2015-05-31,"J03","JS","N","Cracroft Point","JN233",09:45:00,50.54605,-126.66218,3,0,1,0,2,0,0,0,0,0,0,0
"198","U4117","sealice_cal","frozen -80","SLC4517","BLC4",20,"BLC4-20",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-14,"CU",16.2,"116",120,"JE133",2015-05-31,"J03","JS","N","Cracroft Point","JN233",09:45:00,50.54605,-126.66218,1,0,1,0,0,0,0,0,0,0,0,0
"199","U4083","sealice_cal","frozen -80","SLC4483","BLC4",21,"BLC4-21",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-14,"CU",19.9,"121",126,"JE133",2015-05-31,"J03","JS","N","Cracroft Point","JN233",09:45:00,50.54605,-126.66218,1,0,0,0,0,0,0,0,0,0,1,0
"200","U4045","sealice_cal","frozen -80","SLC4445","BLC4",22,"BLC4-22",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-14,"CU",24.5,"129",134,"JE133",2015-05-31,"J03","JS","N","Cracroft Point","JN233",09:45:00,50.54605,-126.66218,1,0,0,0,0,0,0,0,0,0,1,0
"201","U4119","sealice_cal","frozen -80","SLC4519","BLC4",23,"BLC4-23",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-14,"CU",12.6,"108",113,"JE133",2015-05-31,"J03","JS","N","Cracroft Point","JN233",09:45:00,50.54605,-126.66218,3,1,0,1,1,0,0,0,0,0,0,0
"202","U4046","sealice_cal","frozen -80","SLC4446","BLC4",24,"BLC4-24",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-14,"CU",23.3,"128",134,"JE177",2015-06-15,"J03","JS","N","Cracroft Point","JN277",11:30:00,50.54719,-126.67487,1,0,1,0,0,0,0,0,0,0,0,0
"203","U4107","sealice_cal","frozen -80","SLC4507","BLC4",26,"BLC4-26",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-14,"CU",23.7,"128",134,"JE177",2015-06-15,"J03","JS","N","Cracroft Point","JN277",11:30:00,50.54719,-126.67487,2,1,1,0,0,0,0,0,0,0,0,0
"204","U4122","sealice_cal","frozen -80","SLC4522","BLC4",27,"BLC4-27",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-14,"CU",25.4,"131",135,"JE177",2015-06-15,"J03","JS","N","Cracroft Point","JN277",11:30:00,50.54719,-126.67487,1,0,0,0,1,0,0,0,0,0,0,0
"205","U4050","sealice_cal","frozen -80","SLC4450","BLC4",28,"BLC4-28",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-15,"CU",26.9,"138",142,"JE199",2015-06-23,"J03","JS","N","Cracroft Point","JN299",06:20:00,50.54774,-126.67774,1,1,0,0,0,0,0,0,0,0,0,0
"206","U4145","sealice_cal","frozen -80","SLC4545","BLC4",30,"BLC4-30",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-15,"CU",19.5,"115",124,"DE217",2015-06-23,"D06","DI","W","Gowlland Harbour","DN317",08:32:00,50.10264,-125.27585,1,0,0,1,0,0,0,0,0,0,0,0
"207","U4062","sealice_cal","frozen -80","SLC4462","BLC4",31,"BLC4-31",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-15,"CU",19.2,"124",130,"JE199",2015-06-23,"J03","JS","N","Cracroft Point","JN299",06:20:00,50.54774,-126.67774,1,0,0,1,0,0,0,0,0,0,0,0
"208","U4135","sealice_cal","frozen -80","SLC4535","BLC4",32,"BLC4-32",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-15,"CU",28,"133",139,"DE217",2015-06-23,"D06","DI","W","Gowlland Harbour","DN317",08:32:00,50.10264,-125.27585,1,0,0,0,1,0,0,0,0,0,0,0
"209","U4063","sealice_cal","frozen -80","SLC4463","BLC4",33,"BLC4-33",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-15,"CU",18.1,"117",122,"DE217",2015-06-23,"D06","DI","W","Gowlland Harbour","DN317",08:32:00,50.10264,-125.27585,2,0,0,1,1,0,0,0,0,0,0,0
"210","U4146","sealice_cal","frozen -80","SLC4546","BLC4",34,"BLC4-34",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-15,"CU",22.6,"124",130,"DE217",2015-06-23,"D06","DI","W","Gowlland Harbour","DN317",08:32:00,50.10264,-125.27585,1,0,0,0,1,0,0,0,0,0,0,0
"211","U4064","sealice_cal","frozen -80","SLC4464","BLC4",36,"BLC4-36",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-15,"CU",22.2,"125",130,"DE217",2015-06-23,"D06","DI","W","Gowlland Harbour","DN317",08:32:00,50.10264,-125.27585,1,1,0,0,0,0,0,0,0,0,0,0
"212","U4136","sealice_cal","frozen -80","SLC4536","BLC4",37,"BLC4-37",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-15,"CU",24.5,"127",132,"DE217",2015-06-23,"D06","DI","W","Gowlland Harbour","DN317",08:32:00,50.10264,-125.27585,1,0,0,1,0,0,0,0,0,0,0,0
"213","U4148","sealice_cal","frozen -80","SLC4548","BLC4",38,"BLC4-38",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-15,"CU",30.1,"137",143,"DE217",2015-06-23,"D06","DI","W","Gowlland Harbour","DN317",08:32:00,50.10264,-125.27585,1,0,0,0,1,0,0,0,0,0,0,0
"214","U4130","sealice_cal","frozen -80","SLC4530","BLC4",39,"BLC4-39",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-16,"CU",14.1,"109",114,"DE106",2015-05-16,"D06","DI","W","Gowlland Harbour","DN206",08:00:00,50.08005,-125.2468,2,0,0,1,1,0,0,0,0,0,0,0
"215","U5008","sealice_cal","frozen -80","SLC5547","BLC4",40,"BLC4-40",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-23,"HE",16.6,"113",119,"JE133",2015-05-31,"J03","JS","N","Cracroft Point","JN233",09:45:00,50.54605,-126.66218,1,0,0,0,1,0,0,0,0,0,0,0
"216","U4960","sealice_cal","frozen -80","SLC5499","BLC4",51,"BLC4-51",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-20,"CU",11.4,"99",104,"DE163",2015-06-05,"D07","DI","C","Hoskyn Channel","DN263",14:00:00,50.19112,-125.14202,1,0,1,0,0,0,0,0,0,0,0,0
"217","U4965","sealice_cal","frozen -80","SLC5504","BLC4",52,"BLC4-52",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-20,"CU",7.9,"85",NA,"DE163",2015-06-05,"D07","DI","C","Hoskyn Channel","DN263",14:00:00,50.19112,-125.14202,1,0,0,0,1,0,0,0,0,0,0,0
"218","U4157","sealice_cal","frozen -80","SLC4557","BLC4",53,"BLC4-53",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-20,"CU",8.2,"88",93,"DE169",2015-06-07,"D07","DI","C","Hoskyn Channel","DN269",14:13:00,50.1915,-125.14292,1,0,0,1,0,0,0,0,0,0,0,0
"219","U4970","sealice_cal","frozen -80","SLC5509","BLC4",54,"BLC4-54",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-20,"CU",9.6,"90",NA,"DE169",2015-06-07,"D07","DI","C","Hoskyn Channel","DN269",14:13:00,50.1915,-125.14292,4,1,0,0,0,2,0,1,0,0,0,0
"220","U4975","sealice_cal","frozen -80","SLC5514","BLC4",56,"BLC4-56",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-21,"CU",NA,"114",120,"DE111",2015-05-19,"D08","DI","W","Calm Channel","DN211",10:30:00,50.34273,-125.0841,1,1,0,0,0,0,0,0,0,0,0,0
"221","U4173","sealice_cal","frozen -80","SLC4573","BLC4",57,"BLC4-57",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-21,"CU",5.7,"86",NA,"DE115",2015-05-21,"D07","DI","C","Hoskyn Channel","DN215",13:00:00,50.18217,-125.1493,1,0,0,0,1,0,0,0,0,0,0,0
"222","U4945","sealice_cal","frozen -80","SLC5445","BLC4",58,"BLC4-58",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-22,"HE",26.2,"132",138,"JE184",2015-06-17,"J03","JS","N","Cracroft Point","JN284",11:50:00,50.5463,-126.66727,1,1,0,0,0,0,0,0,0,0,0,0
"223","U5012","sealice_cal","frozen -80","SLC5551","BLC4",59,"BLC4-59",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-23,"HE",14,"108",115,"JE133",2015-05-31,"J03","JS","N","Cracroft Point","JN233",09:45:00,50.54605,-126.66218,1,0,0,0,1,0,0,0,0,0,0,0
"224","U5015","sealice_cal","frozen -80","SLC5554","BLC4",60,"BLC4-60",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-24,"HE",25,"133",139,"JE199",2015-06-23,"J03","JS","N","Cracroft Point","JN299",06:20:00,50.54774,-126.67774,1,0,1,0,0,0,0,0,0,0,0,0
"225","U5017","sealice_cal","frozen -80","SLC5556","BLC4",61,"BLC4-61",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-24,"HE",29.1,"139",NA,"JE199",2015-06-23,"J03","JS","N","Cracroft Point","JN299",06:20:00,50.54774,-126.67774,1,0,0,0,1,0,0,0,0,0,0,0
"226","U5019","sealice_cal","frozen -80","SLC5558","BLC4",62,"BLC4-62",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-25,"HE",27.3,"129",137,"JE211",2015-06-28,"J03","JS","N","Cracroft Point","JN311",10:50:00,50.54277,-126.64149,1,1,0,0,0,0,0,0,0,0,0,0
"227","U5023","sealice_cal","frozen -80","SLC5562","BLC4",63,"BLC4-63",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-25,"HE",19.8,"125",130,"DE116",2015-05-23,"D08","DI","W","Calm Channel","DN216",07:00:00,50.31962,-125.0395,1,0,0,0,1,0,0,0,0,0,0,0
"228","U5028","sealice_cal","frozen -80","SLC5567","BLC4",64,"BLC4-64",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-26,"HE",22.4,"127",134,"DE111",2015-05-19,"D08","DI","W","Calm Channel","DN211",10:30:00,50.34273,-125.0841,1,0,0,0,1,0,0,0,0,0,0,0
"229","U5029","sealice_cal","frozen -80","SLC5568","BLC4",66,"BLC4-66",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-26,"HE",23,"129",NA,"DE111",2015-05-19,"D08","DI","W","Calm Channel","DN211",10:30:00,50.34273,-125.0841,1,0,0,0,1,0,0,0,0,0,0,0
"230","U5030","sealice_cal","frozen -80","SLC5569","BLC4",67,"BLC4-67",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-26,"HE",13,"115",NA,"JE161",2015-06-08,"J03","JS","N","Cracroft Point","JN261",10:20:00,50.54418,-126.63202,1,1,0,0,0,0,0,0,0,0,0,0
"231","U4104","sealice_cal","frozen -80","SLC4504","BLC4",81,"BLC4-81",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-17,"CU",29,"134",140,"DE201",2015-06-19,"D06","DI","W","Gowlland Harbour","DN301",10:14:00,50.09809,-125.27142,1,0,0,1,0,0,0,0,0,0,0,0
"232","U4163","sealice_cal","frozen -80","SLC4563","BLC4",82,"BLC4-82",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-17,"CU",26.6,"130",NA,"DE201",2015-06-19,"D06","DI","W","Gowlland Harbour","DN301",10:14:00,50.09809,-125.27142,1,0,0,1,0,0,0,0,0,0,0,0
"233","U4164","sealice_cal","frozen -80","SLC4564","BLC4",83,"BLC4-83",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-17,"CU",27.9,"133",139,"DE201",2015-06-19,"D06","DI","W","Gowlland Harbour","DN301",10:14:00,50.09809,-125.27142,2,0,0,0,2,0,0,0,0,0,0,0
"234","U4165","sealice_cal","frozen -80","SLC4565","BLC4",84,"BLC4-84",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-17,"CU",6.5,"85",NA,"DE143",2015-05-31,"D08","DI","W","Calm Channel","DN243",06:25:00,50.31763,-125.04942,1,0,1,0,0,0,0,0,0,0,0,0
"235","U4166","sealice_cal","frozen -80","SLC4566","BLC4",86,"BLC4-86",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-17,"CU",12.4,"99",106,"DE143",2015-05-31,"D08","DI","W","Calm Channel","DN243",06:25:00,50.31763,-125.04942,7,0,0,2,2,1,0,1,0,0,1,0
"236","U4103","sealice_cal","frozen -80","SLC4503","BLC4",91,"BLC4-91",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-17,"CU",19.9,"121",126,"DE201",2015-06-19,"D06","DI","W","Gowlland Harbour","DN301",10:14:00,50.09809,-125.27142,1,0,0,0,1,0,0,0,0,0,0,0
"237","U5002","sealice_cal","frozen -80","SLC5541","BLC4",97,"BLC4-97",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-24,"HE",30.9,"137",142,"JE211",2015-06-28,"J03","JS","N","Cracroft Point","JN311",10:50:00,50.54277,-126.64149,1,0,0,0,1,0,0,0,0,0,0,0
"238","U4097","sealice_cal","frozen -80","SLC4497","BLC4",98,"BLC4-98",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-15,"CU",9.7,"98",103,"DE182",2015-06-13,"D07","DI","C","Hoskyn Channel","DN282",14:29:00,50.19051,-125.1444,2,1,0,0,1,0,0,0,0,0,0,0
"239","U4096","sealice_cal","frozen -80","SLC4496","BLC4",99,"BLC4-99",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-15,"CU",11.1,"102",NA,"DE182",2015-06-13,"D07","DI","C","Hoskyn Channel","DN282",14:29:00,50.19051,-125.1444,1,0,0,0,1,0,0,0,0,0,0,0
"240","U4065","sealice_cal","frozen -80","SLC4465","BLC4",100,"BLC4-100",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-15,"CU",16.6,"119",NA,"DE182",2015-06-13,"D07","DI","C","Hoskyn Channel","DN282",14:29:00,50.19051,-125.1444,2,0,0,2,0,0,0,0,0,0,0,0
"241","U4730","sealice_cal","frozen -80","SLC5180","BLCSO3",24,"BLCSO3-24",NA,"collected","N",NA,NA,NA,NA,2017-10-20,"SO",17.8,"116",122,"JE199",2015-06-23,"J03","JS","N","Cracroft Point","JN299",06:20:00,50.54774,-126.67774,1,1,0,0,0,0,0,0,0,0,0,0
"242","U4735","sealice_cal","frozen -80","SLC5185","BLCSO3",46,"BLCSO3-46",NA,"collected","N",NA,NA,NA,NA,2017-10-23,"SO",12.9,"102",107,"DE183",2015-06-14,"D09","DI","C","Okisollo Channel","DN283",07:30:00,50.30767,-125.33023,3,1,1,1,0,0,0,0,0,0,0,0
"243","U4736","sealice_cal","frozen -80","SLC5186","BLCSO3",47,"BLCSO3-47",NA,"collected","N",NA,NA,NA,NA,2017-10-23,"SO",18.4,"117",123,"DE183",2015-06-14,"D09","DI","C","Okisollo Channel","DN283",07:30:00,50.30767,-125.33023,2,0,0,1,1,0,0,0,0,0,0,0
"244","U4809","sealice_cal","frozen -80","SLC5259","BLCSO3",66,"BLCSO3-66",NA,"collected","N",NA,NA,NA,NA,2017-10-23,"SO",12,"100",NA,"DE183",2015-06-14,"D09","DI","C","Okisollo Channel","DN283",07:30:00,50.30767,-125.33023,1,1,0,0,0,0,0,0,0,0,0,0
"245","U4738","sealice_cal","frozen -80","SLC5188","BLCSO3",67,"BLCSO3-67",NA,"collected","N",NA,NA,NA,NA,2017-10-23,"SO",6.5,"80",85,"DE240",2015-07-14,"D09","DI","C","Okisollo Channel","DN340",06:50:00,50.30717,-125.33303,1,0,1,0,0,0,0,0,0,0,0,0
"246","U4812","sealice_cal","frozen -80","SLC5262","BLCSO3",70,"BLCSO3-70",NA,"collected","N",NA,NA,NA,NA,2017-10-24,"SO",3.8,"65",69,"DE240",2015-07-14,"D09","DI","C","Okisollo Channel","DN340",06:50:00,50.30717,-125.33303,1,1,0,0,0,0,0,0,0,0,0,0
"247","U4814","sealice_cal","frozen -80","SLC5264","BLCSO3",71,"BLCSO3-71",NA,"collected","N",NA,NA,NA,NA,2017-10-24,"SO",4,"70",75,"DE240",2015-07-14,"D09","DI","C","Okisollo Channel","DN340",06:50:00,50.30717,-125.33303,2,0,0,0,0,0,0,0,0,0,2,0
"248","U4817","sealice_cal","frozen -80","SLC5267","BLCSO3",72,"BLCSO3-72",NA,"collected","N",NA,NA,NA,NA,2017-10-24,"SO",6.8,"84",89,"DE240",2015-07-14,"D09","DI","C","Okisollo Channel","DN340",06:50:00,50.30717,-125.33303,1,0,1,0,0,0,0,0,0,0,0,0
"249","U4818","sealice_cal","frozen -80","SLC5268","BLCSO3",73,"BLCSO3-73",NA,"collected","N",NA,NA,NA,NA,2017-10-24,"SO",5.7,"77",80,"DE240",2015-07-14,"D09","DI","C","Okisollo Channel","DN340",06:50:00,50.30717,-125.33303,3,1,2,0,0,0,0,0,0,0,0,0
"250","U4308","sealice_lep","frozen -80","SLL4708","BLL1",1,"BLL1-1",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-09-15,"SO",6.6,"87",91,"JE274",2016-06-18,"J09","JS","S","Blinkhorn Peninsula","JN374",06:37:00,50.579393,-126.714162,5,1,2,0,1,0,0,1,0,0,0,0
