seine_id,survey_date,site_id,so_taken,cu_taken,pi_taken,SO_retained,SO_dissected,PI_retained,PI_dissected,CU_retained,CU_dissected,ufn,sample_id,n_lice_in_sample,SO_sealice_collected,SO_sealice_results,PI_sealice_collected,PI_sealice_results,CU_sealice_collected,CU_sealice_results,n_sockeye_stock_id,stock_1,probability_stock_1
DN230,15-05-26,D09,30,10,0,30,10,0,0,10,5,U342,SSL333,8,10,9,0,0,0,0,10,Gates_Cr,1
DN230,15-05-26,D09,30,10,0,30,10,0,0,10,5,U343,SSL334,8,10,9,0,0,0,0,10,Chilko,0.5
DN230,15-05-26,D09,30,10,0,30,10,0,0,10,5,U351,SSL340,5,10,9,0,0,0,0,10,Horsefly,0.32
DN237,15-05-28,D10,30,5,0,30,10,0,0,5,0,U403,SSL442,3,10,0,0,0,0,0,10,Middle,0.53
DN237,15-05-28,D10,30,5,0,30,10,0,0,5,0,U404,SSL443,12,10,0,0,0,0,0,10,Quesnel_Mitche,1
DN237,15-05-28,D10,30,5,0,30,10,0,0,5,0,U405,SSL444,6,10,0,0,0,0,0,10,Quesnel_Mitche,1
DN237,15-05-28,D10,30,5,0,30,10,0,0,5,0,U406,SSL445,10,10,0,0,0,0,0,10,Stellako,0.96
DN237,15-05-28,D10,30,5,0,30,10,0,0,5,0,U407,SSL446,7,10,0,0,0,0,0,10,Chilko,1
DN237,15-05-28,D10,30,5,0,30,10,0,0,5,0,U461,SSL448,7,10,0,0,0,0,0,10,Horsefly,0.97
DN237,15-05-28,D10,30,5,0,30,10,0,0,5,0,U462,SSL449,8,10,0,0,0,0,0,10,Gates_Cr,1
DN237,15-05-28,D10,30,5,0,30,10,0,0,5,0,U463,SSL450,3,10,0,0,0,0,0,10,L_Adams,0.7
DN237,15-05-28,D10,30,5,0,30,10,0,0,5,0,U464,SSL451,2,10,0,0,0,0,0,10,Horsefly,0.76
DN237,15-05-28,D10,30,5,0,30,10,0,0,5,0,U465,SSL452,5,10,0,0,0,0,0,10,Chilko,0.95
DN239,15-05-28,D09,30,10,0,30,10,0,0,10,5,U436,SSL423,8,10,8,0,0,0,0,9,Stellako,0.99
DN239,15-05-28,D09,30,10,0,30,10,0,0,10,5,U437,SSL424,6,10,8,0,0,0,0,9,L_Adams,0.77
DN239,15-05-28,D09,30,10,0,30,10,0,0,10,5,U441,SSL425,5,10,8,0,0,0,0,9,Chilko,0.49
DN239,15-05-28,D09,30,10,0,30,10,0,0,10,5,U442,SSL426,5,10,8,0,0,0,0,9,Porter_Cr,0.29
DN239,15-05-28,D09,30,10,0,30,10,0,0,10,5,U327,SSL427,1,10,8,0,0,0,0,9,Quesnel_Mitche,0.99
DN239,15-05-28,D09,30,10,0,30,10,0,0,10,5,U438,SSL428,12,10,8,0,0,0,0,9,Chilko,1
DN239,15-05-28,D09,30,10,0,30,10,0,0,10,5,U439,SSL429,5,10,8,0,0,0,0,9,Pitt,0.96
DN239,15-05-28,D09,30,10,0,30,10,0,0,10,5,U443,SSL431,13,10,8,0,0,0,0,9,Quesnel_Mitche,1
DN239,15-05-28,D09,30,10,0,30,10,0,0,10,5,U444,SSL432,5,10,8,0,0,0,0,9,L_Adams,0.98
DN239,15-05-28,D09,30,10,0,30,10,0,0,10,5,U445,SSL433,6,10,8,0,0,0,0,9,NA,NA
DN240,15-05-30,D06,30,10,0,30,10,0,0,10,10,U325,SSL410,8,10,0,0,0,0,0,10,Horsefly,0.44
DN240,15-05-30,D06,30,10,0,30,10,0,0,10,10,U432,SSL414,13,10,0,0,0,0,0,10,Gluskie,0.34
DN240,15-05-30,D06,30,10,0,30,10,0,0,10,10,U326,SSL415,4,10,0,0,0,0,0,10,Middle,0.42
DN240,15-05-30,D06,30,10,0,30,10,0,0,10,10,U427,SSL416,11,10,0,0,0,0,0,10,Horsefly,0.6
DN240,15-05-30,D06,30,10,0,30,10,0,0,10,10,U428,SSL417,4,10,0,0,0,0,0,10,L_Adams,0.95
DN240,15-05-30,D06,30,10,0,30,10,0,0,10,10,U429,SSL418,4,10,0,0,0,0,0,10,Chilko,0.95
DN240,15-05-30,D06,30,10,0,30,10,0,0,10,10,U430,SSL419,0,10,0,0,0,0,0,10,Chilko,0.99
DN240,15-05-30,D06,30,10,0,30,10,0,0,10,10,U433,SSL420,8,10,0,0,0,0,0,10,Gluskie,0.65
DN240,15-05-30,D06,30,10,0,30,10,0,0,10,10,U434,SSL421,0,10,0,0,0,0,0,10,Chilko,0.95
DN240,15-05-30,D06,30,10,0,30,10,0,0,10,10,U435,SSL422,3,10,0,0,0,0,0,10,Gluskie,0.52
DN243,15-05-31,D08,2,10,1,2,2,1,1,10,10,U526,SSL522,3,2,2,1,0,0,0,2,Middle,0.81
DN243,15-05-31,D08,2,10,1,2,2,1,1,10,10,U546,SSL534,6,2,2,1,0,0,0,2,L_Adams,0.97
DN243,15-05-31,D08,2,10,1,2,2,1,1,10,10,U1401,SSL1386,1,2,2,1,0,0,0,2,NA,NA
DN249,15-06-01,D10,30,0,0,30,10,0,0,0,0,U440,SSL430,2,10,0,0,0,0,0,10,Chilko,0.95
DN249,15-06-01,D10,30,0,0,30,10,0,0,0,0,U446,SSL434,5,10,0,0,0,0,0,10,Chilko,1
DN249,15-06-01,D10,30,0,0,30,10,0,0,0,0,U447,SSL435,7,10,0,0,0,0,0,10,L_Adams,0.45
DN249,15-06-01,D10,30,0,0,30,10,0,0,0,0,U448,SSL436,1,10,0,0,0,0,0,10,Chilko,0.98
DN249,15-06-01,D10,30,0,0,30,10,0,0,0,0,U449,SSL437,2,10,0,0,0,0,0,10,Chilko,0.55
DN249,15-06-01,D10,30,0,0,30,10,0,0,0,0,U451,SSL438,3,10,0,0,0,0,0,10,Chilko,0.99
DN249,15-06-01,D10,30,0,0,30,10,0,0,0,0,U452,SSL439,11,10,0,0,0,0,0,10,Chilko,0.97
DN249,15-06-01,D10,30,0,0,30,10,0,0,0,0,U453,SSL440,8,10,0,0,0,0,0,10,Mitchell,0.91
DN249,15-06-01,D10,30,0,0,30,10,0,0,0,0,U402,SSL441,2,10,0,0,0,0,0,10,Chilko,0.99
DN249,15-06-01,D10,30,0,0,30,10,0,0,0,0,U450,SSL447,4,10,0,0,0,0,0,10,L_Adams,0.36
DN250,15-06-01,D11,30,10,1,30,11,1,0,10,0,U487,SSL470,13,11,0,0,0,0,0,10,Tachie,0.62
DN250,15-06-01,D11,30,10,1,30,11,1,0,10,0,U488,SSL471,7,11,0,0,0,0,0,10,L_Adams,0.67
DN250,15-06-01,D11,30,10,1,30,11,1,0,10,0,U489,SSL472,12,11,0,0,0,0,0,10,Mitchell,0.98
DN250,15-06-01,D11,30,10,1,30,11,1,0,10,0,U498,SSL478,2,11,0,0,0,0,0,10,L_Adams,0.5
DN250,15-06-01,D11,30,10,1,30,11,1,0,10,0,U499,SSL479,14,11,0,0,0,0,0,10,Chilko,0.78
DN250,15-06-01,D11,30,10,1,30,11,1,0,10,0,U490,SSL485,11,11,0,0,0,0,0,10,Chilko,0.8
DN250,15-06-01,D11,30,10,1,30,11,1,0,10,0,U500,SSL486,6,11,0,0,0,0,0,10,Chilko,0.5
DN250,15-06-01,D11,30,10,1,30,11,1,0,10,0,U501,SSL487,7,11,0,0,0,0,0,10,NA,NA
DN250,15-06-01,D11,30,10,1,30,11,1,0,10,0,U502,SSL488,6,11,0,0,0,0,0,10,Paula,0.77
DN250,15-06-01,D11,30,10,1,30,11,1,0,10,0,U511,SSL493,19,11,0,0,0,0,0,10,Scotch,1
DN250,15-06-01,D11,30,10,1,30,11,1,0,10,0,U512,SSL494,4,11,0,0,0,0,0,10,Chilko,0.97
DN251,15-06-01,D09,30,10,0,30,10,0,0,10,5,U523,SSL511,13,10,10,0,0,0,0,10,Mitchell,0.96
DN251,15-06-01,D09,30,10,0,30,10,0,0,10,5,U524,SSL512,12,10,10,0,0,0,0,10,Tachie,0.98
DN251,15-06-01,D09,30,10,0,30,10,0,0,10,5,U532,SSL514,9,10,10,0,0,0,0,10,Tachie,0.98
DN251,15-06-01,D09,30,10,0,30,10,0,0,10,5,U533,SSL515,11,10,10,0,0,0,0,10,L_Adams,0.9
DN251,15-06-01,D09,30,10,0,30,10,0,0,10,5,U534,SSL516,10,10,10,0,0,0,0,10,Mitchell,0.89
DN251,15-06-01,D09,30,10,0,30,10,0,0,10,5,U543,SSL519,9,10,10,0,0,0,0,10,Chilko,0.99
DN251,15-06-01,D09,30,10,0,30,10,0,0,10,5,U544,SSL520,1,10,10,0,0,0,0,10,Quesnel_Mitche,0.61
DN251,15-06-01,D09,30,10,0,30,10,0,0,10,5,U525,SSL521,5,10,10,0,0,0,0,10,Chilko,0.97
DN251,15-06-01,D09,30,10,0,30,10,0,0,10,5,U535,SSL527,7,10,10,0,0,0,0,10,Chilko,0.87
DN251,15-06-01,D09,30,10,0,30,10,0,0,10,5,U545,SSL533,7,10,10,0,0,0,0,10,Pitt,0.99
DN252,15-06-03,D10,30,10,1,30,10,1,0,10,0,U226,SSL250,4,10,0,0,0,0,0,8,Chilko,0.99
DN252,15-06-03,D10,30,10,1,30,10,1,0,10,0,U227,SSL251,11,10,0,0,0,0,0,8,Chilko,0.56
DN252,15-06-03,D10,30,10,1,30,10,1,0,10,0,U228,SSL252,12,10,0,0,0,0,0,8,Tachie,0.77
DN252,15-06-03,D10,30,10,1,30,10,1,0,10,0,U229,SSL253,1,10,0,0,0,0,0,8,Chilko,0.82
DN252,15-06-03,D10,30,10,1,30,10,1,0,10,0,U257,SSL255,15,10,0,0,0,0,0,8,Paula,0.85
DN252,15-06-03,D10,30,10,1,30,10,1,0,10,0,U258,SSL256,6,10,0,0,0,0,0,8,Chilko,0.98
DN252,15-06-03,D10,30,10,1,30,10,1,0,10,0,U259,SSL257,4,10,0,0,0,0,0,8,Chilko,0.96
DN252,15-06-03,D10,30,10,1,30,10,1,0,10,0,U263,SSL261,5,10,0,0,0,0,0,8,NA,NA
DN252,15-06-03,D10,30,10,1,30,10,1,0,10,0,U264,SSL262,4,10,0,0,0,0,0,8,Mitchell,0.85
DN252,15-06-03,D10,30,10,1,30,10,1,0,10,0,U265,SSL263,5,10,0,0,0,0,0,8,NA,NA
DN254,15-06-03,D09,30,10,1,30,11,1,1,10,0,U770,SSL740,2,11,10,0,0,0,0,10,Scotch,1
DN254,15-06-03,D09,30,10,1,30,11,1,1,10,0,U775,SSL742,9,11,10,0,0,0,0,10,Chilko,0.96
DN254,15-06-03,D09,30,10,1,30,11,1,1,10,0,U776,SSL743,5,11,10,0,0,0,0,10,Chilko,0.55
DN254,15-06-03,D09,30,10,1,30,11,1,1,10,0,U777,SSL744,3,11,10,0,0,0,0,10,NA,NA
DN254,15-06-03,D09,30,10,1,30,11,1,1,10,0,U793,SSL748,11,11,10,0,0,0,0,10,Chilko,0.95
DN254,15-06-03,D09,30,10,1,30,11,1,1,10,0,U794,SSL749,12,11,10,0,0,0,0,10,Chilko,0.97
DN254,15-06-03,D09,30,10,1,30,11,1,1,10,0,U795,SSL750,13,11,10,0,0,0,0,10,Chilko,0.96
DN254,15-06-03,D09,30,10,1,30,11,1,1,10,0,U796,SSL751,11,11,10,0,0,0,0,10,L_Adams,0.81
DN254,15-06-03,D09,30,10,1,30,11,1,1,10,0,U801,SSL754,7,11,10,0,0,0,0,10,Chilko,0.93
DN254,15-06-03,D09,30,10,1,30,11,1,1,10,0,U802,SSL755,11,11,10,0,0,0,0,10,Chilko,0.99
DN254,15-06-03,D09,30,10,1,30,11,1,1,10,0,U803,SSL756,5,11,10,0,0,0,0,10,L_Adams,0.46
DN258,15-06-04,D06,15,3,4,15,10,4,4,3,0,U271,SSL265,9,10,0,0,0,0,0,10,L_Adams,0.92
DN258,15-06-04,D06,15,3,4,15,10,4,4,3,0,U130,SSL275,8,10,0,0,0,0,0,10,Chilko,0.91
DN258,15-06-04,D06,15,3,4,15,10,4,4,3,0,U266,SSL276,2,10,0,0,0,0,0,10,Scotch,1
DN258,15-06-04,D06,15,3,4,15,10,4,4,3,0,U267,SSL277,12,10,0,0,0,0,0,10,Pitt,0.99
DN258,15-06-04,D06,15,3,4,15,10,4,4,3,0,U275,SSL281,5,10,0,0,0,0,0,10,Paula,0.88
DN258,15-06-04,D06,15,3,4,15,10,4,4,3,0,U276,SSL282,7,10,0,0,0,0,0,10,L_Adams,0.62
DN258,15-06-04,D06,15,3,4,15,10,4,4,3,0,U277,SSL283,28,10,0,0,0,0,0,10,Bowron,1
DN258,15-06-04,D06,15,3,4,15,10,4,4,3,0,U287,SSL286,5,10,0,0,0,0,0,10,Chilko,0.88
DN258,15-06-04,D06,15,3,4,15,10,4,4,3,0,U288,SSL287,3,10,0,0,0,0,0,10,Scotch,1
DN258,15-06-04,D06,15,3,4,15,10,4,4,3,0,U289,SSL288,4,10,0,0,0,0,0,10,Scotch,1
DN260,15-06-05,D10,22,10,3,22,11,3,0,10,0,U999,SSL954,1,10,0,0,0,0,0,11,Mitchell,0.74
DN260,15-06-05,D10,22,10,3,22,11,3,0,10,0,U1005,SSL942,6,10,0,0,0,0,0,11,L_Adams,0.88
DN260,15-06-05,D10,22,10,3,22,11,3,0,10,0,U1006,SSL943,7,10,0,0,0,0,0,11,Mitchell,0.96
DN260,15-06-05,D10,22,10,3,22,11,3,0,10,0,U1013,SSL946,15,10,0,0,0,0,0,11,Mitchell,0.76
DN260,15-06-05,D10,22,10,3,22,11,3,0,10,0,U947,SSL968,1,10,0,0,0,0,0,11,Chilko,0.88
DN260,15-06-05,D10,22,10,3,22,11,3,0,10,0,U948,SSL969,8,10,0,0,0,0,0,11,Scotch,0.63
DN260,15-06-05,D10,22,10,3,22,11,3,0,10,0,U949,SSL970,9,10,0,0,0,0,0,11,Fennell,0.46
DN260,15-06-05,D10,22,10,3,22,11,3,0,10,0,U1007,SSL956,4,10,0,0,0,0,0,11,L_Adams,0.98
DN260,15-06-05,D10,22,10,3,22,11,3,0,10,0,U1014,SSL960,2,10,0,0,0,0,0,11,Chilko,0.9
DN260,15-06-05,D10,22,10,3,22,11,3,0,10,0,U1021,SSL964,1,10,0,0,0,0,0,11,Scotch,1
DN262,15-06-05,D09,30,10,0,30,10,0,0,10,5,U817,SSL775,5,10,10,0,0,0,0,10,L_Adams,0.99
DN262,15-06-05,D09,30,10,0,30,10,0,0,10,5,U832,SSL780,7,10,10,0,0,0,0,10,L_Adams,0.65
DN262,15-06-05,D09,30,10,0,30,10,0,0,10,5,U759,SSL781,15,10,10,0,0,0,0,10,Chilko,0.99
DN262,15-06-05,D09,30,10,0,30,10,0,0,10,5,U760,SSL782,10,10,10,0,0,0,0,10,L_Adams,0.88
DN262,15-06-05,D09,30,10,0,30,10,0,0,10,5,U818,SSL783,11,10,10,0,0,0,0,10,L_Adams,0.95
DN262,15-06-05,D09,30,10,0,30,10,0,0,10,5,U819,SSL784,9,10,10,0,0,0,0,10,Tachie,0.99
DN262,15-06-05,D09,30,10,0,30,10,0,0,10,5,U820,SSL785,8,10,10,0,0,0,0,10,L_Adams,0.89
DN262,15-06-05,D09,30,10,0,30,10,0,0,10,5,U824,SSL786,25,10,10,0,0,0,0,10,Mitchell,0.92
DN262,15-06-05,D09,30,10,0,30,10,0,0,10,5,U833,SSL787,12,10,10,0,0,0,0,10,Chilko,0.83
DN262,15-06-05,D09,30,10,0,30,10,0,0,10,5,U834,SSL788,13,10,10,0,0,0,0,10,Tachie,0.33
DN263,15-06-05,D07,13,10,0,13,10,0,0,10,10,U221,SSL225,6,8,0,0,0,0,0,10,Chilko,0.98
DN263,15-06-05,D07,13,10,0,13,10,0,0,10,10,U222,SSL226,3,8,0,0,0,0,0,10,Chilko,1
DN263,15-06-05,D07,13,10,0,13,10,0,0,10,10,U237,SSL229,5,8,0,0,0,0,0,10,Chilko,0.87
DN263,15-06-05,D07,13,10,0,13,10,0,0,10,10,U238,SSL230,5,8,0,0,0,0,0,10,Paula,0.99
DN263,15-06-05,D07,13,10,0,13,10,0,0,10,10,U239,SSL231,7,8,0,0,0,0,0,10,L_Adams,0.82
DN263,15-06-05,D07,13,10,0,13,10,0,0,10,10,U242,SSL233,21,8,0,0,0,0,0,10,Chilko,0.95
DN263,15-06-05,D07,13,10,0,13,10,0,0,10,10,U243,SSL234,5,8,0,0,0,0,0,10,Paula,0.71
DN263,15-06-05,D07,13,10,0,13,10,0,0,10,10,U244,SSL235,10,8,0,0,0,0,0,10,Paula,0.85
DN268,15-06-07,D09,30,10,1,30,12,1,1,10,5,U946,SSL923,10,12,9,0,0,0,0,12,L_Adams,0.68
DN268,15-06-07,D09,30,10,1,30,12,1,1,10,5,U958,SSL925,8,12,9,0,0,0,0,12,Paula,0.89
DN268,15-06-07,D09,30,10,1,30,12,1,1,10,5,U959,SSL926,6,12,9,0,0,0,0,12,L_Adams,0.83
DN268,15-06-07,D09,30,10,1,30,12,1,1,10,5,U960,SSL927,13,12,9,0,0,0,0,12,Paula,0.87
DN268,15-06-07,D09,30,10,1,30,12,1,1,10,5,U985,SSL931,5,12,9,0,0,0,0,12,L_Adams,0.66
DN268,15-06-07,D09,30,10,1,30,12,1,1,10,5,U986,SSL932,5,12,9,0,0,0,0,12,Chilko,0.99
DN268,15-06-07,D09,30,10,1,30,12,1,1,10,5,U987,SSL933,12,12,9,0,0,0,0,12,Tachie,0.96
DN268,15-06-07,D09,30,10,1,30,12,1,1,10,5,U992,SSL935,5,12,9,0,0,0,0,12,Tachie,0.99
DN268,15-06-07,D09,30,10,1,30,12,1,1,10,5,U993,SSL936,11,12,9,0,0,0,0,12,Paula,0.92
DN268,15-06-07,D09,30,10,1,30,12,1,1,10,5,U994,SSL937,10,12,9,0,0,0,0,12,Tachie,0.88
DN268,15-06-07,D09,30,10,1,30,12,1,1,10,5,U988,SSL947,7,12,9,0,0,0,0,12,Mitchell,0.88
DN268,15-06-07,D09,30,10,1,30,12,1,1,10,5,U995,SSL950,6,12,9,0,0,0,0,12,L_Adams,0.7
DN269,15-06-07,D07,30,10,6,30,10,6,6,10,10,U844,SSL797,13,10,0,0,0,0,0,9,Chilko,0.71
DN269,15-06-07,D07,30,10,6,30,10,6,6,10,10,U826,SSL799,6,10,0,0,0,0,0,9,Chilko,0.98
DN269,15-06-07,D07,30,10,6,30,10,6,6,10,10,U840,SSL804,6,10,0,0,0,0,0,9,NA,NA
DN269,15-06-07,D07,30,10,6,30,10,6,6,10,10,U845,SSL805,0,10,0,0,0,0,0,9,Paula,0.9
DN269,15-06-07,D07,30,10,6,30,10,6,6,10,10,U846,SSL806,5,10,0,0,0,0,0,9,Chilko,0.98
DN269,15-06-07,D07,30,10,6,30,10,6,6,10,10,U847,SSL807,1,10,0,0,0,0,0,9,Scotch,0.97
DN269,15-06-07,D07,30,10,6,30,10,6,6,10,10,U849,SSL809,3,10,0,0,0,0,0,9,Scotch,1
DN269,15-06-07,D07,30,10,6,30,10,6,6,10,10,U850,SSL810,7,10,0,0,0,0,0,9,Mitchell,0.97
DN269,15-06-07,D07,30,10,6,30,10,6,6,10,10,U861,SSL811,9,10,0,0,0,0,0,9,Chilko,0.99
DN269,15-06-07,D07,30,10,6,30,10,6,6,10,10,U864,SSL814,15,10,0,0,0,0,0,9,Mitchell,0.86
DN270,15-06-09,D09,27,10,1,27,10,1,1,10,5,U839,SSL793,10,10,10,0,0,0,0,10,Chilko,0.96
DN270,15-06-09,D09,27,10,1,27,10,1,1,10,5,U825,SSL798,6,10,10,0,0,0,0,10,Chilko,0.27
DN270,15-06-09,D09,27,10,1,27,10,1,1,10,5,U827,SSL800,27,10,10,0,0,0,0,10,Pitt,0.4
DN270,15-06-09,D09,27,10,1,27,10,1,1,10,5,U828,SSL801,1,10,10,0,0,0,0,10,Chilko,1
DN270,15-06-09,D09,27,10,1,27,10,1,1,10,5,U848,SSL808,3,10,10,0,0,0,0,10,Seymour,0.96
DN270,15-06-09,D09,27,10,1,27,10,1,1,10,5,U862,SSL812,10,10,10,0,0,0,0,10,Chilko,0.72
DN270,15-06-09,D09,27,10,1,27,10,1,1,10,5,U863,SSL813,5,10,10,0,0,0,0,10,Quesnel_Mitche,0.7
DN270,15-06-09,D09,27,10,1,27,10,1,1,10,5,U1310,SSL1248,4,10,10,0,0,0,0,10,Seymour,0.91
DN270,15-06-09,D09,27,10,1,27,10,1,1,10,5,U1316,SSL1249,13,10,10,0,0,0,0,10,Kitkiata_Lake,0.51
DN270,15-06-09,D09,27,10,1,27,10,1,1,10,5,U1328,SSL1250,8,10,10,0,0,0,0,10,Chilko,0.53
DN273,15-06-09,D07,30,10,2,30,10,2,2,10,5,U876,SSL854,2,10,0,0,0,0,0,10,Seymour,0.39
DN273,15-06-09,D07,30,10,2,30,10,2,2,10,5,U877,SSL855,10,10,0,0,0,0,0,10,Seymour,0.8
DN273,15-06-09,D07,30,10,2,30,10,2,2,10,5,U907,SSL858,7,10,0,0,0,0,0,10,L_Adams,0.93
DN273,15-06-09,D07,30,10,2,30,10,2,2,10,5,U908,SSL859,4,10,0,0,0,0,0,10,Quesnel_Mitche,0.93
DN273,15-06-09,D07,30,10,2,30,10,2,2,10,5,U909,SSL860,25,10,0,0,0,0,0,10,Chilko,0.97
DN273,15-06-09,D07,30,10,2,30,10,2,2,10,5,U910,SSL861,7,10,0,0,0,0,0,10,Seymour,0.94
DN273,15-06-09,D07,30,10,2,30,10,2,2,10,5,U914,SSL864,5,10,0,0,0,0,0,10,L_Adams,0.54
DN273,15-06-09,D07,30,10,2,30,10,2,2,10,5,U915,SSL865,2,10,0,0,0,0,0,10,Seymour,0.91
DN273,15-06-09,D07,30,10,2,30,10,2,2,10,5,U1298,SSL1252,4,10,0,0,0,0,0,10,Chilko,0.99
DN273,15-06-09,D07,30,10,2,30,10,2,2,10,5,U1318,SSL1255,3,10,0,0,0,0,0,10,Chilko,0.92
DN274,15-06-11,D09,30,10,1,30,10,1,5,10,5,U767,SSL726,6,10,9,0,0,0,0,9,Kuzkwa_Cr,0.53
DN274,15-06-11,D09,30,10,1,30,10,1,5,10,5,U768,SSL727,14,10,9,0,0,0,0,9,L_Adams,0.59
DN274,15-06-11,D09,30,10,1,30,10,1,5,10,5,U769,SSL728,2,10,9,0,0,0,0,9,Chilko,0.97
DN274,15-06-11,D09,30,10,1,30,10,1,5,10,5,U771,SSL729,9,10,9,0,0,0,0,9,Seymour,0.48
DN274,15-06-11,D09,30,10,1,30,10,1,5,10,5,U772,SSL730,5,10,9,0,0,0,0,9,Pitt,1
DN274,15-06-11,D09,30,10,1,30,10,1,5,10,5,U773,SSL731,1,10,9,0,0,0,0,9,Quesnel_Mitche,0.93
DN274,15-06-11,D09,30,10,1,30,10,1,5,10,5,U791,SSL737,8,10,9,0,0,0,0,9,Quesnel_Decept,0.24
DN274,15-06-11,D09,30,10,1,30,10,1,5,10,5,U792,SSL738,6,10,9,0,0,0,0,9,NA,NA
DN274,15-06-11,D09,30,10,1,30,10,1,5,10,5,U755,SSL739,3,10,9,0,0,0,0,9,Quesnel_Mitche,0.92
DN274,15-06-11,D09,30,10,1,30,10,1,5,10,5,U774,SSL741,1,10,9,0,0,0,0,9,Chilko,0.97
DN282,15-06-13,D07,22,10,3,22,10,3,3,10,10,U866,SSL816,4,10,0,0,0,0,0,10,L_Adams,0.96
DN282,15-06-13,D07,22,10,3,22,10,3,3,10,10,U881,SSL818,11,10,0,0,0,0,0,10,Seymour,0.94
DN282,15-06-13,D07,22,10,3,22,10,3,3,10,10,U867,SSL819,14,10,0,0,0,0,0,10,Seymour,0.96
DN282,15-06-13,D07,22,10,3,22,10,3,3,10,10,U868,SSL820,2,10,0,0,0,0,0,10,L_Adams,0.92
DN282,15-06-13,D07,22,10,3,22,10,3,3,10,10,U869,SSL821,35,10,0,0,0,0,0,10,Quesnel_Mitche,0.94
DN282,15-06-13,D07,22,10,3,22,10,3,3,10,10,U870,SSL822,21,10,0,0,0,0,0,10,Quesnel_Mitche,0.94
DN282,15-06-13,D07,22,10,3,22,10,3,3,10,10,U882,SSL823,11,10,0,0,0,0,0,10,Pitt,1
DN282,15-06-13,D07,22,10,3,22,10,3,3,10,10,U883,SSL824,4,10,0,0,0,0,0,10,Seymour,0.82
DN282,15-06-13,D07,22,10,3,22,10,3,3,10,10,U884,SSL825,20,10,0,0,0,0,0,10,L_Adams,0.35
DN282,15-06-13,D07,22,10,3,22,10,3,3,10,10,U891,SSL827,11,10,0,0,0,0,0,10,L_Adams,0.91
DN283,15-06-14,D09,26,10,1,26,10,1,1,10,6,U1061,SSL1013,0,10,9,0,0,0,0,9,Quesnel_Decept,0.26
DN283,15-06-14,D09,26,10,1,26,10,1,1,10,6,U1062,SSL1014,8,10,9,0,0,0,0,9,L_Adams,0.98
DN283,15-06-14,D09,26,10,1,26,10,1,1,10,6,U1063,SSL1015,8,10,9,0,0,0,0,9,L_Adams,0.78
DN283,15-06-14,D09,26,10,1,26,10,1,1,10,6,U1074,SSL1018,3,10,9,0,0,0,0,9,Birkenhead,1
DN283,15-06-14,D09,26,10,1,26,10,1,1,10,6,U1075,SSL1019,1,10,9,0,0,0,0,9,Chilko,0.63
DN283,15-06-14,D09,26,10,1,26,10,1,1,10,6,U1083,SSL1022,2,10,9,0,0,0,0,9,Pitt,1
DN283,15-06-14,D09,26,10,1,26,10,1,1,10,6,U1092,SSL1024,7,10,9,0,0,0,0,9,Chilko,0.99
DN283,15-06-14,D09,26,10,1,26,10,1,1,10,6,U1093,SSL1025,4,10,9,0,0,0,0,9,L_Adams,0.87
DN283,15-06-14,D09,26,10,1,26,10,1,1,10,6,U1094,SSL1026,1,10,9,0,0,0,0,9,Birkenhead,0.86
DN283,15-06-14,D09,26,10,1,26,10,1,1,10,6,U1095,SSL1027,1,10,9,0,0,0,0,9,NA,NA
DN284,15-06-14,D11,30,10,2,30,10,2,0,10,0,U1028,SSL980,1,10,0,0,0,0,0,10,L_Adams,0.47
DN284,15-06-14,D11,30,10,2,30,10,2,0,10,0,U1033,SSL981,3,10,0,0,0,0,0,10,Kuzkwa_Cr,0.46
DN284,15-06-14,D11,30,10,2,30,10,2,0,10,0,U1034,SSL982,7,10,0,0,0,0,0,10,Pitt,1
DN284,15-06-14,D11,30,10,2,30,10,2,0,10,0,U1052,SSL988,19,10,0,0,0,0,0,10,L_Adams,0.87
DN284,15-06-14,D11,30,10,2,30,10,2,0,10,0,U1053,SSL989,1,10,0,0,0,0,0,10,L_Adams,0.61
DN284,15-06-14,D11,30,10,2,30,10,2,0,10,0,U1035,SSL991,3,10,0,0,0,0,0,10,Kuzkwa_Cr,0.48
DN284,15-06-14,D11,30,10,2,30,10,2,0,10,0,U1045,SSL997,12,10,0,0,0,0,0,10,Seymour,0.62
DN284,15-06-14,D11,30,10,2,30,10,2,0,10,0,U1046,SSL998,6,10,0,0,0,0,0,10,Birkenhead,0.91
DN284,15-06-14,D11,30,10,2,30,10,2,0,10,0,U1054,SSL1003,3,10,0,0,0,0,0,10,Chilko,0.99
DN284,15-06-14,D11,30,10,2,30,10,2,0,10,0,U1367,SSL1294,6,10,0,0,0,0,0,10,Kuzkwa_Cr,0.24
DN294,15-06-17,D08,12,10,0,12,11,0,0,10,10,U481,SSL462,0,10,10,0,0,0,0,11,Paula,0.38
DN294,15-06-17,D08,12,10,0,12,11,0,0,10,10,U1339,SSL1270,0,10,10,0,0,0,0,11,Quesnel_Mitche,0.56
DN294,15-06-17,D08,12,10,0,12,11,0,0,10,10,U1340,SSL1271,0,10,10,0,0,0,0,11,Portage_Cr,0.36
DN294,15-06-17,D08,12,10,0,12,11,0,0,10,10,U1357,SSL1279,1,10,10,0,0,0,0,11,L_Adams,0.51
DN294,15-06-17,D08,12,10,0,12,11,0,0,10,10,U1364,SSL1283,3,10,10,0,0,0,0,11,Chilko,0.72
