ufn,Comment,Stock 1,Region 1,Prob 1,Stock 2,Region 2,Prob 2,Stock 3,Region 3,Prob 3,Stock 4,Region 4,Prob 4,Stock 5,Region 5,Prob 5
1205,,Scotch,2,0.99,Seymour,2,0.01,L_Adams,4,0,Eagle_L,4,0,MiddleShuswap,4,0
1206,,Thompson_N,2,0.49,Birkenhead,3,0.34,Chilko,3,0.11,L_Horsefly,3,0.04,Pinchi_Cr,3,0.01
1207,,Thompson_N,2,0.95,Chilko,3,0.04,Portage_Cr,4,0.01,,,,,,
1208,,Chilko,3,1,Chilko_south,2,0,Portage_Cr,4,0,L_Shuswap,4,0,Middle,3,0
1209,,Quesnel_Horsef,3,0.92,Roaring,3,0.04,U_Horsefly,3,0.02,Horsefly,3,0.01,M_Horsefly,3,0.01
1210,,Pitt,2,1,Birkenhead,3,0,,,,,,,,,
1211,,Bowron,2,1,,,,,,,,,,,,
1212,,Chilko,3,0.28,Chilko_south,2,0.17,Scotch,2,0.13,Quesnel_Horsef,3,0.12,L_Horsefly,3,0.09
1213,,Gates_Cr,2,1,,,,,,,,,,,,
1214,,Chilko,3,0.94,Chilko_south,2,0.05,Mitchell,3,0,Kuzkwa_Cr,3,0,Tachie,3,0
1215,,Mitchell,3,1,Blue_Lead_Ck,3,0,Wasko_Cr,3,0,,,,,,
1216,,Chilko,3,0.74,Chilko_south,2,0.25,Pinchi_Cr,3,0,Thompson_N,2,0,Rossette,1,0
1217,,Pitt,2,1,Yonakina,16,0,Craig,14,0,Tuskwa,16,0,,,
1218,,Quesnel_Horsef,3,0.68,L_Shuswap,4,0.11,Stellako,3,0.07,L_Adams,4,0.06,Portage_Cr,4,0.02
1219,,Pitt,2,1,,,,,,,,,,,,
1220,,L_Adams,4,0.71,Little,4,0.28,MiddleShuswap,4,0,Dust,1,0,Seymour,2,0
1221,,Gates_Cr,2,1,,,,,,,,,,,,
1222,,Chilko,3,0.71,Kuzkwa_Cr,3,0.12,Pinchi_Cr,3,0.06,Chilko_south,2,0.04,Porter_Cr,1,0.02
1223,,Chilko,3,0.99,Quesnel_Horsef,3,0.01,Narrows,1,0.01,Rossette,1,0,Chilko-North,3,0
1224,,Quesnel_Horsef,3,0.72,Roaring,3,0.16,Chilko,3,0.06,Narrows,1,0.02,Wasko_Cr,3,0.01
1225,,Chilko_south,2,0.71,Chilko,3,0.29,Quesnel_Horsef,3,0,Chilko-North,3,0,Thompson_N,2,0
1226,,Birkenhead,3,0.48,Wasko_Cr,3,0.33,Chilko_south,2,0.14,L_Adams,4,0.01,Quesnel_Horsef,3,0.01
1227,,Chilko,3,0.97,Chilko-North,3,0.02,Quesnel_Horsef,3,0,Chilko_south,2,0,Blackwater,1,0
1228,,Chilko,3,0.97,Chilko_south,2,0.01,Horsefly,3,0,Quesnel_Horsef,3,0,Roaring,3,0
1229,,Quesnel_Horsef,3,0.99,Horsefly,3,0,L_Horsefly,3,0,M_Horsefly,3,0,Roaring,3,0
1230,,Narrows,1,0.96,Chilko,3,0.03,Chilko-North,3,0,,,,,,
1231,,Scotch,2,0.94,Fennell,2,0.03,Seymour,2,0.02,Chilko,3,0.01,L_Shuswap,4,0
1232,,Bowron,2,0.91,Quesnel_Horsef,3,0.08,L_Horsefly,3,0.01,Wasko_Cr,3,0,Blue_Lead_Ck,3,0
1233,,L_Adams,4,0.48,Little,4,0.22,Chilko_south,2,0.1,Quesnel_Horsef,3,0.05,Wasko_Cr,3,0.05
1234,,Nimpkish,7,0.71,Woss_Lake,7,0.28,Vernon,7,0.01,,,,,,
1235,,Narrows,1,0.21,Quesnel_Horsef,3,0.15,Stellako,3,0.12,Birkenhead,3,0.09,Scotch,2,0.07
1236,,Pitt,2,1,,,,,,,,,,,,
1237,,Phillips,6,1,Chilko,3,0,Thompson_N,2,0,,,,,,
1239,,Mitchell,3,0.98,Quesnel_Mitche,3,0.01,Roaring,3,0.01,Wasko_Cr,3,0,Blue_Lead_Ck,3,0
1240,,Narrows,1,0.99,Sinta,1,0,Blackwater,1,0,Porter_Cr,1,0,FiveMile,1,0
1241,,L_Shuswap,4,0.84,Portage_Cr,4,0.12,L_Adams,4,0.03,Little,4,0,MiddleShuswap,4,0
1242,,Blackwater,1,0.75,L_Adams,4,0.1,Middle,3,0.04,Sandpoint,1,0.03,Little,4,0.02
1243,,Quesnel_Horsef,3,0.42,L_Horsefly,3,0.37,Blackwater,1,0.09,Scotch,2,0.04,Chilko_south,2,0.03
1244,,Quesnel_Horsef,3,0.97,U_Horsefly,3,0.02,Horsefly,3,0.01,Chilko,3,0,L_Horsefly,3,0
1245,,Narrows,1,0.51,Stellako,3,0.39,Rossette,1,0.02,Sandpoint,1,0.02,Sinta,1,0.01
1246,,Roaring,3,0.34,Chilko,3,0.18,Scotch,2,0.13,Stellako,3,0.11,Mitchell,3,0.09
1247,,Wasko_Cr,3,0.8,Quesnel_Horsef,3,0.08,Roaring,3,0.04,Quesnel_Mitche,3,0.02,Blackwater,1,0.01
1248,,Nimpkish,7,0.58,Vernon,7,0.38,Woss_Lake,7,0.04,,,,,,
1250,,Mitchell,3,0.77,Roaring,3,0.2,Chilko,3,0.02,Quesnel_Mitche,3,0.01,Wasko_Cr,3,0
1251,,Blackwater,1,0.92,Sinta,1,0.05,Sandpoint,1,0.01,Middle,3,0.01,FiveMile,1,0.01
1252,,L_Adams,4,0.9,Little,4,0.07,Wasko_Cr,3,0.01,Birkenhead,3,0.01,Chilko,3,0.01
1253,,Birkenhead,3,0.98,Wasko_Cr,3,0.01,Chilko,3,0,Chilko_south,2,0,L_Adams,4,0
1254,,Nimpkish,7,0.7,Vernon,7,0.18,Woss_Lake,7,0.12,,,,,,
1255,,Sakinaw,6,1,L_Adams,4,0,Little,4,0,Portage_Cr,4,0,,,
1256,,Quesnel_Horsef,3,0.98,U_Horsefly,3,0.01,Roaring,3,0,Wasko_Cr,3,0,L_Horsefly,3,0
1257,,L_Shuswap,4,0.62,Portage_Cr,4,0.2,Chilko,3,0.1,L_Adams,4,0.04,Scotch,2,0.02
1258,,Little,4,0.41,Thompson_N,2,0.25,L_Adams,4,0.15,Chilko_south,2,0.1,L_Shuswap,4,0.02
1260,,Narrows,1,0.97,Rossette,1,0.02,Sandpoint,1,0.01,Hudson_Bay,1,0,Bivouac,1,0
1261,,Chilko,3,0.96,Chilko_south,2,0.03,Narrows,1,0.01,Chilko-North,3,0,Pitt,2,0
1262,,Gates_Cr,2,1,,,,,,,,,,,,
1263,,Nimpkish,7,0.68,Woss_Lake,7,0.29,Vernon,7,0.03,,,,,,
1264,,Nimpkish,7,0.7,Vernon,7,0.16,Woss_Lake,7,0.14,,,,,,
1265,,Scotch,2,0.93,Seymour,2,0.06,L_Adams,4,0,Little,4,0,Chilko,3,0
1266,,Quesnel_Horsef,3,0.62,Scotch,2,0.19,Roaring,3,0.04,L_Shuswap,4,0.04,Mitchell,3,0.03
1267,,Pitt,2,1,,,,,,,,,,,,
1268,,Scotch,2,0.7,L_Shuswap,4,0.13,Chilko,3,0.09,Narrows,1,0.05,Seymour,2,0.02
1269,,Chilko,3,0.96,Quesnel_Horsef,3,0.02,Narrows,1,0.01,Roaring,3,0,Wasko_Cr,3,0
1270,,Chilko,3,0.9,Chilko_south,2,0.09,L_Adams,4,0,Blackwater,1,0,Chilko-North,3,0
1271,,Chilko,3,0.75,Scotch,2,0.07,Quesnel_Horsef,3,0.04,L_Adams,4,0.03,Rossette,1,0.02
1272,,Mitchell,3,0.9,Roaring,3,0.06,Wasko_Cr,3,0.02,Quesnel_Mitche,3,0.02,Quesnel_Horsef,3,0
1273,,L_Adams,4,0.56,Little,4,0.4,MiddleShuswap,4,0.01,Portage_Cr,4,0.01,Scotch,2,0
1274,,Scotch,2,0.51,L_Adams,4,0.36,Seymour,2,0.06,Little,4,0.05,Eagle_L,4,0.01
1275,,Chilko_south,2,0.57,Chilko,3,0.42,Chilko-North,3,0.02,Little,4,0,,,
1276,,Little,4,0.51,L_Adams,4,0.39,MiddleShuswap,4,0.05,L_Shuswap,4,0.03,Portage_Cr,4,0.01
1277,,Roaring,3,0.35,Mitchell,3,0.18,Quesnel_Horsef,3,0.18,Wasko_Cr,3,0.16,Chilko,3,0.12
1278,,Stellako,3,1,,,,,,,,,,,,
1279,,Birkenhead,3,1,,,,,,,,,,,,
1280,,Scotch,2,0.8,Chilko,3,0.13,Seymour,2,0.04,L_Shuswap,4,0.02,L_Adams,4,0.01
1281,,Chilko,3,1,Chilko_south,2,0,Narrows,1,0,Chilko-North,3,0,Gluskie,1,0
1282,,Phillips,6,0.91,Narrows,1,0.09,Rossette,1,0,Felix,1,0,Stellako,3,0
1283,,L_Adams,4,0.66,Little,4,0.29,L_Horsefly,3,0.04,Quesnel_Horsef,3,0.02,Eagle_L,4,0
1284,,Chilko,3,0.68,Little,4,0.25,Chilko-North,3,0.04,Chilko_south,2,0.01,L_Horsefly,3,0.01
1285,,Pitt,2,0.94,L_Adams,4,0.03,Raft,2,0.01,Chilko_south,2,0.01,Thompson_N,2,0
1286,,Quesnel_Mitche,3,0.99,Mitchell,3,0.01,Wasko_Cr,3,0.01,Blue_Lead_Ck,3,0,Roaring,3,0
1287,,Stellako,3,1,Kuzkwa_Cr,3,0,Pinchi_Cr,3,0,,,,,,
1288,,Chilko,3,0.53,Chilko_south,2,0.13,L_Adams,4,0.12,Quesnel_Horsef,3,0.12,L_Horsefly,3,0.04
1289,,Chilko,3,0.95,Chilko_south,2,0.04,Chilko-North,3,0.01,Quesnel_Horsef,3,0,L_Adams,4,0
1290,,Chilko,3,0.99,Chilko_south,2,0,Sandpoint,1,0,Hudson_Bay,1,0,,,
1291,,Mitchell,3,0.89,Roaring,3,0.07,Quesnel_Mitche,3,0.02,Wasko_Cr,3,0.01,Chilko,3,0.01
1292,,Quesnel_Horsef,3,0.51,L_Horsefly,3,0.35,Chilko_south,2,0.04,L_Adams,4,0.03,M_Horsefly,3,0.02
1293,,Seymour,2,0.82,Birkenhead,3,0.17,Eagle,2,0.01,Scotch,2,0.01,L_Adams,4,0
1294,,Stellako,3,1,Pinchi_Cr,3,0,Middle,3,0,Tachie,3,0,Rossette,1,0
1295,,Chilko,3,0.98,Portage_Cr,4,0.01,L_Adams,4,0.01,Mitchell,3,0,L_Shuswap,4,0
1296,,Chilko,3,0.97,Kynock,1,0.01,Middle,3,0.01,Chilko-North,3,0.01,L_Adams,4,0
1297,,Quesnel_Horsef,3,0.99,Little,4,0.01,L_Adams,4,0,Horsefly,3,0,M_Horsefly,3,0
1298,,Chilko,3,0.99,Chilko_south,2,0,Quesnel_Decept,3,0,L_Adams,4,0,M_Horsefly,3,0
1299,,Chilko,3,0.53,Quesnel_Horsef,3,0.25,Wasko_Cr,3,0.15,Chilko_south,2,0.04,L_Horsefly,3,0.02
1300,,Chilko,3,0.99,Chilko_south,2,0.01,Quesnel_Horsef,3,0,L_Adams,4,0,Chilko-North,3,0
1301,,L_Adams,4,0.61,Scotch,2,0.16,Little,4,0.09,Seymour,2,0.07,Quesnel_Horsef,3,0.02
1302,,Chilko,3,0.98,Chilko_south,2,0.02,Chilko-North,3,0,L_Adams,4,0,,,
1303,,Quesnel_Horsef,3,0.98,U_Horsefly,3,0.01,Horsefly,3,0.01,L_Horsefly,3,0,M_Horsefly,3,0
1304,,Chilko,3,0.99,Quesnel_Horsef,3,0.01,Chilko-North,3,0,Middle,3,0,L_Horsefly,3,0
1305,,Little,4,0.36,Scotch,2,0.33,L_Adams,4,0.31,Eagle,2,0,Seymour,2,0
1306,,Chilko,3,0.97,L_Adams,4,0.02,Chilko_south,2,0.01,Chilko-North,3,0,Little,4,0
1307,,L_Shuswap,4,0.71,Portage_Cr,4,0.15,L_Adams,4,0.06,Quesnel_Horsef,3,0.03,Chilko,3,0.02
1308,,Mitchell,3,0.96,Roaring,3,0.02,Quesnel_Mitche,3,0.02,Wasko_Cr,3,0,Blue_Lead_Ck,3,0
1309,,Sandpoint,1,0.29,Paula,1,0.29,Porter_Cr,1,0.09,Sinta,1,0.07,Forfar,1,0.07
1310,,Seymour,2,0.91,Scotch,2,0.06,L_Adams,4,0.03,Little,4,0,,,
1311,,Chilko,3,0.6,L_Adams,4,0.25,Birkenhead,3,0.05,Little,4,0.04,Chilko_south,2,0.04
1312,,Chilko,3,0.65,L_Adams,4,0.08,Portage_Cr,4,0.06,Scotch,2,0.05,Roaring,3,0.03
1313,,Birkenhead,3,1,Pitt,2,0,,,,,,,,,
1314,,Pitt,2,1,,,,,,,,,,,,
1316,,Kitkiata_Lake,15,0.51,L_Adams,4,0.17,Red_Bay_Lake,20,0.12,Portage_Cr,4,0.09,Little,4,0.04
1317,,Mitchell,3,1,,,,,,,,,,,,
1318,,Chilko,3,0.92,L_Adams,4,0.04,Pinchi_Cr,3,0.03,Chilko-North,3,0.01,Tachie,3,0
1319,,L_Adams,4,0.79,Little,4,0.07,MiddleShuswap,4,0.07,Seymour,2,0.02,Portage_Cr,4,0.02
1320,,Chilko_south,2,0.67,Chilko,3,0.33,Chilko-North,3,0,Portage_Cr,4,0,,,
1321,,Chilko,3,0.24,Sandpoint,1,0.18,Sinta,1,0.15,Raft,2,0.13,Thompson_N,2,0.08
1322,,Thompson_N,2,0.44,L_Adams,4,0.22,Raft,2,0.15,Quesnel_Horsef,3,0.14,Chilko,3,0.02
1323,,Chilko,3,0.74,Chilko_south,2,0.07,Thompson_N,2,0.07,Raft,2,0.06,Middle,3,0.02
1324,,L_Shuswap,4,0.52,Portage_Cr,4,0.32,L_Adams,4,0.08,Little,4,0.04,Chilko,3,0.01
1325,,L_Shuswap,4,0.99,Scotch,2,0.01,Seymour,2,0,Portage_Cr,4,0,,,
1326,,Pitt,2,1,,,,,,,,,,,,
1327,,Portage_Cr,4,1,McKinley,3,0,Quesnel_Horsef,3,0,Seymour,2,0,,,
1328,,Chilko,3,0.53,Tachie,3,0.09,L_Adams,4,0.08,M_Horsefly,3,0.06,Kuzkwa_Cr,3,0.06
1329,,Seymour,2,0.97,Scotch,2,0.02,Eagle,2,0.01,L_Adams,4,0,,,
1330,,Chilko-North,3,0.97,Birkenhead,3,0.03,Quesnel_Horsef,3,0.01,L_Adams,4,0,Narrows,1,0
1331,,Birkenhead,3,1,Pitt,2,0,,,,,,,,,
1332,,Gates_Cr,2,1,,,,,,,,,,,,
1333,,Scotch,2,0.49,Little,4,0.25,L_Adams,4,0.21,Seymour,2,0.05,Chilko_south,2,0
1334,,L_Adams,4,0.73,Little,4,0.23,Eagle_L,4,0.01,L_Shuswap,4,0.01,MiddleShuswap,4,0.01
1335,,Chilko,3,0.65,Chilko_south,2,0.26,L_Adams,4,0.05,Quesnel_Horsef,3,0.02,Wasko_Cr,3,0.01
1336,,Scotch,2,0.59,L_Adams,4,0.26,Little,4,0.11,Seymour,2,0.03,MiddleShuswap,4,0.01
1337,,L_Adams,4,0.96,Eagle_L,4,0.01,Portage_Cr,4,0.01,Birkenhead,3,0.01,Little,4,0
1338,,L_Adams,4,0.83,Little,4,0.15,Portage_Cr,4,0.01,MiddleShuswap,4,0,Eagle_L,4,0
1339,,Quesnel_Mitche,3,0.56,Roaring,3,0.2,Mitchell,3,0.13,Birkenhead,3,0.11,Quesnel_Decept,3,0
1340,,Portage_Cr,4,0.36,Chilko,3,0.33,L_Adams,4,0.25,Chilko_south,2,0.03,U_Adams,2,0.02
1341,,Scotch,2,0.66,L_Adams,4,0.2,Seymour,2,0.14,Chilko_south,2,0,Eagle,2,0
1342,,Quesnel_Horsef,3,0.61,L_Horsefly,3,0.38,Wasko_Cr,3,0.01,U_Horsefly,3,0,McKinley,3,0
1343,,Chilko,3,0.98,Chilko_south,2,0.01,Quesnel_Decept,3,0,Roaring,3,0,McKinley,3,0
1344,,Mitchell,3,1,,,,,,,,,,,,
1345,,Chilko,3,0.74,U_Horsefly,3,0.25,Horsefly,3,0.01,Chilko_south,2,0,Mitchell,3,0
1346,,Mitchell,3,0.95,Chilko,3,0.04,U_Horsefly,3,0.01,Scotch,2,0,L_Adams,4,0
1347,,Middle,3,0.49,U_Horsefly,3,0.37,Stellako,3,0.06,Kuzkwa_Cr,3,0.03,Gluskie,1,0.01
1348,,Pitt,2,0.96,Thompson_N,2,0.02,Weaver,4,0.01,Birkenhead,3,0,,,
1349,,Chilko,3,1,,,,,,,,,,,,
1350,,Mitchell,3,1,,,,,,,,,,,,
1351,,Chilko,3,0.98,Chilko_south,2,0.01,Wasko_Cr,3,0,Chilko-North,3,0,L_Horsefly,3,0
1353,,L_Adams,4,0.3,Birkenhead,3,0.19,Chilko,3,0.18,Chilko_south,2,0.12,Little,4,0.08
1354,,Quesnel_Horsef,3,0.55,L_Horsefly,3,0.4,Wasko_Cr,3,0.02,L_Adams,4,0.02,M_Horsefly,3,0
1355,,Scotch,2,0.72,Seymour,2,0.27,Eagle,2,0,MiddleShuswap,4,0,L_Adams,4,0
1356,,Quesnel_Horsef,3,0.45,L_Horsefly,3,0.36,Wasko_Cr,3,0.16,Quesnel_Mitche,3,0.02,Blue_Lead_Ck,3,0.01
1357,,L_Adams,4,0.51,Portage_Cr,4,0.42,Chilko,3,0.06,Little,4,0.01,Middle,3,0
1358,,Chilko,3,0.99,Chilko_south,2,0.01,Chilko-North,3,0,,,,,,
1359,,Chilko,3,1,Middle,3,0,Chilko_south,2,0,,,,,,
1360,,Chilko,3,0.59,Thompson_N,2,0.15,Chilko_south,2,0.08,L_Adams,4,0.07,Middle,3,0.07
1361,,Seymour,2,0.29,Scotch,2,0.22,L_Adams,4,0.16,Little,4,0.1,Chilko_south,2,0.04
1362,,Birkenhead,3,1,Pitt,2,0,,,,,,,,,
1363,,Scotch,2,0.73,Little,4,0.25,L_Adams,4,0.02,Chilko,3,0,Bowron,2,0
1364,,Chilko,3,0.72,L_Adams,4,0.08,Portage_Cr,4,0.07,McKinley,3,0.04,U_Horsefly,3,0.03
1365,,Scotch,2,0.66,Seymour,2,0.33,L_Adams,4,0.01,Eagle_L,4,0,Chilko,3,0
1366,,Chilko,3,0.92,Quesnel_Decept,3,0.02,U_Horsefly,3,0.02,Quesnel_Horsef,3,0.01,McKinley,3,0.01
1367,,Kuzkwa_Cr,3,0.24,Chilko,3,0.21,L_Adams,4,0.19,Tachie,3,0.13,Pinchi_Cr,3,0.11
1368,,Scotch,2,0.89,Seymour,2,0.08,Eagle,2,0.03,,,,,,
1369,,Stellako,3,0.98,Middle,3,0.02,Dust,1,0.01,,,,,,
1370,,Chilko,3,1,Chilko_south,2,0,Chilko-North,3,0,,,,,,
1371,,Weaver,4,1,L_Adams,4,0,Birkenhead,3,0,Chilko,3,0,,,
1372,,Porter_Cr,1,0.63,Pinchi_Cr,3,0.07,Narrows,1,0.05,Forfar,1,0.05,Stellako,3,0.04
1373,,Chilko,3,0.44,Thompson_N,2,0.26,Kuzkwa_Cr,3,0.09,Portage_Cr,4,0.09,Eagle_L,4,0.03
1374,,Porter_Cr,1,0.6,Pinchi_Cr,3,0.15,Kuzkwa_Cr,3,0.1,Stellako,3,0.05,Tachie,3,0.03
1381,,Gates_Cr,2,1,,,,,,,,,,,,
1382,,Middle,3,0.98,Porter_Cr,1,0.01,Gluskie,1,0.01,Sandpoint,1,0,Pinchi_Cr,3,0
1383,,Birkenhead,3,1,Harrison,4,0,Thompson_N,2,0,,,,,,
1384,,Portage_Cr,4,0.52,Eagle_L,4,0.15,L_Shuswap,4,0.1,Little,4,0.08,L_Adams,4,0.06
1391,,Mitchell,3,1,Quesnel_Decept,3,0,Blue_Lead_Ck,3,0,,,,,,
