"","weight","length","logw","logl"
"44",11.7,109,1.06818586174616,2.03742649794062
"45",10.4,103,1.01703333929878,2.01283722470517
"46",15.6,105,1.19312459835446,2.02118929906994
"47",18.8,115,1.27415784926368,2.06069784035361
"48",20.2,124,1.30535136944662,2.09342168516224
"49",19.3,124,1.28555730900777,2.09342168516224
"50",7.3,89,0.863322860120456,1.94939000664491
"51",16.8,124,1.22530928172586,2.09342168516224
"52",19.2,129,1.28330122870355,2.11058971029925
"53",23,127,1.36172783601759,2.10380372095596
"54",23,127,1.36172783601759,2.10380372095596
"55",23,125,1.36172783601759,2.09691001300806
"56",24.8,130,1.39445168082622,2.11394335230684
"57",13,104,1.11394335230684,2.01703333929878
"58",11.6,98,1.06445798922692,1.99122607569249
"59",16,115,1.20411998265592,2.06069784035361
"60",11.2,107,1.04921802267018,2.02938377768521
"61",11.4,108,1.05690485133647,2.03342375548695
"62",13.6,104,1.13353890837022,2.01703333929878
"63",10.1,96,1.00432137378264,1.98227123303957
"64",9.6,101,0.982271233039568,2.00432137378264
"65",8.6,100,0.934498451243568,2
"66",NA,101,NA,2.00432137378264
"67",9.8,97,0.991226075692495,1.98677173426624
"68",11.3,100,1.05307844348342,2
"69",10.5,115,1.02118929906994,2.06069784035361
"70",12.4,107,1.09342168516224,2.02938377768521
"71",9.5,107,0.977723605288848,2.02938377768521
"72",6.7,95,0.826074802700826,1.97772360528885
"73",9.5,107,0.977723605288848,2.02938377768521
"74",10.9,108,1.03742649794062,2.03342375548695
"75",11.6,110,1.06445798922692,2.04139268515822
"76",8.6,102,0.934498451243568,2.00860017176192
"77",21.1,129,1.32428245529769,2.11058971029925
"78",19.6,125,1.29225607135648,2.09691001300806
"79",17.3,113,1.2380461031288,2.05307844348342
"80",13.2,117,1.12057393120585,2.06818586174616
"81",14.1,108,1.14921911265538,2.03342375548695
"82",15.4,109,1.18752072083646,2.03742649794062
"83",13.7,108,1.13672056715641,2.03342375548695
"84",15.3,112,1.1846914308176,2.04921802267018
"85",16.1,113,1.20682587603185,2.05307844348342
"86",17.2,122,1.23552844690755,2.08635983067475
"87",13.5,109,1.13033376849501,2.03742649794062
"88",13.9,114,1.1430148002541,2.05690485133647
"89",18.1,121,1.25767857486918,2.08278537031645
"90",20.7,125,1.31597034545692,2.09691001300806
"91",15,110,1.17609125905568,2.04139268515822
"92",12.8,108,1.10720996964787,2.03342375548695
"93",20.2,123,1.30535136944662,2.0899051114394
"94",15.6,110,1.19312459835446,2.04139268515822
"95",13.6,110,1.13353890837022,2.04139268515822
"96",12,103,1.07918124604762,2.01283722470517
"97",12.3,113,1.0899051114394,2.05307844348342
"98",15,113,1.17609125905568,2.05307844348342
"99",16.9,122,1.22788670461367,2.08635983067475
"100",12,104,1.07918124604762,2.01703333929878
"101",13.9,110,1.1430148002541,2.04139268515822
"102",13.7,114,1.13672056715641,2.05690485133647
"103",14.6,116,1.16435285578444,2.06445798922692
"104",15.1,113,1.17897694729317,2.05307844348342
"105",14.8,115,1.17026171539496,2.06069784035361
"106",14.5,109,1.16136800223497,2.03742649794062
"107",13.2,105,1.12057393120585,2.02118929906994
"108",14.8,116,1.17026171539496,2.06445798922692
"109",21,127,1.32221929473392,2.10380372095596
"110",14.9,115,1.17318626841227,2.06069784035361
"111",12.8,105,1.10720996964787,2.02118929906994
"112",14.4,110,1.15836249209525,2.04139268515822
"113",15.6,110,1.19312459835446,2.04139268515822
"114",18.6,130,1.26951294421792,2.11394335230684
"115",13.1,109,1.11727129565576,2.03742649794062
"116",10,106,1,2.02530586526477
"117",10.7,105,1.02938377768521,2.02118929906994
"118",10.4,105,1.01703333929878,2.02118929906994
"119",9.7,92,0.986771734266245,1.96378782734556
"120",9.6,95,0.982271233039568,1.97772360528885
"121",10.6,95,1.02530586526477,1.97772360528885
"122",7.4,86,0.869231719730976,1.93449845124357
"123",11.3,100,1.05307844348342,2
"124",15.2,110,1.18184358794477,2.04139268515822
"125",11.1,95,1.04532297878666,1.97772360528885
"126",20,120,1.30102999566398,2.07918124604762
"127",11.8,101,1.07188200730613,2.00432137378264
"128",13.4,105,1.12710479836481,2.02118929906994
"129",32.8,145,1.51587384371168,2.16136800223497
"130",18.3,124,1.26245108973043,2.09342168516224
"131",19.5,120,1.29003461136252,2.07918124604762
"132",20.9,125,1.32014628611105,2.09691001300806
"133",20,125,1.30102999566398,2.09691001300806
"134",NA,115,NA,2.06069784035361
"135",22.9,133,1.35983548233989,2.12385164096709
"136",23.5,120,1.37106786227174,2.07918124604762
"137",20.9,123,1.32014628611105,2.0899051114394
"138",20.4,131,1.3096301674259,2.11727129565576
"139",17.4,116,1.2405492482826,2.06445798922692
"140",12.1,100,1.08278537031645,2
"141",10.2,95,1.00860017176192,1.97772360528885
"142",10.5,85,1.02118929906994,1.92941892571429
"143",11.2,106,1.04921802267018,2.02530586526477
"144",11.5,100,1.06069784035361,2
"145",18.7,119,1.2718416065365,2.07554696139253
"146",7.8,92,0.89209460269048,1.96378782734556
"147",7.5,86,0.8750612633917,1.93449845124357
"148",9.1,100,0.959041392321094,2
"149",12.3,108,1.0899051114394,2.03342375548695
"150",18.2,114,1.26007138798507,2.05690485133647
"151",9.2,92,0.963787827345555,1.96378782734556
"152",9.5,104,0.977723605288848,2.01703333929878
"153",8.8,99,0.944482672150169,1.99563519459755
"154",7.5,98,0.8750612633917,1.99122607569249
"155",10.8,104,1.03342375548695,2.01703333929878
"156",10,102,1,2.00860017176192
"157",9.1,96,0.959041392321094,1.98227123303957
"158",16.8,121,1.22530928172586,2.08278537031645
"159",11.8,106,1.07188200730613,2.02530586526477
"160",14.8,110,1.17026171539496,2.04139268515822
"161",13.2,110,1.12057393120585,2.04139268515822
"162",11,102,1.04139268515823,2.00860017176192
"163",14.3,116,1.15533603746506,2.06445798922692
"164",12.1,106,1.08278537031645,2.02530586526477
"165",11.8,100,1.07188200730613,2
"166",15.1,111,1.17897694729317,2.04532297878666
"167",9,98,0.954242509439325,1.99122607569249
"168",11.6,100,1.06445798922692,2
"169",10.2,100,1.00860017176192,2
"170",14.3,119,1.15533603746506,2.07554696139253
"171",NA,104,NA,2.01703333929878
"172",8.7,94,0.939519252618618,1.9731278535997
"173",11.4,96,1.05690485133647,1.98227123303957
"174",9.7,99,0.986771734266245,1.99563519459755
"175",13.2,85,1.12057393120585,1.92941892571429
"176",9.5,108,0.977723605288848,2.03342375548695
"177",11.7,107,1.06818586174616,2.02938377768521
"178",18.8,117,1.27415784926368,2.06818586174616
"179",NA,108,NA,2.03342375548695
"180",16.5,115,1.21748394421391,2.06069784035361
"181",20.3,122,1.30749603791321,2.08635983067475
"182",12.7,106,1.10380372095596,2.02530586526477
"183",16.2,107,1.20951501454263,2.02938377768521
"184",17.7,127,1.24797326636181,2.10380372095596
"185",15.6,105,1.19312459835446,2.02118929906994
"186",13.5,107,1.13033376849501,2.02938377768521
"187",15,118,1.17609125905568,2.07188200730613
"188",16,115,1.20411998265592,2.06069784035361
"189",15.6,114,1.19312459835446,2.05690485133647
"190",15.6,116,1.19312459835446,2.06445798922692
"191",13.8,115,1.13987908640124,2.06069784035361
"192",13.5,120,1.13033376849501,2.07918124604762
"193",7.6,94,0.880813592280791,1.9731278535997
"194",9.5,101,0.977723605288848,2.00432137378264
"195",22,133,1.34242268082221,2.12385164096709
"196",14.9,117,1.17318626841227,2.06818586174616
"197",13.8,111,1.13987908640124,2.04532297878666
"198",18.2,120,1.26007138798507,2.07918124604762
"199",13.8,106,1.13987908640124,2.02530586526477
"200",12.4,105,1.09342168516224,2.02118929906994
"201",7.5,89,0.8750612633917,1.94939000664491
"202",9.3,93,0.968482948553935,1.96848294855394
"203",10.4,96,1.01703333929878,1.98227123303957
"204",7.1,88,0.851258348719075,1.94448267215017
"205",23.4,140,1.36921585741014,2.14612803567824
"206",15.4,112,1.18752072083646,2.04921802267018
"207",8.1,107,0.90848501887865,2.02938377768521
"208",7.2,93,0.857332496431269,1.96848294855394
"209",13.9,108,1.1430148002541,2.03342375548695
"210",8.3,96,0.919078092376074,1.98227123303957
"211",10,96,1,1.98227123303957
"212",7,86,0.845098040014257,1.93449845124357
"213",14.9,110,1.17318626841227,2.04139268515822
"214",15.1,110,1.17897694729317,2.04139268515822
"215",12.7,106,1.10380372095596,2.02530586526477
"216",15.1,115,1.17897694729317,2.06069784035361
"217",14.1,109,1.14921911265538,2.03742649794062
"218",13.4,110,1.12710479836481,2.04139268515822
"219",11.5,102,1.06069784035361,2.00860017176192
"220",11.6,100,1.06445798922692,2
"221",10.6,100,1.02530586526477,2
"222",11.6,100,1.06445798922692,2
"223",12.5,99,1.09691001300806,1.99563519459755
"224",15.4,112,1.18752072083646,2.04921802267018
"225",11.2,103,1.04921802267018,2.01283722470517
"226",12.9,106,1.11058971029925,2.02530586526477
"227",10.9,106,1.03742649794062,2.02530586526477
"228",12.3,107,1.0899051114394,2.02938377768521
"229",11.1,109,1.04532297878666,2.03742649794062
"230",9.1,97,0.959041392321094,1.98677173426624
"231",14.2,106,1.15228834438306,2.02530586526477
"232",9.4,93,0.973127853599699,1.96848294855394
"233",10.4,97,1.01703333929878,1.98677173426624
"234",12.4,105,1.09342168516224,2.02118929906994
"235",12.9,112,1.11058971029925,2.04921802267018
"236",15.2,107,1.18184358794477,2.02938377768521
"237",13.4,108,1.12710479836481,2.03342375548695
"238",17.3,114,1.2380461031288,2.05690485133647
"239",23.2,123,1.3654879848909,2.0899051114394
"240",15.8,114,1.19865708695442,2.05690485133647
"241",15.1,110,1.17897694729317,2.04139268515822
"242",16.2,115,1.20951501454263,2.06069784035361
"243",18.7,118,1.2718416065365,2.07188200730613
"244",13.2,115,1.12057393120585,2.06069784035361
"245",12.5,113,1.09691001300806,2.05307844348342
"246",8.7,92,0.939519252618618,1.96378782734556
"247",7.9,95,0.897627091290441,1.97772360528885
"248",13.2,109,1.12057393120585,2.03742649794062
"249",16.8,107,1.22530928172586,2.02938377768521
"250",20.6,126,1.31386722036915,2.10037054511756
"251",13.9,106,1.1430148002541,2.02530586526477
"252",16.1,112,1.20682587603185,2.04921802267018
"253",13.4,109,1.12710479836481,2.03742649794062
"254",16.9,116,1.22788670461367,2.06445798922692
"255",17.5,116,1.24303804868629,2.06445798922692
"256",15.6,113,1.19312459835446,2.05307844348342
"257",18.2,119,1.26007138798507,2.07554696139253
"258",14.8,110,1.17026171539496,2.04139268515822
"259",11.6,104,1.06445798922692,2.01703333929878
"260",NA,112,NA,2.04921802267018
"261",13.5,112,1.13033376849501,2.04921802267018
"262",14,105,1.14612803567824,2.02118929906994
"263",15,112,1.17609125905568,2.04921802267018
"264",9.7,105,0.986771734266245,2.02118929906994
"265",12.3,100,1.0899051114394,2
"266",9.3,107,0.968482948553935,2.02938377768521
"267",12.1,110,1.08278537031645,2.04139268515822
"268",10.7,110,1.02938377768521,2.04139268515822
"269",12.4,115,1.09342168516224,2.06069784035361
"270",8.1,109,0.90848501887865,2.03742649794062
"271",9.3,97,0.968482948553935,1.98677173426624
"272",9.5,107,0.977723605288848,2.02938377768521
"273",11.4,112,1.05690485133647,2.04921802267018
"274",10.4,105,1.01703333929878,2.02118929906994
"275",15.9,113,1.20139712432045,2.05307844348342
"276",12.9,104,1.11058971029925,2.01703333929878
"277",11,114,1.04139268515823,2.05690485133647
"278",11.2,101,1.04921802267018,2.00432137378264
"279",10.9,95,1.03742649794062,1.97772360528885
"280",15.5,119,1.19033169817029,2.07554696139253
"281",16.6,116,1.22010808804006,2.06445798922692
"282",10.7,109,1.02938377768521,2.03742649794062
"283",12.2,110,1.08635983067475,2.04139268515822
"284",8.8,94,0.944482672150169,1.9731278535997
"285",15.7,118,1.19589965240923,2.07188200730613
"286",8.2,98,0.913813852383717,1.99122607569249
"287",13,113,1.11394335230684,2.05307844348342
"288",11.5,105,1.06069784035361,2.02118929906994
"289",12.2,104,1.08635983067475,2.01703333929878
"290",11.3,115,1.05307844348342,2.06069784035361
"291",9.8,98,0.991226075692495,1.99122607569249
"292",9.3,93,0.968482948553935,1.96848294855394
"293",11.2,100,1.04921802267018,2
"294",13.2,117,1.12057393120585,2.06818586174616
"295",11.2,110,1.04921802267018,2.04139268515822
"296",12.2,116,1.08635983067475,2.06445798922692
"297",11.2,104,1.04921802267018,2.01703333929878
"298",12.8,107,1.10720996964787,2.02938377768521
"299",12.6,105,1.10037054511756,2.02118929906994
"300",13.5,111,1.13033376849501,2.04532297878666
"301",11.9,104,1.07554696139253,2.01703333929878
"302",10.6,103,1.02530586526477,2.01283722470517
"303",11.4,102,1.05690485133647,2.00860017176192
"304",12.3,110,1.0899051114394,2.04139268515822
"305",12.8,106,1.10720996964787,2.02530586526477
"306",11.2,102,1.04921802267018,2.00860017176192
"307",11.8,108,1.07188200730613,2.03342375548695
"308",12.6,108,1.10037054511756,2.03342375548695
"309",10.6,102,1.02530586526477,2.00860017176192
"310",13.4,108,1.12710479836481,2.03342375548695
"311",17.7,120,1.24797326636181,2.07918124604762
"312",13.8,112,1.13987908640124,2.04921802267018
"313",12.8,108,1.10720996964787,2.03342375548695
"314",15,128,1.17609125905568,2.10720996964787
"315",13.4,105,1.12710479836481,2.02118929906994
"316",14.9,113,1.17318626841227,2.05307844348342
"317",11.7,103,1.06818586174616,2.01283722470517
"318",15.4,120,1.18752072083646,2.07918124604762
"319",15.1,108,1.17897694729317,2.03342375548695
"320",19.8,119,1.29666519026153,2.07554696139253
"321",24.1,128,1.38201704257487,2.10720996964787
"322",21.3,124,1.32837960343874,2.09342168516224
"323",18.9,125,1.27646180417324,2.09691001300806
"324",21,123,1.32221929473392,2.0899051114394
"325",21.6,126,1.33445375115093,2.10037054511756
"326",NA,128,NA,2.10720996964787
"327",18.1,116,1.25767857486918,2.06445798922692
"328",16.3,114,1.21218760440396,2.05690485133647
"329",22.4,133,1.35024801833416,2.12385164096709
"330",19.5,114,1.29003461136252,2.05690485133647
"331",24.6,133,1.39093510710338,2.12385164096709
"332",20.3,124,1.30749603791321,2.09342168516224
"333",20.1,121,1.30319605742049,2.08278537031645
"334",19.4,120,1.28780172993023,2.07918124604762
"335",15.5,108,1.19033169817029,2.03342375548695
"336",14.8,110,1.17026171539496,2.04139268515822
"337",18.7,116,1.2718416065365,2.06445798922692
"338",28.1,130,1.44870631990508,2.11394335230684
"339",25.6,131,1.40823996531185,2.11727129565576
"340",20.3,124,1.30749603791321,2.09342168516224
"341",22.5,109,1.35218251811136,2.03742649794062
"342",18.5,114,1.26717172840301,2.05690485133647
"343",18.3,116,1.26245108973043,2.06445798922692
"344",16.8,109,1.22530928172586,2.03742649794062
"345",22.9,128,1.35983548233989,2.10720996964787
"346",11.6,103,1.06445798922692,2.01283722470517
"347",16.5,117,1.21748394421391,2.06818586174616
"348",15.9,112,1.20139712432045,2.04921802267018
"349",21.7,123,1.33645973384853,2.0899051114394
"350",18.3,113,1.26245108973043,2.05307844348342
"351",12.7,113,1.10380372095596,2.05307844348342
"352",19.1,117,1.28103336724773,2.06818586174616
"353",13.3,113,1.12385164096709,2.05307844348342
"354",13.1,115,1.11727129565576,2.06069784035361
"355",11.4,103,1.05690485133647,2.01283722470517
"356",12,101,1.07918124604762,2.00432137378264
"357",12.1,108,1.08278537031645,2.03342375548695
"358",14.9,113,1.17318626841227,2.05307844348342
"359",14.6,121,1.16435285578444,2.08278537031645
"360",19.2,132,1.28330122870355,2.12057393120585
"361",17,118,1.23044892137827,2.07188200730613
"362",19.8,117,1.29666519026153,2.06818586174616
"363",17.9,119,1.25285303097989,2.07554696139253
"364",10.6,101,1.02530586526477,2.00432137378264
"365",10.4,93,1.01703333929878,1.96848294855394
"366",12.8,109,1.10720996964787,2.03742649794062
"367",13.3,103,1.12385164096709,2.01283722470517
"368",17.2,115,1.23552844690755,2.06069784035361
"369",13.3,106,1.12385164096709,2.02530586526477
"370",15.1,106,1.17897694729317,2.02530586526477
"371",20.4,121,1.3096301674259,2.08278537031645
"372",19,115,1.27875360095283,2.06069784035361
"373",13.8,115,1.13987908640124,2.06069784035361
"374",20.2,126,1.30535136944662,2.10037054511756
"375",18.6,120,1.26951294421792,2.07918124604762
"376",13,100,1.11394335230684,2
"377",10.5,99,1.02118929906994,1.99563519459755
"378",23.7,123,1.3747483460101,2.0899051114394
"379",23,128,1.36172783601759,2.10720996964787
"380",14.5,110,1.16136800223497,2.04139268515822
"381",18.4,119,1.26481782300954,2.07554696139253
"382",18.2,112,1.26007138798507,2.04921802267018
"383",16.4,114,1.2148438480477,2.05690485133647
"384",15,113,1.17609125905568,2.05307844348342
"385",15.3,115,1.1846914308176,2.06069784035361
"386",11.2,104,1.04921802267018,2.01703333929878
"387",13.9,119,1.1430148002541,2.07554696139253
"388",20.8,124,1.31806333496276,2.09342168516224
"389",15.6,113,1.19312459835446,2.05307844348342
"390",25.2,130,1.40140054078154,2.11394335230684
"391",19.7,124,1.29446622616159,2.09342168516224
"392",12.7,108,1.10380372095596,2.03342375548695
"393",12.3,113,1.0899051114394,2.05307844348342
"394",11.2,104,1.04921802267018,2.01703333929878
"395",12.4,110,1.09342168516224,2.04139268515822
"396",9.9,109,0.99563519459755,2.03742649794062
"397",20.6,96,1.31386722036915,1.98227123303957
"398",8.6,95,0.934498451243568,1.97772360528885
"399",10.9,96,1.03742649794062,1.98227123303957
"400",12.2,108,1.08635983067475,2.03342375548695
"401",7.6,95,0.880813592280791,1.97772360528885
"402",10.5,95,1.02118929906994,1.97772360528885
"403",12,98,1.07918124604762,1.99122607569249
"404",17.9,124,1.25285303097989,2.09342168516224
"405",21.7,133,1.33645973384853,2.12385164096709
"406",19.3,128,1.28555730900777,2.10720996964787
"407",16,114,1.20411998265592,2.05690485133647
"408",18.9,123,1.27646180417324,2.0899051114394
"409",15.1,100,1.17897694729317,2
"410",12.7,105,1.10380372095596,2.02118929906994
"411",21,132,1.32221929473392,2.12057393120585
"412",18.1,125,1.25767857486918,2.09691001300806
"413",12.3,109,1.0899051114394,2.03742649794062
"414",14.9,107,1.17318626841227,2.02938377768521
"415",16.6,128,1.22010808804006,2.10720996964787
"416",NA,95,NA,1.97772360528885
"417",14.2,115,1.15228834438306,2.06069784035361
"418",14,111,1.14612803567824,2.04532297878666
"419",10.8,98,1.03342375548695,1.99122607569249
"420",14,99,1.14612803567824,1.99563519459755
"421",11.6,116,1.06445798922692,2.06445798922692
"422",18,120,1.25527250510331,2.07918124604762
"423",11.2,110,1.04921802267018,2.04139268515822
"424",9.2,107,0.963787827345555,2.02938377768521
"425",11.6,111,1.06445798922692,2.04532297878666
"426",15.8,123,1.19865708695442,2.0899051114394
"427",18.2,118,1.26007138798507,2.07188200730613
"428",18.2,115,1.26007138798507,2.06069784035361
"429",NA,98,NA,1.99122607569249
"430",13,98,1.11394335230684,1.99122607569249
"431",15.8,123,1.19865708695442,2.0899051114394
"432",9.6,107,0.982271233039568,2.02938377768521
"433",10.5,100,1.02118929906994,2
"434",22,125,1.34242268082221,2.09691001300806
"435",13,105,1.11394335230684,2.02118929906994
"436",10.2,107,1.00860017176192,2.02938377768521
"437",21.2,120,1.32633586092875,2.07918124604762
"438",15.6,115,1.19312459835446,2.06069784035361
"439",10.6,105,1.02530586526477,2.02118929906994
"440",12,111,1.07918124604762,2.04532297878666
"441",12.3,113,1.0899051114394,2.05307844348342
"442",11,106,1.04139268515823,2.02530586526477
"443",12.2,105,1.08635983067475,2.02118929906994
"444",10.2,101,1.00860017176192,2.00432137378264
"445",19.6,120,1.29225607135648,2.07918124604762
"446",21.2,123,1.32633586092875,2.0899051114394
"447",13.8,108,1.13987908640124,2.03342375548695
"448",18.1,116,1.25767857486918,2.06445798922692
"449",20,124,1.30102999566398,2.09342168516224
"450",15.8,112,1.19865708695442,2.04921802267018
"451",13.6,105,1.13353890837022,2.02118929906994
"452",13.1,113,1.11727129565576,2.05307844348342
"453",18.7,117,1.2718416065365,2.06818586174616
"454",NA,115,NA,2.06069784035361
"455",16,114,1.20411998265592,2.05690485133647
"456",10.7,110,1.02938377768521,2.04139268515822
"457",8.8,97,0.944482672150169,1.98677173426624
"458",12.3,109,1.0899051114394,2.03742649794062
"459",10.9,106,1.03742649794062,2.02530586526477
"460",8.5,98,0.929418925714293,1.99122607569249
"461",10.9,106,1.03742649794062,2.02530586526477
"462",10.2,95,1.00860017176192,1.97772360528885
"463",9.3,95,0.968482948553935,1.97772360528885
"464",25.4,136,1.40483371661994,2.13353890837022
"465",17.6,119,1.24551266781415,2.07554696139253
"466",17.6,126,1.24551266781415,2.10037054511756
"467",19.2,117,1.28330122870355,2.06818586174616
"468",19,119,1.27875360095283,2.07554696139253
"469",20.2,126,1.30535136944662,2.10037054511756
"470",17.8,108,1.25042000230889,2.03342375548695
"471",18.8,135,1.27415784926368,2.13033376849501
"472",NA,134,NA,2.12710479836481
"473",18.6,125,1.26951294421792,2.09691001300806
"474",16,114,1.20411998265592,2.05690485133647
"475",22,125,1.34242268082221,2.09691001300806
"476",16,113,1.20411998265592,2.05307844348342
"477",15.9,118,1.20139712432045,2.07188200730613
"478",19.8,118,1.29666519026153,2.07188200730613
"479",22.5,135,1.35218251811136,2.13033376849501
"480",24.5,128,1.38916608436453,2.10720996964787
"481",24,133,1.38021124171161,2.12385164096709
"482",22.8,125,1.35793484700045,2.09691001300806
"483",20.9,125,1.32014628611105,2.09691001300806
"484",10.9,99,1.03742649794062,1.99563519459755
"485",9.1,92,0.959041392321094,1.96378782734556
"486",15.1,111,1.17897694729317,2.04532297878666
"487",17.8,120,1.25042000230889,2.07918124604762
"488",12.5,103,1.09691001300806,2.01283722470517
"489",16.7,119,1.22271647114758,2.07554696139253
"490",9.4,95,0.973127853599699,1.97772360528885
"491",10.5,98,1.02118929906994,1.99122607569249
"492",12.4,105,1.09342168516224,2.02118929906994
"493",11.4,110,1.05690485133647,2.04139268515822
"494",10.5,100,1.02118929906994,2
"495",11.5,108,1.06069784035361,2.03342375548695
"496",8.3,90,0.919078092376074,1.95424250943932
"497",15.1,111,1.17897694729317,2.04532297878666
"498",14.9,106,1.17318626841227,2.02530586526477
"499",13.5,111,1.13033376849501,2.04532297878666
"500",9.6,104,0.982271233039568,2.01703333929878
"501",12.1,109,1.08278537031645,2.03742649794062
"502",12.3,106,1.0899051114394,2.02530586526477
"503",12.2,116,1.08635983067475,2.06445798922692
"504",12.3,113,1.0899051114394,2.05307844348342
"505",8.1,93,0.90848501887865,1.96848294855394
"506",8.7,95,0.939519252618618,1.97772360528885
"507",12.5,109,1.09691001300806,2.03742649794062
"508",10.7,98,1.02938377768521,1.99122607569249
"509",11.1,107,1.04532297878666,2.02938377768521
"510",11.3,103,1.05307844348342,2.01283722470517
"511",14.9,110,1.17318626841227,2.04139268515822
"512",16.9,115,1.22788670461367,2.06069784035361
"513",12.4,105,1.09342168516224,2.02118929906994
"514",11.5,99,1.06069784035361,1.99563519459755
"515",13.4,110,1.12710479836481,2.04139268515822
"516",12.3,104,1.0899051114394,2.01703333929878
"517",12.1,104,1.08278537031645,2.01703333929878
"518",17.1,117,1.23299611039215,2.06818586174616
"519",11.3,112,1.05307844348342,2.04921802267018
"520",15.5,113,1.19033169817029,2.05307844348342
"521",14.4,113,1.15836249209525,2.05307844348342
"522",17.1,113,1.23299611039215,2.05307844348342
"523",9.2,92,0.963787827345555,1.96378782734556
"524",9.8,98,0.991226075692495,1.99122607569249
"525",8.8,99,0.944482672150169,1.99563519459755
"526",7.7,95,0.886490725172482,1.97772360528885
"527",10.1,95,1.00432137378264,1.97772360528885
"528",10.1,105,1.00432137378264,2.02118929906994
"529",12.9,114,1.11058971029925,2.05690485133647
"530",14.7,113,1.16731733474818,2.05307844348342
"531",12.6,112,1.10037054511756,2.04921802267018
"532",16.6,123,1.22010808804006,2.0899051114394
"533",12.3,109,1.0899051114394,2.03742649794062
"534",9.5,92,0.977723605288848,1.96378782734556
"535",9.7,113,0.986771734266245,2.05307844348342
"536",NA,124,NA,2.09342168516224
"537",17.4,126,1.2405492482826,2.10037054511756
"538",19,131,1.27875360095283,2.11727129565576
"539",11.2,96,1.04921802267018,1.98227123303957
"540",20.6,120,1.31386722036915,2.07918124604762
"541",18.2,120,1.26007138798507,2.07918124604762
"542",14.7,111,1.16731733474818,2.04532297878666
"543",16.5,116,1.21748394421391,2.06445798922692
"544",15.8,110,1.19865708695442,2.04139268515822
"545",21.9,124,1.34044411484012,2.09342168516224
"546",12.2,105,1.08635983067475,2.02118929906994
"547",16,114,1.20411998265592,2.05690485133647
"548",23.9,140,1.37839790094814,2.14612803567824
"549",16.4,114,1.2148438480477,2.05690485133647
"550",21.6,122,1.33445375115093,2.08635983067475
"551",17.7,122,1.24797326636181,2.08635983067475
"552",9.7,108,0.986771734266245,2.03342375548695
"553",16.6,111,1.22010808804006,2.04532297878666
"554",15.9,113,1.20139712432045,2.05307844348342
"555",12.1,104,1.08278537031645,2.01703333929878
"556",17.9,110,1.25285303097989,2.04139268515822
"557",10.8,103,1.03342375548695,2.01283722470517
"558",14,110,1.14612803567824,2.04139268515822
"559",8.9,95,0.949390006644913,1.97772360528885
"560",14.6,111,1.16435285578444,2.04532297878666
"561",10.4,100,1.01703333929878,2
"562",9.1,93,0.959041392321094,1.96848294855394
"563",12.4,107,1.09342168516224,2.02938377768521
"564",16.4,115,1.2148438480477,2.06069784035361
"565",16.8,114,1.22530928172586,2.05690485133647
"566",13.9,108,1.1430148002541,2.03342375548695
"567",13.4,108,1.12710479836481,2.03342375548695
"568",14.2,106,1.15228834438306,2.02530586526477
"569",13.7,101,1.13672056715641,2.00432137378264
"570",16.3,112,1.21218760440396,2.04921802267018
"571",15.9,112,1.20139712432045,2.04921802267018
"572",NA,102,NA,2.00860017176192
