date,ufn,site.id,species,weight,nu.lice,fork.length
2015-05-20,1188,J05,PI,24.1,3,135.0
2015-06-14,1209,J05,SO,13.4,13,110.0
2015-06-14,1210,J05,SO,12.3,3,104.0
2015-06-14,1217,J05,SO,12.1,3,104.0
2015-06-14,1218,J05,SO,17.1,5,117.0
2015-06-14,1219,J05,SO,11.3,18,112.0
2015-06-14,1223,J05,S0,12.5,12,100.0
2015-06-14,1224,J05,S0,17.1,1,125.0
2015-06-14,1231,J05,SO,15.5,6,113.0
2015-06-14,1241,J05,SO,14.4,9,113.0
2015-05-22,190,J04,CU,18.5,3,120.0
2015-05-22,195,J04,CO,29.8,1,139.0
2015-05-22,196,J04,CU,13.6,4,109.0
2015-05-22,197,J04,SO,17.1,7,113.0
2015-05-22,198,J04,CO,37.8,4,150.0
2015-05-22,199,J04,CO,48.6,4,155.0
2015-05-22,204,J04,CO,17.8,6,119.0
2015-05-22,205,J04,CO,38.8,4,153.0
2015-05-22,206,J04,CO,29.7,6,136.0
2015-05-22,211,J04,CO,31.4,1,142.0
2015-05-22,212,J04,CO,30.3,3,138.0
2015-05-25,606,J04,SO,9.2,7,92.0
2015-05-25,607,J04,SO,9.8,12,98.0
2015-05-25,699,J04,SO,8.8,22,99.0
2015-05-25,700,J04,SO,7.7,12,95.0
2015-05-25,747,J04,SO,10.1,12,95.0
2015-05-25,973,J04,SO,10.1,11,105.0
2015-05-25,975,J04,SO,12.9,16,114.0
2015-05-25,976,J04,SO,14.7,8,113.0
2015-06-20,1108,J04,SO,12.6,7,112.0
2015-06-20,1109,J04,SO,16.6,6,123.0
2015-06-20,1110,J04,SO,12.3,3,109.0
2015-05-25,1112,J04,SO,9.5,14,92.0
2015-05-25,1114,J04,SO,9.7,5,113.0
2015-06-20,1129,J04,SO,NA,6,124.0
2015-06-20,1130,J04,SO,17.4,14,126.0
2015-06-20,1140,J04,SO,19,2,131.0
2015-06-20,1144,J04,SO,11.2,4,96.0
2015-06-20,1145,J04,SO,20.6,4,120.0
2015-06-15,1146,J04,SO,18.2,7,120.0
2015-06-15,1147,J04,SO,14.7,7,111.0
2015-06-15,1148,J04,SO,16.5,4,116.0
2015-06-20,1151,J04,SO,15.8,7,110.0
2015-06-20,1152,J04,SO,21.9,5,124.0
2015-06-15,1153,J04,SO,12.2,3,105.0
2015-06-15,1154,J04,SO,16,6,114.0
2015-06-20,1161,J04,SO,23.9,1,140.0
2015-06-20,1162,J04,SO,16.4,20,114.0
2015-06-20,1163,J04,SO,21.6,4,122.0
2015-06-15,1165,J04,SO,17.7,4,122.0
2015-05-31,1170,J04,SO,9.7,4,108.0
2015-06-15,1171,J04,SO,16.6,19,111.0
2015-05-31,1174,J04,SO,15.9,10,113.0
2015-05-31,1175,J04,SO,12.1,8,104.0
2015-05-31,1194,J04,SO,17.9,12,110.0
2015-05-31,1195,J04,SO,10.8,7,103.0
2015-05-31,1196,J04,SO,14,8,110.0
2015-05-31,1201,J04,SO,8.9,13,95.0
2015-05-31,1202,J04,SO,14.6,7,111.0
2015-05-31,1203,J04,SO,10.4,8,100.0
2015-05-31,1204,J04,SO,9.1,4,93.0
2015-06-08,1228,J04,SO,12.4,14,107.0
2015-06-08,1229,J04,SO,16.4,5,115.0
2015-06-08,1230,J04,SO,16.8,8,114.0
2015-06-08,1244,J04,SO,13.9,17,108.0
2015-06-08,1245,J04,SO,13.4,3,108.0
2015-06-08,1246,J04,SO,14.2,16,106.0
2015-05-22,1249,J04,SO,13.7,9,101.0
2015-06-08,1256,J04,SO,16.3,11,112.0
2015-06-08,1257,J04,SO,15.9,14,112.0
2015-05-22,1259,J04,SO,NA,14,102.0
2015-06-08,1261,J04,SO,18.6,8,115.0
2015-06-08,1262,J04,SO,15.7,9,110.0
2015-05-23,20,J03,SO,15.7,17,118.0
2015-05-23,57,J03,SO,13.1,8,113.0
2015-05-23,60,J03,SO,14,8,113.0
2015-05-23,67,J03,SO,13.3,8,111.0
2015-05-23,69,J03,SO,11.2,4,102.0
2015-05-23,76,J03,SO,12.5,20,108.0
2015-05-23,78,J03,SO,15.9,11,118.0
2015-05-23,81,J03,SO,13.6,13,111.0
2015-05-23,82,J03,SO,12.7,6,102.0
2015-05-23,84,J03,SO,10.7,13,100.0
2015-05-23,86,J03,SO,10.1,11,104.0
2015-05-23,88,J03,SO,13.6,8,112.0
2015-05-23,90,J03,SO,11.9,11,109.0
2015-05-23,97,J03,SO,12.2,12,102.0
2015-05-23,98,J03,SO,7.7,5,93.0
2015-05-23,101,J03,SO,12.6,10,113.0
2015-05-23,102,J03,SO,12,13,104.0
2015-05-23,104,J03,SO,10.2,11,108.0
2015-05-23,105,J03,SO,13.4,6,113.0
2015-05-23,107,J03,SO,13.5,15,119.0
2015-05-23,109,J03,SO,10.8,8,104.0
2015-05-23,112,J03,SO,10.4,14,102.0
2015-05-23,113,J03,SO,12.4,13,109.0
2015-05-23,114,J03,SO,12.9,6,108.0
2015-05-23,116,J03,SO,13.8,13,115.0
2015-05-23,117,J03,SO,10.4,7,103.0
2015-05-23,118,J03,SO,12.9,5,102.0
2015-05-23,123,J03,SO,14,6,115.0
2015-05-23,124,J03,SO,10.6,9,103.0
2015-05-26,475,J03,SO,13.8,15,110.0
2015-05-26,476,J03,SO,12,18,107.0
2015-05-26,477,J03,SO,14.5,12,119.0
2015-05-26,601,J03,SO,12.4,15,108.0
2015-05-26,602,J03,SO,11.4,12,107.0
2015-05-26,603,J03,SO,10.1,16,95.0
2015-05-26,691,J03,SO,12.2,11,105.0
2015-05-26,692,J03,SO,NA,5,101.0
2015-05-31,950,J03,SO,13.1,8,108.0
2015-05-31,1008,J03,SO,9.4,20,95.0
2015-05-31,1009,J03,SO,9,5,95.0
2015-05-31,1010,J03,SO,12.2,4,95.0
2015-05-31,1015,J03,SO,9.9,11,95.0
2015-05-31,1016,J03,SO,9.5,8,99.0
2015-05-31,1017,J03,SO,7.3,3,90.0
2015-05-31,1022,J03,SO,NA,8,97.0
2015-05-31,1031,J03,SO,8.8,8,95.0
2015-05-31,1032,J03,SO,9.2,17,100.0
2015-05-31,1041,J03,SO,12.8,24,110.0
2015-06-23,1051,J03,CU,20.7,1,131.0
2015-06-23,1149,J03,SO,17.2,1,114.0
2015-06-23,1150,J03,SO,23.7,4,139.0
2015-06-23,1158,J03,SO,23.1,1,128.0
2015-06-23,1159,J03,SO,20.3,2,122.0
2015-06-23,1166,J03,SO,15.9,3,118.0
2015-06-23,1167,J03,SO,17.4,9,118.0
2015-06-23,1172,J03,SO,16.9,5,120.0
2015-06-23,1192,J03,SO,24.1,24,140.0
2015-06-15,1220,J03,SO,14,10,116.0
2015-06-15,1225,J03,S0,24.4,6,128.0
2015-06-15,1226,J03,SO,15.6,12,116.0
2015-06-15,1227,J03,SO,18.5,7,127.0
2015-06-15,1232,J03,SO,14.1,4,110.0
2015-06-08,1235,J03,SO,8.4,2,99.0
2015-06-08,1236,J03,SO,9.5,16,97.0
2015-06-15,1242,J03,SO,16.8,23,116.0
2015-06-15,1243,J03,SO,13.1,9,106.0
2015-06-08,1250,J03,SO,9.2,8,96.0
2015-06-15,1251,J03,SO,17.6,7,119.0
2015-06-15,1252,J03,SO,17,4,129.0
2015-06-15,1253,J03,SO,14.3,11,110.0
2015-06-08,1260,J03,SO,15.2,15,115.0
2015-06-08,1266,J03,SO,11,6,101.0
2015-06-08,1267,J03,SO,8.8,10,92.0
2015-06-08,1271,J03,SO,15.1,27,110.0
2015-06-08,1272,J03,SO,12.5,7,105.0
2015-06-08,1281,J03,SO,12.8,20,106.0
2015-06-08,1282,J03,SO,9.6,4,96.0
2015-06-23,1297,J03,SO,18.5,9,118.0
2015-07-01,1309,J03,SO,22.5,24,125.0
2015-07-01,1327,J03,SO,18.1,24,116.0
2015-06-23,1329,J03,SO,24.6,15,130.0
2015-05-26,1347,J03,SO,12.1,6,104.0
2015-05-26,1348,J03,SO,12.2,7,101.0
2015-06-23,329,J02,SO,15.9,7,116.0
2015-06-23,330,J02,SO,16.9,6,115.0
2015-06-23,576,J02,SO,26.5,9,131.0
2015-06-23,577,J02,SO,20.3,15,125.0
2015-06-23,578,J02,SO,20.9,4,116.0
2015-06-23,590,J02,SO,20.9,6,121.0
2015-06-23,591,J02,SO,20.4,3,119.0
2015-06-23,592,J02,SO,14.5,8,109.0
2015-06-23,593,J02,SO,16.6,2,119.0
2015-06-23,621,J02,SO,22.5,6,130.0
2015-06-19,624,J02,SO,23.7,0,135.0
2015-06-19,625,J02,SO,19.9,10,131.0
2015-06-19,626,J02,SO,19.5,4,126.0
2015-06-19,647,J02,S0,23.8,2,139.0
2015-06-19,648,J02,S0,18.8,4,128.0
2015-06-19,649,J02,S0,17.2,12,106.0
2015-06-19,654,J02,SO,15.8,3,118.0
2015-06-19,655,J02,SO,21.5,6,131.0
2015-06-19,656,J02,SO,NA,5,132.0
2015-06-19,657,J02,SO,21.8,3,125.0
2015-06-01,1066,J02,SO,10.3,7,103.0
2015-06-01,1067,J02,SO,9.8,13,96.0
2015-06-01,1122,J02,SO,9.1,13,90.0
2015-06-01,1123,J02,SO,9.9,7,95.0
2015-06-01,1124,J02,SO,9.6,8,94.0
2015-06-01,1125,J02,SO,10.4,10,101.0
2015-06-01,1131,J02,SO,9.2,20,95.0
2015-06-01,1132,J02,SO,8.8,3,95.0
2015-06-01,1133,J02,SO,12.2,12,99.0
2015-06-01,1134,J02,SO,9.5,20,98.0
2015-05-24,1180,J02,SO,14.1,2,116.0
2015-05-24,1206,J02,SO,10.8,7,110.0
2015-05-24,1207,J02,SO,10.4,9,106.0
2015-05-24,1208,J02,SO,NA,9,104.0
2015-05-24,1213,J02,SO,11.8,11,107.0
2015-05-24,1214,J02,SO,12.2,11,114.0
2015-05-24,1215,J02,SO,11.8,14,110.0
2015-05-24,1216,J02,SO,9.6,3,103.0
2015-05-24,1221,J02,SO,11.2,6,
2015-05-24,1222,J02,SO,10.1,2,90.0
2015-06-09,1239,J02,SO,14.4,10,111.0
2015-06-09,1240,J02,SO,17.9,2,117.0
2015-06-09,1268,J02,SO,15.2,5,110.0
2015-06-09,1269,J02,SO,13.6,2,103.0
2015-06-16,1270,J02,SO,18.4,3,110.0
2015-06-09,1277,J02,SO,20.2,17,118.0
2015-06-09,1278,J02,SO,14.2,10,99.0
2015-06-09,1279,J02,SO,11.8,3,101.0
2015-06-09,1280,J02,SO,17.8,10,114.0
2015-06-09,1287,J02,SO,16.6,11,113.0
2015-06-16,1288,J02,SO,22,2,117.0
2015-06-09,1291,J02,SO,12.1,3,104.0
2015-06-16,1292,J02,SO,19.8,10,116.0
2015-06-16,1301,J02,SO,17.2,8,116.0
2015-06-16,1302,J02,SO,22.5,12,120.0
2015-06-16,1311,J02,SO,17.9,3,113.0
2015-06-23,628,J01,SO,22,2,128.0
2015-06-23,629,J01,SO,21,18,124.0
2015-06-23,679,J01,SO,22.4,6,123.0
2015-06-23,680,J01,SO,18.5,3,118.0
2015-06-23,688,J01,SO,22.3,4,121.0
2015-06-23,689,J01,SO,21.6,4,123.0
2015-06-23,690,J01,SO,21,6,121.0
2015-06-23,701,J01,SO,25.3,9,132.0
2015-06-23,702,J01,SO,22.3,11,121.0
2015-06-23,703,J01,SO,22.2,9,125.0
2015-06-01,929,J01,SO,11.7,11,99.0
2015-06-01,940,J01,SO,11.2,3,109.0
2015-06-01,941,J01,SO,12.5,6,108.0
2015-06-01,942,J01,SO,15.1,15,122.0
2015-06-01,951,J01,SO,11.6,7,113.0
2015-06-01,952,J01,SO,NA,11,100.0
2015-06-01,962,J01,SO,13.2,16,103.0
2015-06-01,963,J01,SO,15.9,5,120.0
2015-06-01,964,J01,SO,11.7,10,112.0
2015-06-01,965,J01,SO,6.7,2,95.0
2015-06-16,1233,J01,SO,14.4,7,112.0
2015-06-16,1234,J01,SO,11.1,12,90.0
2015-06-16,1247,J01,SO,18.5,8,116.0
2015-06-16,1248,J01,SO,13.6,8,102.0
2015-06-16,1254,J01,SO,11.4,1,102.0
2015-06-16,1255,J01,SO,17,5,122.0
2015-06-16,1258,J01,SO,15.1,11,106.0
2015-06-16,1263,J01,SO,13.8,5,101.0
2015-06-16,1264,J01,SO,9.7,7,93.0
2015-06-16,1265,J01,SO,15.1,4,108.0
2015-06-08,1294,J01,SO,15.5,11,112.0
2015-06-08,1295,J01,SO,12.8,9,106.0
2015-06-08,1303,J01,SO,15.3,4,108.0
2015-06-08,1307,J01,SO,13.2,14,110.0
2015-06-08,1308,J01,SO,9.7,5,95.0
2015-06-08,1312,J01,SO,12.5,10,103.0
2015-06-08,1313,J01,SO,13.4,7,101.0
2015-06-08,1324,J01,SO,15.1,8,109.0
2015-06-08,1325,J01,SO,11.2,15,106.0
2015-06-08,1326,J01,SO,13.1,9,103.0
2015-05-24,328,D11,SO,9.3,10,104.0
2015-05-24,408,D11,SO,14.7,5,108.0
2015-05-24,409,D11,SO,9.2,12,100.0
2015-05-24,410,D11,SO,11.6,6,103.0
2015-05-24,466,D11,SO,12.6,1,97.0
2015-05-24,467,D11,SO,11.1,4,99.0
2015-05-24,468,D11,SO,15,17,115.0
2015-05-24,469,D11,SO,12.1,13,101.0
2015-05-24,470,D11,SO,11.5,6,103.0
2015-06-01,487,D11,SO,17.1,13,121.0
2015-06-01,488,D11,SO,8,7,109.0
2015-06-01,489,D11,SO,7.6,12,91.0
2015-06-01,490,D11,SO,8.9,11,93.0
2015-05-24,491,D11,SO,15.9,8,115.0
2015-05-24,492,D11,SO,11.1,2,102.0
2015-06-01,498,D11,SO,14.3,2,104.0
2015-06-01,499,D11,SO,9.2,14,94.0
2015-06-01,500,D11,SO,15.1,6,110.0
2015-06-01,501,D11,SO,8.8,7,96.0
2015-06-01,502,D11,SO,15.2,6,115.0
2015-06-01,511,D11,SO,10.1,19,99.0
2015-06-01,512,D11,SO,10.6,4,98.0
2015-07-14,539,D11,SO,7.8,9,88.0
2015-07-06,540,D11,SO,21.1,23,123.0
2015-07-14,550,D11,SO,4.8,14,76.0
2015-07-14,551,D11,SO,30.2,7,138.0
2015-07-14,552,D11,SO,15.4,2,108.0
2015-07-14,553,D11,SO,3.3,8,66.0
2015-07-06,554,D11,SO,18.4,9,118.0
2015-07-06,555,D11,SO,17.5,4,112.0
2015-07-06,556,D11,SO,35.8,26,142.0
2015-06-29,560,D11,SO,24.8,16,133.0
2015-07-06,561,D11,SO,25.9,3,131.0
2015-07-06,562,D11,SO,19.6,6,120.0
2015-07-06,563,D11,SO,20.6,6,123.0
2015-07-06,564,D11,SO,20,5,116.0
2015-06-29,570,D11,SO,14.5,21,115.0
2015-06-29,571,D11,SO,17.9,23,115.0
2015-06-29,572,D11,SO,25.8,16,128.0
2015-06-29,573,D11,SO,23.7,5,127.0
2015-06-29,574,D11,SO,23.1,7,128.0
2015-06-29,575,D11,SO,20.1,21,120.0
2015-07-06,581,D11,SO,NA,9,125.0
2015-07-06,582,D11,SO,15.2,14,110.0
2015-07-06,583,D11,SO,19.1,10,118.0
2015-06-29,587,D11,SO,25.4,25,131.0
2015-06-29,588,D11,SO,18.2,23,119.0
2015-06-29,589,D11,SO,20.1,9,125.0
2015-06-18,756,D11,SO,20.3,3,128.0
2015-06-18,778,D11,SO,16.2,3,116.0
2015-06-18,779,D11,SO,21.7,11,126.0
2015-06-18,780,D11,SO,22.4,6,131.0
2015-06-18,797,D11,SO,23.6,5,129.0
2015-06-18,798,D11,SO,17.8,31,122.0
2015-06-18,804,D11,SO,16.3,4,112.0
2015-06-18,805,D11,SO,15.3,6,111.0
2015-06-18,806,D11,SO,19.8,0,119.0
2015-06-14,1028,D11,SO,22.3,1,127.0
2015-06-14,1033,D11,SO,17.9,3,125.0
2015-06-14,1034,D11,SO,13.2,7,109.0
2015-06-14,1035,D11,SO,19,3,120.0
2015-06-20,1036,D11,SO,18.6,13,119.0
2015-06-14,1045,D11,SO,NA,12,124.0
2015-06-14,1046,D11,SO,11.3,6,100.0
2015-06-20,1047,D11,SO,17.3,3,113.0
2015-06-14,1052,D11,SO,14.5,19,110.0
2015-06-14,1053,D11,SO,14.5,1,109.0
2015-06-14,1054,D11,SO,14.8,3,108.0
2015-06-20,1055,D11,SO,17.7,17,115.0
2015-06-18,1331,D11,S0,14.9,9,113.0
2015-06-14,1367,D11,SO,15.8,6,109.0
2015-07-06,1387,D11,PI,19,1,114.0
2015-07-06,1388,D11,PI,14.7,1,105.0
2015-07-06,1389,D11,PI,17.2,1,113.0
2015-07-06,1390,D11,PI,14.6,2,112.0
2015-07-06,1405,D11,PI,16.5,2,111.0
2015-06-03,226,D10,SO,15.5,4,106.0
2015-06-03,227,D10,SO,14.6,11,109.0
2015-06-03,228,D10,SO,11.2,12,104.0
2015-06-03,229,D10,SO,17.2,1,115.0
2015-06-03,257,D10,SO,16.4,15,117.0
2015-06-03,258,D10,SO,16.8,6,114.0
2015-06-03,259,D10,SO,13.7,4,106.0
2015-06-03,263,D10,SO,15.6,5,110.0
2015-06-03,264,D10,SO,11.8,4,100.0
2015-06-03,265,D10,SO,16.2,5,112.0
2015-05-26,400,D10,SO,11.7,12,100.0
2015-06-01,402,D10,SO,15.3,2,106.0
2015-05-28,403,D10,SO,9.8,3,97.0
2015-05-28,404,D10,SO,9.7,12,100.0
2015-05-28,405,D10,SO,14.4,6,109.0
2015-05-28,406,D10,SO,20.9,10,126.0
2015-05-28,407,D10,SO,10.5,7,95.0
2015-05-26,412,D10,SO,10.2,13,95.0
2015-05-26,413,D10,SO,15,11,110.0
2015-05-26,414,D10,SO,8.7,8,92.0
2015-05-26,415,D10,SO,14.2,3,107.0
2015-05-26,416,D10,SO,13.8,5,98.0
2015-05-26,421,D10,SO,11.2,9,100.0
2015-05-26,422,D10,SO,14.2,17,110.0
2015-05-26,423,D10,SO,14,4,107.0
2015-05-26,424,D10,SO,11.8,5,102.0
2015-06-01,440,D10,SO,15.2,2,108.0
2015-06-01,446,D10,SO,17.8,5,100.0
2015-06-01,447,D10,SO,9.6,7,96.0
2015-06-01,448,D10,SO,14.4,1,110.0
2015-06-01,449,D10,SO,10.6,2,94.0
2015-06-01,450,D10,SO,13.6,4,104.0
2015-06-01,451,D10,SO,16,3,110.0
2015-06-01,452,D10,SO,14.1,11,108.0
2015-06-01,453,D10,SO,11,8,98.0
2015-05-23,454,D10,SO,13.6,8,105.0
2015-05-23,455,D10,SO,8.3,9,87.0
2015-05-23,456,D10,SO,10.2,10,100.0
2015-05-28,461,D10,SO,11.9,7,103.0
2015-05-28,462,D10,SO,11.1,8,100.0
2015-05-28,463,D10,SO,9.2,3,96.0
2015-05-28,464,D10,SO,16.9,2,119.0
2015-05-28,465,D10,SO,14,5,108.0
2015-05-23,503,D10,SO,8.3,8,87.0
2015-05-23,504,D10,SO,10.1,17,97.0
2015-05-23,505,D10,SO,10.4,9,94.0
2015-05-23,506,D10,SO,9.4,9,91.0
2015-05-23,513,D10,SO,8.7,5,91.0
2015-05-23,514,D10,SO,8.7,3,91.0
2015-05-23,515,D10,SO,10.8,8,105.0
2015-06-24,835,D10,SO,19.9,2,123.0
2015-06-24,836,D10,SO,25.5,5,130.0
2015-06-24,837,D10,SO,23,2,129.0
2015-06-24,838,D10,SO,26.7,4,129.0
2015-06-24,841,D10,SO,24.4,2,133.0
2015-06-24,842,D10,SO,24.2,4,131.0
2015-06-24,843,D10,SO,23.8,1,132.0
2015-06-05,947,D10,SO,14.3,1,118.0
2015-06-05,948,D10,SO,14.4,8,123.0
2015-06-05,949,D10,SO,9.2,9,104.0
2015-06-05,999,D10,SO,12.6,1,100.0
2015-06-05,1000,D10,SO,8.5,0,97.0
2015-06-05,1005,D10,SO,13.3,6,105.0
2015-06-05,1006,D10,SO,12.1,7,101.0
2015-06-05,1007,D10,SO,15.6,4,105.0
2015-06-05,1013,D10,SO,22.3,15,120.0
2015-06-05,1014,D10,SO,14,2,
2015-06-05,1021,D10,SO,14.1,1,121.0
2015-06-22,1029,D10,SO,20.8,3,133.0
2015-06-22,1030,D10,SO,19.6,2,123.0
2015-06-22,1039,D10,SO,19.9,2,128.0
2015-06-22,1040,D10,SO,18,6,126.0
2015-06-22,1050,D10,SO,20.3,2,129.0
2015-06-22,1058,D10,SO,17.7,2,124.0
2015-06-22,1059,D10,SO,18.9,8,126.0
2015-06-22,1071,D10,SO,23.2,1,134.0
2015-06-22,1072,D10,SO,20.4,1,125.0
2015-06-22,1073,D10,SO,21.6,4,120.0
2015-06-22,1081,D10,SO,21.3,9,131.0
2015-05-23,1375,D10,PI,6.3,0,85.0
2015-05-23,1411,D10,PI,4.2,0,80.0
2015-05-23,100,D09,SO,15.9,12,115.0
2015-07-14,129,D09,SO,2.8,6,63.0
2015-07-02,223,D09,SO,26,15,126.0
2015-07-14,224,D09,SO,4.7,9,76.0
2015-07-14,225,D09,SO,4,17,73.0
2015-07-02,240,D09,SO,24.4,17,127.0
2015-07-02,245,D09,SO,21.8,8,121.0
2015-07-02,246,D09,SO,21.1,24,122.0
2015-07-02,247,D09,SO,26.4,6,125.0
2015-07-02,248,D09,SO,28.6,42,124.0
2015-07-14,249,D09,SO,3.4,14,67.0
2015-07-14,250,D09,SO,6.5,19,83.0
2015-07-02,251,D09,SO,29.5,6,129.0
2015-07-02,252,D09,SO,25.8,14,127.0
2015-07-02,253,D09,SO,NA,2,115.0
2015-07-14,254,D09,SO,6.1,7,84.0
2015-07-14,255,D09,SO,7.5,22,85.0
2015-07-14,256,D09,SO,6.9,10,86.0
2015-07-14,260,D09,SO,5,19,76.0
2015-07-14,261,D09,SO,4.1,12,72.0
2015-07-14,262,D09,SO,5.4,6,80.0
2015-05-24,299,D09,SO,15.3,7,119.0
2015-05-24,300,D09,SO,7.7,5,89.0
2015-05-24,307,D09,SO,9.2,3,101.0
2015-05-24,308,D09,SO,11.1,8,103.0
2015-05-26,309,D09,SO,12.6,8,107.0
2015-05-26,310,D09,SO,12.2,7,104.0
2015-05-24,317,D09,SO,8.4,12,96.0
2015-05-24,318,D09,SO,8.3,8,91.0
2015-05-24,319,D09,SO,9.2,9,102.0
2015-05-26,320,D09,SO,13.1,12,107.0
2015-05-28,327,D09,SO,10.5,1,110.0
2015-05-24,331,D09,SO,10.2,12,101.0
2015-05-24,332,D09,SO,8.7,5,97.0
2015-05-24,333,D09,SO,10.4,7,100.0
2015-05-26,334,D09,SO,10.6,11,99.0
2015-05-26,335,D09,SO,8.7,8,99.0
2015-05-26,336,D09,SO,14.3,14,110.0
2015-05-26,341,D09,SO,10.7,15,103.0
2015-05-26,342,D09,SO,10,8,99.0
2015-05-26,343,D09,SO,10.3,8,98.0
2015-05-20,347,D09,SO,11.3,9,102.0
2015-05-20,348,D09,SO,9.7,12,94.0
2015-05-20,349,D09,SO,11.1,17,104.0
2015-05-20,350,D09,SO,9.8,12,101.0
2015-05-26,351,D09,SO,NA,5,103.0
2015-05-20,355,D09,SO,12,8,98.0
2015-05-20,356,D09,SO,10.5,11,103.0
2015-05-20,357,D09,SO,10.6,16,101.0
2015-05-20,361,D09,SO,9.1,9,98.0
2015-05-20,362,D09,SO,6.8,7,89.0
2015-05-20,363,D09,SO,10.2,11,101.0
2015-05-28,436,D09,SO,13.1,8,109.0
2015-05-28,437,D09,SO,9.7,6,94.0
2015-05-28,438,D09,SO,7.2,12,87.0
2015-05-28,439,D09,SO,9.9,5,95.0
2015-05-28,441,D09,SO,10.6,5,100.0
2015-05-28,442,D09,SO,9.3,5,96.0
2015-05-28,443,D09,SO,9,13,95.0
2015-05-28,444,D09,SO,8.9,5,96.0
2015-05-28,445,D09,SO,8.9,6,95.0
2015-06-01,523,D09,SO,13.3,13,108.0
2015-06-01,524,D09,SO,14.8,12,118.0
2015-06-01,525,D09,SO,6.7,5,85.0
2015-06-01,532,D09,SO,14.7,9,115.0
2015-06-01,533,D09,SO,17,11,111.0
2015-06-01,534,D09,SO,7.4,10,89.0
2015-06-01,535,D09,SO,6.7,7,85.0
2015-06-01,543,D09,SO,13.6,9,106.0
2015-06-01,544,D09,SO,12.9,1,102.0
2015-06-01,545,D09,SO,10,7,95.0
2015-06-29,597,D09,SO,25.8,101,126.0
2015-06-29,598,D09,SO,23.5,10,129.0
2015-06-29,613,D09,SO,14,12,103.0
2015-06-29,635,D09,SO,NA,11,119.0
2015-06-29,636,D09,SO,20.9,25,128.0
2015-06-29,637,D09,SO,12.5,18,119.0
2015-06-29,638,D09,SO,15.8,12,116.0
2015-06-29,639,D09,SO,NA,22,109.0
2015-07-07,650,D09,SO,19.4,46,127.0
2015-07-07,658,D09,SO,30.9,1,121.0
2015-07-07,662,D09,SO,21.9,24,126.0
2015-07-07,663,D09,SO,NA,7,133.0
2015-07-06,667,D09,SO,21.8,19,122.0
2015-07-07,671,D09,SO,23.9,30,128.0
2015-07-06,675,D09,SO,17.3,8,111.0
2015-07-06,683,D09,SO,22.3,14,121.0
2015-07-06,684,D09,SO,25.5,14,128.0
2015-06-11,755,D09,SO,9.6,3,105.0
2015-06-05,759,D09,SO,20.7,15,129.0
2015-06-05,760,D09,SO,11.6,10,110.0
2015-06-11,767,D09,SO,18.4,6,126.0
2015-06-11,768,D09,SO,10.2,14,100.0
2015-06-11,769,D09,SO,15.5,2,100.0
2015-06-03,770,D09,SO,14.2,2,108.0
2015-06-11,771,D09,SO,10.2,9,96.0
2015-06-11,772,D09,SO,11.8,5,89.0
2015-06-11,773,D09,SO,19,1,116.0
2015-06-11,774,D09,SO,21.7,1,124.0
2015-06-03,775,D09,SO,13.3,9,107.0
2015-06-03,776,D09,SO,15.7,5,114.0
2015-06-03,777,D09,SO,14.3,3,106.0
2015-06-11,791,D09,SO,14.2,8,106.0
2015-06-11,792,D09,SO,9.1,6,95.0
2015-06-03,793,D09,SO,18.9,11,120.0
2015-06-03,794,D09,SO,NA,12,113.0
2015-06-03,795,D09,SO,15,13,98.0
2015-06-03,796,D09,SO,15.6,11,120.0
2015-06-03,801,D09,SO,NA,7,107.0
2015-06-03,802,D09,SO,18.2,11,108.0
2015-06-03,803,D09,SO,15.5,5,114.0
2015-06-05,817,D09,SO,15.1,5,115.0
2015-06-05,818,D09,SO,14.4,11,115.0
2015-06-05,819,D09,SO,11.1,9,109.0
2015-06-05,820,D09,SO,14.9,8,114.0
2015-06-05,824,D09,SO,20.7,25,123.0
2015-06-09,825,D09,SO,13.4,6,108.0
2015-06-09,827,D09,SO,14.7,27,114.0
2015-06-09,828,D09,SO,19.4,1,118.0
2015-06-05,832,D09,SO,17.2,7,125.0
2015-06-05,833,D09,SO,14.7,12,115.0
2015-06-05,834,D09,SO,15.2,13,116.0
2015-06-09,839,D09,SO,17.7,10,123.0
2015-06-09,848,D09,SO,10.5,3,100.0
2015-06-27,851,D09,SO,20.9,19,129.0
2015-06-18,852,D09,SO,16.3,3,119.0
2015-06-22,853,D09,SO,17.5,9,113.0
2015-06-09,862,D09,SO,16.2,10,112.0
2015-06-09,863,D09,SO,8.7,5,95.0
2015-06-22,872,D09,SO,16,9,115.0
2015-06-22,873,D09,SO,14.4,5,111.0
2015-06-22,874,D09,SO,20.4,6,106.0
2015-06-22,875,D09,SO,19.4,1,122.0
2015-06-27,885,D09,SO,18.1,14,116.0
2015-06-27,886,D09,SO,20.5,22,123.0
2015-06-27,887,D09,SO,14.8,15,118.0
2015-06-27,888,D09,SO,26.2,12,130.0
2015-06-27,889,D09,SO,17.1,25,116.0
2015-06-18,890,D09,SO,11.8,13,102.0
2015-06-27,892,D09,SO,19.3,4,120.0
2015-06-27,893,D09,SO,15.1,5,100.0
2015-06-27,894,D09,SO,16.9,10,116.0
2015-06-27,895,D09,SO,22.4,1,122.0
2015-06-27,896,D09,SO,22.1,13,122.0
2015-06-18,897,D09,SO,14,3,108.0
2015-06-18,898,D09,SO,19.3,6,121.0
