year,region,species,louse_species,n,prevalence,abundance,abundance_sd,intensity
2018,DI,CU,motile_caligus,211,0.15165876777251186,0.17535545023696683,0.4392192658908277,1.15625
2018,DI,CU,motile_lep,211,0.02843601895734597,0.037914691943127965,0.25538656474017146,1.3333333333333333
2018,DI,PI,all_lice,229,0.24890829694323144,0.3406113537117904,0.660383708272115,1.368421052631579
2018,DI,PI,motile_caligus,229,0.23580786026200873,0.314410480349345,0.6330185462446426,1.3333333333333333
2018,DI,PI,motile_lep,229,0.021834061135371178,0.026200873362445413,0.18546757838181005,1.2
2018,DI,SO,all_lice,89,0.1797752808988764,0.2247191011235955,0.5383647164575851,1.25
2018,DI,SO,motile_caligus,89,0.16853932584269662,0.19101123595505617,0.4491508274303962,1.1333333333333333
2018,DI,SO,motile_lep,89,0.033707865168539325,0.033707865168539325,0.18149869785703646,1
2018,JS,CU,all_lice,130,0.4,0.6076923076923076,0.9764367577067322,1.5192307692307692
2018,JS,CU,motile_caligus,130,0.3923076923076923,0.6,0.9772608452659514,1.5294117647058822
2018,JS,CU,motile_lep,130,0.007692307692307693,0.007692307692307693,0.08770580193070292,1
2018,JS,PI,all_lice,130,0.5461538461538461,0.8384615384615385,0.9788764810617886,1.5352112676056338
2018,JS,PI,motile_caligus,130,0.5307692307692308,0.7846153846153846,0.9063481147924544,1.4782608695652173
2018,JS,PI,motile_lep,130,0.046153846153846156,0.05384615384615385,0.2585450783581688,1.1666666666666667
2018,JS,SO,all_lice,87,0.21839080459770116,0.26436781609195403,0.5382955467922224,1.2105263157894737
2018,JS,SO,motile_caligus,87,0.21839080459770116,0.26436781609195403,0.5382955467922224,1.2105263157894737
2018,JS,SO,motile_lep,87,0,0,0,NA
