yday,predicted_mean_temp,station,mean_temp,mean_do,mean_salinity,diff
124,9.006661069962407,js2_12,8.48317131147541,5.6829245901639345,30.836604098360656,neg
125,9.010457714323497,js2_12,8.543954545454545,5.665380165289256,30.796976033057852,neg
130,9.040019796586654,js2_12,8.895471666666667,5.6933325,30.54392916666667,neg
133,9.072866451989773,js2_12,8.793394166666667,5.659656666666667,30.751600833333335,neg
134,9.090912185947685,js2_12,8.8796575,5.819645,30.78414666666667,neg
143,9.293501262298705,js2_12,9.102775,5.667139166666667,30.82133,neg
144,9.31429124831579,js2_12,9.005573949579832,5.508044537815126,31.081985714285715,neg
153,9.492484770805685,js2_12,9.297725833333333,5.46501,30.905358333333332,neg
157,9.564086836707954,js2_12,9.45373388429752,5.426881818181818,30.687652892561985,neg
167,9.746096068981647,js2_12,9.393985950413223,5.00103305785124,30.988688429752067,neg
169,9.777317826033691,js2_12,9.517675833333334,5.040379166666667,30.972029166666665,neg
176,9.873414184792168,js2_12,9.621959016393443,4.848839344262295,31.164911475409838,neg
177,9.88561035011159,js2_12,9.8522875,5.066469166666667,30.8537225,neg
191,10.017893976733482,js2_12,10.015017355371901,4.698581818181818,30.787355371900826,neg
36,7.8737925588519815,QU29,8.048565517241379,5.1049137931034485,28.885727586206897,pos
51,8.020403813326554,QU29,7.891353571428572,5.026885714285714,29.203635714285713,neg
52,8.032902822846555,QU29,7.9383678571428575,4.9302,29.23206785714286,neg
73,8.41229061887555,QU29,7.981116666666667,5.128076666666667,29.174006666666667,neg
80,8.579914680063709,QU29,8.421516666666667,5.066356666666667,29.493033333333333,neg
108,9.379546568300318,QU29,8.924693333333334,5.43014,29.174486666666667,neg
109,9.41569289061104,QU29,8.941824137931034,5.166758620689655,29.303420689655173,neg
127,10.159568444192656,QU29,10.070696666666667,5.164013333333333,29.373676666666668,neg
136,10.529358860023978,QU29,10.502883333333333,4.938006666666666,29.353233333333332,neg
157,11.243105070493868,QU29,12.072501785714286,5.514317857142857,27.825482142857144,pos
201,11.914247476192687,QU29,10.891318333333333,4.651606666666667,29.254261666666665,neg
43.5,7.937399176321755,QU29,7.937399176321755,NA,NA,NA
146.5,10.929923407457942,QU29,10.929923407457942,NA,NA,NA
179,11.774824260197903,QU29,11.774824260197903,NA,NA,NA
37,7.589853663956087,QU39,7.592917857142857,6.052535714285714,28.378125,pos
44,7.710633038119141,QU39,8.006557142857142,4.783817857142857,28.83619285714286,pos
45,7.729388709204423,QU39,7.750660714285714,5.2438964285714285,28.685414285714288,pos
50,7.828787814528457,QU39,7.62655,5.152589285714286,28.742067857142857,neg
58,8.009071850475626,QU39,6.985873333333333,6.20841,28.12873666666667,neg
64,8.166560029681069,QU39,6.961306666666666,6.37359,28.244456666666668,neg
65,8.194534935578051,QU39,7.160744827586207,6.029093103448276,28.393072413793103,neg
72,8.402222523385465,QU39,7.497963333333334,5.73389,28.664703333333332,neg
75,8.496765267877873,QU39,7.583048275862069,6.62728275862069,28.53073448275862,neg
79,8.627011239417659,QU39,8.008553333333333,6.63827,28.733486666666668,neg
86,8.863777709194418,QU39,8.125832142857142,6.318425,28.995342857142855,neg
87,8.898280527370234,QU39,8.119646428571428,6.699167857142857,28.78510357142857,neg
94,9.142462338797674,QU39,8.473535714285715,6.3298749999999995,29.040357142857143,neg
102,9.44702527758579,QU39,8.833033333333333,6.76554,28.845103333333334,neg
106,9.63458211254415,QU39,8.839679310344827,6.4606034482758625,28.981558620689654,neg
107,9.684389582570583,QU39,8.888036666666666,6.534763333333333,28.60743,neg
114,10.052476522504678,QU39,9.434986666666667,6.305693333333333,28.771293333333332,neg
115,10.106417119959753,QU39,9.383318518518518,6.204151851851852,28.898255555555554,neg
122,10.476936198567211,QU39,9.99126,5.516906666666666,29.046693333333334,neg
128,10.763152250668758,QU39,11.210016666666666,6.444403333333334,28.647353333333335,pos
130,10.84739027598404,QU39,11.86258,6.693393333333334,28.45131333333333,pos
135,11.033728077163737,QU39,11.061856666666667,5.296383333333333,28.966476666666665,pos
142,11.282171951909637,QU39,13.357203571428572,6.020871428571429,27.508332142857142,pos
145,11.384455792100761,QU39,12.54964,5.051506666666667,27.69619,pos
149,11.515507149026096,QU39,11.332876666666667,4.550943333333334,28.40792,neg
155,11.697854482036032,QU39,12.108803571428572,5.326785714285714,27.796435714285714,pos
156,11.726307731063137,QU39,12.636853333333333,5.53181,27.039043333333332,pos
162,11.883429239708077,QU39,12.430626666666667,5.09578,26.311553333333332,pos
171,12.067609705254927,QU39,12.06205,4.901486666666667,27.50838,neg
177,12.148629262971516,QU39,13.035248333333334,5.253763333333334,27.216268333333332,pos
192,12.226925688535223,QU39,11.508256666666666,4.587126666666666,28.067493333333335,neg
197,12.227486081294467,QU39,10.836034426229508,4.306747540983607,28.684139344262295,neg
200,12.22464562041632,QU39,11.251855,4.79169,28.339826666666667,neg
204,12.21894938135419,QU39,11.585544262295082,5.312829508196721,28.729460655737704,neg
211,12.209497307168792,QU39,11.86249344262295,5.617331147540984,28.51436557377049,neg
212,12.208714139308677,QU39,12.882455,6.392545,28.318878333333334,pos
47.5,7.777917820890925,QU39,7.777917820890925,NA,NA,NA
124,10.576978792198659,QU39,10.576978792198659,NA,NA,NA
147,11.450814650917106,QU39,11.450814650917106,NA,NA,NA
152,11.609042595503588,QU39,11.609042595503588,NA,NA,NA
184.5,12.205903691339742,QU39,12.205903691339742,NA,NA,NA
211.5,12.209077971523355,QU39,12.209077971523355,NA,NA,NA
