"","ufn","survey_date","site_id","region","species","sampling_week","louse_species","n_lice","year"
"2129","U4760",2015-05-31,"J09","JS","SO",22,"motile_caligus",0,2015
"2130","U4758",2015-05-31,"J09","JS","SO",22,"motile_caligus",0,2015
"2131","U1076",2015-05-31,"J09","JS","SO",22,"motile_caligus",2,2015
"2132","U4870",2015-05-31,"J09","JS","SO",22,"motile_caligus",0,2015
"2133","U1088",2015-05-31,"J09","JS","SO",22,"motile_caligus",2,2015
"2134","U1085",2015-05-31,"J09","JS","SO",22,"motile_caligus",0,2015
"2135","U1079",2015-05-31,"J09","JS","SO",22,"motile_caligus",1,2015
"2136","U1084",2015-05-31,"J09","JS","SO",22,"motile_caligus",3,2015
"2137","U1077",2015-05-31,"J09","JS","SO",22,"motile_caligus",1,2015
"2138","U1087",2015-05-31,"J09","JS","SO",22,"motile_caligus",0,2015
"2139","U1086",2015-05-31,"J09","JS","SO",22,"motile_caligus",0,2015
"2140","U1078",2015-05-31,"J09","JS","SO",22,"motile_caligus",2,2015
"2141","U1064",2015-05-31,"J09","JS","SO",22,"motile_caligus",1,2015
"2142","U2914",2015-05-31,"J09","JS","CU",22,"motile_caligus",0,2015
"2143","U3005",2015-05-31,"J09","JS","CU",22,"motile_caligus",0,2015
"2144","U3001",2015-05-31,"J09","JS","CU",22,"motile_caligus",1,2015
"2145","U3003",2015-05-31,"J09","JS","CU",22,"motile_caligus",1,2015
"2146","U2916",2015-05-31,"J09","JS","CU",22,"motile_caligus",2,2015
"2147","U1133",2015-06-01,"J02","JS","SO",22,"motile_caligus",0,2015
"2148","U1125",2015-06-01,"J02","JS","SO",22,"motile_caligus",0,2015
"2149","U1122",2015-06-01,"J02","JS","SO",22,"motile_caligus",1,2015
"2150","U1131",2015-06-01,"J02","JS","SO",22,"motile_caligus",1,2015
"2151","U1067",2015-06-01,"J02","JS","SO",22,"motile_caligus",2,2015
"2152","U1123",2015-06-01,"J02","JS","SO",22,"motile_caligus",0,2015
"2153","U1134",2015-06-01,"J02","JS","SO",22,"motile_caligus",1,2015
"2154","U1124",2015-06-01,"J02","JS","SO",22,"motile_caligus",0,2015
"2155","U1132",2015-06-01,"J02","JS","SO",22,"motile_caligus",1,2015
"2156","U1066",2015-06-01,"J02","JS","SO",22,"motile_caligus",1,2015
"2157","U2826",2015-06-01,"J02","JS","CU",22,"motile_caligus",2,2015
"2158","U4923",2015-06-04,"J03","JS","PI",22,"motile_caligus",0,2015
"2159","U4919",2015-06-04,"J03","JS","PI",22,"motile_caligus",0,2015
"2160","U4921",2015-06-04,"J03","JS","PI",22,"motile_caligus",3,2015
"2161","U4920",2015-06-04,"J03","JS","PI",22,"motile_caligus",0,2015
"2162","U4922",2015-06-04,"J03","JS","PI",22,"motile_caligus",0,2015
"2163","U4928",2015-06-04,"J03","JS","PI",22,"motile_caligus",2,2015
"2164","U4918",2015-06-04,"J03","JS","PI",22,"motile_caligus",1,2015
"2165","U1044",2015-06-07,"J09","JS","SO",23,"motile_caligus",2,2015
"2166","U1024",2015-06-07,"J09","JS","SO",23,"motile_caligus",1,2015
"2167","U1026",2015-06-07,"J09","JS","SO",23,"motile_caligus",0,2015
"2168","U1043",2015-06-07,"J09","JS","SO",23,"motile_caligus",0,2015
"2169","U1042",2015-06-07,"J09","JS","SO",23,"motile_caligus",1,2015
"2170","U1025",2015-06-07,"J09","JS","SO",23,"motile_caligus",3,2015
"2171","U1020",2015-06-07,"J09","JS","SO",23,"motile_caligus",0,2015
"2172","U1019",2015-06-07,"J09","JS","SO",23,"motile_caligus",0,2015
"2173","U1023",2015-06-07,"J09","JS","SO",23,"motile_caligus",0,2015
"2174","U1018",2015-06-07,"J09","JS","SO",23,"motile_caligus",1,2015
"2175","U1027",2015-06-07,"J09","JS","SO",23,"motile_caligus",8,2015
"2176","U4723",2015-06-07,"J09","JS","SO",23,"motile_caligus",0,2015
"2177","U4722",2015-06-07,"J09","JS","SO",23,"motile_caligus",0,2015
"2178","U4713",2015-06-07,"J09","JS","SO",23,"motile_caligus",1,2015
"2179","U4720",2015-06-07,"J09","JS","SO",23,"motile_caligus",2,2015
"2180","U4721",2015-06-07,"J09","JS","SO",23,"motile_caligus",1,2015
"2181","U4710",2015-06-07,"J09","JS","SO",23,"motile_caligus",4,2015
"2182","U4712",2015-06-07,"J09","JS","SO",23,"motile_caligus",0,2015
"2183","U4756",2015-06-07,"J09","JS","SO",23,"motile_caligus",0,2015
"2184","U4711",2015-06-07,"J09","JS","SO",23,"motile_caligus",2,2015
"2185","U2865",2015-06-07,"J09","JS","PI",23,"motile_caligus",0,2015
"2186","U2867",2015-06-07,"J09","JS","PI",23,"motile_caligus",0,2015
"2187","U2870",2015-06-07,"J09","JS","PI",23,"motile_caligus",2,2015
"2188","U2869",2015-06-07,"J09","JS","PI",23,"motile_caligus",1,2015
"2189","U2866",2015-06-07,"J09","JS","PI",23,"motile_caligus",0,2015
"2190","U2532",2015-06-07,"J09","JS","PI",23,"motile_caligus",1,2015
"2191","U2864",2015-06-07,"J09","JS","PI",23,"motile_caligus",0,2015
"2192","U2531",2015-06-07,"J09","JS","PI",23,"motile_caligus",0,2015
"2193","U2533",2015-06-07,"J09","JS","PI",23,"motile_caligus",3,2015
"2194","U2868",2015-06-07,"J09","JS","PI",23,"motile_caligus",2,2015
"2195","U3029",2015-06-07,"J09","JS","CU",23,"motile_caligus",0,2015
"2196","U3028",2015-06-07,"J09","JS","CU",23,"motile_caligus",1,2015
"2197","U2932",2015-06-07,"J09","JS","CU",23,"motile_caligus",0,2015
"2198","U3027",2015-06-07,"J09","JS","CU",23,"motile_caligus",0,2015
"2199","U2918",2015-06-07,"J09","JS","CU",23,"motile_caligus",0,2015
"2200","U1236",2015-06-08,"J03","JS","SO",23,"motile_caligus",2,2015
"2201","U1282",2015-06-08,"J03","JS","SO",23,"motile_caligus",0,2015
"2202","U1281",2015-06-08,"J03","JS","SO",23,"motile_caligus",0,2015
"2203","U1272",2015-06-08,"J03","JS","SO",23,"motile_caligus",2,2015
"2204","U1235",2015-06-08,"J03","JS","SO",23,"motile_caligus",0,2015
"2205","U1266",2015-06-08,"J03","JS","SO",23,"motile_caligus",1,2015
"2206","U1271",2015-06-08,"J03","JS","SO",23,"motile_caligus",0,2015
"2207","U1250",2015-06-08,"J03","JS","SO",23,"motile_caligus",0,2015
"2208","U1267",2015-06-08,"J03","JS","SO",23,"motile_caligus",2,2015
"2209","U1260",2015-06-08,"J03","JS","SO",23,"motile_caligus",1,2015
"2210","U4855",2015-06-08,"J03","JS","SO",23,"motile_caligus",2,2015
"2211","U4854",2015-06-08,"J03","JS","SO",23,"motile_caligus",0,2015
"2212","U4747",2015-06-08,"J03","JS","SO",23,"motile_caligus",2,2015
"2213","U4746",2015-06-08,"J03","JS","SO",23,"motile_caligus",0,2015
"2214","U4852",2015-06-08,"J03","JS","SO",23,"motile_caligus",0,2015
"2215","U4853",2015-06-08,"J03","JS","SO",23,"motile_caligus",0,2015
"2216","U4748",2015-06-08,"J03","JS","SO",23,"motile_caligus",0,2015
"2217","U4850",2015-06-08,"J03","JS","SO",23,"motile_caligus",0,2015
"2218","U4851",2015-06-08,"J03","JS","SO",23,"motile_caligus",0,2015
"2219","U4749",2015-06-08,"J03","JS","SO",23,"motile_caligus",0,2015
"2220","U4924",2015-06-08,"J03","JS","PI",23,"motile_caligus",3,2015
"2221","U4053",2015-06-08,"J03","JS","CU",23,"motile_caligus",0,2015
"2222","U4052",2015-06-08,"J03","JS","CU",23,"motile_caligus",0,2015
"2223","U4068",2015-06-08,"J03","JS","CU",23,"motile_caligus",0,2015
"2224","U4067",2015-06-08,"J03","JS","CU",23,"motile_caligus",0,2015
"2225","U3745",2015-06-08,"J03","JS","CU",23,"motile_caligus",0,2015
"2226","U4066",2015-06-08,"J03","JS","CU",23,"motile_caligus",0,2015
"2227","U3746",2015-06-08,"J03","JS","CU",23,"motile_caligus",0,2015
"2228","U3747",2015-06-08,"J03","JS","CU",23,"motile_caligus",0,2015
"2229","U4051",2015-06-08,"J03","JS","CU",23,"motile_caligus",0,2015
"2230","U4054",2015-06-08,"J03","JS","CU",23,"motile_caligus",0,2015
"2231","U1291",2015-06-09,"J02","JS","SO",23,"motile_caligus",0,2015
"2232","U1240",2015-06-09,"J02","JS","SO",23,"motile_caligus",0,2015
"2233","U1269",2015-06-09,"J02","JS","SO",23,"motile_caligus",0,2015
"2234","U1277",2015-06-09,"J02","JS","SO",23,"motile_caligus",0,2015
"2235","U1279",2015-06-09,"J02","JS","SO",23,"motile_caligus",0,2015
"2236","U1239",2015-06-09,"J02","JS","SO",23,"motile_caligus",0,2015
"2237","U1278",2015-06-09,"J02","JS","SO",23,"motile_caligus",0,2015
"2238","U1280",2015-06-09,"J02","JS","SO",23,"motile_caligus",1,2015
"2239","U1268",2015-06-09,"J02","JS","SO",23,"motile_caligus",0,2015
"2240","U1287",2015-06-09,"J02","JS","SO",23,"motile_caligus",0,2015
"2241","U4857",2015-06-15,"J03","JS","SO",24,"motile_caligus",0,2015
"2242","U1227",2015-06-15,"J03","JS","SO",24,"motile_caligus",2,2015
"2243","U4860",2015-06-15,"J03","JS","SO",24,"motile_caligus",0,2015
"2244","U4858",2015-06-15,"J03","JS","SO",24,"motile_caligus",1,2015
"2245","U1226",2015-06-15,"J03","JS","SO",24,"motile_caligus",1,2015
"2246","U1225",2015-06-15,"J03","JS","SO",24,"motile_caligus",0,2015
"2247","U1243",2015-06-15,"J03","JS","SO",24,"motile_caligus",0,2015
"2248","U1252",2015-06-15,"J03","JS","SO",24,"motile_caligus",0,2015
"2249","U1251",2015-06-15,"J03","JS","SO",24,"motile_caligus",0,2015
"2250","U1232",2015-06-15,"J03","JS","SO",24,"motile_caligus",0,2015
"2251","U4859",2015-06-15,"J03","JS","SO",24,"motile_caligus",1,2015
"2252","U1242",2015-06-15,"J03","JS","SO",24,"motile_caligus",1,2015
"2253","U1253",2015-06-15,"J03","JS","SO",24,"motile_caligus",1,2015
"2254","U1220",2015-06-15,"J03","JS","SO",24,"motile_caligus",0,2015
"2255","U4861",2015-06-15,"J03","JS","SO",24,"motile_caligus",2,2015
"2256","U4887",2015-06-15,"J03","JS","SO",24,"motile_caligus",1,2015
"2257","U4894",2015-06-15,"J03","JS","SO",24,"motile_caligus",2,2015
"2258","U4890",2015-06-15,"J03","JS","SO",24,"motile_caligus",1,2015
"2259","U4882",2015-06-15,"J03","JS","SO",24,"motile_caligus",0,2015
"2260","U4892",2015-06-15,"J03","JS","SO",24,"motile_caligus",1,2015
"2261","U4880",2015-06-15,"J03","JS","SO",24,"motile_caligus",0,2015
"2262","U4881",2015-06-15,"J03","JS","SO",24,"motile_caligus",1,2015
"2263","U4886",2015-06-15,"J03","JS","SO",24,"motile_caligus",0,2015
"2264","U4847",2015-06-15,"J03","JS","SO",24,"motile_caligus",0,2015
"2265","U4884",2015-06-15,"J03","JS","SO",24,"motile_caligus",0,2015
"2266","U4888",2015-06-15,"J03","JS","SO",24,"motile_caligus",0,2015
"2267","U4885",2015-06-15,"J03","JS","SO",24,"motile_caligus",0,2015
"2268","U4889",2015-06-15,"J03","JS","SO",24,"motile_caligus",2,2015
"2269","U4893",2015-06-15,"J03","JS","SO",24,"motile_caligus",0,2015
"2270","U4891",2015-06-15,"J03","JS","SO",24,"motile_caligus",1,2015
"2271","U4106",2015-06-15,"J03","JS","CU",24,"motile_caligus",0,2015
"2272","U4048",2015-06-15,"J03","JS","CU",24,"motile_caligus",0,2015
"2273","U4107",2015-06-15,"J03","JS","CU",24,"motile_caligus",2,2015
"2274","U4108",2015-06-15,"J03","JS","CU",24,"motile_caligus",0,2015
"2275","U4046",2015-06-15,"J03","JS","CU",24,"motile_caligus",1,2015
"2276","U4121",2015-06-15,"J03","JS","CU",24,"motile_caligus",0,2015
"2277","U4047",2015-06-15,"J03","JS","CU",24,"motile_caligus",0,2015
"2278","U4105",2015-06-15,"J03","JS","CU",24,"motile_caligus",0,2015
"2279","U4120",2015-06-15,"J03","JS","CU",24,"motile_caligus",0,2015
"2280","U4122",2015-06-15,"J03","JS","CU",24,"motile_caligus",1,2015
"2281","U1311",2015-06-16,"J02","JS","SO",24,"motile_caligus",0,2015
"2282","U1302",2015-06-16,"J02","JS","SO",24,"motile_caligus",2,2015
"2283","U1301",2015-06-16,"J02","JS","SO",24,"motile_caligus",0,2015
"2284","U1288",2015-06-16,"J02","JS","SO",24,"motile_caligus",0,2015
"2285","U1292",2015-06-16,"J02","JS","SO",24,"motile_caligus",1,2015
"2286","U1270",2015-06-16,"J02","JS","SO",24,"motile_caligus",1,2015
"2287","U2638",2015-06-16,"J02","JS","PI",24,"motile_caligus",0,2015
"2288","U2641",2015-06-16,"J02","JS","PI",24,"motile_caligus",0,2015
"2289","U2845",2015-06-16,"J02","JS","PI",24,"motile_caligus",0,2015
"2290","U2842",2015-06-16,"J02","JS","PI",24,"motile_caligus",0,2015
"2291","U2844",2015-06-16,"J02","JS","PI",24,"motile_caligus",0,2015
"2292","U2640",2015-06-16,"J02","JS","PI",24,"motile_caligus",0,2015
"2293","U2843",2015-06-16,"J02","JS","PI",24,"motile_caligus",0,2015
"2294","U2639",2015-06-16,"J02","JS","PI",24,"motile_caligus",1,2015
"2295","U2637",2015-06-16,"J02","JS","PI",24,"motile_caligus",0,2015
"2296","U2846",2015-06-16,"J02","JS","PI",24,"motile_caligus",0,2015
"2297","U2797",2015-06-16,"J02","JS","CU",24,"motile_caligus",0,2015
"2298","U2909",2015-06-16,"J02","JS","CU",24,"motile_caligus",0,2015
"2299","U2789",2015-06-16,"J02","JS","CU",24,"motile_caligus",0,2015
"2300","U2791",2015-06-16,"J02","JS","CU",24,"motile_caligus",0,2015
"2301","U2790",2015-06-16,"J02","JS","CU",24,"motile_caligus",0,2015
"2302","U1276",2015-06-16,"J09","JS","SO",24,"motile_caligus",1,2015
"2303","U1274",2015-06-16,"J09","JS","SO",24,"motile_caligus",0,2015
"2304","U1273",2015-06-16,"J09","JS","SO",24,"motile_caligus",0,2015
"2305","U1238",2015-06-16,"J09","JS","SO",24,"motile_caligus",0,2015
"2306","U1285",2015-06-16,"J09","JS","SO",24,"motile_caligus",1,2015
"2307","U1237",2015-06-16,"J09","JS","SO",24,"motile_caligus",0,2015
"2308","U1286",2015-06-16,"J09","JS","SO",24,"motile_caligus",0,2015
"2309","U1283",2015-06-16,"J09","JS","SO",24,"motile_caligus",0,2015
"2310","U1275",2015-06-16,"J09","JS","SO",24,"motile_caligus",0,2015
"2311","U1284",2015-06-16,"J09","JS","SO",24,"motile_caligus",0,2015
"2312","U2850",2015-06-16,"J09","JS","PI",24,"motile_caligus",0,2015
"2313","U2644",2015-06-16,"J09","JS","PI",24,"motile_caligus",1,2015
"2314","U2642",2015-06-16,"J09","JS","PI",24,"motile_caligus",1,2015
"2315","U2521",2015-06-16,"J09","JS","PI",24,"motile_caligus",1,2015
"2316","U2847",2015-06-16,"J09","JS","PI",24,"motile_caligus",2,2015
"2317","U2643",2015-06-16,"J09","JS","PI",24,"motile_caligus",1,2015
"2318","U2848",2015-06-16,"J09","JS","PI",24,"motile_caligus",0,2015
"2319","U2849",2015-06-16,"J09","JS","PI",24,"motile_caligus",0,2015
"2320","U2522",2015-06-16,"J09","JS","PI",24,"motile_caligus",2,2015
"2321","U3004",2015-06-16,"J09","JS","CU",24,"motile_caligus",0,2015
"2322","U3002",2015-06-16,"J09","JS","CU",24,"motile_caligus",2,2015
"2323","U2910",2015-06-16,"J09","JS","CU",24,"motile_caligus",0,2015
"2324","U2911",2015-06-16,"J09","JS","CU",24,"motile_caligus",0,2015
"2325","U2915",2015-06-16,"J09","JS","CU",24,"motile_caligus",0,2015
"2326","U5054",2015-06-17,"J03","JS","PI",24,"motile_caligus",0,2015
"2327","U5052",2015-06-17,"J03","JS","PI",24,"motile_caligus",2,2015
"2328","U5055",2015-06-17,"J03","JS","PI",24,"motile_caligus",0,2015
"2329","U5053",2015-06-17,"J03","JS","PI",24,"motile_caligus",0,2015
"2330","U4936",2015-06-17,"J03","JS","PI",24,"motile_caligus",1,2015
"2331","U4932",2015-06-17,"J03","JS","PI",24,"motile_caligus",1,2015
"2332","U5056",2015-06-17,"J03","JS","PI",24,"motile_caligus",2,2015
"2333","U4933",2015-06-17,"J03","JS","PI",24,"motile_caligus",1,2015
"2334","U4935",2015-06-17,"J03","JS","PI",24,"motile_caligus",0,2015
"2335","U4934",2015-06-17,"J03","JS","PI",24,"motile_caligus",0,2015
"2336","U1338",2015-06-19,"J09","JS","SO",24,"motile_caligus",1,2015
"2337","U1356",2015-06-19,"J09","JS","SO",24,"motile_caligus",0,2015
"2338","U1362",2015-06-19,"J09","JS","SO",24,"motile_caligus",1,2015
"2339","U1337",2015-06-19,"J09","JS","SO",24,"motile_caligus",0,2015
"2340","U1342",2015-06-19,"J09","JS","SO",24,"motile_caligus",0,2015
"2341","U1335",2015-06-19,"J09","JS","SO",24,"motile_caligus",0,2015
"2342","U1363",2015-06-19,"J09","JS","SO",24,"motile_caligus",0,2015
"2343","U1355",2015-06-19,"J09","JS","SO",24,"motile_caligus",1,2015
"2344","U1341",2015-06-19,"J09","JS","SO",24,"motile_caligus",2,2015
"2345","U1336",2015-06-19,"J09","JS","SO",24,"motile_caligus",1,2015
"2346","U1354",2015-06-19,"J09","JS","SO",24,"motile_caligus",3,2015
"2347","U1353",2015-06-19,"J09","JS","SO",24,"motile_caligus",3,2015
"2348","U2857",2015-06-19,"J09","JS","PI",24,"motile_caligus",0,2015
"2349","U2524",2015-06-19,"J09","JS","PI",24,"motile_caligus",1,2015
"2350","U2853",2015-06-19,"J09","JS","PI",24,"motile_caligus",0,2015
"2351","U2858",2015-06-19,"J09","JS","PI",24,"motile_caligus",1,2015
"2352","U2856",2015-06-19,"J09","JS","PI",24,"motile_caligus",2,2015
"2353","U2851",2015-06-19,"J09","JS","PI",24,"motile_caligus",0,2015
"2354","U2855",2015-06-19,"J09","JS","PI",24,"motile_caligus",1,2015
"2355","U2854",2015-06-19,"J09","JS","PI",24,"motile_caligus",0,2015
"2356","U2852",2015-06-19,"J09","JS","PI",24,"motile_caligus",1,2015
"2357","U2523",2015-06-19,"J09","JS","PI",24,"motile_caligus",1,2015
"2358","U2632",2015-06-19,"J09","JS","CU",24,"motile_caligus",0,2015
"2359","U2631",2015-06-19,"J09","JS","CU",24,"motile_caligus",3,2015
"2360","U2825",2015-06-19,"J09","JS","CU",24,"motile_caligus",1,2015
"2361","U2512",2015-06-19,"J09","JS","CU",24,"motile_caligus",0,2015
"2362","U2630",2015-06-19,"J09","JS","CU",24,"motile_caligus",2,2015
"2363","U2913",2015-06-19,"J09","JS","CU",24,"motile_caligus",1,2015
"2364","U657",2015-06-19,"J02","JS","SO",24,"motile_caligus",1,2015
"2365","U624",2015-06-19,"J02","JS","SO",24,"motile_caligus",0,2015
"2366","U656",2015-06-19,"J02","JS","SO",24,"motile_caligus",1,2015
"2367","U655",2015-06-19,"J02","JS","SO",24,"motile_caligus",3,2015
"2368","U625",2015-06-19,"J02","JS","SO",24,"motile_caligus",2,2015
"2369","U626",2015-06-19,"J02","JS","SO",24,"motile_caligus",0,2015
"2370","U654",2015-06-19,"J02","JS","SO",24,"motile_caligus",0,2015
"2371","U648",2015-06-19,"J02","JS","SO",24,"motile_caligus",2,2015
"2372","U649",2015-06-19,"J02","JS","SO",24,"motile_caligus",0,2015
"2373","U647",2015-06-19,"J02","JS","SO",24,"motile_caligus",0,2015
"2374","U2894",2015-06-19,"J02","JS","PI",24,"motile_caligus",0,2015
"2375","U2891",2015-06-19,"J02","JS","PI",24,"motile_caligus",2,2015
"2376","U2897",2015-06-19,"J02","JS","PI",24,"motile_caligus",1,2015
"2377","U2896",2015-06-19,"J02","JS","PI",24,"motile_caligus",0,2015
"2378","U2893",2015-06-19,"J02","JS","PI",24,"motile_caligus",0,2015
"2379","U2892",2015-06-19,"J02","JS","PI",24,"motile_caligus",0,2015
"2380","U2659",2015-06-19,"J02","JS","PI",24,"motile_caligus",1,2015
"2381","U2895",2015-06-19,"J02","JS","PI",24,"motile_caligus",0,2015
"2382","U2898",2015-06-19,"J02","JS","PI",24,"motile_caligus",0,2015
"2383","U2658",2015-06-19,"J02","JS","PI",24,"motile_caligus",0,2015
"2384","U3084",2015-06-19,"J02","JS","CU",24,"motile_caligus",0,2015
"2385","U3082",2015-06-19,"J02","JS","CU",24,"motile_caligus",0,2015
"2386","U3085",2015-06-19,"J02","JS","CU",24,"motile_caligus",0,2015
"2387","U3086",2015-06-19,"J02","JS","CU",24,"motile_caligus",0,2015
"2388","U3083",2015-06-19,"J02","JS","CU",24,"motile_caligus",0,2015
"2389","U1149",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2390","U1172",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2391","U1329",2015-06-23,"J03","JS","SO",25,"motile_caligus",1,2015
"2392","U1297",2015-06-23,"J03","JS","SO",25,"motile_caligus",1,2015
"2393","U1158",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2394","U1150",2015-06-23,"J03","JS","SO",25,"motile_caligus",1,2015
"2395","U1159",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2396","U1166",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2397","U1192",2015-06-23,"J03","JS","SO",25,"motile_caligus",1,2015
"2398","U1167",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2399","U4752",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2400","U4786",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2401","U4804",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2402","U4733",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2403","U4731",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2404","U4803",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2405","U4753",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2406","U4730",2015-06-23,"J03","JS","SO",25,"motile_caligus",1,2015
"2407","U4782",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2408","U4785",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2409","U4787",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2410","U4784",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2411","U4732",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2412","U4729",2015-06-23,"J03","JS","SO",25,"motile_caligus",0,2015
"2413","U4783",2015-06-23,"J03","JS","SO",25,"motile_caligus",1,2015
"2414","U4925",2015-06-23,"J03","JS","PI",25,"motile_caligus",1,2015
"2415","U4926",2015-06-23,"J03","JS","PI",25,"motile_caligus",1,2015
"2416","U5047",2015-06-23,"J03","JS","PI",25,"motile_caligus",0,2015
"2417","U4927",2015-06-23,"J03","JS","PI",25,"motile_caligus",0,2015
"2418","U5048",2015-06-23,"J03","JS","PI",25,"motile_caligus",0,2015
"2419","U5049",2015-06-23,"J03","JS","PI",25,"motile_caligus",0,2015
"2420","U4929",2015-06-23,"J03","JS","PI",25,"motile_caligus",1,2015
"2421","U4937",2015-06-23,"J03","JS","PI",25,"motile_caligus",0,2015
"2422","U5045",2015-06-23,"J03","JS","PI",25,"motile_caligus",0,2015
"2423","U5046",2015-06-23,"J03","JS","PI",25,"motile_caligus",0,2015
"2424","U4134",2015-06-23,"J03","JS","CU",25,"motile_caligus",0,2015
"2425","U4144",2015-06-23,"J03","JS","CU",25,"motile_caligus",0,2015
"2426","U4050",2015-06-23,"J03","JS","CU",25,"motile_caligus",1,2015
"2427","U4061",2015-06-23,"J03","JS","CU",25,"motile_caligus",0,2015
"2428","U4049",2015-06-23,"J03","JS","CU",25,"motile_caligus",0,2015
"2429","U4062",2015-06-23,"J03","JS","CU",25,"motile_caligus",1,2015
"2430","U4109",2015-06-23,"J03","JS","CU",25,"motile_caligus",0,2015
"2431","U1051",2015-06-23,"J03","JS","CU",25,"motile_caligus",1,2015
"2432","U4143",2015-06-23,"J03","JS","CU",25,"motile_caligus",0,2015
"2433","U4123",2015-06-23,"J03","JS","CU",25,"motile_caligus",0,2015
"2434","U593",2015-06-23,"J02","JS","SO",25,"motile_caligus",0,2015
"2435","U621",2015-06-23,"J02","JS","SO",25,"motile_caligus",0,2015
"2436","U330",2015-06-23,"J02","JS","SO",25,"motile_caligus",0,2015
"2437","U577",2015-06-23,"J02","JS","SO",25,"motile_caligus",0,2015
"2438","U578",2015-06-23,"J02","JS","SO",25,"motile_caligus",1,2015
"2439","U590",2015-06-23,"J02","JS","SO",25,"motile_caligus",1,2015
"2440","U592",2015-06-23,"J02","JS","SO",25,"motile_caligus",0,2015
"2441","U591",2015-06-23,"J02","JS","SO",25,"motile_caligus",0,2015
"2442","U576",2015-06-23,"J02","JS","SO",25,"motile_caligus",0,2015
"2443","U329",2015-06-23,"J02","JS","SO",25,"motile_caligus",0,2015
"2444","U2889",2015-06-23,"J02","JS","PI",25,"motile_caligus",0,2015
"2445","U2887",2015-06-23,"J02","JS","PI",25,"motile_caligus",1,2015
"2446","U2884",2015-06-23,"J02","JS","PI",25,"motile_caligus",1,2015
"2447","U2881",2015-06-23,"J02","JS","PI",25,"motile_caligus",2,2015
"2448","U2886",2015-06-23,"J02","JS","PI",25,"motile_caligus",1,2015
"2449","U2890",2015-06-23,"J02","JS","PI",25,"motile_caligus",1,2015
"2450","U2888",2015-06-23,"J02","JS","PI",25,"motile_caligus",3,2015
"2451","U2885",2015-06-23,"J02","JS","PI",25,"motile_caligus",1,2015
"2452","U2882",2015-06-23,"J02","JS","PI",25,"motile_caligus",2,2015
"2453","U2883",2015-06-23,"J02","JS","PI",25,"motile_caligus",0,2015
"2454","U3087",2015-06-23,"J02","JS","CU",25,"motile_caligus",0,2015
"2455","U3093",2015-06-23,"J02","JS","CU",25,"motile_caligus",1,2015
"2456","U3094",2015-06-23,"J02","JS","CU",25,"motile_caligus",0,2015
"2457","U3088",2015-06-23,"J02","JS","CU",25,"motile_caligus",0,2015
"2458","U2548",2015-06-23,"J02","JS","CU",25,"motile_caligus",0,2015
"2459","U567",2015-06-23,"J09","JS","SO",25,"motile_caligus",0,2015
"2460","U557",2015-06-23,"J09","JS","SO",25,"motile_caligus",0,2015
"2461","U568",2015-06-23,"J09","JS","SO",25,"motile_caligus",1,2015
"2462","U584",2015-06-23,"J09","JS","SO",25,"motile_caligus",0,2015
"2463","U559",2015-06-23,"J09","JS","SO",25,"motile_caligus",1,2015
"2464","U565",2015-06-23,"J09","JS","SO",25,"motile_caligus",0,2015
"2465","U4879",2015-06-23,"J09","JS","SO",25,"motile_caligus",0,2015
"2466","U569",2015-06-23,"J09","JS","SO",25,"motile_caligus",5,2015
"2467","U558",2015-06-23,"J09","JS","SO",25,"motile_caligus",0,2015
"2468","U4841",2015-06-23,"J09","JS","SO",25,"motile_caligus",2,2015
"2469","U566",2015-06-23,"J09","JS","SO",25,"motile_caligus",0,2015
"2470","U586",2015-06-23,"J09","JS","SO",25,"motile_caligus",2,2015
"2471","U4840",2015-06-23,"J09","JS","SO",25,"motile_caligus",0,2015
"2472","U4878",2015-06-23,"J09","JS","SO",25,"motile_caligus",0,2015
"2473","U2519",2015-06-23,"J09","JS","PI",25,"motile_caligus",2,2015
"2474","U2841",2015-06-23,"J09","JS","PI",25,"motile_caligus",1,2015
"2475","U2520",2015-06-23,"J09","JS","PI",25,"motile_caligus",4,2015
"2476","U1407",2015-06-23,"J09","JS","PI",25,"motile_caligus",1,2015
"2477","U2840",2015-06-23,"J09","JS","PI",25,"motile_caligus",1,2015
