yday,min_temp,max_temp,station
99,9.058068852459016,9.058068852459016,js2_12
105,9.00405593220339,9.00405593220339,js2_12
110,9.08484262295082,9.08484262295082,js2_12
112,9.188425833333334,9.188425833333334,js2_12
113,9.208815,9.208815,js2_12
117,9.11408245614035,9.11408245614035,js2_12
118,9.244476666666667,9.244476666666667,js2_12
119,9.223994166666667,9.223994166666667,js2_12
123,9.225999999999999,9.530648275862069,js2_12
124,8.48317131147541,9.250968333333333,js2_12
125,8.426821705426356,9.33363606557377,js2_12
126,8.363572881355932,8.363572881355932,js2_12
128,8.398328333333334,8.398328333333334,js2_12
130,8.895471666666667,8.895471666666667,js2_12
131,9.399028925619834,9.399028925619834,js2_12
132,8.537946666666667,9.338877049180327,js2_12
133,8.793394166666667,9.518605833333334,js2_12
134,8.518018333333334,8.8796575,js2_12
135,9.73859917355372,9.73859917355372,js2_12
136,9.44044406779661,9.44044406779661,js2_12
137,9.545442735042736,9.545442735042736,js2_12
138,9.75904918032787,9.75904918032787,js2_12
140,8.8184933884297525,9.456167213114755,js2_12
142,9.632338524590164,9.632338524590164,js2_12
143,8.928996721311476,9.102775,js2_12
144,9.005573949579832,9.005573949579832,js2_12
147,8.958684033613446,9.566575,js2_12
149,9.753247933884298,9.753247933884298,js2_12
150,9.823482905982907,9.823482905982907,js2_12
153,9.297725833333333,9.297725833333333,js2_12
154,9.82228813559322,9.82228813559322,js2_12
155,9.206238582677166,9.206238582677166,js2_12
156,9.226691735537191,9.226691735537191,js2_12
157,9.45373388429752,9.45373388429752,js2_12
159,9.889908196721311,9.889908196721311,js2_12
161,9.756937190082645,9.756937190082645,js2_12
163,9.786083050847457,9.786083050847457,js2_12
164,9.788756140350877,9.794339669421488,js2_12
166,9.865043333333332,9.865043333333332,js2_12
167,9.393985950413223,9.521352100840335,js2_12
168,9.566913333333334,9.948836666666667,js2_12
169,9.517675833333334,9.875643333333333,js2_12
171,9.843581967213115,9.93563,js2_12
173,9.970673553719008,9.970673553719008,js2_12
175,9.9353,9.9353,js2_12
176,9.621959016393443,9.865773333333333,js2_12
177,9.8522875,9.8522875,js2_12
178,9.952232231404958,9.952232231404958,js2_12
181,10.049832499999999,10.052713114754098,js2_12
184,10.040768032786886,10.040768032786886,js2_12
185,9.776136974789916,9.776136974789916,js2_12
186,10.037604132231404,10.124621666666666,js2_12
191,9.961018333333334,10.015017355371901,js2_12
192,10.016060833333333,10.016060833333333,js2_12
195,9.5312,10.099883333333333,js2_12
196,10.114034745762712,10.114034745762712,js2_12
198,10.189533333333333,10.189533333333333,js2_12
201,10.265381666666666,10.265381666666666,js2_12
221,9.958315,9.958315,js2_12
246,10.047776666666667,10.047776666666667,js2_12
330,9.475710344827586,9.475710344827586,js2_12
3,7.556193333333334,7.556193333333334,QU39
4,7.150533333333334,7.33513,QU39
5,7.056235,7.572326229508197,QU39
8,6.971823888888889,6.971823888888889,QU39
9,7.465286666666667,7.465286666666667,QU39
13,7.188321666666667,7.7636557377049185,QU39
14,7.123696666666667,7.123696666666667,QU39
15,7.023460580912863,7.023460580912863,QU39
19,8.30745357142857,8.30745357142857,QU39
20,7.871298181818182,7.871298181818182,QU39
22,8.043006896551724,8.043006896551724,QU39
24,7.409496666666667,8.021686206896552,QU39
26,7.382746961325966,7.382746961325966,QU39
28,8.315946666666667,8.315946666666667,QU39
31,7.7438,7.7438,QU39
32,7.4015387096774194,7.4015387096774194,QU39
33,7.361149180327869,7.994765,QU39
34,7.160644262295082,7.160644262295082,QU39
35,7.942336666666667,7.942336666666667,QU39
37,7.592917857142857,7.592917857142857,QU39
40,7.910995,7.910995,QU39
44,8.006557142857142,8.006557142857142,QU39
45,6.684212727272727,7.750660714285714,QU39
47,7.968922950819672,7.968922950819672,QU39
50,7.62655,7.62655,QU39
53,8.040819672131148,8.040819672131148,QU39
54,6.995391803278689,8.046080327868852,QU39
55,7.049504918032787,7.049504918032787,QU39
56,7.254326666666667,7.254326666666667,QU39
58,6.985873333333333,6.985873333333333,QU39
64,6.961306666666666,6.961306666666666,QU39
65,7.160744827586207,7.160744827586207,QU39
67,8.341988333333333,8.341988333333333,QU39
68,7.211701639344263,7.211701639344263,QU39
70,7.132131666666667,7.132131666666667,QU39
72,7.497963333333334,7.497963333333334,QU39
74,7.324089256198347,7.324089256198347,QU39
75,7.583048275862069,8.265946666666666,QU39
77,9.024962295081966,9.024962295081966,QU39
78,8.385663736263735,8.385663736263735,QU39
79,8.008553333333333,8.008553333333333,QU39
81,8.594443333333334,8.594443333333334,QU39
82,8.697658333333333,8.697658333333333,QU39
83,9.157436666666667,9.157436666666667,QU39
84,8.866266666666666,8.866266666666666,QU39
85,9.249534545454546,9.249534545454546,QU39
86,8.125832142857142,8.125832142857142,QU39
87,8.119646428571428,8.119646428571428,QU39
88,8.985326666666667,8.985326666666667,QU39
89,8.998489830508474,8.998489830508474,QU39
90,9.16623,9.487170491803278,QU39
91,9.202003333333334,9.202003333333334,QU39
92,9.316606666666667,9.316606666666667,QU39
93,8.023665,8.023665,QU39
94,8.473535714285715,8.473535714285715,QU39
95,9.575543333333334,9.575543333333334,QU39
96,9.56821,9.56821,QU39
97,8.34846393442623,8.34846393442623,QU39
99,10.03507,10.03507,QU39
101,8.34080909090909,8.34080909090909,QU39
102,8.833033333333333,8.833033333333333,QU39
104,9.897121666666667,9.897121666666667,QU39
105,9.886198333333333,10.171385,QU39
106,8.839679310344827,8.839679310344827,QU39
107,8.687315,8.888036666666666,QU39
110,8.945259836065574,8.945259836065574,QU39
111,8.986876666666667,8.986876666666667,QU39
112,9.744867213114754,9.744867213114754,QU39
113,10.68985,10.68985,QU39
114,9.430121487603305,9.434986666666667,QU39
115,9.383318518518518,9.383318518518518,QU39
117,10.507376666666667,10.507376666666667,QU39
118,10.329593333333333,10.329593333333333,QU39
119,10.433581355932203,10.433581355932203,QU39
121,10.475981967213114,10.475981967213114,QU39
122,9.9620983333333335,9.99126,QU39
123,9.999539655172414,9.999539655172414,QU39
125,10.30782,10.719213559322034,QU39
127,10.123813333333333,10.123813333333333,QU39
128,10.128505,11.210016666666666,QU39
129,10.20842,10.20842,QU39
130,9.954144827586207,11.86258,QU39
