ufn,species,seine_id,package_id,time_out,time_dewar,fork_length,height,weight,analysis_planned
U16732,PI,JE418N1,P1074,NA,NA,125,23,15.8,SEMSP
U16733,PI,JE418N1,P1074,NA,NA,113,19,10.4,SEMSP
U16734,PI,JE418N1,P1074,NA,NA,130,25,17.4,SEMSP
U16735,PI,JE418N1,P1074,NA,NA,138,23,19.2,SEMSP
U16736,PI,JE418N1,P1074,NA,NA,121,23,13.4,SEMSP
U16737,PI,JE418N1,P1074,NA,NA,120,23,12.4,SEMSP
U16738,PI,JE418N1,P1074,NA,NA,130,22,16.6,SEMSP
U16739,PI,JE418N1,P1074,NA,NA,131,28,17.2,SEMSP
U16740,PI,JE418N1,P1074,NA,NA,114,22,12.6,SEMSP
U16981,CU,JE418N1,P1099,NA,NA,122,23,14.6,SEMSP
U16982,CU,JE418N1,P1099,NA,NA,108,23,10.4,SEMSP
U16983,CU,JE418N1,P1099,NA,NA,132,25,17.8,SEMSP
U16984,CU,JE418N1,P1099,NA,NA,121,23,14.6,SEMSP
U16985,CU,JE418N1,P1099,NA,NA,129,24,16.4,SEMSP
U16986,CU,JE418N1,P1099,NA,NA,113,21,11,SEMSP
U16987,CU,JE418N1,P1099,NA,NA,129,27,16.8,SEMSP
U16988,CU,JE418N1,P1099,NA,NA,117,23,12,SEMSP
U16989,CU,JE418N1,P1099,NA,NA,107,21,9.8,SEMSP
U16990,CU,JE418N1,P1099,NA,NA,137,28,24,SEMSP
U16501,SO,JE418N1,P1051,NA,NA,NA,NA,NA,SEMSP
U16502,SO,JE418N1,P1051,NA,NA,NA,NA,NA,SEMSP
U16503,SO,JE418N1,P1051,NA,NA,NA,NA,NA,SEMSP
U16504,SO,JE418N1,P1051,NA,NA,NA,NA,NA,SEMSP
U16505,SO,JE418N1,P1051,NA,NA,NA,NA,NA,SEMSP
U16506,SO,JE418N1,P1051,NA,NA,NA,NA,NA,SEMSP
U16507,SO,JE418N1,P1051,NA,NA,NA,NA,NA,SEMSP
U16508,SO,JE418N1,P1051,NA,NA,NA,NA,NA,SEMSP
U16509,SO,JE418N1,P1051,NA,NA,NA,NA,NA,SEMSP
U16510,SO,JE418N1,P1051,NA,NA,NA,NA,NA,SEMSP
U16541,SO,JE418N1,P1055,NA,NA,NA,NA,NA,SEMSP
U16542,SO,JE418N1,P1055,NA,NA,NA,NA,NA,SEMSP
U16543,SO,JE418N1,P1055,NA,NA,NA,NA,NA,SEMSP
U16544,SO,JE418N1,P1055,NA,NA,NA,NA,NA,SEMSP
U16545,SO,JE418N1,P1055,NA,NA,NA,NA,NA,SEMSP
U16546,SO,JE418N1,P1055,NA,NA,NA,NA,NA,SEMSP
U16547,SO,JE418N1,P1055,NA,NA,NA,NA,NA,SEMSP
U16548,SO,JE418N1,P1055,NA,NA,NA,NA,NA,SEMSP
U16549,SO,JE418N1,P1055,NA,NA,NA,NA,NA,SEMSP
U16550,SO,JE418N1,P1055,NA,NA,NA,NA,NA,SEMSP
U16721,CO,JE418N1,P1073,NA,NA,NA,NA,NA,SEMSP
U16591,HE,JE418N1,P1060,NA,NA,NA,NA,NA,SEMSP
U16592,HE,JE418N1,P1060,NA,NA,NA,NA,NA,SEMSP
U16593,HE,JE418N1,P1060,NA,NA,NA,NA,NA,SEMSP
U16594,HE,JE418N1,P1060,NA,NA,NA,NA,NA,SEMSP
U16595,HE,JE418N1,P1060,NA,NA,NA,NA,NA,SEMSP
U16291,SO,DE520N3,P1030,09:02:00,09:21:00,123,26,18.5,SEMSP
U16292,SO,DE520N3,P1030,09:03:00,09:21:00,112,21,14.3,SEMSP
U16293,SO,DE520N3,P1030,09:05:00,09:30:00,110,21,12.8,SEMSP
U16294,SO,DE520N3,P1030,09:08:00,09:30:00,103,19,10.2,SEMSP
U16295,SO,DE520N3,P1030,09:11:00,09:39:00,93,20,8.7,SEMSP
U16296,SO,DE520N3,P1030,09:14:00,09:39:00,113,20,13.5,SEMSP
U16297,SO,DE520N3,P1030,09:26:00,09:45:00,115,22,13.8,SEMSP
U16298,SO,DE520N3,P1030,09:46:00,09:55:00,92,15,6.4,SEMSP
U16031,PI,DE520N3,P1004,NA,NA,102,18,9.3,SEMSP
U16032,PI,DE520N3,P1004,NA,NA,90,16,6.2,SEMSP
U16033,PI,DE520N3,P1004,NA,NA,99,19,7.8,SEMSP
U16034,PI,DE520N3,P1004,NA,NA,89,17,6.7,SEMSP
U16035,PI,DE520N3,P1004,NA,NA,107,20,10.8,SEMSP
U16036,PI,DE520N3,P1004,NA,NA,102,19,9.2,SEMSP
U16037,PI,DE520N3,P1004,NA,NA,89,17,6.8,SEMSP
U16038,PI,DE520N3,P1004,NA,NA,118,20,14.2,SEMSP
U16039,PI,DE520N3,P1004,NA,NA,89,15,6.2,SEMSP
U16040,PI,DE520N3,P1004,NA,NA,102,18,8,SEMSP
U16261,CU,DE520N3,P1027,NA,NA,122,21,14.8,SEMSP
U16262,CU,DE520N3,P1027,NA,NA,94,18,7.6,SEMSP
U16263,CU,DE520N3,P1027,NA,NA,92,7,6.8,SEMSP
U16264,CU,DE520N3,P1027,NA,NA,118,22,14,SEMSP
U16265,CU,DE520N3,P1027,NA,NA,99,19,8.5,SEMSP
U16266,CU,DE520N3,P1027,NA,NA,104,19,9.4,SEMSP
U16267,CU,DE520N3,P1027,NA,NA,115,21,13.8,SEMSP
U16268,CU,DE520N3,P1027,NA,NA,85,16,5.5,SEMSP
U16269,CU,DE520N3,P1027,NA,NA,103,19,9.4,SEMSP
U16270,CU,DE520N3,P1027,NA,NA,98,16,8.2,SEMSP
U17091,SO,DE521N1,P1110,07:05:00,07:17:00,107,20,11.4,SEMSP
U17092,SO,DE521N1,P1110,07:06:00,07:17:00,136,27,19.4,SEMSP
U17093,SO,DE521N1,P1110,07:11:00,07:23:00,117,20,14.6,SEMSP
U17094,SO,DE521N1,P1110,07:14:00,07:23:00,113,22,14.9,SEMSP
U17095,SO,DE521N1,P1110,07:18:00,07:35:00,119,22,16.7,SEMSP
U17096,SO,DE521N1,P1110,07:21:00,07:35:00,111,19,10.8,SEMSP
U17097,SO,DE521N1,P1110,07:22:00,07:35:00,96,18,11,SEMSP
U17098,SO,DE521N1,P1110,07:26:00,08:05:00,120,24,16.9,SEMSP
U17099,SO,DE521N1,P1110,07:36:00,08:05:00,118,22,14.5,SEMSP
U17100,SO,DE521N1,P1110,07:37:00,08:05:00,118,20,11,SEMSP
U17101,PI,DE521N1,P1111,NA,NA,98,14,6.4,SEMSP
U17102,PI,DE521N1,P1111,NA,NA,141,27,24.5,SEMSP
U17103,PI,DE521N1,P1111,NA,NA,110,21,12.2,SEMSP
U17104,PI,DE521N1,P1111,NA,NA,93,17,7.6,SEMSP
U17105,PI,DE521N1,P1111,NA,NA,103,14,6.4,SEMSP
U17106,PI,DE521N1,P1111,NA,NA,98,18,8.5,SEMSP
U17107,PI,DE521N1,P1111,NA,NA,114,21,10.8,SEMSP
U17108,PI,DE521N1,P1111,NA,NA,106,18,9.1,SEMSP
U17109,PI,DE521N1,P1111,NA,NA,95,16,8.8,SEMSP
U17110,PI,DE521N1,P1111,NA,NA,101,19,9.8,SEMSP
U17111,CU,DE521N1,P1112,NA,NA,116,22,11,SEMSP
U17112,CU,DE521N1,P1112,NA,NA,96,18,9,SEMSP
U17113,CU,DE521N1,P1112,NA,NA,91,16,7.6,SEMSP
U17114,CU,DE521N1,P1112,NA,NA,108,19,10.2,SEMSP
U17115,CU,DE521N1,P1112,NA,NA,107,18,10.4,SEMSP
U17116,CU,DE521N1,P1112,NA,NA,106,21,11,SEMSP
U17117,CU,DE521N1,P1112,NA,NA,124,25,15.3,SEMSP
U17118,CU,DE521N1,P1112,NA,NA,105,19,8.8,SEMSP
U17119,CU,DE521N1,P1112,NA,NA,98,18,9.7,SEMSP
U17120,CU,DE521N1,P1112,NA,NA,108,19,8.5,SEMSP
U16011,SO,DE521N1,P1002,NA,NA,NA,NA,NA,SEMSP
U16012,SO,DE521N1,P1002,NA,NA,NA,NA,NA,SEMSP
U16013,SO,DE521N1,P1002,NA,NA,NA,NA,NA,SEMSP
U16014,SO,DE521N1,P1002,NA,NA,NA,NA,NA,SEMSP
U16015,SO,DE521N1,P1002,NA,NA,NA,NA,NA,SEMSP
U16016,SO,DE521N1,P1002,NA,NA,NA,NA,NA,SEMSP
U16017,SO,DE521N1,P1002,NA,NA,NA,NA,NA,SEMSP
U16018,SO,DE521N1,P1002,NA,NA,NA,NA,NA,SEMSP
U16019,SO,DE521N1,P1002,NA,NA,NA,NA,NA,SEMSP
U16020,SO,DE521N1,P1002,NA,NA,NA,NA,NA,SEMSP
U16021,SO,DE521N1,P1003,NA,NA,NA,NA,NA,SEMSP
U16022,SO,DE521N1,P1003,NA,NA,NA,NA,NA,SEMSP
U16023,SO,DE521N1,P1003,NA,NA,NA,NA,NA,SEMSP
U16024,SO,DE521N1,P1003,NA,NA,NA,NA,NA,SEMSP
U16211,HE,DE521N1,P1022,NA,NA,NA,NA,NA,SEMSP
U16212,HE,DE521N1,P1022,NA,NA,NA,NA,NA,SEMSP
U16213,HE,DE521N1,P1022,NA,NA,NA,NA,NA,SEMSP
U16214,HE,DE521N1,P1022,NA,NA,NA,NA,NA,SEMSP
U16215,HE,DE521N1,P1022,NA,NA,NA,NA,NA,SEMSP
U16216,HE,DE521N1,P1022,NA,NA,NA,NA,NA,SEMSP
U16801,SO,JE414N1,P1081,07:20:00,07:28:00,98,18,7,SEMSP
U16802,SO,JE414N1,P1081,07:24:00,07:31:00,95,18,7.5,SEMSP
U16803,SO,JE414N1,P1081,07:27:00,07:37:00,109,20,14,SEMSP
U16804,SO,JE414N1,P1081,07:27:00,07:39:00,104,19,12,SEMSP
U16805,SO,JE414N1,P1081,07:33:00,07:50:00,99,19,8.4,SEMSP
U16806,SO,JE414N1,P1081,07:36:00,07:47:00,96,17,7.3,SEMSP
U16807,SO,JE414N1,P1081,07:44:00,07:54:00,104,18,9.8,SEMSP
U16808,SO,JE414N1,P1081,07:44:00,07:56:00,113,22,13,SEMSP
U16809,SO,JE414N1,P1081,07:51:00,08:01:00,103,19,9.9,SEMSP
U16810,SO,JE414N1,P1081,07:54:00,08:05:00,97,18,7.5,SEMSP
U16651,PI,JE414N1,P1066,NA,NA,127,24,17.8,SEMSP
U16652,PI,JE414N1,P1066,NA,NA,116,23,12.4,SEMSP
U16653,PI,JE414N1,P1066,NA,NA,122,23,14.4,SEMSP
U16654,PI,JE414N1,P1066,NA,NA,130,25,18.4,SEMSP
U16655,PI,JE414N1,P1066,NA,NA,120,23,15,SEMSP
U16656,PI,JE414N1,P1066,NA,NA,118,23,13.8,SEMSP
U16657,PI,JE414N1,P1066,NA,NA,119,23,12.6,SEMSP
U16658,PI,JE414N1,P1066,NA,NA,123,21,14.6,SEMSP
U16659,PI,JE414N1,P1066,NA,NA,119,22,17,SEMSP
U16660,PI,JE414N1,P1066,NA,NA,115,28,12.2,SEMSP
U16521,CU,JE414N1,P1053,NA,NA,109,20,9.1,SEMSP
U16522,CU,JE414N1,P1053,NA,NA,115,23,12.2,SEMSP
U16523,CU,JE414N1,P1053,NA,NA,117,21,14,SEMSP
U16524,CU,JE414N1,P1053,NA,NA,102,20,8.9,SEMSP
U16525,CU,JE414N1,P1053,NA,NA,120,25,16.8,SEMSP
U16526,CU,JE414N1,P1053,NA,NA,133,25,19.6,SEMSP
U16527,CU,JE414N1,P1053,NA,NA,118,21,15.4,SEMSP
U16528,CU,JE414N1,P1053,NA,NA,120,23,14,SEMSP
U16529,CU,JE414N1,P1053,NA,NA,116,23,15.4,SEMSP
U16530,CU,JE414N1,P1053,NA,NA,110,21,12.8,SEMSP
U16711,SO,JE414N1,P1072,NA,NA,NA,NA,NA,SEMSP
U16712,SO,JE414N1,P1072,NA,NA,NA,NA,NA,SEMSP
U16713,SO,JE414N1,P1072,NA,NA,NA,NA,NA,SEMSP
U16714,SO,JE414N1,P1072,NA,NA,NA,NA,NA,SEMSP
U16715,SO,JE414N1,P1072,NA,NA,NA,NA,NA,SEMSP
U16716,SO,JE414N1,P1072,NA,NA,NA,NA,NA,SEMSP
U16717,SO,JE414N1,P1072,NA,NA,NA,NA,NA,SEMSP
U16718,SO,JE414N1,P1072,NA,NA,NA,NA,NA,SEMSP
U16719,SO,JE414N1,P1072,NA,NA,NA,NA,NA,SEMSP
U16720,SO,JE414N1,P1072,NA,NA,NA,NA,NA,SEMSP
U16661,SO,JE414N1,P1067,NA,NA,NA,NA,NA,SEMSP
U16662,SO,JE414N1,P1067,NA,NA,NA,NA,NA,SEMSP
U16663,SO,JE414N1,P1067,NA,NA,NA,NA,NA,SEMSP
U16664,SO,JE414N1,P1067,NA,NA,NA,NA,NA,SEMSP
U16665,SO,JE414N1,P1067,NA,NA,NA,NA,NA,SEMSP
U16666,SO,JE414N1,P1067,NA,NA,NA,NA,NA,SEMSP
U16667,SO,JE414N1,P1067,NA,NA,NA,NA,NA,SEMSP
U16668,SO,JE414N1,P1067,NA,NA,NA,NA,NA,SEMSP
U16669,SO,JE414N1,P1067,NA,NA,NA,NA,NA,SEMSP
U16670,SO,JE414N1,P1067,NA,NA,NA,NA,NA,SEMSP
U16861,CO,JE414N1,P1087,NA,NA,NA,NA,NA,SEMSP
U16862,CO,JE414N1,P1087,NA,NA,NA,NA,NA,SEMSP
U16863,CO,JE414N1,P1087,NA,NA,NA,NA,NA,SEMSP
U17231,SO,DE522N1,P1124,08:02:00,08:14:00,118,23,13.2,SEMSP
U17232,SO,DE522N1,P1124,08:05:00,08:14:00,148,29,31.5,SEMSP
U17233,SO,DE522N1,P1124,08:09:00,08:20:00,109,20,13.1,SEMSP
U17234,SO,DE522N1,P1124,08:10:00,08:20:00,127,24,19.4,SEMSP
U17235,SO,DE522N1,P1124,08:14:00,08:24:00,128,26,20.5,SEMSP
U17236,SO,DE522N1,P1124,08:19:00,08:24:00,129,25,19.5,SEMSP
U17237,SO,DE522N1,P1124,08:23:00,08:31:00,113,21,14.7,SEMSP
U17238,SO,DE522N1,P1124,08:24:00,08:31:00,113,22,14,SEMSP
U17239,SO,DE522N1,P1124,08:28:00,08:40:00,111,23,15.9,SEMSP
U17240,SO,DE522N1,P1124,08:34:00,08:40:00,122,25,18,SEMSP
U17251,PI,DE522N1,P1126,NA,NA,95,17,4.9,SEMSP
U17252,PI,DE522N1,P1126,NA,NA,110,21,12.5,SEMSP
U17253,PI,DE522N1,P1126,NA,NA,92,17,8,SEMSP
U17254,PI,DE522N1,P1126,NA,NA,138,27,26.5,SEMSP
U17255,PI,DE522N1,P1126,NA,NA,101,16,8.3,SEMSP
U17256,PI,DE522N1,P1126,NA,NA,100,18,6.5,SEMSP
U17257,PI,DE522N1,P1126,NA,NA,77,13,2.7,SEMSP
U17258,PI,DE522N1,P1126,NA,NA,100,19,7.1,SEMSP
U17259,PI,DE522N1,P1126,NA,NA,95,17,6.6,SEMSP
U17260,PI,DE522N1,P1126,NA,NA,90,15,6.7,SEMSP
U17081,CU,DE522N1,P1109,NA,NA,101,16,8.1,SEMSP
U17082,CU,DE522N1,P1109,NA,NA,94,18,6.9,SEMSP
U17083,CU,DE522N1,P1109,NA,NA,99,17,6.5,SEMSP
U17084,CU,DE522N1,P1109,NA,NA,136,26,24.5,SEMSP
U17085,CU,DE522N1,P1109,NA,NA,134,26,23.5,SEMSP
U17086,CU,DE522N1,P1109,NA,NA,95,16,6.6,SEMSP
U17087,CU,DE522N1,P1109,NA,NA,122,25,27,SEMSP
U17088,CU,DE522N1,P1109,NA,NA,93,16,6.5,SEMSP
U17089,CU,DE522N1,P1109,NA,NA,103,18,10.9,SEMSP
U17090,CU,DE522N1,P1109,NA,NA,136,25,22.5,SEMSP
U17261,SO,DE522N1,P1127,NA,NA,NA,NA,NA,SEMSP
U17262,SO,DE522N1,P1127,NA,NA,NA,NA,NA,SEMSP
U17263,SO,DE522N1,P1127,NA,NA,NA,NA,NA,SEMSP
U17264,SO,DE522N1,P1127,NA,NA,NA,NA,NA,SEMSP
U17265,SO,DE522N1,P1127,NA,NA,NA,NA,NA,SEMSP
U17266,SO,DE522N1,P1127,NA,NA,NA,NA,NA,SEMSP
U17267,SO,DE522N1,P1127,NA,NA,NA,NA,NA,SEMSP
U17268,SO,DE522N1,P1127,NA,NA,NA,NA,NA,SEMSP
U17269,SO,DE522N1,P1127,NA,NA,NA,NA,NA,SEMSP
U17270,SO,DE522N1,P1127,NA,NA,NA,NA,NA,SEMSP
U17271,SO,DE522N1,P1128,NA,NA,NA,NA,NA,SEMSP
U17272,SO,DE522N1,P1128,NA,NA,NA,NA,NA,SEMSP
U17273,SO,DE522N1,P1128,NA,NA,NA,NA,NA,SEMSP
U17274,SO,DE522N1,P1128,NA,NA,NA,NA,NA,SEMSP
U17275,SO,DE522N1,P1128,NA,NA,NA,NA,NA,SEMSP
U17276,SO,DE522N1,P1128,NA,NA,NA,NA,NA,SEMSP
U17277,SO,DE522N1,P1128,NA,NA,NA,NA,NA,SEMSP
U17278,SO,DE522N1,P1128,NA,NA,NA,NA,NA,SEMSP
U17279,SO,DE522N1,P1128,NA,NA,NA,NA,NA,SEMSP
U17280,SO,DE522N1,P1128,NA,NA,NA,NA,NA,SEMSP
U17241,HE,DE522N1,P1125,NA,NA,NA,NA,NA,SEMSP
U17242,HE,DE522N1,P1125,NA,NA,NA,NA,NA,SEMSP
U17243,HE,DE522N1,P1125,NA,NA,NA,NA,NA,SEMSP
U17244,HE,DE522N1,P1125,NA,NA,NA,NA,NA,SEMSP
U17245,HE,DE522N1,P1125,NA,NA,NA,NA,NA,SEMSP
U17246,HE,DE522N1,P1125,NA,NA,NA,NA,NA,SEMSP
U17247,HE,DE522N1,P1125,NA,NA,NA,NA,NA,SEMSP
U17248,HE,DE522N1,P1125,NA,NA,NA,NA,NA,SEMSP
U17249,HE,DE522N1,P1125,NA,NA,NA,NA,NA,SEMSP
U17250,HE,DE522N1,P1125,NA,NA,NA,NA,NA,SEMSP
U17421,SO,DE523N3,P1143,09:14:00,09:25:00,117,22,15.4,SEMSP
U17422,SO,DE523N3,P1143,09:17:00,09:25:00,113,20,13.7,SEMSP
U17423,SO,DE523N3,P1143,09:19:00,09:29:00,110,20,12.8,SEMSP
U17424,SO,DE523N3,P1143,09:12:00,09:29:00,109,19,12.4,SEMSP
U17425,SO,DE523N3,P1143,09:24:00,09:34:00,113,21,12.8,SEMSP
U17426,SO,DE523N3,P1143,09:25:00,09:34:00,126,24,19,SEMSP
U17427,SO,DE523N3,P1143,09:26:00,09:43:00,104,17,10.5,SEMSP
U17428,SO,DE523N3,P1143,09:28:00,09:43:00,136,25,21.5,SEMSP
U17429,SO,DE523N3,P1143,09:30:00,09:52:00,96,17,8.2,SEMSP
U17430,SO,DE523N3,P1143,09:33:00,09:52:00,106,19,11,SEMSP
U17201,PI,DE523N3,P1121,NA,NA,74,13,3.6,SEMSP
U17202,PI,DE523N3,P1121,NA,NA,74,13,3.4,SEMSP
U17203,PI,DE523N3,P1121,NA,NA,72,12,3.3,SEMSP
U17204,PI,DE523N3,P1121,NA,NA,76,14,3.9,SEMSP
U17205,PI,DE523N3,P1121,NA,NA,78,12,3.9,SEMSP
U17206,PI,DE523N3,P1121,NA,NA,77,13,3.9,SEMSP
U17207,PI,DE523N3,P1121,NA,NA,72,12,3.3,SEMSP
U17208,PI,DE523N3,P1121,NA,NA,70,11,3.1,SEMSP
U17209,PI,DE523N3,P1121,NA,NA,77,13,4.2,SEMSP
U17210,PI,DE523N3,P1121,NA,NA,77,13,3.8,SEMSP
U17211,CU,DE523N3,P1122,NA,NA,76,14,4.6,SEMSP
U17212,CU,DE523N3,P1122,NA,NA,95,17,7.9,SEMSP
U17213,CU,DE523N3,P1122,NA,NA,94,17,7.5,SEMSP
U17214,CU,DE523N3,P1122,NA,NA,103,19,10.5,SEMSP
U17215,CU,DE523N3,P1122,NA,NA,96,17,8,SEMSP
U17216,CU,DE523N3,P1122,NA,NA,78,14,4.1,SEMSP
U17217,CU,DE523N3,P1122,NA,NA,124,25,19.5,SEMSP
U17218,CU,DE523N3,P1122,NA,NA,113,21,13.5,SEMSP
U17219,CU,DE523N3,P1122,NA,NA,93,15,6.8,SEMSP
U17220,CU,DE523N3,P1122,NA,NA,94,16,7.2,SEMSP
U17191,SO,DE523N3,P1120,NA,NA,NA,NA,NA,SEMSP
U17192,SO,DE523N3,P1120,NA,NA,NA,NA,NA,SEMSP
U17193,SO,DE523N3,P1120,NA,NA,NA,NA,NA,SEMSP
U17194,SO,DE523N3,P1120,NA,NA,NA,NA,NA,SEMSP
U17195,SO,DE523N3,P1120,NA,NA,NA,NA,NA,SEMSP
U17196,SO,DE523N3,P1120,NA,NA,NA,NA,NA,SEMSP
U17197,SO,DE523N3,P1120,NA,NA,NA,NA,NA,SEMSP
U17198,SO,DE523N3,P1120,NA,NA,NA,NA,NA,SEMSP
U17199,SO,DE523N3,P1120,NA,NA,NA,NA,NA,SEMSP
U17200,SO,DE523N3,P1120,NA,NA,NA,NA,NA,SEMSP
U17411,SO,DE523N3,P1142,NA,NA,NA,NA,NA,SEMSP
U17412,SO,DE523N3,P1142,NA,NA,NA,NA,NA,SEMSP
U17413,SO,DE523N3,P1142,NA,NA,NA,NA,NA,SEMSP
U17414,SO,DE523N3,P1142,NA,NA,NA,NA,NA,SEMSP
U17415,SO,DE523N3,P1142,NA,NA,NA,NA,NA,SEMSP
U17416,SO,DE523N3,P1142,NA,NA,NA,NA,NA,SEMSP
U16561,SO,JE415N2,P1057,07:49:00,08:01:00,107,18,10.6,SEMSP
U16562,SO,JE415N2,P1057,07:52:00,08:01:00,110,19,9.9,SEMSP
U16563,SO,JE415N2,P1057,07:57:00,08:10:00,100,18,10.1,SEMSP
U16564,SO,JE415N2,P1057,08:00:00,08:10:00,111,17,9,SEMSP
U16565,SO,JE415N2,P1057,08:05:00,08:23:00,119,23,15.2,SEMSP
U16566,SO,JE415N2,P1057,08:13:00,08:23:00,114,22,12.8,SEMSP
U16567,SO,JE415N2,P1057,08:19:00,08:40:00,113,21,12,SEMSP
U16568,SO,JE415N2,P1057,08:27:00,08:40:00,115,19,10.4,SEMSP
U16811,PI,JE415N2,P1082,NA,NA,104,18,7.9,SEMSP
U16812,PI,JE415N2,P1082,NA,NA,112,20,12.2,SEMSP
U16813,PI,JE415N2,P1082,NA,NA,106,17,9,SEMSP
U16814,PI,JE415N2,P1082,NA,NA,114,21,12.5,SEMSP
U16815,PI,JE415N2,P1082,NA,NA,109,20,7.3,SEMSP
U16816,PI,JE415N2,P1082,NA,NA,112,18,10.8,SEMSP
U16817,PI,JE415N2,P1082,NA,NA,115,19,10.1,SEMSP
U16818,PI,JE415N2,P1082,NA,NA,111,19,10.5,SEMSP
U16819,PI,JE415N2,P1082,NA,NA,121,21,12,SEMSP
U16820,PI,JE415N2,P1082,NA,NA,110,19,13,SEMSP
U16831,CU,JE415N2,P1084,NA,NA,116,21,13.2,SEMSP
U16832,CU,JE415N2,P1084,NA,NA,109,20,11.6,SEMSP
U16833,CU,JE415N2,P1084,NA,NA,111,21,12.9,SEMSP
U16834,CU,JE415N2,P1084,NA,NA,114,22,12.8,SEMSP
U16835,CU,JE415N2,P1084,NA,NA,108,18,7.8,SEMSP
U16836,CU,JE415N2,P1084,NA,NA,120,24,13.8,SEMSP
U16837,CU,JE415N2,P1084,NA,NA,115,21,14,SEMSP
U16838,CU,JE415N2,P1084,NA,NA,112,21,12.6,SEMSP
U16839,CU,JE415N2,P1084,NA,NA,112,20,15.1,SEMSP
U16840,CU,JE415N2,P1084,NA,NA,108,19,8.4,SEMSP
U17471,PI,DE525N1,P1148,NA,NA,92,15,6.2,SEMSP
U17472,PI,DE525N1,P1148,NA,NA,76,13,4.1,SEMSP
U17473,PI,DE525N1,P1148,NA,NA,94,16,5.8,SEMSP
U17474,PI,DE525N1,P1148,NA,NA,79,12,3.8,SEMSP
U17475,PI,DE525N1,P1148,NA,NA,88,17,5.8,SEMSP
U17476,PI,DE525N1,P1148,NA,NA,83,15,4.8,SEMSP
U17477,PI,DE525N1,P1148,NA,NA,86,15,4.4,SEMSP
U17478,PI,DE525N1,P1148,NA,NA,77,13,3.8,SEMSP
U17479,PI,DE525N1,P1148,NA,NA,86,15,4.7,SEMSP
U17480,PI,DE525N1,P1148,NA,NA,90,16,6.6,SEMSP
U17321,CU,DE525N1,P1133,NA,NA,137,27,23,SEMSP
U17322,CU,DE525N1,P1133,NA,NA,90,16,6.8,SEMSP
U17323,CU,DE525N1,P1133,NA,NA,78,14,3.6,SEMSP
U17324,CU,DE525N1,P1133,NA,NA,110,23,13.8,SEMSP
U17325,CU,DE525N1,P1133,NA,NA,85,16,4.7,SEMSP
U17326,CU,DE525N1,P1133,NA,NA,96,18,6.9,SEMSP
U17327,CU,DE525N1,P1133,NA,NA,72,18,2.8,SEMSP
U17328,CU,DE525N1,P1133,NA,NA,125,23,17,SEMSP
U17329,CU,DE525N1,P1133,NA,NA,76,15,2.9,SEMSP
U17330,CU,DE525N1,P1133,NA,NA,79,14,4.1,SEMSP
U17291,SO,DE526N1,P1130,08:58:00,09:06:00,111,22,141,SEMSP
U17301,PI,DE526N1,P1131,NA,NA,81,14,4.3,SEMSP
U17302,PI,DE526N1,P1131,NA,NA,78,15,13.9,SEMSP
U17303,PI,DE526N1,P1131,NA,NA,83,13,4.2,SEMSP
U17304,PI,DE526N1,P1131,NA,NA,79,14,4.4,SEMSP
U17305,PI,DE526N1,P1131,NA,NA,97,17,8.2,SEMSP
U17306,PI,DE526N1,P1131,NA,NA,81,13,4.3,SEMSP
U17307,PI,DE526N1,P1131,NA,NA,87,14,5.3,SEMSP
U17308,PI,DE526N1,P1131,NA,NA,76,13,4.1,SEMSP
U17309,PI,DE526N1,P1131,NA,NA,81,15,5.1,SEMSP
U17310,PI,DE526N1,P1131,NA,NA,77,12,3.8,SEMSP
U17311,CU,DE526N1,P1132,NA,NA,95,17,7.9,SEMSP
U17312,CU,DE526N1,P1132,NA,NA,90,16,7.1,SEMSP
U17313,CU,DE526N1,P1132,NA,NA,94,17,6.2,SEMSP
U17314,CU,DE526N1,P1132,NA,NA,91,16,6.5,SEMSP
U17315,CU,DE526N1,P1132,NA,NA,95,17,9.2,SEMSP
U17316,CU,DE526N1,P1132,NA,NA,91,15,5.7,SEMSP
U17317,CU,DE526N1,P1132,NA,NA,80,14,3.8,SEMSP
U17318,CU,DE526N1,P1132,NA,NA,82,15,3.5,SEMSP
U17319,CU,DE526N1,P1132,NA,NA,105,18,10.1,SEMSP
U17320,CU,DE526N1,P1132,NA,NA,105,18,11.9,SEMSP
U17061,CK,DE526N1,P1107,NA,NA,NA,NA,NA,SEMSP
U16701,SO,JE419N1,P1071,07:39:00,07:51:00,105,19,9.7,SEMSP
U16702,SO,JE419N1,P1071,07:42:00,07:48:00,92,18,6.6,SEMSP
U16703,SO,JE419N1,P1071,07:49:00,07:56:00,96,16,6.7,SEMSP
U16704,SO,JE419N1,P1071,07:52:00,08:06:00,116,21,13.6,SEMSP
U16705,SO,JE419N1,P1071,08:01:00,08:11:00,105,20,9.5,SEMSP
U16706,SO,JE419N1,P1071,08:13:00,08:28:00,93,17,6.4,SEMSP
U16707,SO,JE419N1,P1071,08:17:00,08:25:00,88,16,5.1,SEMSP
U16708,SO,JE419N1,P1071,08:23:00,08:33:00,95,17,7.1,SEMSP
U16709,SO,JE419N1,P1071,08:31:00,08:38:00,103,18,7.9,SEMSP
U16710,SO,JE419N1,P1071,08:33:00,08:46:00,92,15,5.4,SEMSP
U16571,PI,JE419N1,P1058,NA,NA,109,19,8.3,SEMSP
U16572,PI,JE419N1,P1058,NA,NA,118,20,9.9,SEMSP
U16573,PI,JE419N1,P1058,NA,NA,111,19,8.1,SEMSP
