"","ufn","semsp_id","sample_type","sample_id","container_id","container_cell","sample_location","comments_sample","sample_status","sample_qc_flag","sample_flag_reason","sample_qc_log","container_type","storage_medium","date_updated","current_location","storage_unit","storage_tier_1","storage_tier_2","shipping_container","date_shipped","shipping_destination","date_received","expecting_return","date_returned","comments"
"181","U817","2015-06-05-D09-SO-15","fatty_acid","S817FA1","BFA103",62,"BFA103-62",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"182","U834","2015-06-05-D09-SO-16","fatty_acid","S834FA1","BFA103",71,"BFA103-71",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"183","U988","2015-06-07-D09-SO-10","fatty_acid","S988FA1","BFA104",40,"BFA104-40",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"184","U987","2015-06-07-D09-SO-11","fatty_acid","S987FA1","BFA104",35,"BFA104-35",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"185","U959","2015-06-07-D09-SO-12","fatty_acid","S959FA1","BFA104",34,"BFA104-34",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"186","U986","2015-06-07-D09-SO-13","fatty_acid","S986FA1","BFA104",33,"BFA104-33",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"187","U993","2015-06-07-D09-SO-14","fatty_acid","S993FA1","BFA104",38,"BFA104-38",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"188","U994","2015-06-07-D09-SO-15","fatty_acid","S994FA1","BFA104",39,"BFA104-39",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"189","U862","2015-06-09-D09-SO-21","fatty_acid","S862FA1","BFA103",77,"BFA103-77",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"190","U863","2015-06-09-D09-SO-22","fatty_acid","S863FA1","BFA105",7,"BFA105-7",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"191","U848","2015-06-09-D09-SO-23","fatty_acid","S848FA1","BFA103",74,"BFA103-74",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"192","U839","2015-06-09-D09-SO-24","fatty_acid","S839FA1","BFA103",72,"BFA103-72",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"193","U825","2015-06-09-D09-SO-25","fatty_acid","S825FA1","BFA103",73,"BFA103-73",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"194","U827","2015-06-09-D09-SO-26","fatty_acid","S827FA1","BFA103",75,"BFA103-75",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"195","U769","2015-06-11-D09-SO-21","fatty_acid","S769FA1","BFA105",51,"BFA105-51",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"196","U774","2015-06-11-D09-SO-26","fatty_acid","S774FA1","BFA105",54,"BFA105-54",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"197","U899","2015-06-18-D09-SO-22","fatty_acid","S899FA1","BFA105",25,"BFA105-25",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"198","U898","2015-06-18-D09-SO-23","fatty_acid","S898FA1","BFA105",20,"BFA105-20",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"199","U890","2015-06-18-D09-SO-24","fatty_acid","S890FA1","BFA105",14,"BFA105-14",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"200","U852","2015-06-18-D09-SO-25","fatty_acid","S852FA1","BFA105",22,"BFA105-22",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"201","U903","2015-06-18-D09-SO-26","fatty_acid","S903FA1","BFA105",24,"BFA105-24",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"202","U897","2015-06-18-D09-SO-27","fatty_acid","S897FA1","BFA105",19,"BFA105-19",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"203","U1012","2015-06-20-D09-SO-18","fatty_acid","S1012FA1","BFA104",48,"BFA104-48",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"204","U1004","2015-06-20-D09-SO-21","fatty_acid","S1004FA1","BFA104",47,"BFA104-47",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"205","U1001","2015-06-20-D09-SO-22","fatty_acid","S1001FA1","BFA104",41,"BFA104-41",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"206","U996","2015-06-20-D09-SO-23","fatty_acid","S996FA1","BFA104",50,"BFA104-50",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"207","U997","2015-06-20-D09-SO-25","fatty_acid","S997FA1","BFA104",51,"BFA104-51",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"208","U905","2015-06-22-D09-SO-21","fatty_acid","S905FA1","BFA105",31,"BFA105-31",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"209","U912","2015-06-22-D09-SO-22","fatty_acid","S912FA1","BFA105",35,"BFA105-35",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"210","U853","2015-06-22-D09-SO-23","fatty_acid","S853FA1","BFA105",30,"BFA105-30",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"211","U873","2015-06-22-D09-SO-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","U906","2015-06-22-D09-SO-25","fatty_acid","S906FA1","BFA105",32,"BFA105-32",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"213","U875","2015-06-22-D09-SO-26","fatty_acid","S875FA1","BFA105",34,"BFA105-34",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"214","U887","2015-06-27-D09-SO-14","fatty_acid","S887FA1","BFA105",11,"BFA105-11",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"215","U896","2015-06-27-D09-SO-15","fatty_acid","S896FA1","BFA105",18,"BFA105-18",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"216","U893","2015-06-27-D09-SO-17","fatty_acid","S893FA1","BFA105",15,"BFA105-15",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"217","U885","2015-06-27-D09-SO-18","fatty_acid","S885FA1","BFA105",8,"BFA105-8",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"218","U886","2015-06-27-D09-SO-19","fatty_acid","S886FA1","BFA105",10,"BFA105-10",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"219","U1996","2016-05-23-D09-SO-1","fatty_acid","S1996FA1","BFA101",75,"BFA101-75",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"220","U4618","2016-05-23-D09-SO-11","fatty_acid","SFA5018","BFASO47",81,"BFASO47-81",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,NA
"221","U4555","2016-05-23-D09-SO-12","fatty_acid","SFA4955","BFASO47",76,"BFASO47-76",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,NA
"222","U4531","2016-05-23-D09-SO-13","fatty_acid","SFA4931","BFASO48",3,"BFASO48-3",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,NA
"223","U2002","2016-05-23-D09-SO-14","fatty_acid","S2002FA1","BFA104",18,"BFA104-18",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"224","U4616","2016-05-23-D09-SO-25","fatty_acid","SFA5016","BFASO47",74,"BFASO47-74",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,NA
"225","U4192","2016-05-27-D09-SO-10","fatty_acid","SFA4592","BFASO43",7,"BFASO43-7",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 11",NA,NA,NA,NA,NA,NA,NA
"226","U4309","2016-05-27-D09-SO-14","fatty_acid","SFA4709","BFASO42",83,"BFASO42-83",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 9",NA,NA,NA,NA,NA,NA,NA
"227","U4188","2016-05-27-D09-SO-16","fatty_acid","SFA4588","BFASO42",87,"BFASO42-87",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 9",NA,NA,NA,NA,NA,NA,NA
"228","U4313","2016-05-27-D09-SO-17","fatty_acid","SFA4713","BFASO43",3,"BFASO43-3",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 11",NA,NA,NA,NA,NA,NA,NA
"229","U4311","2016-05-27-D09-SO-19","fatty_acid","SFA4711","BFASO42",96,"BFASO42-96",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 9",NA,NA,NA,NA,NA,NA,NA
"230","U4193","2016-05-27-D09-SO-20","fatty_acid","SFA4593","BFASO43",9,"BFASO43-9",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 11",NA,NA,NA,NA,NA,NA,NA
"231","U1675","2016-06-07-D09-SO-11","fatty_acid","S1675FA1","BFA103",13,"BFA103-13",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"232","U1657","2016-06-07-D09-SO-12","fatty_acid","S1657FA1","BFA103",11,"BFA103-11",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"233","U1664","2016-06-07-D09-SO-13","fatty_acid","S1664FA1","BFA103",12,"BFA103-12",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"234","U1660","2016-06-07-D09-SO-14","fatty_acid","S1660FA1","BFA103",20,"BFA103-20",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"235","U1658","2016-06-07-D09-SO-15","fatty_acid","S1658FA1","BFA103",14,"BFA103-14",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"236","U1665","2016-06-07-D09-SO-16","fatty_acid","S1665FA1","BFA103",15,"BFA103-15",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"237","U1576","2016-06-14-D09-SO-1","fatty_acid","S1576FA1","BFA103",8,"BFA103-8",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"238","U1578","2016-06-14-D09-SO-10","fatty_acid","S1578FA1","BFA103",10,"BFA103-10",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"239","U1574","2016-06-14-D09-SO-2","fatty_acid","S1574FA1","BFA103",6,"BFA103-6",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"240","U1577","2016-06-14-D09-SO-3","fatty_acid","S1577FA1","BFA103",9,"BFA103-9",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"241","U1569","2016-06-14-D09-SO-4","fatty_acid","S1569FA1","BFA103",1,"BFA103-1",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"242","U1570","2016-06-14-D09-SO-5","fatty_acid","S1570FA1","BFA103",2,"BFA103-2",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"243","U1157",NA,"fatty_acid","S1157FA1","BFASO18",87,"BFASO18-87",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"244","U1164",NA,"fatty_acid","S1164FA1","BFASO18",60,"BFASO18-60",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"245","U1156",NA,"fatty_acid","S1156FA1","BFASO18",85,"BFASO18-85",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"246","U1155",NA,"fatty_acid","S1155FA1","BFASO18",83,"BFASO18-83",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"247","U1160",NA,"fatty_acid","S1160FA1","BFASO18",98,"BFASO18-98",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"248","U1168",NA,"fatty_acid","S1168FA1","BFASO19",3,"BFASO19-3",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"249","U1346",NA,"fatty_acid","S1346FA1","BFASO22",65,"BFASO22-65",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"250","U1360",NA,"fatty_acid","S1360FA1","BFASO22",76,"BFASO22-76",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"251","U1345",NA,"fatty_acid","S1345FA1","BFASO22",60,"BFASO22-60",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"252","U1358",NA,"fatty_acid","S1358FA1","BFASO22",72,"BFASO22-72",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"253","U1369",NA,"fatty_acid","S1369FA1","BFASO22",63,"BFASO22-63",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"254","U1368",NA,"fatty_acid","S1368FA1","BFASO22",61,"BFASO22-61",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"255","U1382",NA,"fatty_acid","S1382FA1","BFASO23",98,"BFASO23-98",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"256","U1371",NA,"fatty_acid","S1371FA1","BFASO23",100,"BFASO23-100",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"257","U1185",NA,"fatty_acid","S1185FA1","BFASO24",1,"BFASO24-1",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,"Different location as of 2017-11-27"
"258","U1118",NA,"fatty_acid","S1118FA1","BFASO24",14,"BFASO24-14",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,"Different location as of 2017-11-27"
"259","U1183",NA,"fatty_acid","S1183FA1","BFASO23",89,"BFASO23-89",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"260","U1431",NA,"fatty_acid","S1431FA1","BFASO25",1,"BFASO25-1",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"261","U1501",NA,"fatty_acid","S1501FA1","BFASO25",73,"BFASO25-73",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"262","U1432",NA,"fatty_acid","S1432FA1","BFASO25",3,"BFASO25-3",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"263","U1468",NA,"fatty_acid","S1468FA1","BFASO25",75,"BFASO25-75",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"264","U1433",NA,"fatty_acid","S1433FA1","BFASO25",5,"BFASO25-5",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"265","U1434",NA,"fatty_acid","S1434FA1","BFASO25",6,"BFASO25-6",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"266","U1435",NA,"fatty_acid","S1435FA1","BFASO25",8,"BFASO25-8",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"267","U1436",NA,"fatty_acid","S1436FA1","BFASO25",11,"BFASO25-11",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"268","U1465",NA,"fatty_acid","S1465FA1","BFASO25",68,"BFASO25-68",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"269","U1499",NA,"fatty_acid","S1499FA1","BFASO25",67,"BFASO25-67",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"270","U1466",NA,"fatty_acid","S1466FA1","BFASO25",69,"BFASO25-69",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"271","U1651",NA,"fatty_acid","S1651FA1","BFASO27",55,"BFASO27-55",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
