"","ufn","semsp_id","sample_type","sample_id","container_id","container_cell","sample_location","comments_sample","sample_status","sample_qc_flag","sample_flag_reason","sample_qc_log","container_type","storage_medium","date_updated","current_location","storage_unit","storage_tier_1","storage_tier_2","shipping_container","date_shipped","shipping_destination","date_received","expecting_return","date_returned","comments"
"92","U4684","2016-05-19-D07-SO-12","fatty_acid","SFA5084","BFASO48",58,"BFASO48-58",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,NA
"93","U4685","2016-05-19-D07-SO-14","fatty_acid","SFA5085","BFASO48",62,"BFASO48-62",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,NA
"94","U4686","2016-05-19-D07-SO-15","fatty_acid","SFA5086","BFASO48",64,"BFASO48-64",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,NA
"95","U4691","2016-06-16-D07-SO-20","fatty_acid","SFA5091","BFASO48",82,"BFASO48-82",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,NA
"96","U579","2015-06-29-J07-SO-20","fatty_acid","S579FA1","BFASO8",36,"BFASO8-36",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 6",NA,NA,NA,NA,NA,NA,NA
"97","U633","2015-06-29-J07-SO-19","fatty_acid","S633FA1","BFASO8",49,"BFASO8-49",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 6",NA,NA,NA,NA,NA,NA,NA
"98","U735","2015-06-14-J07-SO-23","fatty_acid","S735FA1","BFASO10",89,"BFASO10-89",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"99","U736","2015-06-14-J07-SO-21","fatty_acid","S736FA1","BFASO10",92,"BFASO10-92",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"100","U785","2015-06-14-J07-SO-20","fatty_acid","S785FA1","BFASO11",5,"BFASO11-5",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"101","U826","2015-06-07-D07-SO-21","fatty_acid","S826FA1","BFASO12",74,"BFASO12-74",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"102","U840","2015-06-07-D07-SO-24","fatty_acid","S840FA1","BFASO12",96,"BFASO12-96",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"103","U844","2015-06-07-D07-SO-29","fatty_acid","S844FA1","BFASO12",52,"BFASO12-52",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"104","U845","2015-06-07-D07-SO-30","fatty_acid","S845FA1","BFASO12",69,"BFASO12-69",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"105","U846","2015-06-07-D07-SO-25","fatty_acid","S846FA1","BFASO12",72,"BFASO12-72",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"106","U847","2015-06-07-D07-SO-27","fatty_acid","S847FA1","BFASO12",76,"BFASO12-76",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"107","U850","2015-06-07-D07-SO-26","fatty_acid","S850FA1","BFASO12",85,"BFASO12-85",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"108","U855","2015-06-06-J07-SO-1","fatty_acid","S855FA1","BFASO14",12,"BFASO14-12",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"109","U861","2015-06-07-D07-SO-23","fatty_acid","S861FA1","BFASO12",98,"BFASO12-98",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"110","U864","2015-06-07-D07-SO-28","fatty_acid","S864FA1","BFASO13",3,"BFASO13-3",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"111","U866","2015-06-13-D07-SO-18","fatty_acid","S866FA1","BFASO13",7,"BFASO13-7",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"112","U867","2015-06-13-D07-SO-16","fatty_acid","S867FA1","BFASO13",18,"BFASO13-18",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"113","U870","2015-06-13-D07-SO-15","fatty_acid","S870FA1","BFASO13",23,"BFASO13-23",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"114","U876","2015-06-09-D07-SO-21","fatty_acid","S876FA1","BFASO13",87,"BFASO13-87",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"115","U877","2015-06-09-D07-SO-24","fatty_acid","S877FA1","BFASO13",92,"BFASO13-92",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"116","U879","2015-06-06-J07-SO-6","fatty_acid","S879FA1","BFASO14",18,"BFASO14-18",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"117","U881","2015-06-13-D07-SO-21","fatty_acid","S881FA1","BFASO12",94,"BFASO12-94",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"118","U882","2015-06-13-D07-SO-19","fatty_acid","S882FA1","BFASO13",9,"BFASO13-9",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"119","U883","2015-06-13-D07-SO-20","fatty_acid","S883FA1","BFASO13",12,"BFASO13-12",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"120","U884","2015-06-13-D07-SO-18","fatty_acid","S884FA1","BFASO13",14,"BFASO13-14",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"121","U907","2015-06-09-D07-SO-27","fatty_acid","S907FA1","BFASO13",78,"BFASO13-78",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"122","U908","2015-06-09-D07-SO-26","fatty_acid","S908FA1","BFASO13",85,"BFASO13-85",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"123","U909","2015-06-09-D07-SO-30","fatty_acid","S909FA1","BFASO13",89,"BFASO13-89",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"124","U910","2015-06-09-D07-SO-29","fatty_acid","S910FA1","BFASO13",94,"BFASO13-94",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"125","U914","2015-06-09-D07-SO-28","fatty_acid","S914FA1","BFASO13",100,"BFASO13-100",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"126","U915","2015-06-09-D07-SO-23","fatty_acid","S915FA1","BFASO14",1,"BFASO14-1",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"127","U934","2015-06-06-J07-SO-3","fatty_acid","S934FA1","BFASO14",16,"BFASO14-16",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"128","U683","2015-07-06-D09-SO-3","fatty_acid","S683FA1","BFA102",83,"BFA102-83",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"129","U639","2015-06-29-D09-SO-6","fatty_acid","S639FA1","BFA102",77,"BFA102-77",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"130","U675","2015-07-06-D09-SO-2","fatty_acid","S675FA1","BFA102",86,"BFA102-86",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"131","U662","2015-07-07-D09-SO-1","fatty_acid","S662FA1","BFA102",79,"BFA102-79",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"132","U636","2015-06-29-D09-SO-2","fatty_acid","S636FA1","BFA102",74,"BFA102-74",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"133","U684","2015-07-06-D09-SO-4","fatty_acid","S684FA1","BFA102",84,"BFA102-84",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"134","U635","2015-06-29-D09-SO-3","fatty_acid","S635FA1","BFA102",73,"BFA102-73",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"135","U598","2015-06-29-D09-SO-5","fatty_acid","S598FA1","BFA102",72,"BFA102-72",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"136","U4815","2015-07-14-D09-SO-1","fatty_acid","SFA5265","BFASO24",83,"BFASO24-83",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,"Different location as of 2017-11-27"
"137","U4739","2015-07-14-D09-SO-13","fatty_acid","SFA5189","BFASO24",74,"BFASO24-74",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,"Different location as of 2017-11-27"
"138","U4737","2015-07-14-D09-SO-12","fatty_acid","SFA5187","BFASO24",68,"BFASO24-68",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,"Different location as of 2017-11-27"
"139","U4811","2015-07-14-D09-SO-10","fatty_acid","SFA5261","BFASO24",78,"BFASO24-78",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,"Different location as of 2017-11-27"
"140","U792","2015-06-11-D09-SO-23","fatty_acid","S792FA1","BFA105",53,"BFA105-53",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"141","U803","2015-06-03-D09-SO-16","fatty_acid","S803FA1","BFA105",62,"BFA105-62",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"142","U771","2015-06-11-D09-SO-22","fatty_acid","S771FA1","BFA105",47,"BFA105-47",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"143","U801","2015-06-03-D09-SO-12","fatty_acid","S801FA1","BFA105",57,"BFA105-57",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"144","U770","2015-06-03-D09-SO-15","fatty_acid","S770FA1","BFA105",56,"BFA105-56",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"145","U350","2015-05-20-D09-SO-11","fatty_acid","S350FA1","BFA103",61,"BFA103-61",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"146","U349","2015-05-20-D09-SO-12","fatty_acid","S349FA1","BFA103",60,"BFA103-60",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"147","U348","2015-05-20-D09-SO-13","fatty_acid","S348FA1","BFA103",56,"BFA103-56",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"148","U355","2015-05-20-D09-SO-15","fatty_acid","S355FA1","BFA103",50,"BFA103-50",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"149","U362","2015-05-20-D09-SO-16","fatty_acid","S362FA1","BFA103",57,"BFA103-57",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"150","U356","2015-05-20-D09-SO-17","fatty_acid","S356FA1","BFA103",52,"BFA103-52",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"151","U319","2015-05-24-D09-SO-21","fatty_acid","S319FA1","BFA103",39,"BFA103-39",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"152","U331","2015-05-24-D09-SO-22","fatty_acid","S331FA1","BFA103",38,"BFA103-38",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"153","U308","2015-05-24-D09-SO-23","fatty_acid","S308FA1","BFA104",55,"BFA104-55",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"154","U318","2015-05-24-D09-SO-24","fatty_acid","S318FA1","BFA104",56,"BFA104-56",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"155","U332","2015-05-24-D09-SO-25","fatty_acid","S332FA1","BFA103",40,"BFA103-40",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"156","U335","2015-05-26-D09-SO-1","fatty_acid","S335FA1","BFA103",48,"BFA103-48",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"157","U310","2015-05-26-D09-SO-10","fatty_acid","S310FA1","BFA103",42,"BFA103-42",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"158","U342","2015-05-26-D09-SO-2","fatty_acid","S342FA1","BFA103",53,"BFA103-53",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"159","U351","2015-05-26-D09-SO-3","fatty_acid","S351FA1","BFA103",47,"BFA103-47",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"160","U343","2015-05-26-D09-SO-4","fatty_acid","S343FA1","BFA103",54,"BFA103-54",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"161","U336","2015-05-26-D09-SO-5","fatty_acid","S336FA1","BFA103",49,"BFA103-49",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"162","U444","2015-05-28-D09-SO-11","fatty_acid","S444FA1","BFA103",34,"BFA103-34",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"163","U438","2015-05-28-D09-SO-12","fatty_acid","S438FA1","BFA103",30,"BFA103-30",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"164","U439","2015-05-28-D09-SO-13","fatty_acid","S439FA1","BFA103",33,"BFA103-33",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"165","U327","2015-05-28-D09-SO-14","fatty_acid","S327FA1","BFA103",31,"BFA103-31",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"166","U445","2015-05-28-D09-SO-15","fatty_acid","S445FA1","BFA103",35,"BFA103-35",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"167","U436","2015-05-28-D09-SO-16","fatty_acid","S436FA1","BFA103",26,"BFA103-26",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"168","U532","2015-06-01-D09-SO-21","fatty_acid","S532FA1","BFA105",38,"BFA105-38",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"169","U523","2015-06-01-D09-SO-22","fatty_acid","S523FA1","BFA105",39,"BFA105-39",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"170","U543","2015-06-01-D09-SO-23","fatty_acid","S543FA1","BFA105",1,"BFA105-1",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"171","U534","2015-06-01-D09-SO-24","fatty_acid","S534FA1","BFA105",3,"BFA105-3",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"172","U545","2015-06-01-D09-SO-25","fatty_acid","S545FA1","BFA105",6,"BFA105-6",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"173","U544","2015-06-01-D09-SO-26","fatty_acid","S544FA1","BFA105",2,"BFA105-2",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"174","U794","2015-06-03-D09-SO-11","fatty_acid","S794FA1","BFA105",64,"BFA105-64",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"175","U775","2015-06-03-D09-SO-13","fatty_acid","S775FA1","BFA105",59,"BFA105-59",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"176","U776","2015-06-03-D09-SO-14","fatty_acid","S776FA1","BFA105",60,"BFA105-60",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA2",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"177","U818","2015-06-05-D09-SO-11","fatty_acid","S818FA1","BFA103",64,"BFA103-64",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"178","U759","2015-06-05-D09-SO-12","fatty_acid","S759FA1","BFA103",66,"BFA103-66",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"179","U824","2015-06-05-D09-SO-13","fatty_acid","S824FA1","BFA103",65,"BFA103-65",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
"180","U833","2015-06-05-D09-SO-14","fatty_acid","S833FA1","BFA103",70,"BFA103-70",NA,"being_processed","N",NA,NA,"fatty_acid","frozen -80",2017-09-04,"UBC Hunt Lab",NA,NA,NA,"Shipping Box FA1",2017-09-04,"UBC Hunt Lab (Jessica Garzke)","2017-09-04","N",NA,NA
