year_tow,survey_date,site_id,lat,lon,species,fork_length,weight,DNA,stock_1,prob_1,Habitat,seine_id,ufn,collapsed_fraser_stocks,k,year,sampling_week
NA,2015-05-20,D09,-125.3293,50.30787,CU,76,5.2,NA,NA,NA,Nearshore,DE112N1,NA,NA,1.1845750109345385,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,109,10.5,NA,NA,NA,Nearshore,DE112N1,NA,NA,0.8107926540641174,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,98,7.8,NA,NA,NA,Nearshore,DE112N1,NA,NA,0.8287363258506234,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,98,8.4,NA,NA,NA,Nearshore,DE112N1,NA,NA,0.8924852739929792,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,104,10.6,NA,NA,NA,Nearshore,DE112N1,NA,NA,0.9423361401911697,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,103,9.5,NA,NA,NA,Nearshore,DE112N1,NA,NA,0.8693845763855016,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,106,10.1,NA,NA,NA,Nearshore,DE112N1,NA,NA,0.8480154758626248,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,106,11.3,NA,NA,NA,Nearshore,DE112N1,NA,NA,0.9487697898265011,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,97,8.8,NA,NA,NA,Nearshore,DE112N1,NA,NA,0.9642007597463714,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,102,9.9,NA,NA,NA,Nearshore,DE112N1,NA,NA,0.932899111201574,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,102,8.7,NA,NA,NA,Nearshore,DE112N1,NA,NA,0.8198204310559287,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,97,8.4,NA,NA,NA,Nearshore,DE112N1,NA,NA,0.9203734524851727,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,96,7.9,NA,NA,NA,Nearshore,DE112N1,NA,NA,0.8929217303240742,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,95,8.1,NA,NA,NA,Nearshore,DE112N1,NA,NA,0.944744131797638,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,128,19,NA,NA,NA,Nearshore,DE112N1,NA,NA,0.9059906005859375,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,101,9.8,NA,CHILKO,0.6,Nearshore,DE112N1,NA,Chilko,0.9511783449690916,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,104,11.1,NA,CHILKO,0.46,Nearshore,DE112N1,NA,Chilko,0.9867859581247155,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,94,9.7,NA,NA,NA,Nearshore,DE112N1,NA,NA,1.1678529805534419,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,101,10.6,NA,CHILKO,0.99,Nearshore,DE112N1,NA,Chilko,1.028825556803303,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,98,12,NA,QUESNEL_HORSEF,0.78,Nearshore,DE112N1,NA,Quesnel,1.2749789628471129,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,89,6.8,NA,CHILKO,1,Nearshore,DE112N1,NA,Chilko,0.9645814213107243,2015,May 19
NA,2015-05-20,D09,-125.3293,50.30787,SO,103,10.5,NA,STELLAKO,0.82,Nearshore,DE112N1,NA,Late_Stuart_Stellako,0.9608987423208176,2015,May 19
