ufn,seine_id.x,lice_id_protocol,cal_cope,lep_cope,chal_a,chal_b,cgf,cal_mot,cpaf,caf,lpam,lpaf,lam,laf,lgf,unid_cope,unid_chal,chal_scar,mot_scar,pred_scar,hemorrhaging,eroded_gill_plate,grazed_gill_plate,mate_guarding,pinched_belly,sealice_field_comments,licer,qc.x.x,species,package_id,seine_id.y,survey_id,date,site,time_out,weight,fork_length,height,time_dewar,field_lice_id_protocol,fish_field_comments,analysis_planned,id_flag,eLab?,qc.y,order,set_number,set_type,set_time,lat,lon,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,total_caught,collection_protocol,seine_comments,qc.x,survey_date,site_id,region,zone,site_name,crew,precip,cloud_cover,sea_state,wind_speed,wind_direction,tide_state,survey_time_start,survey_time_end,net_sets,survey_type,ysi_drop,ctd_drop,zoop_drop,survey_comments,qc.y.y
U20049,DE626N1,salmoncoast_allstages,3,0,13,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eroded caudal fin,KB,SF,SO,P1205,DE626N1,DE626,2019-06-05,D09,08:42:00,12,110,21,08:52:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,591,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20050,DE626N1,salmoncoast_allstages,1,0,13,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,SO,P1205,DE626N1,DE626,2019-06-05,D09,08:45:00,14.8,114,23,09:00:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,592,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20051,DE626N1,salmoncoast_motiles,NA,NA,NA,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,SF,CU,P1206,DE626N1,DE626,2019-06-05,D09,07:46:00,20.2,128,25,08:03:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,593,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20052,DE626N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,SF,CU,P1206,DE626N1,DE626,2019-06-05,D09,07:55:00,15.7,117,22,08:03:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,594,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20053,DE626N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,SF,CU,P1206,DE626N1,DE626,2019-06-05,D09,08:00:00,12,111,20,08:13:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,595,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20054,DE626N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,SF,CU,P1206,DE626N1,DE626,2019-06-05,D09,08:07:00,10.1,111,20,08:13:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,596,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20055,DE626N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,SF,CU,P1206,DE626N1,DE626,2019-06-05,D09,08:13:00,13.5,110,21,08:30:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,597,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20056,DE626N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,SF,CU,P1206,DE626N1,DE626,2019-06-05,D09,08:18:00,13.9,115,21,08:30:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,598,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20057,DE626N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,SF,CU,P1206,DE626N1,DE626,2019-06-05,D09,08:22:00,9.2,102,18,08:30:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,599,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20058,DE626N1,salmoncoast_allstages,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,CU,P1206,DE626N1,DE626,2019-06-05,D09,09:03:00,13.1,114,21,09:20:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,600,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20059,DE626N1,salmoncoast_allstages,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,CU,P1206,DE626N1,DE626,2019-06-05,D09,09:03:00,10.7,115,20,09:20:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,601,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20060,DE626N1,salmoncoast_allstages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,CU,P1206,DE626N1,DE626,2019-06-05,D09,09:08:00,8.6,99,19,09:20:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,602,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20061,DE626N1,salmoncoast_allstages,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,PI,P1207,DE626N1,DE626,2019-06-05,D09,09:09:00,7.3,89,17,09:29:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,603,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20062,DE626N1,salmoncoast_allstages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,PI,P1207,DE626N1,DE626,2019-06-05,D09,09:16:00,8.5,100,19,09:29:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,604,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20063,DE626N1,salmoncoast_allstages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,PI,P1207,DE626N1,DE626,2019-06-05,D09,09:18:00,8.3,98,17,09:29:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,605,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20064,DE626N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,SF,PI,P1207,DE626N1,DE626,2019-06-05,D09,09:19:00,9.8,102,20,09:29:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,606,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20065,DE626N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,SF,PI,P1207,DE626N1,DE626,2019-06-05,D09,09:23:00,8.6,101,19,09:43:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,607,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20066,DE626N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,PI,P1207,DE626N1,DE626,2019-06-05,D09,09:25:00,7.5,96,18,09:43:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,608,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20067,DE626N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,SF,PI,P1207,DE626N1,DE626,2019-06-05,D09,09:26:00,7.2,98,17,09:43:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,609,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20068,DE626N1,salmoncoast_motiles,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,SF,PI,P1207,DE626N1,DE626,2019-06-05,D09,09:29:00,8,96,18,09:43:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,610,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20069,DE626N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,PI,P1207,DE626N1,DE626,2019-06-05,D09,09:29:00,9.1,99,19,09:43:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,611,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20070,DE626N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,SF,PI,P1207,DE626N1,DE626,2019-06-05,D09,09:31:00,7.2,96,17,09:43:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,612,1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,SF
U20671,DE620N1,salmoncoast_allstages,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,SO,P1268,DE620N1,DE620,2019-06-01,D27,08:04:00,11,107,20,08:22:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,434,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20691,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,PI,P1270,DE620N1,DE620,2019-06-01,D27,08:18:00,5.8,83,16,08:39:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,435,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20692,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,PI,P1270,DE620N1,DE620,2019-06-01,D27,08:20:00,3.6,76,14,08:39:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,436,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20693,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,PI,P1270,DE620N1,DE620,2019-06-01,D27,08:23:00,4.7,85,15,08:43:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,437,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20694,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,PI,P1270,DE620N1,DE620,2019-06-01,D27,08:27:00,4.4,81,15,08:43:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,438,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20695,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,PI,P1270,DE620N1,DE620,2019-06-01,D27,08:33:00,4.3,80,15,08:49:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,439,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20696,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,PI,P1270,DE620N1,DE620,2019-06-01,D27,08:36:00,4.6,84,15,08:49:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,440,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20697,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,PI,P1270,DE620N1,DE620,2019-06-01,D27,08:38:00,3.7,79,14,08:54:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,441,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20698,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,PI,P1270,DE620N1,DE620,2019-06-01,D27,08:41:00,3.9,80,15,08:54:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,442,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20699,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,PI,P1270,DE620N1,DE620,2019-06-01,D27,08:43:00,4.4,80,15,09:00:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,443,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20700,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,PI,P1270,DE620N1,DE620,2019-06-01,D27,08:47:00,5.5,86,15,09:00:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,444,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20661,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,CU,P1267,DE620N1,DE620,2019-06-01,D27,07:56:00,6.2,91,16,08:10:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,445,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20662,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,CU,P1267,DE620N1,DE620,2019-06-01,D27,07:57:00,6.7,91,16,08:10:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,446,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20663,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,CU,P1267,DE620N1,DE620,2019-06-01,D27,07:58:00,7.1,93,17,08:14:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,447,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20664,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,CU,P1267,DE620N1,DE620,2019-06-01,D27,08:02:00,4.8,81,15,08:14:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,448,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20665,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,CU,P1267,DE620N1,DE620,2019-06-01,D27,08:02:00,8.2,101,17,08:25:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,449,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20666,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,CU,P1267,DE620N1,DE620,2019-06-01,D27,08:07:00,4.8,85,14,08:25:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,450,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
U20667,DE620N1,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KB,SF,CU,P1267,DE620N1,DE620,2019-06-01,D27,08:10:00,21,129,25,08:32:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,451,1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,JG
