"sampleID"	"barcode"	"name"	"description"	"note"	"quantity"	"expiration"	"created"	"Storage"	"storageLayerName"	"Storage Position"	"storageLayerID"	"fullName"	"clonedFrom"	"clonedFromSampleID"	"Sample Status"	"Species"
"7166940"	"S22044SL1"	"S22044SL1"	""	""	""	""	"2019-06-28 23:28"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"14"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7166942"	"S22045SL1"	"S22045SL1"	""	""	""	""	"2019-06-28 23:28"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"13"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7166943"	"S22041SL1"	"S22041SL1"	""	""	""	""	"2019-06-28 23:28"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"15"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7166945"	"S22050SL1"	"S22050SL1"	""	""	""	""	"2019-06-28 23:28"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"19"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7166946"	"S22047SL1"	"S22047SL1"	""	""	""	""	"2019-06-28 23:28"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"18"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7166948"	"S22048SL1"	"S22048SL1"	""	""	""	""	"2019-06-28 23:28"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"20"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7166949"	"S22043SL1"	"S22043SL1"	""	""	""	""	"2019-06-28 23:28"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"21"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7166951"	"S22049SL1"	"S22049SL1"	""	""	""	""	"2019-06-28 23:28"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"27"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7166952"	"S22046SL1"	"S22046SL1"	""	""	""	""	"2019-06-28 23:28"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"24"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7189628"	"S22017SL1"	"S22017SL1"	""	""	""	""	"2019-07-05 00:20"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"41"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7189629"	"S22014SL1"	"S22014SL1"	""	""	""	""	"2019-07-05 00:20"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"40"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7189631"	"S22011SL1"	"S22011SL1"	""	""	""	""	"2019-07-05 00:20"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"39"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7189632"	"S22016SL1"	"S22016SL1"	""	""	""	""	"2019-07-05 00:20"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"42"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7189634"	"S22018SL1"	"S22018SL1"	""	""	""	""	"2019-07-05 00:20"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"43"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202181"	"S22108SL1"	"S22108SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"47"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202183"	"S22109SL1"	"S22109SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"49"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202186"	"S22110SL1"	"S22110SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"61"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202187"	"S22101SL1"	"S22101SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"62"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202190"	"S22103SL1"	"S22103SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"64"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202192"	"S22106SL1"	"S22106SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"70"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202193"	"S22105SL1"	"S22105SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"65"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202195"	"S22102SL1"	"S22102SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"71"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202196"	"S20591SL1"	"S20591SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"77"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202198"	"S20595SL1"	"S20595SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"79"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202201"	"S20592SL1"	"S20592SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL2"	"100"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202387"	"S22095SL1"	"S22095SL1"	""	""	""	""	"2019-07-10 01:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"72"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202388"	"S22092SL1"	"S22092SL1"	""	""	""	""	"2019-07-10 01:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"73"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202390"	"S20887SL1"	"S20887SL1"	""	""	""	""	"2019-07-10 01:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"67"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202391"	"S22098SL1"	"S22098SL1"	""	""	""	""	"2019-07-10 01:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"75"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202393"	"S22097SL1"	"S22097SL1"	""	""	""	""	"2019-07-10 01:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"78"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202396"	"S22093SL1"	"S22093SL1"	""	""	""	""	"2019-07-10 01:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"80"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202399"	"S22091SL1"	"S22091SL1"	""	""	""	""	"2019-07-10 01:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"74"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207746"	"S20586SL1"	"S20586SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"25"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207748"	"S20587SL1"	"S20587SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"28"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207749"	"S20590SL1"	"S20590SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"33"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207751"	"S20585SL1"	"S20585SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"23"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207752"	"S21641SL1"	"S21641SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"34"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207754"	"S20588SL1"	"S20588SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"31"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207757"	"S21644SL1"	"S21644SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"35"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207760"	"S21645SL1"	"S21645SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"37"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207761"	"S21646SL1"	"S21646SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"38"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7218104"	"S20505SL1"	"S20505SL1"	""	""	""	""	"2019-07-12 15:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"1.A"	"600963"	"elab JSP"	""	""	"Collected"	""
"7218105"	"S20506SL1"	"S20506SL1"	""	""	""	""	"2019-07-12 15:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"3.A"	"600963"	"elab JSP"	""	""	"Collected"	""
"7218107"	"S20502SL1"	"S20502SL1"	""	""	""	""	"2019-07-12 15:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"5.A"	"600963"	"elab JSP"	""	""	"Collected"	""
"7218108"	"S20541SL1"	"S20541SL1"	""	""	""	""	"2019-07-12 15:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"9.A"	"600963"	"elab JSP"	""	""	"Collected"	""
"7218110"	"S20542SL1"	"S20542SL1"	""	""	""	""	"2019-07-12 15:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"5.B"	"600963"	"elab JSP"	""	""	"Collected"	""
"7218111"	"S20545SL1"	"S20545SL1"	""	""	""	""	"2019-07-12 15:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"3.B"	"600963"	"elab JSP"	""	""	"Collected"	""
"7219553"	"S22071SL1"	"S22071SL1"	""	""	""	""	"2019-07-12 17:38"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"22"	"570632"	"elab JSP"	""	""	"Collected"	""
"7219554"	"S22079SL1"	"S22079SL1"	""	""	""	""	"2019-07-12 17:38"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"17"	"570632"	"elab JSP"	""	""	"Collected"	""
"7219556"	"S22072SL1"	"S22072SL1"	""	""	""	""	"2019-07-12 17:38"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"30"	"570632"	"elab JSP"	""	""	"Collected"	""
"7219557"	"S22073SL1"	"S22073SL1"	""	""	""	""	"2019-07-12 17:38"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"45"	"570632"	"elab JSP"	""	""	"Collected"	""
"7219559"	"S22076SL1"	"S22076SL1"	""	""	""	""	"2019-07-12 17:38"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"29"	"570632"	"elab JSP"	""	""	"Collected"	""
"7219562"	"S20566SL1"	"S20566SL1"	""	""	""	""	"2019-07-12 17:38"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"69"	"570632"	"elab JSP"	""	""	"Collected"	""
"7220871"	"S21663SL1"	"S21663SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"48"	"570632"	"elab JSP"	""	""	"Collected"	""
"7220873"	"S21665SL1"	"S21665SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"63"	"570632"	"elab JSP"	""	""	"Collected"	""
"7220874"	"S21664SL1"	"S21664SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"50"	"570632"	"elab JSP"	""	""	"Collected"	""
"7220876"	"S21666SL1"	"S21666SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BSL5"	"68"	"570632"	"elab JSP"	""	""	"Collected"	""
"7220877"	"S21670SL1"	"S21670SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"2.A"	"600963"	"elab JSP"	""	""	"Collected"	""
"7220879"	"S22053SL1"	"S22053SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"4.A"	"600963"	"elab JSP"	""	""	"Collected"	""
"7220880"	"S22054SL1"	"S22054SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"6.A"	"600963"	"elab JSP"	""	""	"Collected"	""
"7220882"	"S22051SL1"	"S22051SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"8.A"	"600963"	"elab JSP"	""	""	"Collected"	""
"7220883"	"S22059SL1"	"S22059SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"7.A"	"600963"	"elab JSP"	""	""	"Collected"	""
"7220885"	"S22060SL1"	"S22060SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"1.B"	"600963"	"elab JSP"	""	""	"Collected"	""
"7220888"	"S22057SL1"	"S22057SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"2.B"	"600963"	"elab JSP"	""	""	"Collected"	""
"7220889"	"S22058SL1"	"S22058SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"4.B"	"600963"	"elab JSP"	""	""	"Collected"	""
"7220892"	"S22056SL1"	"S22056SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"6.B"	"600963"	"elab JSP"	""	""	"Collected"	""
"7220894"	"S22052SL1"	"S22052SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"7.B"	"600963"	"elab JSP"	""	""	"Collected"	""
"7220897"	"S22055SL1"	"S22055SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"8.B"	"600963"	"elab JSP"	""	""	"Collected"	""
"7220898"	"S21081SL1"	"S21081SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"9.B"	"600963"	"elab JSP"	""	""	"Collected"	""
"7220901"	"S21082SL1"	"S21082SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"1.C"	"600963"	"elab JSP"	""	""	"Collected"	""
"7220903"	"S21681SL1"	"S21681SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"2.C"	"600963"	"elab JSP"	""	""	"Collected"	""
"7220904"	"S20921SL1"	"S20921SL1"	""	""	""	""	"2019-07-12 18:42"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"3.C"	"600963"	"elab JSP"	""	""	"Collected"	""
"7223819"	"S20543SL1"	"S20543SL1"	""	""	""	""	"2019-07-15 15:56"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"4.C"	"600963"	"elab JSP"	""	""	"Collected"	""
"7223820"	"S20548SL1"	"S20548SL1"	""	""	""	""	"2019-07-15 15:56"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"5.C"	"600963"	"elab JSP"	""	""	"Collected"	""
"7223822"	"S20547SL1"	"S20547SL1"	""	""	""	""	"2019-07-15 15:56"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"7.C"	"600963"	"elab JSP"	""	""	"Collected"	""
"7223823"	"S22038SL1"	"S22038SL1"	""	""	""	""	"2019-07-15 15:56"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"8.C"	"600963"	"elab JSP"	""	""	"Collected"	""
"7223826"	"S22033SL1"	"S22033SL1"	""	""	""	""	"2019-07-15 15:56"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"1.D"	"600963"	"elab JSP"	""	""	"Collected"	""
"7223828"	"S22031SL1"	"S22031SL1"	""	""	""	""	"2019-07-15 15:56"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"3.D"	"600963"	"elab JSP"	""	""	"Collected"	""
"7223831"	"S22036SL1"	"S22036SL1"	""	""	""	""	"2019-07-15 15:56"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"4.D"	"600963"	"elab JSP"	""	""	"Collected"	""
"7223832"	"S22040SL1"	"S22040SL1"	""	""	""	""	"2019-07-15 15:56"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"6.D"	"600963"	"elab JSP"	""	""	"Collected"	""
"7223834"	"S22039SL1"	"S22039SL1"	""	""	""	""	"2019-07-15 15:56"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"5.D"	"600963"	"elab JSP"	""	""	"Collected"	""
"7228628"	"S22067SL1"	"S22067SL1"	""	""	""	""	"2019-07-16 00:26"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"8.E"	"600963"	"elab JSP"	""	""	"Collected"	""
"7228629"	"S22062SL1"	"S22062SL1"	""	""	""	""	"2019-07-16 00:26"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"2.F"	"600963"	"elab JSP"	""	""	"Collected"	""
"7228632"	"S22065SL1"	"S22065SL1"	""	""	""	""	"2019-07-16 00:26"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"6.E"	"600963"	"elab JSP"	""	""	"Collected"	""
"7229769"	"S22126SL1"	"S22126SL1"	""	""	""	""	"2019-07-16 03:09"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"1.F"	"600963"	"elab JSP"	""	""	"Collected"	""
"7229771"	"S22124SL1"	"S22124SL1"	""	""	""	""	"2019-07-16 03:09"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"3.E"	"600963"	"elab JSP"	""	""	"Collected"	""
"7229772"	"S22127SL1"	"S22127SL1"	""	""	""	""	"2019-07-16 03:09"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"4.F"	"600963"	"elab JSP"	""	""	"Collected"	""
"7229775"	"S22129SL1"	"S22129SL1"	""	""	""	""	"2019-07-16 03:09"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"5.F"	"600963"	"elab JSP"	""	""	"Collected"	""
"7229778"	"S22122SL1"	"S22122SL1"	""	""	""	""	"2019-07-16 03:12"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"2.E"	"600963"	"elab JSP"	""	""	"Collected"	""
"7244234"	"S22241SL1"	"S22241SL1"	""	""	""	""	"2019-07-17 15:18"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"7.F"	"600963"	"elab JSP"	""	""	"Collected"	""
"7244235"	"S22242SL1"	"S22242SL1"	""	""	""	""	"2019-07-17 15:18"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"5.G"	"600963"	"elab JSP"	""	""	"Collected"	""
"7244238"	"S22244SL1"	"S22244SL1"	""	""	""	""	"2019-07-17 15:18"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"7.G"	"600963"	"elab JSP"	""	""	"Collected"	""
"7246188"	"S21102SL1"	"S21102SL1"	""	""	""	""	"2019-07-17 17:41"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"6.C"	"600963"	"elab JSP"	""	""	"Collected"	""
"7246190"	"S21103SL1"	"S21103SL1"	""	""	""	""	"2019-07-17 17:41"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"9.C"	"600963"	"elab JSP"	""	""	"Collected"	""
"7246191"	"S22159SL1"	"S22159SL1"	""	""	""	""	"2019-07-17 17:41"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"7.D"	"600963"	"elab JSP"	""	""	"Collected"	""
"7246193"	"S21104SL1"	"S21104SL1"	""	""	""	""	"2019-07-17 17:41"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"2.D"	"600963"	"elab JSP"	""	""	"Collected"	""
"7246194"	"S22142SL1"	"S22142SL1"	""	""	""	""	"2019-07-17 17:41"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"6.F"	"600963"	"elab JSP"	""	""	"Collected"	""
"7246196"	"S22149SL1"	"S22149SL1"	""	""	""	""	"2019-07-17 17:41"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"8.F"	"600963"	"elab JSP"	""	""	"Collected"	""
"7246197"	"S22148SL1"	"S22148SL1"	""	""	""	""	"2019-07-17 17:41"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"1.G"	"600963"	"elab JSP"	""	""	"Collected"	""
"7246199"	"S22145SL1"	"S22145SL1"	""	""	""	""	"2019-07-17 17:41"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"9.F"	"600963"	"elab JSP"	""	""	"Collected"	""
"7246202"	"S22141SL1"	"S22141SL1"	""	""	""	""	"2019-07-17 17:41"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"2.G"	"600963"	"elab JSP"	""	""	"Collected"	""
"7246205"	"S22144SL1"	"S22144SL1"	""	""	""	""	"2019-07-17 17:41"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"3.G"	"600963"	"elab JSP"	""	""	"Collected"	""
"7246206"	"S22146SL1"	"S22146SL1"	""	""	""	""	"2019-07-17 17:41"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"4.G"	"600963"	"elab JSP"	""	""	"Collected"	""
"7246208"	"S22143SL1"	"S22143SL1"	""	""	""	""	"2019-07-17 17:41"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"6.G"	"600963"	"elab JSP"	""	""	"Collected"	""
"7246209"	"S22150SL1"	"S22150SL1"	""	""	""	""	"2019-07-17 17:41"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"9.G"	"600963"	"elab JSP"	""	""	"Collected"	""
"7246211"	"S22147SL1"	"S22147SL1"	""	""	""	""	"2019-07-17 17:41"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"8.G"	"600963"	"elab JSP"	""	""	"Collected"	""
"7246212"	"S20862SL1"	"S20862SL1"	""	""	""	""	"2019-07-17 17:41"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"1.H"	"600963"	"elab JSP"	""	""	"Collected"	""
"7255125"	"S22160SL1"	"S22160SL1"	""	""	""	""	"2019-07-17 22:37"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"8.D"	"600963"	"elab JSP"	""	""	"Collected"	""
"7255128"	"S22152SL1"	"S22152SL1"	""	""	""	""	"2019-07-17 22:37"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"9.D"	"600963"	"elab JSP"	""	""	"Collected"	""
"7255131"	"S22158SL1"	"S22158SL1"	""	""	""	""	"2019-07-17 22:37"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"1.E"	"600963"	"elab JSP"	""	""	"Collected"	""
"7255133"	"S22151SL1"	"S22151SL1"	""	""	""	""	"2019-07-17 22:37"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"4.E"	"600963"	"elab JSP"	""	""	"Collected"	""
"7255136"	"S22157SL1"	"S22157SL1"	""	""	""	""	"2019-07-17 22:37"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"5.E"	"600963"	"elab JSP"	""	""	"Collected"	""
"7255137"	"S22156SL1"	"S22156SL1"	""	""	""	""	"2019-07-17 22:37"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"7.E"	"600963"	"elab JSP"	""	""	"Collected"	""
"7255139"	"S22155SL1"	"S22155SL1"	""	""	""	""	"2019-07-17 22:37"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"9.E"	"600963"	"elab JSP"	""	""	"Collected"	""
"7255142"	"S22153SL1"	"S22153SL1"	""	""	""	""	"2019-07-17 22:37"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"3.F"	"600963"	"elab JSP"	""	""	"Collected"	""
"7267643"	"S21033SL1"	"S21033SL1"	""	""	""	""	"2019-07-18 15:37"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"2.H"	"600963"	"elab JSP"	""	""	"Collected"	""
"7267646"	"S21034SL1"	"S21034SL1"	""	""	""	""	"2019-07-18 15:37"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"4.H"	"600963"	"elab JSP"	""	""	"Collected"	""
"7267647"	"S21036SL1"	"S21036SL1"	""	""	""	""	"2019-07-18 15:37"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"5.H"	"600963"	"elab JSP"	""	""	"Collected"	""
"7267650"	"S21035SL1"	"S21035SL1"	""	""	""	""	"2019-07-18 15:37"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"7.H"	"600963"	"elab JSP"	""	""	"Collected"	""
"7267652"	"S22207SL1"	"S22207SL1"	""	""	""	""	"2019-07-18 15:37"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"8.H"	"600963"	"elab JSP"	""	""	"Collected"	""
"7267655"	"S22204SL1"	"S22204SL1"	""	""	""	""	"2019-07-18 15:37"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BSL9"	"9.H"	"600963"	"elab JSP"	""	""	"Collected"	""
