"sampleID"	"barcode"	"name"	"description"	"note"	"quantity"	"expiration"	"created"	"Storage"	"storageLayerName"	"Storage Position"	"storageLayerID"	"fullName"	"clonedFrom"	"clonedFromSampleID"	"Sample Status"
"7166919"	"S22044SC1"	"S22044SC1"	""	""	""	""	"2019-06-28 23:25"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00189"	"2"	"598158"	"elab JSP"	""	""	"Collected"
"7166921"	"S22045SC1"	"S22045SC1"	""	""	""	""	"2019-06-28 23:25"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00189"	"1"	"598158"	"elab JSP"	""	""	"Collected"
"7166922"	"S22041SC1"	"S22041SC1"	""	""	""	""	"2019-06-28 23:25"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00189"	"3"	"598158"	"elab JSP"	""	""	"Collected"
"7166925"	"S22047SC1"	"S22047SC1"	""	""	""	""	"2019-06-28 23:25"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00189"	"4"	"598158"	"elab JSP"	""	""	"Collected"
"7166927"	"S22050SC1"	"S22050SC1"	""	""	""	""	"2019-06-28 23:25"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00189"	"5"	"598158"	"elab JSP"	""	""	"Collected"
"7166928"	"S22043SC1"	"S22043SC1"	""	""	""	""	"2019-06-28 23:25"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00189"	"7"	"598158"	"elab JSP"	""	""	"Collected"
"7166930"	"S22048SC1"	"S22048SC1"	""	""	""	""	"2019-06-28 23:25"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00189"	"6"	"598158"	"elab JSP"	""	""	"Collected"
"7166933"	"S22042SC1"	"S22042SC1"	""	""	""	""	"2019-06-28 23:25"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00189"	"8"	"598158"	"elab JSP"	""	""	"Collected"
"7166934"	"S22049SC1"	"S22049SC1"	""	""	""	""	"2019-06-28 23:25"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00189"	"10"	"598158"	"elab JSP"	""	""	"Collected"
"7166936"	"S22046SC1"	"S22046SC1"	""	""	""	""	"2019-06-28 23:25"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00189"	"9"	"598158"	"elab JSP"	""	""	"Collected"
"7166937"	"S22012SC1"	"S22012SC1"	""	""	""	""	"2019-06-28 23:25"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00189"	"11"	"598158"	"elab JSP"	""	""	"Collected"
"7189185"	"S20582SC1"	"S20582SC1"	""	""	""	""	"2019-07-04 17:09"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00187"	"1"	"598155"	"elab JSP"	""	""	"Collected"
"7189188"	"S20585SC1"	"S20585SC1"	""	""	""	""	"2019-07-04 17:09"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00187"	"5"	"598155"	"elab JSP"	""	""	"Collected"
"7189191"	"S20581SC1"	"S20581SC1"	""	""	""	""	"2019-07-04 17:09"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00187"	"3"	"598155"	"elab JSP"	""	""	"Collected"
"7189194"	"S20587SC1"	"S20587SC1"	""	""	""	""	"2019-07-04 17:09"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00187"	"7"	"598155"	"elab JSP"	""	""	"Collected"
"7189196"	"S20584SC1"	"S20584SC1"	""	""	""	""	"2019-07-04 17:09"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00187"	"4"	"598155"	"elab JSP"	""	""	"Collected"
"7189197"	"S20588SC1"	"S20588SC1"	""	""	""	""	"2019-07-04 17:09"	"Prep Salmon Shelves - Shelf C - Scale Book Box 1 - Scale Bag 18"	"BSC00187"	"8"	"598155"	"elab JSP"	""	""	"Collected"
