"sampleID"	"barcode"	"name"	"description"	"note"	"quantity"	"expiration"	"created"	"Storage"	"storageLayerName"	"Storage Position"	"storageLayerID"	"fullName"	"clonedFrom"	"clonedFromSampleID"	"Dissection Status"	"Species"	"Column1"
"7065372"	"U20791"	"U20791"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1280"	"1"	"578523"	"elab JSP"	""	""	"Dissected"	""	""
"7065375"	"U20792"	"U20792"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1280"	"2"	"578523"	"elab JSP"	""	""	"Dissected"	""	""
"7065378"	"U20793"	"U20793"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1280"	"3"	"578523"	"elab JSP"	""	""	"Dissected"	""	""
"7065380"	"U20794"	"U20794"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1280"	"4"	"578523"	"elab JSP"	""	""	"Dissected"	""	""
"7065383"	"U20795"	"U20795"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1280"	"5"	"578523"	"elab JSP"	""	""	"Dissected"	""	""
"7065384"	"U20797"	"U20797"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1280"	"7"	"578523"	"elab JSP"	""	""	"Dissected"	""	""
"7065386"	"U20796"	"U20796"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1280"	"6"	"578523"	"elab JSP"	""	""	"Dissected"	""	""
"7065387"	"U20798"	"U20798"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1280"	"8"	"578523"	"elab JSP"	""	""	"Dissected"	""	""
"7065389"	"U20799"	"U20799"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1280"	"9"	"578523"	"elab JSP"	""	""	"Dissected"	""	""
"7065390"	"U20800"	"U20800"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1280"	"10"	"578523"	"elab JSP"	""	""	"Dissected"	""	""
"7065393"	"U20721"	"U20721"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1273"	"1"	"578520"	"elab JSP"	""	""	"Dissected"	""	""
"7065395"	"U20722"	"U20722"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1273"	"2"	"578520"	"elab JSP"	""	""	"Dissected"	""	""
"7065398"	"U20723"	"U20723"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1273"	"3"	"578520"	"elab JSP"	""	""	"Dissected"	""	""
"7065399"	"U20724"	"U20724"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1273"	"4"	"578520"	"elab JSP"	""	""	"Dissected"	""	""
"7065402"	"U20725"	"U20725"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1273"	"5"	"578520"	"elab JSP"	""	""	"Dissected"	""	""
"7065404"	"U20726"	"U20726"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1273"	"6"	"578520"	"elab JSP"	""	""	"Dissected"	""	""
"7065407"	"U20727"	"U20727"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1273"	"7"	"578520"	"elab JSP"	""	""	"Dissected"	""	""
"7065408"	"U20728"	"U20728"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1273"	"8"	"578520"	"elab JSP"	""	""	"Dissected"	""	""
"7065411"	"U20729"	"U20729"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1273"	"9"	"578520"	"elab JSP"	""	""	"Dissected"	""	""
"7065413"	"U20730"	"U20730"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1273"	"10"	"578520"	"elab JSP"	""	""	"Dissected"	""	""
"7065416"	"U20719"	"U20719"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1272"	"9"	"578514"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065417"	"U20720"	"U20720"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1272"	"10"	"578514"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065420"	"U20711"	"U20711"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1272"	"1"	"578514"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065422"	"U20712"	"U20712"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1272"	"2"	"578514"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065425"	"U20713"	"U20713"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1272"	"3"	"578514"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065426"	"U20714"	"U20714"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1272"	"4"	"578514"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065429"	"U20715"	"U20715"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1272"	"5"	"578514"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065431"	"U20717"	"U20717"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1272"	"7"	"578514"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065432"	"U20716"	"U20716"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1272"	"6"	"578514"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065434"	"U20718"	"U20718"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1272"	"8"	"578514"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065435"	"U20741"	"U20741"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1275"	"1"	"578517"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065437"	"U20742"	"U20742"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1275"	"2"	"578517"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065440"	"U20743"	"U20743"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1275"	"3"	"578517"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065441"	"U20744"	"U20744"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1275"	"4"	"578517"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065443"	"U20745"	"U20745"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1275"	"5"	"578517"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065444"	"U20746"	"U20746"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1275"	"6"	"578517"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065447"	"U20747"	"U20747"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1275"	"7"	"578517"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065449"	"U20748"	"U20748"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1275"	"8"	"578517"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065450"	"U20749"	"U20749"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1275"	"9"	"578517"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065452"	"U20751"	"U20751"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1276"	"1"	"578529"	"elab JSP"	""	""	"Dissected"	""	""
"7065453"	"U20750"	"U20750"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1275"	"10"	"578517"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7065455"	"U20731"	"U20731"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA122"	"P1274"	"1"	"578526"	"elab JSP"	""	""	"Dissected"	""	""
"7065456"	"U20732"	"U20732"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA122"	"P1274"	"2"	"578526"	"elab JSP"	""	""	"Dissected"	""	""
"7065459"	"U20733"	"U20733"	""	""	""	""	"2019-06-04 19:06"	"Prep -20 Freezer #4 - Shelf 2 - BCA122"	"P1274"	"3"	"578526"	"elab JSP"	""	""	"Dissected"	""	""
"7065513"	"U20762"	"U20762"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1277"	"2"	"578771"	"elab JSP"	""	""	"Dissected"	""	""
"7065515"	"U20761"	"U20761"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1277"	"1"	"578771"	"elab JSP"	""	""	"Dissected"	""	""
"7065516"	"U20764"	"U20764"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1277"	"4"	"578771"	"elab JSP"	""	""	"Dissected"	""	""
"7065518"	"U20763"	"U20763"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1277"	"3"	"578771"	"elab JSP"	""	""	"Dissected"	""	""
"7065519"	"U20765"	"U20765"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1277"	"5"	"578771"	"elab JSP"	""	""	"Dissected"	""	""
"7065521"	"U20766"	"U20766"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1277"	"6"	"578771"	"elab JSP"	""	""	"Dissected"	""	""
"7065522"	"U20767"	"U20767"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1277"	"7"	"578771"	"elab JSP"	""	""	"Dissected"	""	""
"7065524"	"U20768"	"U20768"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1277"	"8"	"578771"	"elab JSP"	""	""	"Dissected"	""	""
"7065527"	"U20769"	"U20769"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1277"	"9"	"578771"	"elab JSP"	""	""	"Dissected"	""	""
"7065528"	"U20770"	"U20770"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1277"	"10"	"578771"	"elab JSP"	""	""	"Dissected"	""	""
"7065531"	"U20771"	"U20771"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1278"	"1"	"578774"	"elab JSP"	""	""	"Dissected"	""	""
"7065533"	"U20773"	"U20773"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1278"	"3"	"578774"	"elab JSP"	""	""	"Dissected"	""	""
"7065534"	"U20772"	"U20772"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1278"	"2"	"578774"	"elab JSP"	""	""	"Dissected"	""	""
"7065536"	"U20774"	"U20774"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1278"	"4"	"578774"	"elab JSP"	""	""	"Dissected"	""	""
"7065537"	"U20775"	"U20775"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1278"	"5"	"578774"	"elab JSP"	""	""	"Dissected"	""	""
"7065539"	"U20777"	"U20777"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1278"	"7"	"578774"	"elab JSP"	""	""	"Dissected"	""	""
"7065540"	"U20776"	"U20776"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1278"	"6"	"578774"	"elab JSP"	""	""	"Dissected"	""	""
"7065542"	"U20778"	"U20778"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1278"	"8"	"578774"	"elab JSP"	""	""	"Dissected"	""	""
"7065543"	"U20779"	"U20779"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1278"	"9"	"578774"	"elab JSP"	""	""	"Dissected"	""	""
"7065545"	"U20780"	"U20780"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1278"	"10"	"578774"	"elab JSP"	""	""	"Dissected"	""	""
"7065548"	"U20781"	"U20781"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1279"	"1"	"578777"	"elab JSP"	""	""	"Dissected"	""	""
"7065549"	"U20782"	"U20782"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1279"	"2"	"578777"	"elab JSP"	""	""	"Dissected"	""	""
"7065551"	"U20783"	"U20783"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1279"	"3"	"578777"	"elab JSP"	""	""	"Dissected"	""	""
"7065552"	"U20784"	"U20784"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1279"	"4"	"578777"	"elab JSP"	""	""	"Dissected"	""	""
"7065555"	"U20785"	"U20785"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1279"	"5"	"578777"	"elab JSP"	""	""	"Dissected"	""	""
"7065557"	"U20786"	"U20786"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1279"	"6"	"578777"	"elab JSP"	""	""	"Dissected"	""	""
"7065560"	"U20787"	"U20787"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1279"	"7"	"578777"	"elab JSP"	""	""	"Dissected"	""	""
"7065561"	"U20789"	"U20789"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1279"	"9"	"578777"	"elab JSP"	""	""	"Dissected"	""	""
"7065563"	"U20788"	"U20788"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1279"	"8"	"578777"	"elab JSP"	""	""	"Dissected"	""	""
"7065564"	"U20790"	"U20790"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1279"	"10"	"578777"	"elab JSP"	""	""	"Dissected"	""	""
"7065566"	"U20001"	"U20001"	""	""	""	""	"2019-06-04 19:24"	"Prep -20 Freezer #4 - Shelf 2 - BCA122"	"P1201"	"1"	"578780"	"elab JSP"	""	""	"Dissected"	""	""
"7065626"	"U20031"	"U20031"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1204"	"0"	"579324"	"elab JSP"	""	""	"Dissected"	""	""
"7065629"	"U20021"	"U20021"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1202"	"0"	"579327"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7065630"	"U20022"	"U20022"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1202"	"0"	"579327"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7065632"	"U20023"	"U20023"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1202"	"0"	"579327"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7065635"	"U20024"	"U20024"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1202"	"0"	"579327"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7065636"	"U20027"	"U20027"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1202"	"0"	"579327"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7065638"	"U20026"	"U20026"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1202"	"0"	"579327"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7065639"	"U20025"	"U20025"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1202"	"0"	"579327"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7065641"	"U20029"	"U20029"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1202"	"0"	"579327"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7065642"	"U20028"	"U20028"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1202"	"0"	"579327"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7065644"	"U20030"	"U20030"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1202"	"0"	"579327"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7065645"	"U20011"	"U20011"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1203"	"0"	"579330"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7065648"	"U20012"	"U20012"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1203"	"0"	"579330"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7065650"	"U20013"	"U20013"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1203"	"0"	"579330"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7065651"	"U20014"	"U20014"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1203"	"0"	"579330"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7065654"	"U20015"	"U20015"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1203"	"0"	"579330"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7065656"	"U20016"	"U20016"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1203"	"0"	"579330"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7065657"	"U20017"	"U20017"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1203"	"0"	"579330"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7065659"	"U20019"	"U20019"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1203"	"0"	"579330"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7065660"	"U20018"	"U20018"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1203"	"0"	"579330"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7065662"	"U20020"	"U20020"	""	""	""	""	"2019-06-04 19:56"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1203"	"0"	"579330"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7067939"	"U20042"	"U20042"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1205"	"0"	"582086"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7067940"	"U20041"	"U20041"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1205"	"0"	"582086"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7067942"	"U20043"	"U20043"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1205"	"0"	"582086"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7067943"	"U20044"	"U20044"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1205"	"0"	"582086"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7067945"	"U20045"	"U20045"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1205"	"0"	"582086"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7067946"	"U20047"	"U20047"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1205"	"0"	"582086"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7067948"	"U20046"	"U20046"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1205"	"0"	"582086"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7067949"	"U20048"	"U20048"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1205"	"0"	"582086"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7067952"	"U20049"	"U20049"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1205"	"0"	"582086"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7067954"	"U20051"	"U20051"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1206"	"0"	"582098"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7067955"	"U20050"	"U20050"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA116"	"P1205"	"0"	"582086"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7067957"	"U20052"	"U20052"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1206"	"0"	"582098"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7067960"	"U20053"	"U20053"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1206"	"0"	"582098"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7067961"	"U20055"	"U20055"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1206"	"0"	"582098"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7067963"	"U20054"	"U20054"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1206"	"0"	"582098"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7067964"	"U20056"	"U20056"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1206"	"0"	"582098"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7067967"	"U20057"	"U20057"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1206"	"0"	"582098"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7067969"	"U20058"	"U20058"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1206"	"0"	"582098"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7067972"	"U20059"	"U20059"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1206"	"0"	"582098"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7067973"	"U20060"	"U20060"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA119"	"P1206"	"0"	"582098"	"elab JSP"	""	""	"Dissected"	"CU"	""
"7067975"	"U20061"	"U20061"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1207"	"0"	"582101"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7067976"	"U20062"	"U20062"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1207"	"0"	"582101"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7067979"	"U20063"	"U20063"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1207"	"0"	"582101"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7067981"	"U20064"	"U20064"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1207"	"0"	"582101"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7067982"	"U20065"	"U20065"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1207"	"0"	"582101"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7067984"	"U20067"	"U20067"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1207"	"0"	"582101"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7067985"	"U20066"	"U20066"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1207"	"0"	"582101"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7067987"	"U20068"	"U20068"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1207"	"0"	"582101"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7067990"	"U20069"	"U20069"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1207"	"0"	"582101"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7067991"	"U20071"	"U20071"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA122"	"P1208"	"0"	"582104"	"elab JSP"	""	""	"Dissected"	"HE"	""
"7067993"	"U20070"	"U20070"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1207"	"0"	"582101"	"elab JSP"	""	""	"Dissected"	"PI"	""
"7067994"	"U20081"	"U20081"	""	""	""	""	"2019-06-05 21:12"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1209"	"0"	"582089"	"elab JSP"	""	""	"Dissected"	"SO"	""
