sampleID,barcode,name,description,note,quantity,expiration,created,Storage,storageLayerName,Storage Position,storageLayerID,fullName,clonedFrom,clonedFromSampleID,Sample Status,Tissue Type
7228563,S22064RG1,S22064RG1,,,,,2019-07-16 0:22,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,G.12,599576,elab JSP,,,Collected,Gill
7228566,S22032RG1,S22032RG1,,,,,2019-07-16 0:22,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,A.8,599576,elab JSP,,,Collected,Gill
7228569,S22061RG1,S22061RG1,,,,,2019-07-16 0:22,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,F.12,599576,elab JSP,,,Collected,Gill
7228571,S22065RG1,S22065RG1,,,,,2019-07-16 0:22,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,E.12,599576,elab JSP,,,Collected,Gill
7228574,S22067RG1,S22067RG1,,,,,2019-07-16 0:22,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,D.12,599576,elab JSP,,,Collected,Gill
7228575,S22063RG1,S22063RG1,,,,,2019-07-16 0:22,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,B.12,599576,elab JSP,,,Collected,Gill
7228578,S22062RG1,S22062RG1,,,,,2019-07-16 0:22,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,C.12,599576,elab JSP,,,Collected,Gill
7228580,S22066RG1,S22066RG1,,,,,2019-07-16 0:22,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,A.12,599576,elab JSP,,,Collected,Gill
7229729,S22124RG1,S22124RG1,,,,,2019-07-16 3:03,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,B.9,599576,elab JSP,,,Collected,Gill
7229730,S22122RG1,S22122RG1,,,,,2019-07-16 3:03,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,C.9,599576,elab JSP,,,Collected,Gill
7229732,S22123RG1,S22123RG1,,,,,2019-07-16 3:03,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,A.9,599576,elab JSP,,,Collected,Gill
7230182,S22128RG1,S22128RG1,,,,,2019-07-16 15:32,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,H.8,601536,elab JSP,,,Collected,Gill
7230183,S22125RG1,S22125RG1,,,,,2019-07-16 15:32,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,G.8,601536,elab JSP,,,Collected,Gill
7230186,S22126RG1,S22126RG1,,,,,2019-07-16 15:32,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,F.8,601536,elab JSP,,,Collected,Gill
7230188,S22121RG1,S22121RG1,,,,,2019-07-16 15:32,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,E.8,601536,elab JSP,,,Collected,Gill
7230191,S22127RG1,S22127RG1,,,,,2019-07-16 15:32,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,D.8,601536,elab JSP,,,Collected,Gill
7230192,S22129RG1,S22129RG1,,,,,2019-07-16 15:32,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,C.8,601536,elab JSP,,,Collected,Gill
7230195,S22130RG1,S22130RG1,,,,,2019-07-16 15:32,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,B.8,601536,elab JSP,,,Collected,Gill
7231967,S20831RG1,S20831RG1,,,,,2019-07-16 19:02,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,H.3,601536,elab JSP,,,Collected,Gill
7231968,S20833RG1,S20833RG1,,,,,2019-07-16 19:02,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,A.8,601536,elab JSP,,,Collected,Gill
7231970,S20832RG1,S20832RG1,,,,,2019-07-16 19:02,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,G.3,601536,elab JSP,,,Collected,Gill
7240760,S22249RG1,S22249RG1,,,,,2019-07-17 15:13,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,H.1,601536,elab JSP,,,Collected,Gill
7240761,S22241RG1,S22241RG1,,,,,2019-07-17 15:13,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,G.1,601536,elab JSP,,,Collected,Gill
7240763,S22242RG1,S22242RG1,,,,,2019-07-17 15:13,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,E.1,601536,elab JSP,,,Collected,Gill
7240764,S22244RG1,S22244RG1,,,,,2019-07-17 15:13,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,F.1,601536,elab JSP,,,Collected,Gill
7240767,S22247RG1,S22247RG1,,,,,2019-07-17 15:13,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,D.1,601536,elab JSP,,,Collected,Gill
7240769,S22243RG1,S22243RG1,,,,,2019-07-17 15:13,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,C.1,601536,elab JSP,,,Collected,Gill
7240772,S22248RG1,S22248RG1,,,,,2019-07-17 15:13,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,B.1,601536,elab JSP,,,Collected,Gill
7240773,S22245RG1,S22245RG1,,,,,2019-07-17 15:13,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,A.1,601536,elab JSP,,,Collected,Gill
7240776,S22246RG1,S22246RG1,,,,,2019-07-17 15:13,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,H.4,601536,elab JSP,,,Collected,
7240778,S22250RG1,S22250RG1,,,,,2019-07-17 15:13,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,G.4,601536,elab JSP,,,Collected,
7246013,S21101RG1,S21101RG1,,,,,2019-07-17 17:26,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,E.3,599576,elab JSP,,,Collected,Gill
7246016,S21102RG1,S21102RG1,,,,,2019-07-17 17:26,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,F.3,599576,elab JSP,,,Collected,Gill
7246019,S21103RG1,S21103RG1,,,,,2019-07-17 17:26,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,G.3,599576,elab JSP,,,Collected,Gill
7246020,S21104RG1,S21104RG1,,,,,2019-07-17 17:26,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,H.3,599576,elab JSP,,,Collected,Gill
7246023,S20802RG1,S20802RG1,,,,,2019-07-17 17:26,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,A.10,599576,elab JSP,,,Collected,Gill
7246025,S20803RG1,S20803RG1,,,,,2019-07-17 17:26,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,B.10,599576,elab JSP,,,Collected,Gill
7246026,S20801RG1,S20801RG1,,,,,2019-07-17 17:26,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,C.10,599576,elab JSP,,,Collected,Gill
7246029,S22159RG1,S22159RG1,,,,,2019-07-17 17:26,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,D.10,599576,elab JSP,,,Collected,Gill
7246032,S22149RG1,S22149RG1,,,,,2019-07-17 17:28,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,G.7,601536,elab JSP,,,Collected,Gill
7246034,S22142RG1,S22142RG1,,,,,2019-07-17 17:28,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,F.7,601536,elab JSP,,,Collected,Gill
7246035,S22148RG1,S22148RG1,,,,,2019-07-17 17:28,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,A.2,601536,elab JSP,,,Collected,Gill
7246037,S22145RG1,S22145RG1,,,,,2019-07-17 17:28,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,H.7,601536,elab JSP,,,Collected,Gill
7246038,S22141RG1,S22141RG1,,,,,2019-07-17 17:28,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,B.2,601536,elab JSP,,,Collected,Gill
7246041,S22144RG1,S22144RG1,,,,,2019-07-17 17:28,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,C.2,601536,elab JSP,,,Collected,Gill
7246044,S22146RG1,S22146RG1,,,,,2019-07-17 17:28,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,D.2,601536,elab JSP,,,Collected,Gill
7246046,S22143RG1,S22143RG1,,,,,2019-07-17 17:28,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,E.2,601536,elab JSP,,,Collected,Gill
7246049,S22147RG1,S22147RG1,,,,,2019-07-17 17:28,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,F.2,601536,elab JSP,,,Collected,Gill
7246050,S22150RG1,S22150RG1,,,,,2019-07-17 17:28,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,G.2,601536,elab JSP,,,Collected,Gill
7246053,S20862RG1,S20862RG1,,,,,2019-07-17 17:28,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,H.2,601536,elab JSP,,,Collected,Gill
7252880,S20561RG1,S20561RG1,,,,,2019-07-17 21:19,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN72G,A.9,597164,elab JSP,,,Collected,Gill
7252883,S20565RG1,S20565RG1,,,,,2019-07-17 21:19,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN72G,B.9,597164,elab JSP,,,Collected,Gill
7252886,S20562RG1,S20562RG1,,,,,2019-07-17 21:19,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,H.11,599576,elab JSP,,,Collected,Gill
7252887,S20564RG1,S20564RG1,,,,,2019-07-17 21:19,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,G.11,599576,elab JSP,,,Collected,Gill
7252890,S20567RG1,S20567RG1,,,,,2019-07-17 21:19,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,F.11,599576,elab JSP,,,Collected,Gill
7252893,S20563RG1,S20563RG1,,,,,2019-07-17 21:19,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,E.11,599576,elab JSP,,,Collected,Gill
7255058,S22154RG1,S22154RG1,,,,,2019-07-17 22:34,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,F.10,599576,elab JSP,,,Collected,Gill
7255059,S22152RG1,S22152RG1,,,,,2019-07-17 22:34,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,G.10,599576,elab JSP,,,Collected,Gill
7255061,S22160RG1,S22160RG1,,,,,2019-07-17 22:34,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,E.10,599576,elab JSP,,,Collected,Gill
7255064,S22158RG1,S22158RG1,,,,,2019-07-17 22:34,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,H.10,599576,elab JSP,,,Collected,Gill
7255067,S22151RG1,S22151RG1,,,,,2019-07-17 22:34,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,A.7,601536,elab JSP,,,Collected,Gill
7255068,S22157RG1,S22157RG1,,,,,2019-07-17 22:34,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,B.7,601536,elab JSP,,,Collected,Gill
7255071,S22156RG1,S22156RG1,,,,,2019-07-17 22:34,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,C.7,601536,elab JSP,,,Collected,Gill
7255073,S22153RG1,S22153RG1,,,,,2019-07-17 22:34,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,E.7,601536,elab JSP,,,Collected,Gill
7255074,S22155RG1,S22155RG1,,,,,2019-07-17 22:34,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,D.7,601536,elab JSP,,,Collected,Gill
7267488,S21038RG1,S21038RG1,,,,,2019-07-18 15:30,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,E.4,601536,elab JSP,,,Collected,Gill
7267490,S21032RG1,S21032RG1,,,,,2019-07-18 15:30,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,D.4,601536,elab JSP,,,Collected,Gill
7267491,S21039RG1,S21039RG1,,,,,2019-07-18 15:30,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,F.4,601536,elab JSP,,,Collected,Gill
7267493,S21031RG1,S21031RG1,,,,,2019-07-18 15:30,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,C.4,601536,elab JSP,,,Collected,Gill
7267494,S21033RG1,S21033RG1,,,,,2019-07-18 15:30,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,B.4,601536,elab JSP,,,Collected,Gill
7267497,S21034RG1,S21034RG1,,,,,2019-07-18 15:30,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,A.4,601536,elab JSP,,,Collected,Gill
7267500,S21036RG1,S21036RG1,,,,,2019-07-18 15:30,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,F.3,601536,elab JSP,,,Collected,Gill
7267503,S21037RG1,S21037RG1,,,,,2019-07-18 15:30,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,E.3,601536,elab JSP,,,Collected,Gill
7267505,S21035RG1,S21035RG1,,,,,2019-07-18 15:30,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,D.3,601536,elab JSP,,,Collected,Gill
7267506,S22210RG1,S22210RG1,,,,,2019-07-18 15:30,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,B.3,601536,elab JSP,,,Collected,Gill
7267508,S21040RG1,S21040RG1,,,,,2019-07-18 15:30,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,C.3,601536,elab JSP,,,Collected,Gill
7267511,S22207RG1,S22207RG1,,,,,2019-07-18 15:30,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,A.3,601536,elab JSP,,,Collected,Gill
7267514,S22204RG1,S22204RG1,,,,,2019-07-18 15:30,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,H.5,601536,elab JSP,,,Collected,Gill
7267769,S20865RG1,S20865RG1,,,,,2019-07-18 15:43,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,A.6,601536,elab JSP,,,Collected,Gill
7267770,S20866RG1,S20866RG1,,,,,2019-07-18 15:43,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,B.6,601536,elab JSP,,,Collected,Gill
7267773,S20870RG1,S20870RG1,,,,,2019-07-18 15:43,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,C.6,601536,elab JSP,,,Collected,Gill
7267775,S20861RG1,S20861RG1,,,,,2019-07-18 15:43,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,D.6,601536,elab JSP,,,Collected,Gill
7267778,S20869RG1,S20869RG1,,,,,2019-07-18 15:43,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,E.6,601536,elab JSP,,,Collected,Gill
7267779,S20864RG1,S20864RG1,,,,,2019-07-18 15:43,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,F.6,601536,elab JSP,,,Collected,Gill
7294373,S22239RG1,S22239RG1,,,,,2019-07-23 23:42,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,H.9,601536,elab JSP,,,Collected,
7294374,S22233RG1,S22233RG1,,,,,2019-07-23 23:42,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,B.1,606051,elab JSP,,,Collected,
7294376,S22231RG1,S22231RG1,,,,,2019-07-23 23:42,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,A.1,606051,elab JSP,,,Collected,
7294377,S22236RG1,S22236RG1,,,,,2019-07-23 23:42,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,D.1,606051,elab JSP,,,Collected,
7294379,S22232RG1,S22232RG1,,,,,2019-07-23 23:42,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,C.1,606051,elab JSP,,,Collected,
7294380,S22331RG1,S22331RG1,,,,,2019-07-23 23:42,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,E.1,606051,elab JSP,,,Collected,
7294382,S22333RG1,S22333RG1,,,,,2019-07-23 23:42,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,F.1,606051,elab JSP,,,Collected,
7294383,S22334RG1,S22334RG1,,,,,2019-07-23 23:42,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,H.1,606051,elab JSP,,,Collected,
7294385,S22332RG1,S22332RG1,,,,,2019-07-23 23:42,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,G.1,606051,elab JSP,,,Collected,
7294386,S22191RG1,S22191RG1,,,,,2019-07-23 23:44,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,D.11,599576,elab JSP,,,Collected,Gill
7294388,S22196RG1,S22196RG1,,,,,2019-07-23 23:44,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,B.11,599576,elab JSP,,,Collected,Gill
7294389,S22200RG1,S22200RG1,,,,,2019-07-23 23:44,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,C.11,599576,elab JSP,,,Collected,Gill
7294391,S22195RG1,S22195RG1,,,,,2019-07-23 23:44,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN80G,A.11,599576,elab JSP,,,Collected,Gill
7294392,S22199RG1,S22199RG1,,,,,2019-07-23 23:44,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,H.10,601536,elab JSP,,,Collected,Gill
7294394,S22198RG1,S22198RG1,,,,,2019-07-23 23:44,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,G.10,601536,elab JSP,,,Collected,Gill
7294397,S22197RG1,S22197RG1,,,,,2019-07-23 23:44,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,F.10,601536,elab JSP,,,Collected,Gill
7294398,S22193RG1,S22193RG1,,,,,2019-07-23 23:44,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,E.10,601536,elab JSP,,,Collected,Gill
7294401,S22192RG1,S22192RG1,,,,,2019-07-23 23:44,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,D.10,601536,elab JSP,,,Collected,Gill
7294403,S22505RG1,S22505RG1,,,,,2019-07-23 23:44,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,B.10,601536,elab JSP,,,Collected,Gill
7294404,S22194RG1,S22194RG1,,,,,2019-07-23 23:44,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,C.10,601536,elab JSP,,,Collected,Gill
7294406,S22504RG1,S22504RG1,,,,,2019-07-23 23:44,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,A.10,601536,elab JSP,,,Collected,Gill
7294407,S22501RG1,S22501RG1,,,,,2019-07-23 23:44,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,G.2,606051,elab JSP,,,Collected,Gill
7294410,S22503RG1,S22503RG1,,,,,2019-07-23 23:46,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,H.2,606051,elab JSP,,,Collected,Gill
7296263,S22209RG1,S22209RG1,,,,,2019-07-24 15:05,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,F.5,601536,elab JSP,,,Collected,Gill
7296264,S22203RG1,S22203RG1,,,,,2019-07-24 15:05,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,G.5,601536,elab JSP,,,Collected,Gill
7296267,S22202RG1,S22202RG1,,,,,2019-07-24 15:05,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,E.5,601536,elab JSP,,,Collected,Gill
7296269,S22205RG1,S22205RG1,,,,,2019-07-24 15:05,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,C.5,601536,elab JSP,,,Collected,Gill
7296270,S22208RG1,S22208RG1,,,,,2019-07-24 15:05,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,D.5,601536,elab JSP,,,Collected,Gill
7296272,S21208RG1,S21208RG1,,,,,2019-07-24 15:05,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,G.11,601536,elab JSP,,,Collected,Gill
7296273,S21207RG1,S21207RG1,,,,,2019-07-24 15:05,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,H.11,601536,elab JSP,,,Collected,Gill
7296275,S21203RG1,S21203RG1,,,,,2019-07-24 15:05,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,E.11,601536,elab JSP,,,Collected,Gill
7296276,S21201RG1,S21201RG1,,,,,2019-07-24 15:05,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,C.11,601536,elab JSP,,,Collected,Gill
7296278,S21204RG1,S21204RG1,,,,,2019-07-24 15:05,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,D.11,601536,elab JSP,,,Collected,Gill
7296279,S21202RG1,S21202RG1,,,,,2019-07-24 15:05,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,B.11,601536,elab JSP,,,Collected,Gill
7296281,S21209RG1,S21209RG1,,,,,2019-07-24 15:05,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,A.11,601536,elab JSP,,,Collected,Gill
7296282,S21206RG1,S21206RG1,,,,,2019-07-24 15:05,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,F.12,601536,elab JSP,,,Collected,Gill
7296284,S21205RG1,S21205RG1,,,,,2019-07-24 15:05,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,G.12,601536,elab JSP,,,Collected,Gill
7296323,S22206RG1,S22206RG1,,,,,2019-07-24 15:15,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,A.5,601536,elab JSP,,,Collected,Gill
7296324,S22201RG1,S22201RG1,,,,,2019-07-24 15:15,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,B.5,601536,elab JSP,,,Collected,Gill
7296326,S21210RG1,S21210RG1,,,,,2019-07-24 15:15,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,F.11,601536,elab JSP,,,Collected,Gill
7302042,S22177RG1,S22177RG1,,,,,2019-07-24 23:00,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,E.12,601536,elab JSP,,,Collected,Gill
7302044,S22178RG1,S22178RG1,,,,,2019-07-24 23:00,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,D.12,601536,elab JSP,,,Collected,Gill
7302045,S22174RG1,S22174RG1,,,,,2019-07-24 23:00,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,C.12,601536,elab JSP,,,Collected,Gill
7302047,S22171RG1,S22171RG1,,,,,2019-07-24 23:00,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,A.12,601536,elab JSP,,,Collected,Gill
7302048,S22173RG1,S22173RG1,,,,,2019-07-24 23:00,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN81G,B.12,601536,elab JSP,,,Collected,Gill
7302051,S22172RG1,S22172RG1,,,,,2019-07-24 23:01,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,H.5,606051,elab JSP,,,Collected,Gill
7302053,S22180RG1,S22180RG1,,,,,2019-07-24 23:01,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,F.5,606051,elab JSP,,,Collected,Gill
7302054,S22179RG1,S22179RG1,,,,,2019-07-24 23:01,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,G.5,606051,elab JSP,,,Collected,Gill
7302056,S22176RG1,S22176RG1,,,,,2019-07-24 23:01,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,E.5,606051,elab JSP,,,Collected,Gill
7302059,S22175RG1,S22175RG1,,,,,2019-07-24 23:01,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,D.5,606051,elab JSP,,,Collected,Gill
7302060,S20540RG1,S20540RG1,,,,,2019-07-24 23:01,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,B.5,606051,elab JSP,,,Collected,Gill
7302062,S20535RG1,S20535RG1,,,,,2019-07-24 23:01,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,C.5,606051,elab JSP,,,Collected,Gill
7302063,S20539RG1,S20539RG1,,,,,2019-07-24 23:01,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,A.5,606051,elab JSP,,,Collected,Gill
7302066,S20538RG1,S20538RG1,,,,,2019-07-24 23:01,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,G.6,606051,elab JSP,,,Collected,Gill
7302068,S20537RG1,S20537RG1,,,,,2019-07-24 23:01,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,E.6,606051,elab JSP,,,Collected,Gill
7302069,S20532RG1,S20532RG1,,,,,2019-07-24 23:01,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,F.6,606051,elab JSP,,,Collected,Gill
7302071,S20536RG1,S20536RG1,,,,,2019-07-24 23:01,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,D.6,606051,elab JSP,,,Collected,Gill
7309133,S22259RG1,S22259RG1,,,,,2019-07-26 23:18,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,E.2,606051,elab JSP,,,Collected,Gill
7309134,S22502RG1,S22502RG1,,,,,2019-07-26 23:18,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,F.2,606051,elab JSP,,,Collected,Gill
7309137,S22258RG1,S22258RG1,,,,,2019-07-26 23:18,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,D.2,606051,elab JSP,,,Collected,Gill
7309139,S22255RG1,S22255RG1,,,,,2019-07-26 23:18,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,B.2,606051,elab JSP,,,Collected,Gill
7309140,S22256RG1,S22256RG1,,,,,2019-07-26 23:18,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,C.2,606051,elab JSP,,,Collected,Gill
7309142,S22251RG1,S22251RG1,,,,,2019-07-26 23:18,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,A.2,606051,elab JSP,,,Collected,Gill
7309145,S22252RG1,S22252RG1,,,,,2019-07-26 23:18,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,H.3,606051,elab JSP,,,Collected,Gill
7309146,S22254RG1,S22254RG1,,,,,2019-07-26 23:18,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,F.3,606051,elab JSP,,,Collected,Gill
7309148,S22257RG1,S22257RG1,,,,,2019-07-26 23:18,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,G.3,606051,elab JSP,,,Collected,Gill
7309149,S22253RG1,S22253RG1,,,,,2019-07-26 23:18,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,E.3,606051,elab JSP,,,Collected,Gill
7309151,S22260RG1,S22260RG1,,,,,2019-07-26 23:18,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,D.3,606051,elab JSP,,,Collected,Gill
7309152,S20531RG1,S20531RG1,,,,,2019-07-26 23:18,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,B.6,606051,elab JSP,,,Collected,Gill
7309154,S20534RG1,S20534RG1,,,,,2019-07-26 23:18,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,C.6,606051,elab JSP,,,Collected,Gill
7309155,S20533RG1,S20533RG1,,,,,2019-07-26 23:18,Prep -80 Freezer #3 - Shelf 1 - Tray 73,BRN82G,A.6,606051,elab JSP,,,Collected,Gill
