"sampleID"	"barcode"	"name"	"description"	"note"	"quantity"	"expiration"	"created"	"Storage"	"storageLayerName"	"Storage Position"	"storageLayerID"	"fullName"	"clonedFrom"	"clonedFromSampleID"	"Sample Status"	"Column1"
"7189128"	"S21641XM1"	"S21641XM1"	""	""	""	""	"2019-07-04 01:53"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"2.B"	"597129"	"elab JSP"	""	""	"Collected"	""
"7189130"	"S21643XM1"	"S21643XM1"	""	""	""	""	"2019-07-04 01:53"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"4.B"	"597129"	"elab JSP"	""	""	"Collected"	""
"7189131"	"S21642XM1"	"S21642XM1"	""	""	""	""	"2019-07-04 01:53"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"3.B"	"597129"	"elab JSP"	""	""	"Collected"	""
"7189133"	"S21644XM1"	"S21644XM1"	""	""	""	""	"2019-07-04 01:53"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"5.B"	"597129"	"elab JSP"	""	""	"Collected"	""
"7189134"	"S21645XM1"	"S21645XM1"	""	""	""	""	"2019-07-04 01:53"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"6.B"	"597129"	"elab JSP"	""	""	"Collected"	""
"7189137"	"S21646XM1"	"S21646XM1"	""	""	""	""	"2019-07-04 01:53"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"7.B"	"597129"	"elab JSP"	""	""	"Collected"	""
"7189140"	"S21647XM1"	"S21647XM1"	""	""	""	""	"2019-07-04 01:53"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"8.B"	"597129"	"elab JSP"	""	""	"Collected"	""
"7189142"	"S21649XM1"	"S21649XM1"	""	""	""	""	"2019-07-04 01:53"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"1.C"	"597129"	"elab JSP"	""	""	"Collected"	""
"7189143"	"S21648XM1"	"S21648XM1"	""	""	""	""	"2019-07-04 01:53"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"9.B"	"597129"	"elab JSP"	""	""	"Collected"	""
"7189145"	"S21650XM1"	"S21650XM1"	""	""	""	""	"2019-07-04 01:53"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"2.C"	"597129"	"elab JSP"	""	""	"Collected"	""
"7189505"	"S20582XM1"	"S20582XM1"	""	""	""	""	"2019-07-04 22:22"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"2.A"	"597129"	"elab JSP"	""	""	""	""
"7189506"	"S20581XM1"	"S20581XM1"	""	""	""	""	"2019-07-04 22:22"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"1.A"	"597129"	"elab JSP"	""	""	""	""
"7189508"	"S20583XM1"	"S20583XM1"	""	""	""	""	"2019-07-04 22:22"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"3.A"	"597129"	"elab JSP"	""	""	""	""
"7189509"	"S20584XM1"	"S20584XM1"	""	""	""	""	"2019-07-04 22:22"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"4.A"	"597129"	"elab JSP"	""	""	""	""
"7189511"	"S20585XM1"	"S20585XM1"	""	""	""	""	"2019-07-04 22:22"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"5.A"	"597129"	"elab JSP"	""	""	""	""
"7189512"	"S20587XM1"	"S20587XM1"	""	""	""	""	"2019-07-04 22:22"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"7.A"	"597129"	"elab JSP"	""	""	""	""
"7189514"	"S20586XM1"	"S20586XM1"	""	""	""	""	"2019-07-04 22:22"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"6.A"	"597129"	"elab JSP"	""	""	""	""
"7189515"	"S20588XM1"	"S20588XM1"	""	""	""	""	"2019-07-04 22:22"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"8.A"	"597129"	"elab JSP"	""	""	""	""
"7189518"	"S20589XM1"	"S20589XM1"	""	""	""	""	"2019-07-04 22:22"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"9.A"	"597129"	"elab JSP"	""	""	""	""
"7189520"	"S20590XM1"	"S20590XM1"	""	""	""	""	"2019-07-04 22:22"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"1.B"	"597129"	"elab JSP"	""	""	""	""
"7189592"	"S22011XM1"	"S22011XM1"	""	""	""	""	"2019-07-05 00:14"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BXM39"	"79"	"570623"	"elab JSP"	""	""	"Collected"	""
"7189593"	"S22014XM1"	"S22014XM1"	""	""	""	""	"2019-07-05 00:14"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BXM39"	"80"	"570623"	"elab JSP"	""	""	"Collected"	""
"7189596"	"S22015XM1"	"S22015XM1"	""	""	""	""	"2019-07-05 00:14"	"Prep -80 Freezer #3 - Shelf 1 - Tray 76"	"BXM39"	"81"	"570623"	"elab JSP"	""	""	"Collected"	""
"7189599"	"S22016XM1"	"S22016XM1"	""	""	""	""	"2019-07-05 00:16"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"4.A"	"598179"	"elab JSP"	""	""	"Collected"	""
"7189602"	"S22018XM1"	"S22018XM1"	""	""	""	""	"2019-07-05 00:16"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"5.A"	"598179"	"elab JSP"	""	""	"Collected"	""
"7189604"	"S22019XM1"	"S22019XM1"	""	""	""	""	"2019-07-05 00:16"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"6.A"	"598179"	"elab JSP"	""	""	"Collected"	""
"7189605"	"S22017XM1"	"S22017XM1"	""	""	""	""	"2019-07-05 00:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"1.A"	"598179"	"elab JSP"	""	""	"Collected"	""
"7189607"	"S22020XM1"	"S22020XM1"	""	""	""	""	"2019-07-05 00:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"2.A"	"598179"	"elab JSP"	""	""	"Collected"	""
"7189610"	"S22013XM1"	"S22013XM1"	""	""	""	""	"2019-07-05 00:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"3.A"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202099"	"S22104XM1"	"S22104XM1"	""	""	""	""	"2019-07-10 00:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"5.B"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202100"	"S22106XM1"	"S22106XM1"	""	""	""	""	"2019-07-10 00:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"6.B"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202102"	"S22102XM1"	"S22102XM1"	""	""	""	""	"2019-07-10 00:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"7.B"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202105"	"S20597XM1"	"S20597XM1"	""	""	""	""	"2019-07-10 00:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"8.B"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202106"	"S20598XM1"	"S20598XM1"	""	""	""	""	"2019-07-10 00:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"9.B"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202109"	"S20593XM1"	"S20593XM1"	""	""	""	""	"2019-07-10 00:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"1.C"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202112"	"S20600XM1"	"S20600XM1"	""	""	""	""	"2019-07-10 00:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"2.C"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202114"	"S20594XM1"	"S20594XM1"	""	""	""	""	"2019-07-10 00:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"3.C"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202115"	"S20596XM1"	"S20596XM1"	""	""	""	""	"2019-07-10 00:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"4.C"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202117"	"S20591XM1"	"S20591XM1"	""	""	""	""	"2019-07-10 00:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"5.C"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202120"	"S20595XM1"	"S20595XM1"	""	""	""	""	"2019-07-10 00:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"6.C"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202123"	"S20599XM1"	"S20599XM1"	""	""	""	""	"2019-07-10 00:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"7.C"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202124"	"S20592XM1"	"S20592XM1"	""	""	""	""	"2019-07-10 00:29"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"8.C"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202126"	"S22107XM1"	"S22107XM1"	""	""	""	""	"2019-07-10 00:35"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"7.A"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202127"	"S22108XM1"	"S22108XM1"	""	""	""	""	"2019-07-10 00:35"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"8.A"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202129"	"S22109XM1"	"S22109XM1"	""	""	""	""	"2019-07-10 00:35"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"9.A"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202130"	"S22101XM1"	"S22101XM1"	""	""	""	""	"2019-07-10 00:35"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"2.B"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202132"	"S22110XM1"	"S22110XM1"	""	""	""	""	"2019-07-10 00:35"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"1.B"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202133"	"S22103XM1"	"S22103XM1"	""	""	""	""	"2019-07-10 00:35"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"3.B"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202135"	"S22105XM1"	"S22105XM1"	""	""	""	""	"2019-07-10 00:35"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"4.B"	"598179"	"elab JSP"	""	""	"Collected"	""
"7202309"	"S20882XM1"	"S20882XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"2.A"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202310"	"S20881XM1"	"S20881XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"8.A"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202312"	"S20883XM1"	"S20883XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"3.A"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202313"	"S20885XM1"	"S20885XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"5.A"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202315"	"S20890XM1"	"S20890XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"1.A"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202316"	"S20886XM1"	"S20886XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"6.A"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202318"	"S20888XM1"	"S20888XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"4.A"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202321"	"S20884XM1"	"S20884XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"7.A"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202322"	"S20889XM1"	"S20889XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"9.A"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202325"	"S20887XM1"	"S20887XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"1.B"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202328"	"S22100XM1"	"S22100XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"2.B"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202331"	"S22095XM1"	"S22095XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"3.B"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202333"	"S22096XM1"	"S22096XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"4.B"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202336"	"S22092XM1"	"S22092XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"5.B"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202337"	"S22091XM1"	"S22091XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"6.B"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202340"	"S22099XM1"	"S22099XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"7.B"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202342"	"S22098XM1"	"S22098XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"8.B"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202345"	"S22097XM1"	"S22097XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"9.B"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202346"	"S22094XM1"	"S22094XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"2.C"	"597123"	"elab JSP"	""	""	"Collected"	""
"7202348"	"S22093XM1"	"S22093XM1"	""	""	""	""	"2019-07-10 01:17"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM42"	"1.C"	"597123"	"elab JSP"	""	""	"Collected"	""
"7217978"	"S20506XM1"	"S20506XM1"	""	""	""	""	"2019-07-12 15:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"3.D"	"598179"	"elab JSP"	""	""	"Collected"	""
"7217979"	"S20505XM1"	"S20505XM1"	""	""	""	""	"2019-07-12 15:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"9.C"	"598179"	"elab JSP"	""	""	"Collected"	""
"7217981"	"S20507XM1"	"S20507XM1"	""	""	""	""	"2019-07-12 15:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"1.D"	"598179"	"elab JSP"	""	""	"Collected"	""
"7217982"	"S20508XM1"	"S20508XM1"	""	""	""	""	"2019-07-12 15:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"2.D"	"598179"	"elab JSP"	""	""	"Collected"	""
"7217984"	"S20503XM1"	"S20503XM1"	""	""	""	""	"2019-07-12 15:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"4.D"	"598179"	"elab JSP"	""	""	"Collected"	""
"7217985"	"S20501XM1"	"S20501XM1"	""	""	""	""	"2019-07-12 15:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"5.D"	"598179"	"elab JSP"	""	""	"Collected"	""
"7217988"	"S20502XM1"	"S20502XM1"	""	""	""	""	"2019-07-12 15:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"6.D"	"598179"	"elab JSP"	""	""	"Collected"	""
"7217990"	"S20510XM1"	"S20510XM1"	""	""	""	""	"2019-07-12 15:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"8.D"	"598179"	"elab JSP"	""	""	"Collected"	""
"7217991"	"S20509XM1"	"S20509XM1"	""	""	""	""	"2019-07-12 15:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"7.D"	"598179"	"elab JSP"	""	""	"Collected"	""
"7217993"	"S20504XM1"	"S20504XM1"	""	""	""	""	"2019-07-12 15:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"9.D"	"598179"	"elab JSP"	""	""	"Collected"	""
"7217994"	"S20541XM1"	"S20541XM1"	""	""	""	""	"2019-07-12 15:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"1.E"	"598179"	"elab JSP"	""	""	"Collected"	""
"7217996"	"S20549XM1"	"S20549XM1"	""	""	""	""	"2019-07-12 15:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"2.E"	"598179"	"elab JSP"	""	""	"Collected"	""
"7217997"	"S20550XM1"	"S20550XM1"	""	""	""	""	"2019-07-12 15:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"3.E"	"598179"	"elab JSP"	""	""	"Collected"	""
"7217999"	"S20545XM1"	"S20545XM1"	""	""	""	""	"2019-07-12 15:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"5.E"	"598179"	"elab JSP"	""	""	"Collected"	""
"7218000"	"S20546XM1"	"S20546XM1"	""	""	""	""	"2019-07-12 15:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"4.E"	"598179"	"elab JSP"	""	""	"Collected"	""
"7218003"	"S20542XM1"	"S20542XM1"	""	""	""	""	"2019-07-12 15:24"	"Prep -80 Freezer #3 - Shelf 1 - Tray 77"	"BXM43"	"6.E"	"598179"	"elab JSP"	""	""	"Collected"	""
"7219388"	"S22000XM1"	"S22000XM1"	""	""	""	""	"2019-07-12 17:34"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"7.I"	"597129"	"elab JSP"	""	""	"Collected"	""
"7219389"	"S22079XM1"	"S22079XM1"	""	""	""	""	"2019-07-12 17:34"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM40"	"55"	"570626"	"elab JSP"	""	""	"Collected"	""
"7219391"	"S22077XM1"	"S22077XM1"	""	""	""	""	"2019-07-12 17:34"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM40"	"57"	"570626"	"elab JSP"	""	""	"Collected"	""
"7219392"	"S22071XM1"	"S22071XM1"	""	""	""	""	"2019-07-12 17:34"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM40"	"58"	"570626"	"elab JSP"	""	""	"Collected"	""
"7219395"	"S22076XM1"	"S22076XM1"	""	""	""	""	"2019-07-12 17:34"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM40"	"59"	"570626"	"elab JSP"	""	""	"Collected"	""
"7219397"	"S22078XM1"	"S22078XM1"	""	""	""	""	"2019-07-12 17:34"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM40"	"60"	"570626"	"elab JSP"	""	""	"Collected"	""
"7219398"	"S22072XM1"	"S22072XM1"	""	""	""	""	"2019-07-12 17:34"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM40"	"61"	"570626"	"elab JSP"	""	""	"Collected"	""
"7219400"	"S22073XM1"	"S22073XM1"	""	""	""	""	"2019-07-12 17:34"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM40"	"63"	"570626"	"elab JSP"	""	""	"Collected"	""
"7219401"	"S22080XM1"	"S22080XM1"	""	""	""	""	"2019-07-12 17:34"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM40"	"62"	"570626"	"elab JSP"	""	""	"Collected"	""
"7219403"	"S22074XM1"	"S22074XM1"	""	""	""	""	"2019-07-12 17:34"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM40"	"64"	"570626"	"elab JSP"	""	""	"Collected"	""
"7219406"	"S20569XM1"	"S20569XM1"	""	""	""	""	"2019-07-12 17:34"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM40"	"65"	"570626"	"elab JSP"	""	""	"Collected"	""
"7219407"	"S20570XM1"	"S20570XM1"	""	""	""	""	"2019-07-12 17:34"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM40"	"66"	"570626"	"elab JSP"	""	""	"Collected"	""
"7219410"	"S20568XM1"	"S20568XM1"	""	""	""	""	"2019-07-12 17:34"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM40"	"67"	"570626"	"elab JSP"	""	""	"Collected"	""
"7219413"	"S20566XM1"	"S20566XM1"	""	""	""	""	"2019-07-12 17:34"	"Prep -80 Freezer #3 - Shelf 1 - Tray 78"	"BXM40"	"68"	"570626"	"elab JSP"	""	""	"Collected"	""
"7220781"	"S21662XM1"	"S21662XM1"	""	""	""	""	"2019-07-12 18:32"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"4.C"	"597129"	"elab JSP"	""	""	"Collected"	""
"7220783"	"S21663XM1"	"S21663XM1"	""	""	""	""	"2019-07-12 18:32"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"5.C"	"597129"	"elab JSP"	""	""	"Collected"	""
"7220784"	"S21661XM1"	"S21661XM1"	""	""	""	""	"2019-07-12 18:32"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"3.C"	"597129"	"elab JSP"	""	""	"Collected"	""
"7220786"	"S21664XM1"	"S21664XM1"	""	""	""	""	"2019-07-12 18:32"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"6.C"	"597129"	"elab JSP"	""	""	"Collected"	""
"7220787"	"S21665XM1"	"S21665XM1"	""	""	""	""	"2019-07-12 18:32"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"7.C"	"597129"	"elab JSP"	""	""	"Collected"	""
"7220789"	"S21667XM1"	"S21667XM1"	""	""	""	""	"2019-07-12 18:32"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"9.C"	"597129"	"elab JSP"	""	""	"Collected"	""
"7220790"	"S21666XM1"	"S21666XM1"	""	""	""	""	"2019-07-12 18:32"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"8.C"	"597129"	"elab JSP"	""	""	"Collected"	""
"7220792"	"S21669XM1"	"S21669XM1"	""	""	""	""	"2019-07-12 18:32"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"2.D"	"597129"	"elab JSP"	""	""	"Collected"	""
"7220793"	"S21668XM1"	"S21668XM1"	""	""	""	""	"2019-07-12 18:32"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"1.D"	"597129"	"elab JSP"	""	""	"Collected"	""
"7220795"	"S21670XM1"	"S21670XM1"	""	""	""	""	"2019-07-12 18:32"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"3.D"	"597129"	"elab JSP"	""	""	"Collected"	""
"7220796"	"S22053XM1"	"S22053XM1"	""	""	""	""	"2019-07-12 18:32"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"4.D"	"597129"	"elab JSP"	""	""	"Collected"	""
"7220798"	"S22054XM1"	"S22054XM1"	""	""	""	""	"2019-07-12 18:32"	"Prep -80 Freezer #3 - Shelf 1 - Tray 81"	"BXM41"	"5.D"	"597129"	"elab JSP"	""	""	"Collected"	""
