ufn,cm_lab,cpaf_lab,caf_lab,cgf_lab,lgf_lab,laf_lab,lpaf_lab,lpam_lab,lam_lab,ucal_lab,ulep_lab,lab_count_no_id,lice_collection_protocol,lice_id_protocol_lab
U738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,labcount_2015,NA
U792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,labcount_2015,NA
U763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,labcount_2015,NA
U764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,labcount_2015,NA
U804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,labcount_2015,NA
U811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,labcount_2015,NA
U812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,labcount_2015,NA
U814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,labcount_2015,NA
U815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,labcount_2015,NA
U835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,labcount_2015,NA
U866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,labcount_2015,NA
U867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,labcount_2015,NA
U868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,labcount_2015,NA
U870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,labcount_2015,NA
U891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,labcount_2015,NA
U907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,labcount_2015,NA
U914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,labcount_2015,NA
U922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,labcount_2015,NA
U857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,labcount_2015,NA
U1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,labcount_2015,NA
U1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,labcount_2015,NA
U1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,labcount_2015,NA
U1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U1016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U1017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,labcount_2015,NA
U950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U1009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,labcount_2015,NA
U1022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U1031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U1010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U1052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,labcount_2015,NA
U1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U1051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,labcount_2015,NA
U1033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U1034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U1028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U1055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,labcount_2015,NA
U1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U1057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,labcount_2015,NA
U1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U1045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U1046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U1036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U1047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U1072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U1037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,labcount_2015,NA
U1029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U1038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U1058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U1082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U1081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U1091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U1073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U1077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U1098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,labcount_2015,NA
U1089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U1099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,labcount_2015,NA
U1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U1101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U1124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U1121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,labcount_2015,NA
U1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U1069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U1145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U1161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U1162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,labcount_2015,NA
U1163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U1109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U1110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U1129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U1130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,labcount_2015,NA
U1151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U1152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U1153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U1147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U1148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U1191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U1149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U1165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U1166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U1154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U1171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,labcount_2015,NA
U1155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,labcount_2015,NA
U1156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U1157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U1173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U1172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U1193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U1192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,labcount_2015,NA
U1168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U1169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U1160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U1158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U1159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U1201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U1195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U1211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U1174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U1175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U1202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U1203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U1204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U1177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U1224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U1231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U1217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U1219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,labcount_2015,NA
U1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U1251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U1209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U1210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U1241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U1242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,labcount_2015,NA
U1243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U1230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U1226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U1227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U1229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U1261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U1228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,labcount_2015,NA
U1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U1234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U1253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U1244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,labcount_2015,NA
U1245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U1246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,labcount_2015,NA
U1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U1259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,labcount_2015,NA
U1249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U1262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U1263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U1256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U1257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,labcount_2015,NA
