ufn,cm_lab,cpaf_lab,caf_lab,cgf_lab,lgf_lab,laf_lab,lpaf_lab,lpam_lab,lam_lab,ucal_lab,ulep_lab,lab_count_no_id,lice_collection_protocol,lice_id_protocol_lab
U3275,0,0,1,2,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3276,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3277,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3278,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2935,0,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2936,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2939,0,0,0,0,0,0,0,0,0,1,0,NA,lab_motiles,lab_motiles
U2938,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2937,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3281,0,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3285,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3282,0,0,1,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3283,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3284,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2940,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2943,1,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2945,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2941,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2942,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2944,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2946,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2947,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3196,0,0,0,0,0,0,0,0,0,0,1,NA,lab_motiles,lab_motiles
U3197,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3198,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3199,0,0,0,0,0,0,0,1,0,0,0,NA,lab_motiles,lab_motiles
U3200,0,0,0,0,0,0,0,0,1,0,0,NA,lab_motiles,lab_motiles
U2948,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2949,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2950,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2951,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2952,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3286,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3287,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3288,0,0,0,1,0,0,0,0,0,1,0,NA,lab_motiles,lab_motiles
U2953,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2954,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2955,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2956,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2957,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2981,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2982,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2983,0,0,0,0,2,0,0,1,0,0,0,NA,lab_motiles,lab_motiles
U2984,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2958,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2959,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2960,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2961,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2962,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2985,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2986,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3289,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3290,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3291,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3292,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3293,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3404,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3405,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3406,1,0,0,0,1,0,0,0,1,0,0,NA,lab_motiles,lab_motiles
U3294,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3295,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3296,1,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3297,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3298,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3299,0,0,0,0,0,0,0,0,1,0,0,NA,lab_motiles,lab_motiles
U3300,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3401,0,1,0,0,1,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3402,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3403,0,0,1,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2963,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2964,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2965,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2990,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2991,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2992,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2993,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2987,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2988,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2989,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2994,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2995,0,0,1,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2996,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2997,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2998,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2999,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3000,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3301,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3302,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3303,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3304,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3305,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3306,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3307,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3415,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2553,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2554,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2555,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3414,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3416,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3417,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3418,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2551,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2552,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3407,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3408,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3409,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3410,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3411,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3412,0,1,0,0,1,0,0,1,0,0,0,NA,lab_motiles,lab_motiles
U3413,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2970,1,0,0,0,0,0,0,0,0,1,0,NA,lab_motiles,lab_motiles
U2971,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2972,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2973,0,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2974,0,0,0,0,0,0,0,0,0,1,0,NA,lab_motiles,lab_motiles
U3313,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3314,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3315,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2966,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2967,0,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2968,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2969,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3308,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3309,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3310,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3311,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3312,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3419,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3420,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3421,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3422,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3423,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3424,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3425,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3318,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3319,1,0,0,1,1,0,1,0,1,0,0,NA,lab_motiles,lab_motiles
U3320,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3321,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3322,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3323,0,0,0,2,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3316,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3317,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3430,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3426,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3427,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3428,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3429,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3431,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3432,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2975,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2976,0,0,0,1,0,1,2,0,1,0,0,NA,lab_motiles,lab_motiles
U2977,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3324,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2978,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2979,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3325,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3326,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3327,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3328,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3329,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3501,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3502,0,0,0,0,0,0,0,0,0,0,1,NA,lab_motiles,lab_motiles
U3330,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3331,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3504,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3505,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3506,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3507,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3503,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3440,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3441,0,0,0,1,0,1,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3442,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3443,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3444,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3433,1,0,0,0,1,0,1,0,0,0,0,NA,lab_motiles,lab_motiles
U3434,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3435,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3436,0,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3437,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3438,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3439,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3332,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3333,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3334,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3335,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3336,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3337,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3338,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3339,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3340,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3341,0,0,0,0,0,0,0,1,0,0,0,NA,lab_motiles,lab_motiles
U3445,0,0,0,0,0,0,0,1,0,0,0,NA,lab_motiles,lab_motiles
U3446,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3447,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3448,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3751,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3752,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3753,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3754,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3755,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3605,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3601,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3602,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3603,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3604,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3756,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3757,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3758,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3759,0,0,0,0,2,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3760,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3761,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3762,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3763,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3764,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3765,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3606,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3607,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3608,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3609,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3610,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3611,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3612,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3766,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3767,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3768,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3769,0,0,0,1,0,0,0,0,0,0,1,NA,lab_motiles,lab_motiles
U3770,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3771,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3772,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3773,0,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3774,0,0,0,0,0,0,0,0,1,0,0,NA,lab_motiles,lab_motiles
U3775,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3776,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3777,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3778,0,0,0,0,0,1,0,0,1,0,0,NA,lab_motiles,lab_motiles
U3782,0,0,0,0,0,0,0,0,1,0,1,NA,lab_motiles,lab_motiles
U3779,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3780,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3781,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3783,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3784,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3785,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3786,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3623,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3624,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3625,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3626,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3613,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3614,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3615,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3616,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3617,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3618,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3619,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3620,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3621,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3622,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3627,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3628,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3629,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3630,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3631,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3632,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3633,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3634,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3635,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3636,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3637,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3638,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3792,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3787,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3788,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3789,0,0,0,0,0,1,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3790,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3791,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3645,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3646,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3647,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3639,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3640,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3641,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3642,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3643,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3644,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3793,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3794,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3795,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3796,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3797,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3798,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3799,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3648,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3649,0,0,0,0,0,0,0,1,0,0,0,NA,lab_motiles,lab_motiles
U3650,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3651,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3652,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3800,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3801,0,0,0,0,0,0,0,0,1,0,0,NA,lab_motiles,lab_motiles
U3802,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3803,0,0,0,0,0,0,0,0,1,0,0,NA,lab_motiles,lab_motiles
U3804,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3819,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3820,0,0,1,0,0,0,0,1,0,1,0,NA,lab_motiles,lab_motiles
U3821,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3805,0,0,0,0,0,0,1,0,0,0,0,NA,lab_motiles,lab_motiles
U3656,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3657,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3658,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3659,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3660,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3661,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3662,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3653,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3654,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3655,0,0,0,0,0,0,1,0,0,0,0,NA,lab_motiles,lab_motiles
U3663,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3664,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3665,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3666,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3667,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3668,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3669,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U3670,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
