sample_id,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5
JS00101,Seymour,2,0.95,Paula,1,0.02,Scotch,2,0.01,Stellako,3,0.01,Little,4,0.01
JS00097,Chilko,3,0.99,Raft,2,0,Blue_Lead_Ck,3,0,NA,NA,NA,NA,NA,NA
JS00103,Little,4,0.54,L_Shuswap,4,0.43,Horsefly,3,0.02,L_Adams,4,0.01,NA,NA,NA
DS00727,Horsefly,3,0.74,L_Adams,4,0.21,Little,4,0.04,Portage_Cr,4,0,McKinley,3,0
SDN237,Quesnel_Horsef,3,0.87,U_Horsefly,3,0.1,Seymour,2,0.02,Scotch,2,0,L_Horsefly,3,0
DS00722,L_Shuswap,4,0.88,L_Adams,4,0.1,Portage_Cr,4,0.01,Little,4,0,MiddleShuswap,4,0
DS00724,L_Shuswap,4,0.98,L_Adams,4,0.01,MiddleShuswap,4,0.01,Portage_Cr,4,0,NA,NA,NA
DS00723,Chilko,3,0.99,L_Adams,4,0.01,Little,4,0,MiddleShuswap,4,0,L_Shuswap,4,0
DS00728,Scotch,2,0.78,Little,4,0.12,L_Adams,4,0.1,L_Shuswap,4,0,Horsefly,3,0
SDN2411,L_Shuswap,4,0.84,Little,4,0.05,MiddleShuswap,4,0.04,L_Adams,4,0.03,Chilko,3,0.01
JS00212,L_Shuswap,4,0.85,L_Adams,4,0.08,Little,4,0.06,Eagle_L,4,0,Portage_Cr,4,0
JS00213,L_Shuswap,4,0.66,Little,4,0.2,L_Adams,4,0.05,Chilko,3,0.05,MiddleShuswap,4,0.04
JS00214,L_Shuswap,4,0.88,Little,4,0.06,Scotch,2,0.05,L_Adams,4,0.01,MiddleShuswap,4,0
JS00217,Quesnel_Horsef,3,0.29,Chilko,3,0.14,L_Shuswap,4,0.12,Little,4,0.08,Roaring,3,0.08
SDN238,Quesnel_Horsef,3,0.91,U_Horsefly,3,0.08,L_Horsefly,3,0,M_Horsefly,3,0,McKinley,3,0
JS00216,L_Shuswap,4,0.97,MiddleShuswap,4,0.02,L_Adams,4,0.01,Roaring,3,0,Pinchi_Cr,3,0
SDN2432,Chilko,3,0.42,L_Adams,4,0.21,Quesnel_Horsef,3,0.12,L_Shuswap,4,0.09,Seymour,2,0.06
DS00901,Quesnel_Mitche,3,0.59,Mitchell,3,0.39,Quesnel_Decept,3,0.01,Quesnel_Horsef,3,0,Blue_Lead_Ck,3,0
JS00050,L_Shuswap,4,1,Little,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN239,Quesnel_Horsef,3,0.91,U_Horsefly,3,0.09,Horsefly,3,0,NA,NA,NA,NA,NA,NA
SDN240,L_Adams,4,1,Eagle_L,4,0,L_Shuswap,4,0,NA,NA,NA,NA,NA,NA
JS00051,Paula,1,0.54,Forfar,1,0.31,Hudson_Bay,1,0.06,Porter_Cr,1,0.04,Narrows,1,0.02
DS00437,L_Adams,4,0.96,L_Shuswap,4,0.02,Quesnel_Horsef,3,0.01,Portage_Cr,4,0.01,Horsefly,3,0
DS00416,L_Adams,4,0.77,L_Shuswap,4,0.15,MiddleShuswap,4,0.03,Little,4,0.02,Seymour,2,0.01
DS00403,L_Shuswap,4,0.51,Horsefly,3,0.18,L_Adams,4,0.13,Little,4,0.1,U_Horsefly,3,0.05
DS00396,L_Shuswap,4,0.93,L_Adams,4,0.03,MiddleShuswap,4,0.02,Little,4,0.02,Fennell,2,0
DS00401,Horsefly,3,0.41,U_Horsefly,3,0.28,Quesnel_Horsef,3,0.25,Roaring,3,0.03,McKinley,3,0.01
SDN24,Chilko,3,1,Chilko_south,2,0,Little,4,0,L_Shuswap,4,0,Chilko-North,3,0
SDN241,L_Adams,4,0.99,Bowron,2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS00406,Chilko,3,0.81,L_Adams,4,0.13,L_Shuswap,4,0.03,Little,4,0.02,Seymour,2,0.01
DS00430,Middle,3,0.3,FiveMile,1,0.22,Chilko,3,0.12,Kynock,1,0.11,Sinta,1,0.09
DS00438,L_Adams,4,0.43,Little,4,0.3,L_Shuswap,4,0.24,MiddleShuswap,4,0.03,Seymour,2,0
DS00441,Chilko,3,0.99,Quesnel_Horsef,3,0,Chilko-North,3,0,L_Adams,4,0,Little,4,0
DS00286,McKinley,3,0.8,Chilko-North,3,0.09,Chilko,3,0.05,Quesnel_Horsef,3,0.04,Blue_Lead_Ck,3,0.03
DS00288,Scotch,2,1,L_Shuswap,4,0,Eagle,2,0,Seymour,2,0,NA,NA,NA
DS00291,L_Adams,4,0.53,Chilko-North,3,0.39,Chilko,3,0.06,L_Shuswap,4,0.03,Little,4,0
DS00290,Scotch,2,0.97,L_Adams,4,0.03,L_Shuswap,4,0,Eagle,2,0,Devon_Lake,15,0
DS00206,McKinley,3,0.93,Quesnel_Horsef,3,0.06,U_Horsefly,3,0,Horsefly,3,0,Blue_Lead_Ck,3,0
DS00201,Chilko-North,3,0.66,Chilko,3,0.19,McKinley,3,0.11,Blue_Lead_Ck,3,0.02,Quesnel_Horsef,3,0.01
SDN242,Seymour,2,0.78,Scotch,2,0.11,Chilko-North,3,0.08,Quesnel_Horsef,3,0.02,Raft,2,0.01
DS00204,Chilko-North,3,0.74,Chilko,3,0.26,L_Adams,4,0,NA,NA,NA,NA,NA,NA
DS00199,McKinley,3,0.45,L_Adams,4,0.34,Blue_Lead_Ck,3,0.12,Quesnel_Horsef,3,0.05,L_Shuswap,4,0.02
SDN243,Quesnel_Mitche,3,0.55,Quesnel_Horsef,3,0.35,Blackwater,1,0.02,Paula,1,0.02,Narrows,1,0.02
SDN244,Chilko-North,3,0.98,Raft,2,0.01,Birkenhead,3,0.01,Quesnel_Horsef,3,0,U_Horsefly,3,0
SDN245,L_Adams,4,0.96,Chilko-North,3,0.02,Raft,2,0.01,MiddleShuswap,4,0.01,Thompson_N,2,0
SDN246,L_Adams,4,0.99,Bowron,2,0.01,Eagle_L,4,0.01,Chilko-North,3,0,NA,NA,NA
SDN254,L_Adams,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN255,Paula,1,0.85,Sandpoint,1,0.08,Tachie,3,0.02,Rossette,1,0.01,Felix,1,0.01
SDN256,Chilko,3,0.98,L_Adams,4,0.01,Chilko-North,3,0,Paula,1,0,Thompson_N,2,0
SDN257,Chilko,3,0.96,L_Adams,4,0.04,Little,4,0,Portage_Cr,4,0,Roaring,3,0
SDN258,L_Adams,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS00294,Little,4,0.73,L_Adams,4,0.06,Chilko,3,0.04,L_Shuswap,4,0.02,Pinchi_Cr,3,0.02
JS00300,L_Shuswap,4,0.53,Scotch,2,0.28,Little,4,0.1,L_Adams,4,0.08,Quesnel_Horsef,3,0.01
JS00292,L_Shuswap,4,0.78,L_Adams,4,0.09,Quesnel_Horsef,3,0.06,Little,4,0.05,U_Horsefly,3,0.02
SDN259,L_Adams,4,0.94,MiddleShuswap,4,0.02,Raft,2,0.02,L_Shuswap,4,0.01,Thompson_N,2,0.01
JS00001,Horsefly,3,0.39,U_Horsefly,3,0.34,Blue_Lead_Ck,3,0.12,Seymour,2,0.12,Quesnel_Decept,3,0.01
JS00006,Little,4,0.69,L_Shuswap,4,0.27,Seymour,2,0.03,L_Adams,4,0.01,Raft,2,0.01
DS00078,Stellako,3,0.42,Tachie,3,0.42,Dust,1,0.08,Nadina,2,0.02,Kuzkwa_Cr,3,0.02
DS00077,Chilko,3,1,MiddleShuswap,4,0,L_Adams,4,0,NA,NA,NA,NA,NA,NA
DS00080,Tachie,3,0.93,Stellako,3,0.04,Nadina,2,0.02,Kuzkwa_Cr,3,0.01,NA,NA,NA
DS00089,Tachie,3,0.91,Horsefly,3,0.04,Kuzkwa_Cr,3,0.04,McKinley,3,0.01,Quesnel_Horsef,3,0.01
DS00088,Chilko,3,1,Weaver,4,0,L_Shuswap,4,0,Fennell,2,0,NA,NA,NA
DS00081,Tachie,3,0.99,Stellako,3,0,Forfar,1,0,Dust,1,0,FiveMile,1,0
DS00076,Mitchell,3,1,Chilko,3,0,Quesnel_Mitche,3,0,NA,NA,NA,NA,NA,NA
DS00090,Stellako,3,0.57,Tachie,3,0.39,Kuzkwa_Cr,3,0.02,Nadina,2,0.02,NA,NA,NA
SDN260,L_Adams,4,1,Chilko,3,0,Little,4,0,NA,NA,NA,NA,NA,NA
DS00084,Tachie,3,0.6,Stellako,3,0.37,Kuzkwa_Cr,3,0.03,Chilko,3,0,Pinchi_Cr,3,0
DS00079,Horsefly,3,0.76,Quesnel_Horsef,3,0.15,McKinley,3,0.08,M_Horsefly,3,0,NA,NA,NA
DS00022,L_Shuswap,4,0.66,MiddleShuswap,4,0.15,L_Adams,4,0.12,Stellako,3,0.02,Horsefly,3,0.01
DS00021,L_Shuswap,4,0.22,L_Adams,4,0.17,Seymour,2,0.14,MiddleShuswap,4,0.12,Birkenhead,3,0.08
DS00029,Chilko,3,0.45,Nadina,2,0.45,Tachie,3,0.03,Horsefly,3,0.02,Stellako,3,0.02
SDN262,Mitchell,3,0.85,Quesnel_Mitche,3,0.15,Quesnel_Decept,3,0,Wasko_Cr,3,0,Roaring,3,0
SDN276,Scotch,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN277,Pitt,2,0.99,L_Adams,4,0,Kalum_lake,10,0,Birkenhead,3,0,Scotch,2,0
SDN278,Pinchi_Cr,3,0.95,Tachie,3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN279,Pinchi_Cr,3,0.45,Thompson_N,2,0.26,Raft,2,0.19,Pitt,2,0.03,Birkenhead,3,0.01
SDN280,Chilko,3,0.99,Quesnel_Decept,3,0,Chilko-North,3,0,Chilko_south,2,0,NA,NA,NA
JS00290,Little,4,0.42,Tachie,3,0.17,L_Adams,4,0.16,Quesnel_Horsef,3,0.1,L_Shuswap,4,0.04
JS00295,Chilko,3,0.95,L_Shuswap,4,0.03,Quesnel_Horsef,3,0,Little,4,0,Chilko-North,3,0
JS00299,Chilko,3,0.89,Quesnel_Horsef,3,0.1,Horsefly,3,0.01,U_Horsefly,3,0,McKinley,3,0
SDN265,L_Adams,4,0.92,Scotch,2,0.05,Little,4,0.02,Eagle_L,4,0.01,Portage_Cr,4,0.01
JS00293,Chilko,3,0.92,Quesnel_Horsef,3,0.05,L_Shuswap,4,0.01,Little,4,0.01,Kynock,1,0
JS00297,Quesnel_Horsef,3,0.61,U_Horsefly,3,0.11,Little,4,0.09,Quesnel_Decept,3,0.08,L_Adams,4,0.04
JS00007,Nadina,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS00003,Chilko,3,0.5,Horsefly,3,0.38,U_Horsefly,3,0.06,Forfar,1,0.03,Stellako,3,0.02
JS00005,L_Shuswap,4,0.81,Seymour,2,0.15,Little,4,0.03,Scotch,2,0,Smokehouse_Ck,15,0
JS00009,Chilko,3,0.98,Forfar,1,0.01,Paula,1,0.01,Hudson_Bay,1,0,Porter_Cr,1,0
JS00004,Horsefly,3,0.53,U_Horsefly,3,0.32,Seymour,2,0.06,Little,4,0.04,Stellako,3,0.02
JS00010,Chilko,3,0.43,Forfar,1,0.21,Nadina,2,0.16,Hudson_Bay,1,0.06,Porter_Cr,1,0.04
JS00008,Horsefly,3,0.63,U_Horsefly,3,0.35,M_Horsefly,3,0.01,Chilko,3,0,L_Horsefly,3,0
JS00002,Horsefly,3,0.63,U_Horsefly,3,0.36,M_Horsefly,3,0,Little,4,0,McKinley,3,0
SDN266,Stellako,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS00220,Chilko,3,1,L_Adams,4,0,U_Horsefly,3,0,Horsefly,3,0,McKinley,3,0
JS00219,Chilko,3,0.98,Quesnel_Horsef,3,0.01,Horsefly,3,0.01,U_Horsefly,3,0,McKinley,3,0
JS01077,L_Adams,4,0.44,Scotch,2,0.39,Seymour,2,0.09,MiddleShuswap,4,0.07,Quesnel_Horsef,3,0.01
JS01073,L_Shuswap,4,0.62,MiddleShuswap,4,0.38,L_Adams,4,0.01,Scotch,2,0,NA,NA,NA
JS01074,Chilko,3,0.64,L_Adams,4,0.29,Quesnel_Horsef,3,0.04,McKinley,3,0.01,Scotch,2,0.01
JS01075,L_Adams,4,0.65,MiddleShuswap,4,0.19,Scotch,2,0.08,L_Shuswap,4,0.06,Seymour,2,0.01
JS01071,L_Adams,4,0.85,L_Shuswap,4,0.08,MiddleShuswap,4,0.05,Chilko,3,0.01,Scotch,2,0.01
JS01078,Scotch,2,0.72,Seymour,2,0.26,MiddleShuswap,4,0.01,L_Adams,4,0.01,L_Shuswap,4,0
JS01072,Chilko-North,3,0.55,Chilko,3,0.45,Chilko_south,2,0,NA,NA,NA,NA,NA,NA
SDN267,Chilko,3,0.85,Thompson_N,2,0.04,Quesnel_Horsef,3,0.04,Blackwater,1,0.02,Sandpoint,1,0.02
JS01076,L_Shuswap,4,0.51,MiddleShuswap,4,0.46,L_Adams,4,0.03,NA,NA,NA,NA,NA,NA
JS01079,L_Adams,4,0.98,MiddleShuswap,4,0.02,Scotch,2,0,L_Shuswap,4,0,Seymour,2,0
JS00876,Chilko,3,0.57,Quesnel_Horsef,3,0.15,L_Adams,4,0.14,McKinley,3,0.06,Chilko-North,3,0.04
JS00875,MiddleShuswap,4,0.54,L_Shuswap,4,0.43,Birkenhead,3,0.02,Chilko,3,0.01,L_Adams,4,0
JS00874,MiddleShuswap,4,0.62,L_Adams,4,0.23,Scotch,2,0.06,L_Shuswap,4,0.06,Seymour,2,0.03
JS00878,MiddleShuswap,4,0.88,L_Adams,4,0.1,L_Shuswap,4,0.02,Little,4,0,Portage_Cr,4,0
JS00877,MiddleShuswap,4,0.7,L_Shuswap,4,0.3,L_Adams,4,0,Seymour,2,0,NA,NA,NA
JS00879,MiddleShuswap,4,0.57,L_Shuswap,4,0.42,Bivouac,1,0,Scotch,2,0,L_Adams,4,0
JS00872,L_Shuswap,4,0.79,MiddleShuswap,4,0.19,L_Adams,4,0.01,Portage_Cr,4,0,NA,NA,NA
JS00873,L_Adams,4,0.44,MiddleShuswap,4,0.44,L_Shuswap,4,0.11,Portage_Cr,4,0,NA,NA,NA
SDN268,Chilko,3,0.99,Stellako,3,0.01,Chilko_south,2,0,NA,NA,NA,NA,NA,NA
JS00871,L_Adams,4,0.88,Portage_Cr,4,0.06,L_Shuswap,4,0.03,MiddleShuswap,4,0.02,Little,4,0
JS00880,L_Shuswap,4,0.83,MiddleShuswap,4,0.14,L_Adams,4,0.04,Hudson_Bay,1,0,Dust,1,0
DS00020,L_Shuswap,4,0.85,MiddleShuswap,4,0.15,Dust,1,0.01,L_Adams,4,0,Seymour,2,0
DS00030,Horsefly,3,0.66,Fennell,2,0.26,Quesnel_Horsef,3,0.04,Chilko,3,0.02,L_Adams,4,0.01
DS00018,Chilko,3,0.68,Tachie,3,0.17,Stellako,3,0.11,Dust,1,0.02,Kuzkwa_Cr,3,0.01
DS00028,L_Adams,4,0.45,L_Shuswap,4,0.34,Portage_Cr,4,0.12,MiddleShuswap,4,0.06,Chilko,3,0.01
DS00019,Horsefly,3,0.5,Seymour,2,0.4,Eagle,2,0.03,Stellako,3,0.03,Tachie,3,0.02
DS00027,Chilko,3,0.92,L_Shuswap,4,0.04,MiddleShuswap,4,0.01,Horsefly,3,0.01,McKinley,3,0.01
DS00023,Chilko,3,1,Tachie,3,0,McKinley,3,0,NA,NA,NA,NA,NA,NA
DS00690,L_Shuswap,4,0.96,L_Adams,4,0.03,Little,4,0.01,MiddleShuswap,4,0,Eagle_L,4,0
SDN281,Paula,1,0.88,Tachie,3,0.07,Hudson_Bay,1,0.02,Rossette,1,0.02,Felix,1,0.01
DS00683,L_Adams,4,0.52,L_Shuswap,4,0.25,Little,4,0.21,MiddleShuswap,4,0,Portage_Cr,4,0
DS00684,Chilko,3,0.51,L_Adams,4,0.47,Little,4,0.01,Scotch,2,0.01,Horsefly,3,0
DS00682,L_Shuswap,4,1,L_Adams,4,0,MiddleShuswap,4,0,NA,NA,NA,NA,NA,NA
DS00689,Chilko,3,0.97,L_Adams,4,0.01,Little,4,0.01,L_Shuswap,4,0,Quesnel_Mitche,3,0
DS00687,L_Shuswap,4,1,MiddleShuswap,4,0,Little,4,0,NA,NA,NA,NA,NA,NA
DS00688,L_Shuswap,4,0.92,L_Adams,4,0.07,MiddleShuswap,4,0,Eagle_L,4,0,Portage_Cr,4,0
DS00681,Quesnel_Mitche,3,0.49,Wasko_Cr,3,0.29,Mitchell,3,0.22,Blue_Lead_Ck,3,0,Roaring,3,0
DS00686,L_Shuswap,4,0.93,L_Adams,4,0.03,Little,4,0.02,Scotch,2,0.01,MiddleShuswap,4,0.01
DS00685,Horsefly,3,0.93,Wasko_Cr,3,0.04,Chilko,3,0.02,Hudson_Bay,1,0,McKinley,3,0
DS00244,Mitchell,3,0.98,Blue_Lead_Ck,3,0.02,Quesnel_Mitche,3,0.01,Wasko_Cr,3,0,NA,NA,NA
SDN282,L_Adams,4,0.62,Chilko,3,0.31,Scotch,2,0.02,Eagle_L,4,0.02,Little,4,0.01
DS00250,Mitchell,3,0.99,Blue_Lead_Ck,3,0.01,Quesnel_Mitche,3,0.01,NA,NA,NA,NA,NA,NA
DS00243,Chilko-North,3,0.76,Chilko,3,0.24,L_Adams,4,0,NA,NA,NA,NA,NA,NA
DS00242,Scotch,2,0.98,L_Adams,4,0.02,Seymour,2,0,Roaring,3,0,NA,NA,NA
DS00253,Chilko-North,3,0.78,Chilko,3,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS00245,L_Adams,4,0.99,Chilko-North,3,0,McKinley,3,0,Scotch,2,0,Pinchi_Cr,3,0
DS00255,L_Shuswap,4,0.65,L_Adams,4,0.28,Scotch,2,0.04,Eagle_L,4,0.01,MiddleShuswap,4,0.01
DS00247,L_Adams,4,0.78,L_Shuswap,4,0.12,McKinley,3,0.04,Scotch,2,0.03,Eagle_L,4,0.01
DS00254,Blue_Lead_Ck,3,0.99,Roaring,3,0,Wasko_Cr,3,0,Quesnel_Decept,3,0,Mitchell,3,0
DS00246,Mitchell,3,0.7,Blue_Lead_Ck,3,0.29,Wasko_Cr,3,0,Quesnel_Mitche,3,0,NA,NA,NA
DS00056,Nadina,2,0.78,Chilko,3,0.15,Horsefly,3,0.03,Tachie,3,0.03,Seymour,2,0
SDN283,Bowron,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS00053,Chilko,3,0.9,L_Shuswap,4,0.07,MiddleShuswap,4,0.02,L_Adams,4,0.01,Dust,1,0.01
DS00055,Stellako,3,0.74,Tachie,3,0.23,Nadina,2,0.03,Kuzkwa_Cr,3,0,Dust,1,0
DS00046,L_Shuswap,4,0.86,MiddleShuswap,4,0.13,Tachie,3,0.01,L_Adams,4,0,Kuzkwa_Cr,3,0
DS00051,Nadina,2,0.84,Stellako,3,0.12,Tachie,3,0.04,NA,NA,NA,NA,NA,NA
DS00047,Horsefly,3,0.75,Quesnel_Horsef,3,0.14,McKinley,3,0.11,M_Horsefly,3,0,Bivouac,1,0
DS00054,Horsefly,3,0.69,Quesnel_Horsef,3,0.14,McKinley,3,0.08,Chilko,3,0.07,Nadina,2,0.01
SDN284,Chilko,3,1,Quesnel_Decept,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS00092,Mitchell,3,1,Quesnel_Horsef,3,0,Roaring,3,0,NA,NA,NA,NA,NA,NA
DS00239,Scotch,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS00232,L_Adams,4,0.81,L_Shuswap,4,0.12,McKinley,3,0.03,Scotch,2,0.03,Eagle_L,4,0.01
DS00236,McKinley,3,0.95,Chilko,3,0.05,Blue_Lead_Ck,3,0,Quesnel_Horsef,3,0,NA,NA,NA
SDN285,Chilko,3,0.99,Thompson_N,2,0.01,Chilko-North,3,0,Quesnel_Decept,3,0,Little,4,0
SDN292,Pinchi_Cr,3,0.95,Tachie,3,0.03,Hudson_Bay,1,0.01,Forfar,1,0,NA,NA,NA
DS00393,L_Adams,4,0.45,L_Shuswap,4,0.36,Little,4,0.12,MiddleShuswap,4,0.06,Seymour,2,0
DS00392,Chilko,3,0.99,L_Adams,4,0,Little,4,0,Chilko-North,3,0,FiveMile,1,0
DS00415,Chilko,3,0.99,FiveMile,1,0,L_Adams,4,0,Chilko_south,2,0,Hudson_Bay,1,0
DS00417,L_Adams,4,0.92,L_Shuswap,4,0.04,Quesnel_Horsef,3,0.02,Little,4,0.01,Portage_Cr,4,0
DS00409,Seymour,2,0.97,L_Adams,4,0.01,L_Shuswap,4,0.01,Scotch,2,0,Little,4,0
DS00292,Scotch,2,1,L_Adams,4,0,Seymour,2,0,L_Shuswap,4,0,NA,NA,NA
DS00296,Blue_Lead_Ck,3,0.64,McKinley,3,0.27,Quesnel_Horsef,3,0.05,L_Adams,4,0.03,Chilko,3,0.01
DS00295,Scotch,2,0.98,L_Shuswap,4,0.02,L_Adams,4,0,NA,NA,NA,NA,NA,NA
DS00287,Chilko-North,3,0.63,L_Adams,4,0.18,Chilko,3,0.15,Blue_Lead_Ck,3,0.04,McKinley,3,0.01
SDN269,Quesnel_Horsef,3,0.41,Chilko,3,0.34,Thompson_N,2,0.15,Stellako,3,0.07,Kynock,1,0.01
DS00293,Blue_Lead_Ck,3,0.8,Mitchell,3,0.18,Roaring,3,0.01,Wasko_Cr,3,0.01,McKinley,3,0
DS00294,McKinley,3,0.93,Quesnel_Horsef,3,0.07,U_Horsefly,3,0,Horsefly,3,0,M_Horsefly,3,0
DS00197,Chilko-North,3,0.74,Chilko,3,0.25,L_Adams,4,0,NA,NA,NA,NA,NA,NA
DS00200,Blue_Lead_Ck,3,0.86,Chilko,3,0.07,Mitchell,3,0.03,Chilko-North,3,0.01,Roaring,3,0.01
DS00208,McKinley,3,0.85,Blue_Lead_Ck,3,0.07,Quesnel_Horsef,3,0.06,Chilko,3,0.01,Horsefly,3,0.01
DS00202,McKinley,3,0.93,Quesnel_Horsef,3,0.05,Blue_Lead_Ck,3,0.01,U_Horsefly,3,0,Horsefly,3,0
DS00205,McKinley,3,0.54,Chilko-North,3,0.26,Chilko,3,0.19,Pinchi_Cr,3,0,Quesnel_Horsef,3,0
DS00196,McKinley,3,0.93,Quesnel_Horsef,3,0.06,L_Adams,4,0.01,U_Horsefly,3,0,Horsefly,3,0
SDN2593,Chilko-North,3,0.72,Chilko,3,0.22,McKinley,3,0.03,L_Adams,4,0.01,Nadina,2,0
DS00237,Chilko-North,3,0.62,Chilko,3,0.33,Pinchi_Cr,3,0.05,L_Shuswap,4,0,Chilko_south,2,0
DS00233,L_Adams,4,0.99,L_Shuswap,4,0.01,Bivouac,1,0,Little,4,0,Chilko-North,3,0
DS00234,Scotch,2,0.99,Seymour,2,0,L_Adams,4,0,L_Shuswap,4,0,Eagle,2,0
DS00238,L_Adams,4,0.78,L_Shuswap,4,0.19,Chilko,3,0.01,MiddleShuswap,4,0.01,Eagle_L,4,0
SDN272,Chilko,3,1,Thompson_N,2,0,Chilko_south,2,0,NA,NA,NA,NA,NA,NA
SDN273,Chilko,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN274,Chilko,3,0.88,Thompson_N,2,0.06,Raft,2,0.03,Eagle_L,4,0.01,Little,4,0.01
SDN286,Chilko,3,0.88,Thompson_N,2,0.05,Raft,2,0.03,Fennell,2,0.02,Chilko-North,3,0.01
SDN287,Scotch,2,1,L_Adams,4,0,Sandpoint,1,0,NA,NA,NA,NA,NA,NA
SDN288,Scotch,2,1,Seymour,2,0,L_Adams,4,0,Pitt,2,0,NA,NA,NA
SDN289,Chilko,3,0.93,Pinchi_Cr,3,0.05,Chilko_south,2,0.02,Chilko-North,3,0.01,Portage_Cr,4,0
DS00227,L_Adams,4,0.34,McKinley,3,0.3,Chilko-North,3,0.26,Chilko,3,0.05,Quesnel_Horsef,3,0.03
SDN290,Chilko,3,0.87,Quesnel_Decept,3,0.09,Pinchi_Cr,3,0.02,Eagle_L,4,0.01,Thompson_N,2,0.01
SDN293,Pinchi_Cr,3,0.88,Tachie,3,0.11,L_Shuswap,4,0.01,Middle,3,0.01,MiddleShuswap,4,0
SDN294,Chilko,3,1,Chilko_south,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN295,Birkenhead,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN296,Quesnel_Decept,3,0.8,Pinchi_Cr,3,0.09,Chilko,3,0.04,Mitchell,3,0.03,Pitt,2,0.03
SDN297,Gates_Cr,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN298,Chilko,3,0.99,Chilko_south,2,0.01,Chilko-North,3,0,NA,NA,NA,NA,NA,NA
SDN308,Chilko,3,0.91,Thompson_N,2,0.07,Chilko_south,2,0.01,Tachie,3,0,Pinchi_Cr,3,0
SDN309,Chilko,3,0.98,Quesnel_Horsef,3,0.02,Little,4,0,Roaring,3,0,Horsefly,3,0
SDN310,Weaver,4,0.89,Chilko,3,0.07,Wannock,18,0.01,Marble_Cr,18,0.01,Pitt,2,0.01
SDN299,Pinchi_Cr,3,0.88,Tachie,3,0.09,Chilko,3,0.01,Narrows,1,0.01,Hudson_Bay,1,0
SDN300,Weaver,4,1,Tachie,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN301,Chilko,3,0.99,Thompson_N,2,0.01,Chilko_south,2,0.01,Pinchi_Cr,3,0,NA,NA,NA
SDN302,Quesnel_Decept,3,0.84,Weaver,4,0.06,Pinchi_Cr,3,0.05,Mitchell,3,0.02,Thompson_N,2,0.02
SDN303,Weaver,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN311,Pinchi_Cr,3,0.91,Tachie,3,0.08,Middle,3,0,NA,NA,NA,NA,NA,NA
SDN312,Chilko,3,1,Stellako,3,0,Chilko_south,2,0,NA,NA,NA,NA,NA,NA
SDN313,Quesnel_Horsef,3,0.98,U_Horsefly,3,0.01,L_Horsefly,3,0,Horsefly,3,0,Little,4,0
SDN314,Gluskie,1,0.97,Middle,3,0.02,Blackwater,1,0.01,FiveMile,1,0,Stellako,3,0
SDN15,Chilko,3,0.85,Thompson_N,2,0.06,Eagle_L,4,0.04,Portage_Cr,4,0.02,Seymour,2,0.01
SDN315,Chilko,3,1,Quesnel_Mitche,3,0,Stellako,3,0,NA,NA,NA,NA,NA,NA
SDN304,Chilko,3,0.65,Thompson_N,2,0.28,Raft,2,0.03,L_Shuswap,4,0.01,L_Adams,4,0.01
SDN305,Weaver,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN306,Pinchi_Cr,3,0.54,Thompson_N,2,0.31,Quesnel_Decept,3,0.08,Chilko,3,0.05,L_Adams,4,0.01
SDN307,Pinchi_Cr,3,0.87,Quesnel_Decept,3,0.05,Chilko,3,0.04,Tachie,3,0.01,Hudson_Bay,1,0.01
SDN316,Chilko,3,0.68,Thompson_N,2,0.13,Pinchi_Cr,3,0.12,Raft,2,0.03,Quesnel_Decept,3,0.02
SDN317,Thompson_N,2,0.9,Chilko,3,0.05,Raft,2,0.04,Quesnel_Horsef,3,0.01,Stellako,3,0
SDN318,Mitchell,3,0.93,Quesnel_Mitche,3,0.07,Blue_Lead_Ck,3,0,Quesnel_Decept,3,0,Roaring,3,0
SDN319,Chilko,3,1,Chilko_south,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
