seine_id,survey_id,set_number,set_type,time_searching,set_time,lat,lon,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,preservation_status,seine_comments
JN331,JE231,NA,targeted,1,11:43:00,50.506881,-126.247378,30,2000,1,1,2,2,0,0,0,0,NA,NA,1,NA
JN332,JE232,NA,targeted,15,14:48:00,50.458043,-126.152637,0,0,0,50,0,50,0,10,0,0,NA,NA,1,NA
JN333,JE233,NA,targeted,0,05:22:00,50.473969,-126.247378,30,2000,0,0,0,0,0,0,1,1,NA,NA,1,NA
JN334,JE234,2,targeted,0,08:58:00,50.458043,-126.152637,30,150,10,15,0,0,1,1,0,0,NA,NA,1,NA
JN335,JE235,3,targeted,123,12:00:00,50.526493,-126.38718,0,0,0,0,0,0,0,0,0,0,NA,NA,1,"few small cryptic schools, unable to catch"
JN336,JE236,NA,targeted,8,14:35:00,50.480359,-126.412275,25,25,2,2,0,0,3,3,1,1,NA,NA,1,NA
JN337,JE237,NA,targeted,0,05:06:00,50.543296,-126.816816,30,40,10,20,9,9,5,5,1,1,NA,NA,1,NA
JN338,JE238,NA,targeted,1,08:21:00,50.558361,-126.732241,30,300,6,6,7,7,0,0,0,0,NA,NA,1,NA
JN339,JE239,2,targeted,5,10:55:00,50.54692,-126.67193,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
JN340,JE240,NA,targeted,2,12:45:00,50.601718,-126.701857,30,500,10,15,8,8,1,1,0,0,NA,NA,1,NA
JN341,JE241,NA,NA,19,15:40:00,50.585454,-126.749707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Bad weather, no fish"
JN342,JE242,NA,NA,41,06:30:00,50.482083,-126.40965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN343,JE243,2,targeted,20,07:50:00,50.522967,-126.377383,30,400,5,5,7,7,6,6,0,0,NA,NA,1,NA
JN344,JE244,NA,targeted,10,11:00:00,50.495266,-126.211667,30,400,10,500,10,100,0,0,0,0,NA,NA,1,NA
JN345,JE245,2,targeted,0,05:45:00,50.477037,-126.028592,30,300,9,9,10,30,7,7,0,0,NA,NA,1,NA
JN346,JE246,NA,targeted,0,07:55:00,50.4559,-126.1191,30,70,0,0,0,0,10,16,0,0,NA,NA,1,NA
JN347,JE247,NA,NA,29,13:31:00,50.477038,-126.028566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN348,JE248,NA,targeted,0,14:20:00,50.543432,-126.8134,30,400,2,2,1,1,1,1,0,0,NA,NA,1,NA
JN349,JE249,NA,targeted,8,16:40:00,50.576696,-126.721158,30,200,10,10,10,50,1,1,0,0,NA,NA,1,NA
JN350,JE250,2,targeted,0,05:15:00,50.60125,-126.704457,30,750,6,6,10,15,0,0,0,0,NA,NA,1,No fish on first set
JN351,JE251,NA,targeted,0,09:10:00,50.545897,-126.668909,30,100,0,0,1,1,10,85,0,0,NA,NA,1,NA
JN352,JE252,NA,targeted,0,10:22:00,50.60125,-126.704457,30,2000,10,100,10,900,4,4,7,7,NA,NA,1,NA
JN353,JE253,NA,targeted,3,13:35:00,50.576696,-126.721158,18,18,10,200,10,100,0,0,0,0,NA,NA,1,Morts due to misidentification
JN354,JE254,NA,targeted,0,05:37:00,50.477038,-126.028566,30,80,1,1,5,5,1,1,0,0,NA,NA,1,NA
JN355,JE255,2,targeted,18,09:49:00,50.543432,-126.8134,30,600,5,6,10,400,6,6,1,1,NA,NA,1,Couldn't locate whatman paper for JS00541-JS00660
JN356,JE256,NA,targeted,6,14:51:00,50.540979,-126.78085,30,300,10,100,10,100,0,0,2,2,NA,NA,1,Mort due to missidentification
JN357,JE257,NA,targeted,6,13:17:00,50.507301,-126.24325,30,4000,1,300,10,700,0,0,0,1,NA,NA,1,"Rough weather, fish  not happy in net, let them go before getting all pink and the 1 herring. One sockeye mort floating on surface on arrival to site."
JN358,JE258,NA,targeted,17,16:22:00,50.459012,-126.1695,30,400,10,100,10,100,0,0,0,0,NA,NA,1,NA
JN359,JE259,3,targeted,0,06:13:00,50.458983,-126.169594,30,3000,0,0,10,100,0,0,0,0,NA,NA,1,morts due to caught in the net when pulling in
JN360,JE260,NA,targeted,1,10:14:00,50.525287,-126.390347,0,0,0,0,0,0,0,0,0,0,NA,NA,1,"no fish, stopped for weather"
JN361,JE261,NA,targeted,7,13:44:00,50.543029,-126.632233,30,700,10,100,6,100,2,2,0,0,NA,NA,1,there were extra chum that escaped through a hole in the net
JN362,JE262,NA,targeted,1,07:22:00,50.544941,-126.816489,29,600,10,300,10,300,1,1,1,1,NA,NA,1,NA
JN363,JE263,NA,targeted,7,12:26:00,50.55543,-126.724521,30,50,10,50,10,100,8,8,0,0,NA,NA,1,NA
JN364,JE264,NA,targeted,9,13:19:00,50.602327,-126.701507,30,200,10,80,10,100,2,2,2,2,NA,NA,1,NA
JN365,JE265,NA,targeted,8,05:34:00,50.5771,-126.721684,22,27,10,200,10,200,0,0,0,0,NA,NA,1,NA
JN366,JE266,NA,targeted,14,08:07:00,50.547475,-126.676942,30,100,10,50,2,50,1,1,0,0,NA,NA,1,"Cruise ship wake: Sockeye #1-11 OK (before wake), Pink # 1-6 OK (before wake), Coho # 1 OK (before wake), Chum # 1-2 OK (before wake), remainder were heavily de-scaled"
JN367,JE267,NA,targeted,1,10:34:00,50.51821,-126.406079,30,200,9,9,10,13,0,0,0,0,NA,NA,1,NA
JN368,JE268,NA,targeted,2,13:45:00,50.480214,-126.4142,30,1000,10,2000,10,2000,0,0,10,100,NA,NA,1,NA
JN369,JE269,NA,targeted,14,05:13:00,50.476173,-126.029443,29,2000,10,2000,10,2000,1,1,1,2,NA,NA,1,"pink mort due to mis identification as a sockeye, only 29 sockeye taken as a result; no set site coordinates taken"
JN370,JE270,NA,targeted,10,08:47:00,50.456683,-126.153895,30,300,10,700,10,500,0,0,5,6,NA,NA,1,pink mort due to mis identification
JN371,JE271,NA,targeted,16,11:45:00,50.500269,-126.209365,30,1000,10,200,10,1000,0,0,0,0,NA,NA,1,chum mort at the bottom of the bunt
JN372,JE272,2,targeted,1,07:35:00,50.602051,-126.704553,30,2000,10,100,7,100,3,3,1,3,NA,NA,1,~10% of fish suffered scaling due to repositioning of boat in high current conditions
JN373,JE273,NA,targeted,41,13:15:00,50.579213,-126.71432,30,80,10,2000,10,1000,0,0,1,1,NA,NA,1,NA
JN374,JE274,2,targeted,1,06:37:00,50.579393,-126.714162,30,100,10,400,10,400,7,7,0,0,NA,NA,1,NA
JN375,JE275,NA,NA,5,12:37:00,50.543085,-126.815971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No setable fish. Called it after 1 hour of searching.
JN376,JE276,NA,targeted,30,13:42:00,50.546326,-126.669166,6,6,10,100,10,20,0,0,2,2,NA,NA,1,"Chinook mis-IDed as Coho, couldn't revive."
JN377,JE277,NA,NA,26,06:45:00,50.526814,-126.38816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Searched for 1 hour and 40 minutes, dimpling seen at the end of survey turned out to be perch."
JN378,JE278,1,targeted,5,07:53:00,50.483183,-126.403858,0,3,0,80,0,75,0,0,0,2,NA,NA,1,Three seperate sets no sockeye. No fish collected.
JN379,JE278,2,targeted,5,07:53:00,50.483183,-126.403858,0,3,0,80,0,30,0,0,0,1,NA,NA,1,Three seperate sets no sockeye. No fish collected.
JN380,JE278,3,targeted,5,07:53:00,50.483183,-126.403858,0,0,0,80,0,10,0,2,0,8,NA,NA,1,Three seperate sets no sockeye. No fish collected.
JN381,JE281,NA,targeted,69,11:05:00,50.506302,-126.24142,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
JN382,JE282,NA,targeted,10,13:20:00,50.506323,-126.241304,30,500,10,3000,10,500,0,0,7,7,NA,NA,1,NA
JN383,JE283,NA,targeted,13,05:47:00,50.455728,-126.116461,30,300,10,100,10,100,0,0,0,0,NA,NA,1,Morts due to being caught in net during pull up. :(
JN384,JE284,NA,targeted,1,11:20:00,50.54401,-126.81461,0,1,0,300,0,300,0,1,0,0,NA,NA,1,"Caught sockeye for Emma, no sockeye in next set. No other sockeye found at site after 20 minute search."
JN385,JE285,NA,targeted,0,13:20:00,50.55803,-126.73463,30,100,10,100,10,100,10,50,5,5,NA,NA,0,NA
JN386,JE286,NA,targeted,7,16:17:00,50.55803,-126.73463,26,27,10,1000,10,700,2,2,7,7,NA,NA,0,One sockeye released b/c dropped during transfer.
JN387,JE287,NA,NA,43,05:44:00,50.57849,-126.72185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN388,JE288,NA,targeted,5,06:30:00,50.6017,-126.70318,4,4,10,20,10,20,1,1,0,0,NA,NA,0,"Other activity in area, but no distinct sockeye. Difficult catching consditions, so kept school. Herring was small (~6cm) and dead when net was brought in."
JN389,JE289,NA,NA,36,15:05:00,50.52635,-126.38762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN390,JE290,2,targeted,8,15:05:00,50.4806,-126.40961,10,10,10,300,10,300,0,0,2,2,NA,NA,0,"Strong current, some fish were jostled and lost scales. Additional bycatch 1 gunnel fish."
JN391,JE291,NA,targeted,0,05:21:00,50.47508,-126.03392,30,300,10,600,10,300,1,1,1,1,NA,NA,0,NA
JN392,JE292,NA,targeted,1,07:52:00,50.45733,-126.16553,30,50,10,400,10,20,0,0,0,0,NA,NA,0,Morts due to misidentification.
JN393,JE293,2,targeted,0,11:40:00,50.49874,-126.21257,28,28,10,300,10,300,0,0,0,0,NA,NA,0,NA
JN394,JE294,2,targeted,3,06:15:00,50.601529,-126.703784,0,2,0,20,0,20,0,2,0,0,NA,NA,1,NA
JN395,JE295,NA,targeted,5,07:51:00,50.580247,-126.721745,0,0,0,500,0,300,0,0,0,0,NA,NA,1,NA
JN396,JE296,NA,NA,57,10:17:00,50.546834,-126.671577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN397,JE297,NA,NA,53,11:51:00,50.558034,-126.731939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN398,JE298,NA,targeted,18,13:35:00,50.543818,-126.794456,15,50,10,200,10,200,7,7,0,0,NA,NA,1,NA
JN399,JE299,NA,NA,80,07:00:00,50.526362,-126.389689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN400,JE300,NA,targeted,1,07:38:00,50.47779,-126.429726,0,0,0,20,0,80,0,1,0,0,NA,NA,1,NA
JN401,JE301,NA,NA,6,10:30:00,50.50746,-126.24189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN402,JE302,NA,targeted,3,12:45:00,50.456886,-126.162647,30,200,10,300,10,300,0,0,1,1,NA,NA,1,NA
JN403,JE303,NA,targeted,7,07:05:00,50.457049,-126.162651,22,22,10,300,10,300,1,2,0,0,NA,NA,1,NA
DN105,DE402,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN106,DE414,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN107,DE426,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN108,DE438,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN109,DE404,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN110,DE428,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN111,DE416,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN112,DE440,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN113,DE403,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN114,DE415,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN115,DE427,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN1,DE364,1,targeted,NA,11:12:00,50.18049002,-125.330849,0,0,4,25,4,15,0,0,0,0,0,0,1,"1 unknown mort. Non-formal visual survey conducted. Performed a trial run of collection procedure, in which the one set was both for retention and sea licing. Fish were anaesthetized (for sea licing), placed into recovery, and then euthanized for retention. Due to time restraints, we weren't able to collect complete packages of 10 fish per species."
DN3,DE365,1,targeted,NA,08:50:00,50.309067,-125.3257,30,30,2,2,10,50,4,4,0,0,0,0,1,9th chum & water poured out of whirl pack by accident
JN41,JE324,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN42,JE325,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN43,JE326,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN44,JE327,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN5,DE366,1,targeted,NA,10:47:00,50.17999062,-125.0189455,30,168,0,0,0,0,5,5,1,1,0,0,1,Informal site survery; did not have time for a lousing seine. First coho out at 11:26; in dewar at unknown time (in quickly though). Coho # 2 onwards out at 12:36
DN116,DE439,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN117,DE405,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN118,DE417,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN119,DE429,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN7,DE367,1,targeted,NA,11:43:00,50.309278,-125.320699,8,8,1,1,10,105,0,0,1,1,0,0,1,NA
DN120,DE441,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN121,DE424,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN122,DE412,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN9,DE368,1,targeted,NA,12:00:00,50.301803,-125.03049,0,0,3,3,10,56,4,4,0,0,1,1,1,Set targeted based on visual sighting of fish (not surface activity). No time left (or container) for zoop sample
DN123,DE436,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN11,DE369,1,targeted,NA,10:10:00,50.305482,-125.024803,11,11,0,0,10,100,0,0,1,1,0,0,1,NA
JN45,JE328,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN46,JE329,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN47,JE330,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN48,JE331,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN49,JE332,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN50,JE333,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN124,DE422,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN13,DE370,1,targeted,NA,11:15:00,50.274875,-125.376937,30,420,10,20,10,50,0,0,3,3,0,0,1,Time out of water for PI estimated.
JN1,JE304,2,targeted,NA,08:20:00,50.54522,-126.65949,23,23,0,0,10,59,8,8,0,0,0,0,1,NA
JN4,JE305,1,targeted,NA,15:27:00,50.6022,-126.70567,7,600,0,0,0,100,0,100,0,10,0,0,1,"No oceanography completed due to sudden change in weather. Trialled live-licing and anaesthatization protocols, but could not finish due to weather. Some morphological measurements missing."
JN51,JE334,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN52,JE335,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Reduced visibility due to heavy wave action and gusting wind.
JN53,JE336,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Reduced visibility due to heavy wave action and gusting wind.
DN15,DE371,1,targeted,NA,08:00:00,50.307761,-125.325384,30,380,5,5,11,160,0,0,3,3,0,0,1,Hinch set @ 06:30; 100 SO retained by Hinch crew. 1 unhealthy SO released. 1 trainer CU taken.
DN16,DE371,2,targeted,NA,11:00:00,50.306252,-125.336051,0,105,0,0,0,70,0,0,0,0,0,0,1,NA
JN5,JE306,1,targeted,NA,07:10:00,50.5438,-126.80927,30,325,0,0,10,50,10,45,0,0,0,0,1,NA
JN6,JE306,2,targeted,NA,11:20:00,50.54393,-126.8131,0,130,0,10,0,10,0,10,0,1,0,0,1,NA
DN125,DE400,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN126,DE434,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Took ~ 300 fish from D09 (mix SO & other spp) for Hinch Lab crew
DN127,DE396,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN17,DE372,1,targeted,NA,10:05:00,50.3041,-125.33841,30,85,0,0,10,128,0,0,1,1,0,0,1,1 chum trainer sample
DN18,DE372,2,targeted,NA,12:40:00,50.307811,-125.329505,0,30,0,0,0,270,0,0,0,0,0,0,1,NA
DN25,DE376,1,targeted,NA,09:10:00,50.274596,-125.377527,30,130,0,0,10,505,0,0,3,3,2,2,1,U14004 adipose
DN26,DE376,2,targeted,NA,12:25:00,50.274783,-125.377569,0,21,0,0,0,384,0,0,0,0,0,0,1,U14004 adipose
JN7,JE307,1,targeted,NA,06:23:00,50.54411,-126.65398,30,300,0,0,10,250,10,25,10,25,1,1,1,Chinook in package JP25 (UFN14037). First chum of JP29 (UFN12681) had a cal mot that came out of the bag. First chinook out at 6:50 and straight into dewar (package JP25). Used remaining fish in net from retention set in place of lousing set due to weather. Only loused 10 chum.
DN128,DE408,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN129,DE420,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN27,DE377,1,targeted,NA,08:20:00,50.236254,-125.398402,30,40,0,0,10,320,0,0,0,0,0,0,1,"U11070 touched deck. 2 CU from DN27 retained for Gideon Mordecai (Freezer 3, Shelf 2). Set twice at D09 to collect fish for Tianyi Chen, Sam James, & Hinch lab. First set at 11:15, retained 1 CU for TC (released 100 CU, 1 unhealthy SO). Second set at 12:15, retained 1 CU for GM & 18 CU for TC (released 150 CU)."
JN54,JE337,1,targeted,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Weather picked up. Unable to complete a second set.
JN9,JE308,1,targeted,NA,09:37:00,50.60233,-126.70309,30,200,1,4,10,500,5,5,10,30,1,1,1,"Last half of visual survey was a B2-3, so visibility was difficult. We caught 3 local pink fry."
JN10,JE308,2,random,NA,14:22:00,50.60224,-126.70529,0,40,0,0,0,160,0,0,0,3,0,1,1,NA
DN29,DE378,1,targeted,NA,07:20:00,50.304561,-125.337253,10,10,0,0,10,240,0,0,0,0,0,0,1,NA
DN130,DE432,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN11,JE309,1,targeted,NA,06:37:00,50.54487,-126.81252,30,175,0,0,10,75,0,0,2,2,0,0,1,NA
JN12,JE309,2,targeted,NA,11:11:00,50.54628,-126.81474,0,120,0,0,0,180,0,0,0,1,0,0,1,NA
DN131,DE398,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN132,DE410,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN19,DE373,1,targeted,NA,09:15:00,50.29725,-125.338485,22,23,2,3,10,285,0,0,2,2,0,0,1,"U10762 - some water dumped out of bag. 1 trainer PI retained. 1 SO retained for GM (M7, MP4)"
DN20,DE373,2,targeted,NA,11:52:00,50.297362,-125.339472,8,14,0,0,0,120,0,0,0,0,0,0,1,NA
DN133,DE394,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN134,DE406,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN13,JE310,1,targeted,NA,07:10:00,50.54574,-126.81679,26,26,3,3,10,58,2,2,1,1,0,0,1,"20 sockeye in retention set were bucketed, and then returned to the bunt before individual fish collection occured."
JN14,JE310,1,targeted,NA,11:17:00,50.54582,-126.81618,4,390,0,60,0,660,0,10,0,10,0,0,1,NA
JN15,JE311,5,targeted,NA,10:27:00,50.60278,-126.70284,30,43,10,15,10,530,4,4,4,5,2,2,1,"First half of visual survey was a B2, second half was a B3. Loused 10 chum and 10 pink from retention set instead of setting the net again. Secchi hit the bottom at 7.5m."
DN21,DE374,1,targeted,NA,07:30:00,50.434701,-125.26607,10,10,0,0,10,535,0,0,1,1,0,0,1,NA
DN97A,DE457,1,targeted,NA,04:50:00,50.297141,-125.340397,2,2,0,10,10,218,0,0,0,1,0,0,1,Sam James' UBC diet study (24-hour). Fish batch euthanized in MS222.
DN97B,DE457,2,targeted,NA,05:30:00,50.297141,-125.340397,3,3,0,0,0,200,0,0,0,0,0,0,1,Sam James' UBC diet study (24-hour). Fish batch euthanized in MS222.
DN97C,DE457,3,targeted,NA,06:25:00,50.297141,-125.340397,2,2,7,7,0,118,0,0,0,0,0,0,1,Sam James' UBC diet study (24-hour). Fish batch euthanized in MS222.
DN98,DE458,1,targeted,NA,07:30:00,50.30969,-125.321237,10,35,10,10,10,875,0,0,0,0,0,0,1,Sam James' UBC diet study (24-hour). Fish batch euthanized in MS222.
DN99A,DE459,1,targeted,NA,10:55:00,50.30955,-125.306633,2,2,2,2,10,83,0,0,0,0,0,0,1,Sam James' UBC diet study (24-hour). Fish batch euthanized in MS222.
DN99B,DE459,2,targeted,NA,11:40:00,50.30955,-125.306633,8,8,0,0,0,149,0,0,0,1,0,0,1,Sam James' UBC diet study (24-hour). Fish batch euthanized in MS222.
DN100,DE460,1,targeted,NA,13:50:00,50.29885,-125.337833,10,10,1,1,10,226,0,0,0,2,0,0,1,Sam James' UBC diet study (24-hour). Fish batch euthanized in MS222.
DN101,DE461,1,targeted,NA,13:30:00,50.306507,-125.330603,9,9,5,5,10,480,0,0,0,5,0,0,1,Sam James' UBC diet study (24-hour). Fish batch euthanized in MS222.
DN102A,DE462,1,targeted,NA,16:30:00,50.308201,-125.327355,6,6,3,3,10,664,0,0,0,5,0,1,1,Sam James' UBC diet study (24-hour). Fish batch euthanized in MS222.
DN102B,DE462,2,targeted,NA,17:15:00,50.308201,-125.327355,4,9,0,0,0,545,0,0,0,0,0,0,1,Sam James' UBC diet study (24-hour). Fish batch euthanized in MS222.
DN103A,DE463,1,targeted,NA,19:20:00,50.308112,-125.326899,1,1,5,5,10,1300,0,0,0,5,0,1,1,Sam James' UBC diet study (24-hour). Fish batch euthanized in MS222.
DN103B,DE463,2,targeted,NA,20:25:00,50.308112,-125.326899,0,0,0,0,0,169,0,0,0,5,0,0,1,Sam James' UBC diet study (24-hour)
DN103C,DE463,3,targeted,NA,20:52:00,50.299822,-125.3415,3,3,5,15,0,842,0,0,0,5,0,0,1,Sam James' UBC diet study (24-hour). Fish batch euthanized in MS222.
DN104A,DE464,1,targeted,NA,22:25:00,50.300978,-125.341211,5,5,4,4,7,170,0,0,0,0,0,0,1,Sam James' UBC diet study (24-hour). Fish batch euthanized in MS222.
DN104B,DE464,2,targeted,NA,23:20:00,50.300978,-125.341211,0,0,0,0,3,23,0,0,0,0,0,0,1,Sam James' UBC diet study (24-hour). Fish batch euthanized in MS222.
DN31,DE379,1,targeted,NA,07:45:00,50.237837,-125.396111,0,0,0,0,10,145,0,0,0,0,0,0,1,Field liced chum in seine
DN23,DE375,1,targeted,NA,11:15:00,50.27485,-125.377707,3,4,8,8,10,1962,0,0,2,2,1,2,1,NA
DN33,DE380,1,targeted,NA,07:40:00,50.307981,-125.320206,2,2,1,1,10,126,0,0,0,0,0,0,1,NA
JN21,JE314,1,targeted,NA,06:45:00,50.54372,-126.81769,1,1,10,15,10,580,2,4,2,2,0,0,1,"2 coho not retained, did not fit through milk jug"
JN22,JE314,2,targeted,NA,09:59:00,50.54454,-126.81227,0,0,0,20,0,230,0,0,0,0,0,0,1,NA
DN135,DE395,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Site activity survey conducted in 50% shade. Set activity survey conducted in full sun.
DN136,DE397,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN137,DE399,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN17,JE312,1,targeted,NA,06:56:00,50.54505,-126.65729,0,0,6,6,10,425,0,0,10,20,0,0,1,NA
JN20,JE313,1,targeted,NA,10:16:00,50.60144,-126.70046,0,0,0,1,0,119,0,6,0,2,0,2,1,NA
DN35,DE381,1,targeted,NA,08:15:00,50.305134,-125.337052,0,0,0,0,55,63,0,0,0,0,0,0,1,"Trial run of combining retention & lousing duties in one set. Took all chum as substitute for SO and other species, retained as trainer fish. Liced 10 chum."
JN25,JE316,1,targeted,NA,07:13:00,50.546,-126.81509,0,0,0,3,0,95,0,1,0,1,0,0,1,NA
JN55,JE338,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN56,JE363,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN23,JE315,1,targeted,NA,11:06:00,50.54533,-126.65855,0,0,0,90,0,450,0,0,0,60,0,0,1,NA
JN57,JE340,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN58,JE341,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN199,DE99,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
