seine_id,survey_id,set_number,set_type,time_searching,set_time,lat,lon,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,preservation_status,seine_comments
DN200,DE100,3,targeted,40,11:40:00,49.9613,-124.747,30,NA,0,0,10,NA,1,NA,2,NA,NA,NA,1,NA
DN201,DE101,1,targeted,NA,09:49:00,50.07902,-124.8509,30,400,0,0,10,40,0,0,0,0,NA,NA,1,NA
DN202,DE102,1,targeted,NA,07:38:00,49.99932,-125.1395,30,300,0,0,0,0,0,0,7,10,NA,NA,1,NA
DN203,DE103,1,targeted,NA,07:50:00,50.16142,-124.8842,30,200,1,1,5,6,0,0,0,0,NA,NA,1,NA
DN204,DE104,1,targeted,NA,10:21:00,50.08007,-124.8511,30,300,0,0,10,10,0,0,1,1,NA,NA,1,NA
DN205,DE105,1,targeted,NA,13:28:00,50.11842,-125.07512,30,40,0,0,10,20,0,0,2,2,NA,NA,1,NA
DN206,DE106,1,targeted,NA,08:00:00,50.08005,-125.2468,30,600,2,NA,10,1000,4,NA,0,0,NA,NA,1,NA
DN207,DE107,1,targeted,NA,12:30:00,50.16412,-125.1602,30,500,1,NA,10,300,1,NA,10,10,NA,NA,1,NA
DN208,DE108,1,targeted,NA,09:00:00,50.08123,-124.8549,8,8,0,0,10,90,0,0,0,0,NA,NA,1,NA
DN209,DE109,1,targeted,NA,07:30:00,50.11405,-125.0787,30,70,0,0,1,10,0,0,2,2,NA,NA,1,NA
DN210,DE110,1,targeted,NA,11:30:00,50.1659,-124.8888,6,6,1,1,10,30,0,0,0,0,NA,NA,1,NA
DN211,DE111,1,targeted,NA,10:30:00,50.34273,-125.0841,30,200,2,NA,10,100,2,6,5,10,NA,NA,1,"Fish moved by jug from net to buckets (30 sockeye in one 5 gallon pale; 50 total chum, pink, herring, coho in a second five gallon pale and two aquaria) to avoid net collapse on fish during onshore wind."
DN212,DE112,1,targeted,NA,08:00:00,50.30787,-125.3293,30,200,0,0,10,30,1,1,10,30,NA,NA,1,NA
DN213,DE113,NA,NA,30,07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,From LR logbook
DN214,DE114,1,targeted,30,09:45:00,50.13705,-125.1175,3,3,5,5,10,30,1,5,0,0,NA,NA,1,"Coho: 4 out of 5 in net too large for Whirl-Pak, not taken."
DN215,DE115,2,targeted,17,13:00:00,50.18217,-125.1493,30,200,8,10,10,50,1,1,0,0,NA,NA,1,First set (40 fish) released due to net collapse. Second set targeted different school.
DN216,DE116,1,targeted,9,07:00:00,50.31962,-125.0395,29,29,0,0,10,40,1,2,1,1,NA,NA,1,NA
DN217,DE117,1,targeted,20,10:15:00,50.44365,-125.279,30,3000,2,10,2,100,0,0,1,10,NA,NA,1,NA
DN218,DE118,NA,NA,7,13:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,From LR logbook
DN219,DE119,NA,NA,12,14:32:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,From LR logbook
DN220,DE120,2,targeted,25,08:40:00,50.34655,-125.45602,30,200,0,0,10,300,1,1,6,10,NA,NA,1,NA
DN221,DE121,1,targeted,47,12:10:00,50.30723,-125.33345,30,200,2,2,4,4,0,0,1,1,NA,NA,1,NA
DN222,DE122,NA,NA,13,14:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN223,DE123,NA,NA,26,06:02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN224,DE124,1,targeted,0,07:35:00,50.3153,-125.05186,30,200,0,0,10,40,0,0,0,0,NA,NA,1,NA
DN225,DE125,1,targeted,22,10:23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Set on 1 slider, no catch"
DN226,DE126,NA,NA,20,11:25:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN227,DE127,NA,NA,10,12:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN228,DE128,4,targeted,97,08:45:00,50.44466,-125.2804,30,200,0,0,5,10,1,1,1,2,NA,NA,1,NA
DN229,DE129,NA,NA,10,11:56:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN230,DE130,1,targeted,11,12:29:00,50.30795,-125.32452,30,40,0,0,10,10,0,0,0,0,NA,NA,1,NA
DN231,DE131,NA,NA,40,06:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN232,DE132,NA,NA,25,07:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN233,DE133,NA,NA,15,08:51:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN234,DE134,NA,NA,10,09:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN235,DE135,NA,NA,20,10:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN236,DE136,NA,NA,15,11:27:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN237,DE137,1,targeted,28,06:45:00,50.44941,-125.33027,30,30,0,0,5,10,0,0,1,1,NA,NA,1,NA
DN238,DE138,1,targeted,33,09:55:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"CO = 6 total, released"
DN239,DE139,1,targeted,10,11:10:00,50.308839999999996,-125.32275,30,200,0,0,10,10,0,0,3,3,NA,NA,1,NA
DN240,DE140,1,targeted,36,10:19:00,50.10015,-125.27265,30,40,0,0,10,200,0,0,0,0,NA,NA,1,NA
DN241,DE141,NA,NA,42,13:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN242,DE142,NA,NA,25,18:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN243,DE143,1,targeted,5,06:25:00,50.31763,-125.04942,2,2,1,1,10,60,0,0,0,0,NA,NA,1,NA
DN244,DE144,NA,NA,21,08:47:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN245,DE145,1,targeted,22,09:32:00,50.06119,-124.87916,0,0,0,0,0,10,0,10,0,0,NA,NA,1,NA
DN246,DE146,1,targeted,16,10:49:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"CU = 6 total, released"
DN247,DE147,NA,NA,19,12:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN248,DE148,1,targeted,30,13:04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bycatch 200 squuid
DN249,DE149,1,targeted,4,06:34:00,50.44527,-125.2774,30,800,0,0,0,2,1,1,1,1,NA,NA,1,NA
DN250,DE150,3,targeted,35,09:32:00,50.34762,-125.45358,30,100,1,1,10,200,1,1,1,1,NA,NA,1,NA
DN251,DE151,1,targeted,5,12:53:00,50.30492,-125.33058,30,500,0,0,10,100,0,0,3,4,NA,NA,1,NA
DN252,DE152,3,targeted,56,06:42:00,50.44217,-125.27406,30,500,1,1,10,300,0,0,1,2,NA,NA,1,NA
DN253,DE153,2,targeted,19,10:21:00,50.34851,-125.44831,12,15,0,0,10,300,1,1,0,0,NA,NA,1,NA
DN254,DE154,1,targeted,20,13:11:00,50.30759,-125.32969,30,40,1,1,10,40,0,0,7,7,NA,NA,1,NA
DN255,DE155,1,targeted,13,06:23:00,50.31954,-125.04247,29,60,0,0,2,2,0,0,0,0,NA,NA,1,NA
DN256,DE156,NA,NA,16,09:28:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN257,DE157,NA,NA,12,10:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN258,DE158,2,targeted,27,11:32:00,50.07966,-125.24845,15,40,4,20,3,20,0,0,0,0,NA,NA,1,NA
DN259,DE159,NA,NA,20,14:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN260,DE160,1,targeted,19,07:00:00,50.44342,-125.27904,22,25,3,5,10,600,0,0,1,3,NA,NA,1,NA
DN261,DE161,NA,NA,15,10:13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN262,DE162,1,targeted,15,10:59:00,50.30771,-125.32864,30,100,0,0,10,200,1,4,1,1,NA,NA,1,NA
DN263,DE163,1,targeted,9,14:00:00,50.19112,-125.14202,13,13,0,0,10,100,0,0,0,1,NA,NA,1,NA
DN264,DE164,1,targeted,22,10:06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"CU = 100 total, CO = 1 total, released"
DN265,DE165,NA,NA,14,11:47:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN266,DE166,NA,NA,10,12:28:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN267,DE167,NA,NA,16,13:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN268,DE168,1,targeted,5,10:51:00,50.30812,-125.3269,30,40,1,1,10,10,0,0,1,1,NA,NA,1,NA
DN269,DE169,2,targeted,17,14:13:00,50.1915,-125.14292,30,30,6,6,10,70,0,0,0,0,NA,NA,1,NA
DN270,DE170,2,targeted,30,06:34:00,50.30734,-125.33514,27,27,1,1,10,100,0,0,3,3,NA,NA,1,Net collapse first set
DN271,DE171,2,targeted,27,10:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"First set 40 chum, second set 0 fish."
DN272,DE172,NA,NA,13,12:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN273,DE173,1,targeted,8,13:22:00,50.19077,-125.14249,30,200,2,2,10,100,5,7,0,1,NA,NA,1,11 sockeye taken for DFO 6 frozen 5 formalin
DN274,DE174,1,targeted,3,09:20:00,50.30806,-125.32972,30,100,1,1,10,100,0,0,5,5,NA,NA,1,Samples marked D09(2). Initial set removed due to potential bias from snag on bottom.
DN275,DE175,1,targeted,17,12:05:00,50.19017,-125.14437,1,1,3,3,10,25,10,20,0,0,NA,NA,1,NA
DN276,DE176,NA,NA,23,09:52:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN277,DE177,NA,NA,22,09:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No surface activity
DN278,DE178,NA,NA,36,10:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No surface activity
DN279,DE179,1,targeted,21,11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
DN280,DE180,NA,NA,21,12:38:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No surface activity
DN281,DE181,NA,NA,27,13:43:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No surface activity
DN282,DE182,1,targeted,10,14:29:00,50.19051,-125.1444,22,23,3,3,10,100,5,6,0,0,NA,NA,1,Fish with lesions SO # 10
DN283,DE183,2,targeted,31,07:30:00,50.30767,-125.33023,26,26,1,1,10,200,0,0,2,2,NA,NA,1,SO 2 and 26 had lesions on dorasl surface of body. SO 4 had hemorrhaging gills. HE 1 had hem. fins.
DN284,DE184,1,targeted,17,10:58:00,50.347410000000004,-125.45333,30,600,2,10,10,400,1,1,0,0,NA,NA,1,NA
DN285,DE185,2,targeted,33,13:56:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No sockeye in sets
DN286,DE186,1,targeted,54,07:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No sockeye in set
DN287,DE187,NA,NA,31,10:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No surface activity
DN288,DE188,NA,NA,15,11:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No surface activity
DN289,DE189,1,targeted,44,12:21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No sockeye in set
DN290,DE190,1,targeted,28,01:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No sockeye in set
DN291,DE191,NA,NA,44,08:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Too sparse to target
DN292,DE192,3,targeted,48,09:41:00,50.34866,-125.44482000000001,30,200,1,1,10,100,1,1,0,1,NA,NA,1,NA
DN293,DE193,1,targeted,15,15:44:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,No sockeye in set
DN294,DE194,1,targeted,36,11:02:00,50.32119,-125.03856,12,13,0,0,10,18,2,2,1,1,NA,NA,1,NA
DN295,DE195,1,targeted,38,14:12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No sockeye in set
DN296,DE196,NA,NA,24,15:26:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No surface activity
DN297,DE197,NA,NA,46,06:38:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Too sparse to target
DN298,DE198,2,targeted,14,08:05:00,50.34829,-125.45001,30,200,0,0,10,200,1,1,6,20,NA,NA,1,"Herring not numbered in order, Lesions: SO 28 ( also hem on pectrol fin)"
DN299,DE199,1,targeted,2,11:16:00,50.30819,-125.32694,30,50,NA,NA,10,50,NA,NA,10,10,NA,NA,1,NA
DN300,DE200,NA,NA,19,13:46:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Too sparse to target
DN301,DE201,1,targeted,30,10:14:00,50.09809,-125.27142,5,6,0,0,10,300,0,0,1,1,NA,NA,1,NA
DN302,DE202,NA,NA,20,13:17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Too sparse to target
DN303,DE203,NA,NA,50,14:01:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Too sparse to target
DN304,DE204,NA,NA,25,08:32:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Too sparse to target
DN305,DE205,2,targeted,32,09:33:00,50.34758,-125.4553,3,3,2,2,10,44,0,0,0,0,NA,NA,1,NA
DN306,DE206,1,targeted,34,12:29:00,50.30597,-125.33588,30,200,0,0,10,80,2,2,10,10,NA,NA,1,NA
DN307,DE207,1,targeted,38,07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"No sockeye in set. coho =1, chum=14, released"
DN308,DE208,NA,NA,32,08:37:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No surface activity
DN309,DE209,NA,NA,21,09:28:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No surface activity
DN310,DE210,NA,NA,22,10:28:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No surface activity
DN311,DE211,NA,NA,26,11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Too sparse to target
DN312,DE212,2,targeted,67,07:13:00,50.44949,-125.32427,30,60,0,0,10,200,0,0,0,0,NA,NA,1,NA
DN313,DE213,1,targeted,52,11:06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No sockeye in set
DN314,DE214,1,targeted,8,12:27:00,50,-125,29,100,7,7,10,300,0,0,4,4,NA,NA,1,Data entry note: Seems secchi depth was not taken
DN315,DE215,NA,NA,27,06:07:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Too sparse to target
DN316,DE216,1,targeted,25,07:14:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No sockeye in set
DN317,DE217,2,targeted,53,08:32:00,50.10264,-125.27585,6,6,4,10,10,2000,0,0,1,5,NA,NA,1,NA
DN318,DE218,1,targeted,10,07:05:00,50.44045,-125.27069,7,7,0,0,10,40,1,1,1,1,NA,NA,1,NA
DN319,DE219,1,targeted,12,08:58:00,50.34969,-125.44451,9,9,10,300,10,500,0,0,0,0,NA,NA,1,NA
DN320,DE220,1,targeted,2,11:07:00,50.30698,-125.3259,30,240,0,0,5,5,1,1,0,0,NA,NA,1,NA
DN321,DE221,1,targeted,18,09:22:00,50.30702,-125.33509,19,20,10,20,10,30,0,0,0,0,NA,NA,1,NA
DN322,DE222,NA,NA,19,12:16:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No surface activity
DN323,DE223,NA,NA,32,13:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Too sparse to target
DN324,DE224,1,targeted,59,06:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Too sparse to target
DN325,DE225,1,targeted,8,08:17:00,50.34844,-125.44666,30,50,0,0,10,200,0,0,0,0,NA,NA,1,NA
DN326,DE226,2,targeted,46,10:52:00,50.30764,-125.33348,8,8,2,2,10,80,0,0,0,0,NA,NA,1,NA
DN327,DE227,NA,NA,37,10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No surface activity
DN328,DE228,NA,NA,30,11:06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Too sparse to target
DN329,DE229,NA,NA,20,12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Too sparse to target
DN330,DE230,NA,NA,16,08:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No surface activity
DN331,DE231,2,targeted,20,09:47:00,50.30377,-125.33768,30,60,7,8,10,200,0,0,10,20,NA,NA,1,NA
DN332,DE232,NA,NA,17,13:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No surface activity
DN333,DE233,NA,NA,32,11:57:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"No salmon surface activity, all herring and stickleback"
DN334,DE234,1,targeted,10,13:30:00,50.34874,-125.44617,1,1,10,20,10,100,0,0,0,0,NA,NA,1,NA
DN335,DE235,NA,NA,23,05:49:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Too sparse to target
DN336,DE236,1,targeted,0,06:56:00,50.30641,-125.31584,4,4,0,0,10,50,0,0,7,7,NA,NA,1,NA
DN337,DE237,1,targeted,8,08:43:00,50.34825,-125.44895,23,23,10,100,10,400,0,0,0,0,NA,NA,1,NA
DN338,DE238,1,targeted,11,11:46:00,50.34797,-125.45584,17,18,10,50,10,500,0,0,0,0,NA,NA,1,NA
DN339,DE239,2,targeted,18,14:13:00,50.3079,-125.32955,5,5,10,100,10,100,0,0,3,3,NA,NA,1,NA
DN340,DE240,1,targeted,16,06:50:00,50.30717,-125.33303,30,200,1,1,8,10,0,0,0,0,NA,NA,1,Sockeye very small
DN341,DE241,1,targeted,26,09:33:00,50.34811,-125.454,5,5,10,200,10,300,0,0,1,1,NA,NA,1,72 training fish taken recorded as morts
JN200,JE100,1,targeted,30,07:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN201,JE101,1,targeted,10,09:50:00,50.50535,-126.24163,30,300,1,1,10,20,6,6,4,4,NA,NA,0,fish not labelled in order
JN202,JE102,2,targeted,10,06:20:00,50.47479,-126.03259,30,100,0,0,10,30,3,3,0,0,NA,NA,0,NA
JN203,JE103,2,targeted,90,13:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN204,JE104,1,targeted,1,06:40:00,50.45614,-126.11933,30,600,0,0,1,1,4,4,0,0,NA,NA,0,NA
JN205,JE105,2,targeted,3,09:40:00,50.48078,-126.41037,30,150,0,0,3,3,10,150,0,0,NA,NA,0,NA
JN206,JE106,4,targeted,10,13:50:00,50.52222,-126.39167,30,150,0,0,2,2,10,10,1,1,NA,NA,0,NA
JN207,JE107,2,targeted,0,06:00:00,50.54648,-126.67096,30,300,0,0,0,0,0,0,0,0,NA,NA,0,"all fish samples labelled ""J0CP"" for now, will need to be hanged once site name confirmed J03"
JN208,JE108,2,targeted,0,09:00:00,50.54039,-126.78096,30,200,0,0,10,25,8,8,5,5,NA,NA,0,NA
JN209,JE109,3,targeted,0,12:35:00,50.55787,-126.73532,30,1200,0,0,10,20,0,0,0,0,NA,NA,0,NA
JN210,JE110,2,targeted,1,06:25:00,50.60101,-126.70394,30,400,0,0,7,7,1,1,0,0,NA,NA,1,NA
JN211,JE111,NA,NA,60,13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN212,JE112,1,targeted,5,14:00:00,50.47696,-126.0273,30,400,0,0,2,2,0,0,0,0,NA,NA,1,NA
JN213,JE113,1,targeted,1,05:40:00,50.49853,-126.21348,30,300,0,0,10,150,0,0,4,4,NA,NA,1,NA
JN214,JE114,1,targeted,70,09:50:00,50.52363,-126.39046,30,800,2,2,10,50,4,4,0,0,NA,NA,1,NA
JN215,JE115,1,targeted,25,13:00:00,50.48103,-126.41291,30,40,0,0,10,15,1,1,3,3,NA,NA,1,NA
JN216,JE116,1,targeted,1,05:45:00,50.45622,-126.11838,30,1000,0,0,10,200,1,1,5,5,NA,NA,1,"unknown salmonid bycatch not sockeye, chum, pink, coho, or chinook"
JN217,JE117,2,targeted,1,09:35:00,50.54672,-126.67256,30,1000,0,0,10,30,1,1,0,0,NA,NA,1,NA
JN218,JE118,1,targeted,2,12:55:00,50.53989,-126.78256,30,1500,1,1,10,100,0,0,1,1,NA,NA,1,NA
JN219,JE119,1,targeted,40,06:00:00,50.55951,-126.75326,30,100,0,0,10,30,10,20,0,0,NA,NA,1,NA
JN220,JE120,NA,NA,80,09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN221,JE121,NA,NA,90,11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN222,JE122,2,targeted,10,13:15:00,50.53957,-126.7781,30,2000,0,0,10,200,6,10,2,3,NA,NA,1,small hole in the bunt. Lots of fish escaped. May have been more herring and coho originally. School > 2000
JN223,JE123,3,targeted,70,05:35:00,50.57078,-126.70066,30,1000,0,0,10,200,2,10,1,10,NA,NA,1,NA
JN224,JE124,NA,NA,60,10:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"fish not at depth, close to beach"
JN225,JE125,NA,NA,150,12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"fish not at depth, close to beach"
JN226,JE126,1,targeted,85,06:55:00,50.4838,-126.01069,30,40,0,0,10,200,1,1,6,10,NA,NA,1,NA
JN227,JE127,1,targeted,150,11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"one net set, no fish caught"
JN228,JE128,2,targeted,45,06:30:00,50.50733,-126.24336,30,300,0,0,10,300,1,1,0,0,NA,NA,1,NA
JN229,JE129,3,targeted,60,09:25:00,50.45679,-126.16458,30,600,0,0,10,400,4,4,5,5,NA,NA,1,NA
JN230,JE130,NA,NA,120,12:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,net not set because no fish
JN231,JE131,1,targeted,5,15:05:00,50.48405,-126.3987,30,1000,1,10,10,300,1,1,10,20,NA,NA,1,NA
JN232,JE132,1,targeted,90,06:45:00,50.52152,-126.40028,30,100,0,0,10,200,0,0,3,3,NA,NA,1,NA
JN233,JE133,1,targeted,30,09:45:00,50.54605,-126.66218,30,400,0,0,10,200,0,0,10,20,NA,NA,1,NA
JN234,JE134,1,targeted,15,12:30:00,50.53808,-126.77494,30,400,0,0,10,100,1,1,0,0,NA,NA,1,NA
JN235,JE135,NA,NA,120,15:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,fish not at depth
JN236,JE136,1,targeted,10,05:30:00,50.60051,-126.70319,30,400,0,0,5,10,0,0,0,0,NA,NA,1,NA
JN237,JE137,1,targeted,110,07:40:00,50.57871,-126.72129,25,25,1,1,10,300,5,5,1,1,NA,NA,1,NA
JN238,JE138,1,targeted,15,12:30:00,50.55853,-126.73145,30,300,2,10,10,100,4,4,0,0,NA,NA,1,NA
JN239,JE139,1,targeted,25,05:20:00,50.50763,-126.24218,30,200,0,0,10,600,3,5,0,0,NA,NA,1,NA
JN240,JE140,1,targeted,25,08:25:00,50.45649,-126.16619,30,500,2,10,10,500,0,0,5,5,NA,NA,1,NA
JN241,JE141,1,targeted,20,11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,snagged net on bottom- no fish. strong current dragged us into the shallows
JN242,JE142,1,targeted,75,06:15:00,50.48189,-126.01128,30,100,0,0,10,100,0,0,3,3,NA,NA,1,NA
JN243,JE143,1,targeted,0,10:15:00,50.48072,-126.40915,30,15000,0,0,10,2000,0,0,0,1,NA,NA,1,"could not find herring again because too many fish; unsure of herring, pink, and coho numbers because too many fish"
JN244,JE144,NA,NA,90,12:32:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN245,JE145,1,targeted,1,14:55:00,50.53944,-126.78254,30,100,0,0,10,200,0,0,5,5,NA,NA,1,NA
JN246,JE146,1,targeted,30,06:30:00,50.52232,-126.39556,30,300,0,0,10,500,0,0,2,2,NA,NA,1,"labeled CU5 is actually CU4; CU6 is CU5; CU7 is CU6; CU8 is CU7; CU9 is CU8, CU10 is CU9, CU4 is CU10"
JN247,JE147,1,targeted,50,10:00:00,50.54216,-126.63511,30,200,7,7,10,300,0,0,10,15,NA,NA,1,31 Sockeye taken by accident. One possibly without label
JN248,JE148,3,targeted,50,13:40:00,50.5956,-126.69022,30,300,1,1,10,300,6,6,0,0,NA,NA,1,"CO-03, CO-05, CO-06 did not have white-tipped anal fin. Probably a chinook, but no black gums. Not chum, pink or sockeye. Check species ID in lab."
JN249,JE149,1,targeted,5,05:25:00,50.55855,-126.73248,30,300,0,0,10,200,1,1,0,0,NA,NA,1,NA
JN250,JE150,1,targeted,2,08:20:00,50.56784,-126.69728,30,1000,3,3,10,400,3,3,2,2,NA,NA,1,NA
JN251,JE151,NA,NA,15,05:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN252,JE152,1,targeted,20,06:20:00,50.45987,-126.16961,30,100,3,3,10,100,0,0,0,0,NA,NA,1,NA
