container_id,container_type,current_location,storage_unit,group_box,storage_shelf,storage_tray,date_shipped,shipped_to,date_received,expecting_return?,date_returned,comments
BRNA16,RNA,Quadra Prep Lab,Upright Freezer 2,NA,1,12,NA,NA,NA,NA,NA,NA
BRNA17,RNA,Quadra Prep Lab,Upright Freezer 2,NA,5,15,NA,NA,NA,NA,NA,NA
BRNA18,RNA,Quadra Prep Lab,Upright Freezer 2,NA,1,1,NA,NA,NA,NA,NA,NA
BRNA19,RNA,Quadra Prep Lab,Upright Freezer 2,NA,1,5,NA,NA,NA,NA,NA,NA
BRNA20,RNA,Quadra Prep Lab,Upright Freezer 1,NA,3,9,NA,NA,NA,NA,NA,NA
BRNA21,RNA,Quadra Prep Lab,Upright Freezer 1,NA,3,11,NA,NA,NA,NA,NA,NA
BRNA22,RNA,Quadra Prep Lab,Upright Freezer 1,NA,3,14,NA,NA,NA,NA,NA,NA
BRNA23,RNA,Quadra Prep Lab,Upright Freezer 1,NA,3,7,NA,NA,NA,NA,NA,NA
BRNA24,RNA,Quadra Prep Lab,Upright Freezer 1,NA,3,6,NA,NA,NA,NA,NA,NA
BRNA25,RNA,Quadra Prep Lab,Upright Freezer 1,NA,3,3,NA,NA,NA,NA,NA,NA
BRNA26,RNA,Quadra Prep Lab,Upright Freezer 2,NA,5,12,NA,NA,NA,NA,NA,NA
BRNA27,RNA,Quadra Prep Lab,Upright Freezer 2,NA,5,16,NA,NA,NA,NA,NA,NA
BRNA28,RNA,Quadra Prep Lab,Upright Freezer 1,NA,3,2,NA,NA,NA,NA,NA,NA
BRNA29,RNA,Quadra Prep Lab,Upright Freezer 1,NA,3,15,NA,NA,NA,NA,NA,NA
BRNA30,RNA,Quadra Prep Lab,Upright Freezer 1,NA,3,13,NA,NA,NA,NA,NA,NA
BRNA34,RNA,Quadra Prep Lab,Upright Freezer 1,NA,3,10,NA,NA,NA,NA,NA,NA
BRNA32,RNA,Quadra Prep Lab,Upright Freezer 1,NA,3,5,NA,NA,NA,NA,NA,NA
BRNA38,RNA,Quadra Prep Lab,Upright Freezer 1,NA,3,1,NA,NA,NA,NA,NA,NA
BRNA40,RNA,Quadra Prep Lab,Upright Freezer 3,NA,4,16,NA,NA,NA,NA,NA,NA
BRNA41,RNA,Quadra Prep Lab,Upright Freezer 3,NA,4,12,NA,NA,NA,NA,NA,NA
BRNA46,RNA,Quadra Prep Lab,Upright Freezer 3,NA,4,8,NA,NA,NA,NA,NA,Not Full
BRNA44,RNA,Quadra Prep Lab,Upright Freezer 3,NA,4,4,NA,NA,NA,NA,NA,Full
BRNA42,RNA,Quadra Prep Lab,Upright Freezer 3,NA,2,NA,NA,NA,NA,NA,NA,"UNSURE IF FULL. In working shelf, needs a spot"
BRNA43,RNA,Quadra Prep Lab,Upright Freezer 3,NA,2,NA,NA,NA,NA,NA,NA,"UNSURE IF FULL. In working shelf, needs a spot"
BRNA31,RNA,Quadra Prep Lab,Upright Freezer 3,NA,2,NA,NA,NA,NA,NA,NA,"UNSURE IF FULL. In working shelf, needs a spot"
BRNA36,RNA,Quadra Prep Lab,Upright Freezer 3,NA,2,NA,NA,NA,NA,NA,NA,"UNSURE IF FULL. In working shelf, needs a spot"
BRNA33,RNA,Quadra Prep Lab,Upright Freezer 3,NA,2,NA,NA,NA,NA,NA,NA,"UNSURE IF FULL. In working shelf, needs a spot"
BRNA35,RNA,Quadra Prep Lab,Upright Freezer 3,NA,2,NA,NA,NA,NA,NA,NA,"UNSURE IF FULL. In working shelf, needs a spot"
BRNA37,RNA,Quadra Prep Lab,Upright Freezer 3,NA,2,NA,NA,NA,NA,NA,NA,"UNSURE IF FULL. In working shelf, needs a spot"
BRNA39,RNA,Quadra Prep Lab,Upright Freezer 3,NA,2,NA,NA,NA,NA,NA,NA,"UNSURE IF FULL. In working shelf, needs a spot"
BRNA1,RNA,Pacific Biological Station,NA,NA,NA,NA,NA,PBS,NA,NA,NA,NA
BSC2,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC3,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC4,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC5,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC6,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC7,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC8,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC9,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC10,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC11,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC12,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC13,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC14,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC15,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC16,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC17,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC18,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC19,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC20,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC21,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC22,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC23,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC24,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC25,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC26,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC27,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC28,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC29,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC98,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC100,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC105,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC119,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 1,NA,NA,NA,NA,NA,NA
BSC50,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 2,NA,NA,NA,NA,NA,NA
BSC54,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 2,NA,NA,NA,NA,NA,NA
BSC58,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 2,NA,NA,NA,NA,NA,NA
BSC75,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 2,NA,NA,NA,NA,NA,NA
BSC80,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 2,NA,NA,NA,NA,NA,NA
BSC1,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 3,NA,NA,NA,NA,NA,NA
BSC55,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 3,NA,NA,NA,NA,NA,NA
BSC59,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 3,NA,NA,NA,NA,NA,NA
BSC74,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 3,NA,NA,NA,NA,NA,NA
BSC77,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 3,NA,NA,NA,NA,NA,NA
BSC78,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 3,NA,NA,NA,NA,NA,NA
BSC42,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 4,NA,NA,NA,NA,NA,NA
BSC48,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 4,NA,NA,NA,NA,NA,NA
BSC52,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 4,NA,NA,NA,NA,NA,NA
BSC72,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 4,NA,NA,NA,NA,NA,NA
BSC76,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 4,NA,NA,NA,NA,NA,NA
BSC49,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 5,NA,NA,NA,NA,NA,NA
BSC53,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 5,NA,NA,NA,NA,NA,NA
BSC57,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 5,NA,NA,NA,NA,NA,NA
BSC73,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 5,NA,NA,NA,NA,NA,NA
BSC101,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 5,NA,NA,NA,NA,NA,NA
BSC35,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC36,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC37,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC38,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC40,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC41,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC43,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC44,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC45,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC46,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC47,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC60,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC61,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC62,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC63,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC64,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC65,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC66,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC67,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC68,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC69,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC70,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC92,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC93,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC94,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC95,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC96,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC97,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC102,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC104,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC127,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC128,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC129,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 6,NA,NA,NA,NA,NA,NA
BSC30,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 7,NA,NA,NA,NA,NA,NA
BSC31,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 7,NA,NA,NA,NA,NA,NA
BSC32,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 7,NA,NA,NA,NA,NA,NA
BSC33,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 7,NA,NA,NA,NA,NA,NA
BSC56,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 7,NA,NA,NA,NA,NA,NA
BSC82,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 7,NA,NA,NA,NA,NA,NA
BSC84,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 7,NA,NA,NA,NA,NA,NA
BSC86,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 7,NA,NA,NA,NA,NA,NA
BSC88,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 7,NA,NA,NA,NA,NA,NA
BSC71,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 8,NA,NA,NA,NA,NA,NA
BSC81,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 8,NA,NA,NA,NA,NA,NA
BSC83,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 8,NA,NA,NA,NA,NA,NA
BSC79865,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 7,NA,NA,NA,NA,NA,NA
BSC107,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 8,NA,NA,NA,NA,NA,NA
BSC87,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 9,NA,NA,NA,NA,NA,NA
BSC108,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 9,NA,NA,NA,NA,NA,NA
BSC89,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 10,NA,NA,NA,NA,NA,NA
BSC78,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 3,NA,NA,NA,NA,NA,NA
BSC55,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 3,NA,NA,NA,NA,NA,NA
BSC39,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 3,NA,NA,NA,NA,NA,NA
BSC51,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 3,NA,NA,NA,NA,NA,NA
BSC85,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 8,NA,NA,NA,NA,NA,NA
BSC90,scale,Quadra Prep Lab,Back End Shelving Unit,GBSCA1,NA,Bag 10,NA,NA,NA,NA,NA,NA
BSLSO1,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,4,NA,NA,NA,NA,NA,NA
BSLSO2,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,4,NA,NA,NA,NA,NA,NA
BSLSO3,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,4,NA,NA,NA,NA,NA,NA
BSLSO4,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,4,NA,NA,NA,NA,NA,NA
BSLSO5,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,4,NA,NA,NA,NA,NA,NA
BSLSO6,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,3,NA,NA,NA,NA,NA,NA
BSLSO7,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,3,NA,NA,NA,NA,NA,NA
BSLSO8,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,3,NA,NA,NA,NA,NA,NA
BSLSO9,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,3,NA,NA,NA,NA,NA,NA
BSLSO10,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,3,NA,NA,NA,NA,NA,NA
BSLSO11,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,2,NA,NA,NA,NA,NA,NA
BSLSO12,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,2,NA,NA,NA,NA,NA,NA
BSLSO13,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,2,NA,NA,NA,NA,NA,NA
BSLSO14,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,2,NA,NA,NA,NA,NA,NA
BSLSO15,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,2,NA,NA,NA,NA,NA,NA
BSLSO16,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,1,NA,NA,NA,NA,NA,NA
BSLSO17,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,1,NA,NA,NA,NA,NA,NA
BSLSO18,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,1,NA,NA,NA,NA,NA,NA
BSLSO19,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,1,NA,NA,NA,NA,NA,NA
BSLSO20,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,1,1,NA,NA,NA,NA,NA,NA
BSLSO21,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,2,2,NA,NA,NA,NA,NA,NA
BSLSO22,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,2,2,NA,NA,NA,NA,NA,NA
BSLSO23,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,2,2,NA,NA,NA,NA,NA,NA
BSLSO24,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,2,2,NA,NA,NA,NA,NA,NA
BSLSO25,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,2,1,NA,NA,NA,NA,NA,NA
BSLSO26,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,2,1,NA,NA,NA,NA,NA,NA
BSLSO27,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,2,1,NA,NA,NA,NA,NA,NA
BSLPI1,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,2,3,NA,NA,NA,NA,NA,NA
BSLCU1,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,2,3,NA,NA,NA,NA,NA,NA
BSLCO1,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,2,3,NA,NA,NA,NA,NA,NA
BSLSO28,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,2,1,2016,SFU(LP/SG),2016,Y,2017,Processed; no locations assigned within boxes; do not need to keep samples (hold for a few more months)
BSLSO29,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,2,1,2016,SFU(LP/SG),2016,Y,2017,Processed; no locations assigned within boxes; do not need to keep samples (hold for a few more months)
BSLSO30,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,2,2,2016,SFU(LP/SG),2016,Y,2017,Processed; no locations assigned within boxes; do not need to keep samples (hold for a few more months)
BSLSO31,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,2,NA,2016,SFU(LP/SG),2016,Y,2017,Processed; no locations assigned within boxes; do not need to keep samples (hold for a few more months)
BSLSO32,sea lice,Quadra Prep Lab,Back End Shelving Unit,NA,2,NA,2016,SFU(LP/SG),2016,Y,2017,Processed; no locations assigned within boxes; do not need to keep samples (hold for a few more months)
BLC1,sealice_cal,Quadra Prep Lab,Freezer 2,NA,4,14,NA,NA,NA,NA,NA,NA
BLC3,sealice_cal,Quadra Prep Lab,Freezer 2,NA,4,12,NA,NA,NA,NA,NA,NA
BLC2,sealice_cal,Quadra Prep Lab,Freezer 2,NA,4,13,NA,NA,NA,NA,NA,NA
BLC4,sealice_cal,Quadra Prep Lab,Freezer 3,NA,NA,NA,NA,NA,NA,NA,NA,in use
BLL1,sealice_lep,Quadra Prep Lab,Freezer 3,NA,NA,NA,NA,NA,NA,NA,NA,in use
BST1,stomach,UBC,NA,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST2,stomach,UBC,NA,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST3,stomach,UBC,NA,GBSTO5,NA,NA,NA,NA,NA,NA,NA,NA
BST4,stomach,UBC,NA,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST5,stomach,UBC,NA,GBSTO2,NA,NA,NA,NA,NA,NA,NA,NA
BST6,stomach,UBC,NA,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST7,stomach,Quadra Prep Lab,Freezer Room Top Shelf,GBSTO4,NA,NA,NA,NA,NA,NA,NA,NA
BST8,stomach,UBC,NA,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST9,stomach,Quadra Prep Lab,Freezer Room Top Shelf,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST10,stomach,Quadra Prep Lab,Freezer Room Top Shelf,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST11,stomach,Quadra Prep Lab,Freezer Room Top Shelf,GBSTO5,NA,NA,NA,NA,NA,NA,NA,NA
BST12,stomach,Quadra Prep Lab,Freezer Room Top Shelf,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST14,stomach,Quadra Prep Lab,Freezer Room Top Shelf,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST15,stomach,Quadra Prep Lab,Freezer Room Top Shelf,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST16,stomach,UBC,NA,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST17,stomach,UBC,NA,GBSTO5,NA,NA,NA,NA,NA,NA,NA,NA
BST18,stomach,UBC,NA,GBSTO5,NA,NA,NA,NA,NA,NA,NA,NA
BST19,stomach,UBC,NA,GBSTO5,NA,NA,NA,NA,NA,NA,NA,NA
BST20,stomach,UBC,NA,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST21,stomach,UBC,NA,GBSTO5,NA,NA,NA,NA,NA,NA,NA,NA
BST22,stomach,UBC,NA,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST23,stomach,UBC,NA,GBSTO5,NA,NA,NA,NA,NA,NA,NA,NA
BST24,stomach,UBC,NA,GBSTO4,NA,NA,NA,NA,NA,NA,NA,NA
BST26,stomach,UBC,NA,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST27,stomach,UBC,NA,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST28,stomach,UBC,NA,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST29,stomach,UBC,NA,GBSTO1,NA,NA,NA,NA,NA,NA,NA,NA
BST30,stomach,UBC,NA,GBSTO7,NA,NA,NA,NA,NA,NA,NA,NA
BST31,stomach,UBC,NA,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST32,stomach,UBC,NA,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST33,stomach,Quadra Prep Lab,Freezer Room Top Shelf,GBSTO5,NA,NA,NA,NA,NA,NA,NA,NA
BST34,stomach,Quadra Prep Lab,Freezer Room Top Shelf,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST35,stomach,Quadra Prep Lab,Freezer Room Top Shelf,GBSTO3,NA,NA,NA,NA,NA,NA,NA,NA
BST36,stomach,Quadra Prep Lab,Freezer Room Top Shelf,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST38,stomach,UBC,NA,GBSTO4,NA,NA,NA,NA,NA,NA,NA,NA
BST39,stomach,Quadra Prep Lab,Freezer Room Top Shelf,GBSTO4,NA,NA,NA,NA,NA,NA,NA,NA
BST40,stomach,UBC,NA,GBSTO5,NA,NA,NA,NA,NA,NA,NA,NA
BST41,stomach,Quadra Prep Lab,Freezer Room Top Shelf,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST42,stomach,UBC,NA,GBSTO5,NA,NA,NA,NA,NA,NA,NA,NA
BST43,stomach,Quadra Prep Lab,Freezer Room Top Shelf,GBSTO5,NA,NA,NA,NA,NA,NA,NA,NA
BST44,stomach,Quadra Prep Lab,Freezer Room Top Shelf,GBSTO5,NA,NA,NA,NA,NA,NA,NA,NA
BST45,stomach,UBC,NA,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST46,stomach,UBC,NA,GBSTO5,NA,NA,NA,NA,NA,NA,NA,NA
BST47,stomach,UBC,NA,GBSTO5,NA,NA,NA,NA,NA,NA,NA,NA
BST48,stomach,UBC,NA,GBSTO5,NA,NA,NA,NA,NA,NA,NA,NA
BST49,stomach,UBC,NA,GBSTO5,NA,NA,NA,NA,NA,NA,NA,NA
BST50,stomach,UBC,NA,GBSTO6,NA,NA,NA,NA,NA,NA,NA,NA
BST51,stomach,UBC,NA,GBSTO3,NA,NA,NA,NA,NA,NA,NA,NA
BST52,stomach,UBC,NA,GBSTO7,NA,NA,NA,NA,NA,NA,NA,NA
