ufn,semsp_id,seine_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field
U857,2015-06-07-J05-SO-3,JN255,SO,NA,NA,NA,NA,NA,NA
U858,2015-06-07-J05-SO-13,JN255,SO,NA,NA,NA,NA,NA,NA
U859,2015-06-07-J05-SO-8,JN255,SO,NA,NA,NA,NA,NA,NA
U860,2015-06-07-J05-SO-5,JN255,SO,NA,NA,NA,NA,NA,NA
U920,2015-05-30-J05-SO-3,JN228,SO,NA,NA,NA,NA,NA,NA
U923,2015-05-30-J05-SO-5,JN228,SO,NA,NA,NA,NA,NA,NA
U924,2015-06-07-J05-SO-9,JN255,SO,NA,NA,NA,NA,NA,NA
U925,2015-06-07-J05-SO-7,JN255,SO,NA,NA,NA,NA,NA,NA
U926,2015-06-07-J05-SO-4,JN255,SO,NA,NA,NA,NA,NA,NA
U927,2015-06-07-J05-SO-6,JN255,SO,NA,NA,NA,NA,NA,NA
U928,2015-06-07-J05-SO-10,JN255,SO,NA,NA,NA,NA,NA,NA
U939,2015-06-07-J05-SO-15,JN255,SO,NA,NA,NA,NA,NA,NA
U941,2015-06-01-J01-SO-21,JN237,SO,NA,NA,NA,NA,NA,NA
U961,2015-06-07-J05-SO-11,JN255,SO,NA,NA,NA,NA,NA,NA
U962,2015-06-01-J01-SO-19,JN237,SO,NA,NA,NA,NA,NA,NA
U963,2015-06-01-J01-SO-14,JN237,SO,NA,NA,NA,NA,NA,NA
U929,2015-06-01-J01-SO-13,JN237,SO,NA,NA,NA,NA,NA,NA
U930,2015-05-29-J06-SO-8,JN226,SO,NA,NA,NA,NA,NA,NA
U940,2015-06-01-J01-SO-24,JN237,SO,NA,NA,NA,NA,NA,NA
U942,2015-06-01-J01-SO-23,JN237,SO,NA,NA,NA,NA,NA,NA
U943,2015-05-29-J06-SO-7,JN226,SO,NA,NA,NA,NA,NA,NA
U951,2015-06-01-J01-SO-15,JN237,SO,NA,NA,NA,NA,NA,NA
U952,2015-06-01-J01-SO-25,JN237,SO,NA,NA,NA,NA,NA,NA
U953,2015-05-29-J06-SO-10,JN226,SO,NA,NA,NA,NA,NA,NA
U954,2015-05-29-J06-SO-9,JN226,SO,NA,NA,NA,NA,NA,NA
U955,2015-05-29-J06-SO-4,JN226,SO,NA,NA,NA,NA,NA,NA
U956,2015-06-07-J06-SO-24,JN254,SO,NA,NA,NA,NA,NA,NA
U964,2015-06-01-J01-SO-20,JN237,SO,NA,NA,NA,NA,NA,NA
U965,2015-06-01-J01-SO-22,JN237,SO,NA,NA,NA,NA,NA,NA
U966,2015-05-29-J06-SO-11,JN226,SO,NA,NA,NA,NA,NA,NA
U967,2015-05-29-J06-SO-18,JN226,SO,NA,NA,NA,NA,NA,NA
U968,2015-05-29-J06-SO-6,JN226,SO,NA,NA,NA,NA,NA,NA
U969,2015-06-07-J06-SO-22,JN254,SO,NA,NA,NA,NA,NA,NA
U981,2015-05-29-J06-SO-12,JN226,SO,NA,NA,NA,NA,NA,NA
U982,2015-06-07-J06-SO-30,JN254,SO,NA,NA,NA,NA,NA,NA
U944,2015-06-07-J06-SO-20,JN254,SO,NA,NA,NA,NA,NA,NA
U945,2015-06-07-J06-SO-17,JN254,SO,NA,NA,NA,NA,NA,NA
U946,2015-06-07-D09-SO-19,DN268,SO,NA,NA,NA,NA,NA,NA
U957,2015-06-07-J06-SO-23,JN254,SO,NA,NA,NA,NA,NA,NA
U958,2015-06-07-D09-SO-17,DN268,SO,NA,NA,NA,NA,NA,NA
U959,2015-06-07-D09-SO-12,DN268,SO,NA,NA,NA,NA,NA,NA
U960,2015-06-07-D09-SO-16,DN268,SO,NA,NA,NA,NA,NA,NA
U970,2015-06-07-J06-SO-29,JN254,SO,NA,NA,NA,NA,NA,NA
U983,2015-06-07-J06-SO-19,JN254,SO,NA,NA,NA,NA,NA,NA
U984,2015-06-07-J06-SO-25,JN254,SO,NA,NA,NA,NA,NA,NA
U985,2015-06-07-D09-SO-18,DN268,SO,NA,NA,NA,NA,NA,NA
U986,2015-06-07-D09-SO-13,DN268,SO,NA,NA,NA,NA,NA,NA
U987,2015-06-07-D09-SO-11,DN268,SO,NA,NA,NA,NA,NA,NA
U991,2015-06-07-J06-SO-16,JN254,SO,NA,NA,NA,NA,NA,NA
U992,2015-06-07-D09-SO-20,DN268,SO,NA,NA,NA,NA,NA,NA
U993,2015-06-07-D09-SO-14,DN268,SO,NA,NA,NA,NA,NA,NA
U994,2015-06-07-D09-SO-15,DN268,SO,NA,NA,NA,NA,NA,NA
U988,2015-06-07-D09-SO-10,DN268,SO,NA,NA,NA,NA,NA,NA
U989,2015-06-20-D09-SO-24,DN306,SO,NA,NA,NA,NA,NA,NA
U990,2015-06-20-D09-SO-28,DN306,SO,NA,NA,NA,NA,NA,NA
U995,2015-06-07-D09-SO-2,DN268,SO,NA,NA,NA,NA,NA,NA
U996,2015-06-20-D09-SO-23,DN306,SO,NA,NA,NA,NA,NA,NA
U997,2015-06-20-D09-SO-25,DN306,SO,NA,NA,NA,NA,NA,NA
U998,2015-06-20-D09-SO-26,DN306,SO,NA,NA,NA,NA,NA,NA
U999,2015-06-05-D10-SO-22,DN260,SO,NA,NA,NA,NA,NA,NA
U1001,2015-06-20-D09-SO-22,DN306,SO,NA,NA,NA,NA,NA,NA
U1002,2015-06-20-D09-SO-30,DN306,SO,NA,NA,NA,NA,NA,NA
U1003,2015-06-20-D09-SO-27,DN306,SO,NA,NA,NA,NA,NA,NA
U1004,2015-06-20-D09-SO-21,DN306,SO,NA,NA,NA,NA,NA,NA
U1005,2015-06-05-D10-SO-12,DN260,SO,NA,NA,NA,NA,NA,NA
U1006,2015-06-05-D10-SO-14,DN260,SO,NA,NA,NA,NA,NA,NA
U1011,2015-06-20-D09-SO-29,DN306,SO,NA,NA,NA,NA,NA,NA
U1012,2015-06-20-D09-SO-18,DN306,SO,NA,NA,NA,NA,NA,NA
U1013,2015-06-05-D10-SO-17,DN260,SO,NA,NA,NA,NA,NA,NA
U947,2015-06-05-D10-SO-18,DN260,SO,NA,NA,NA,NA,NA,NA
U948,2015-06-05-D10-SO-20,DN260,SO,NA,NA,NA,NA,NA,NA
U949,2015-06-05-D10-SO-21,DN260,SO,NA,NA,NA,NA,NA,NA
U950,2015-05-31-J03-SO-7,JN233,SO,NA,NA,NA,NA,NA,NA
U1000,2015-06-05-D10-SO-16,DN260,SO,NA,NA,NA,NA,NA,NA
U1007,2015-06-05-D10-SO-15,DN260,SO,NA,NA,NA,NA,NA,NA
U1008,2015-05-31-J03-SO-2,JN233,SO,NA,NA,NA,NA,NA,NA
U1009,2015-05-31-J03-SO-4,JN233,SO,NA,NA,NA,NA,NA,NA
U1010,2015-05-31-J03-SO-17,JN233,SO,NA,NA,NA,NA,NA,NA
U1014,2015-06-05-D10-SO-13,DN260,SO,NA,NA,NA,NA,NA,NA
U1015,2015-05-31-J03-SO-18,JN233,SO,NA,NA,NA,NA,NA,NA
U1016,2015-05-31-J03-SO-11,JN233,SO,NA,NA,NA,NA,NA,NA
U1017,2015-05-31-J03-SO-12,JN233,SO,NA,NA,NA,NA,NA,NA
U1021,2015-06-05-D10-SO-19,DN260,SO,NA,NA,NA,NA,NA,NA
U1022,2015-05-31-J03-SO-5,JN233,SO,NA,NA,NA,NA,NA,NA
U1031,2015-05-31-J03-SO-1,JN233,SO,NA,NA,NA,NA,NA,NA
U1032,2015-05-31-J03-SO-3,JN233,SO,NA,NA,NA,NA,NA,NA
U1018,2015-06-07-J09-SO-14,JN259,SO,NA,NA,NA,NA,NA,NA
U1019,2015-06-07-J09-SO-12,JN259,SO,NA,NA,NA,NA,NA,NA
U1020,2015-06-07-J09-SO-11,JN259,SO,NA,NA,NA,NA,NA,NA
U1023,2015-06-07-J09-SO-13,JN259,SO,NA,NA,NA,NA,NA,NA
U1024,2015-06-07-J09-SO-2,JN259,SO,NA,NA,NA,NA,NA,NA
U1025,2015-06-07-J09-SO-10,JN259,SO,NA,NA,NA,NA,NA,NA
U1026,2015-06-07-J09-SO-3,JN259,SO,NA,NA,NA,NA,NA,NA
U1027,2015-06-07-J09-SO-15,JN259,SO,NA,NA,NA,NA,NA,NA
U1028,2015-06-14-D11-SO-24,DN284,SO,NA,NA,NA,NA,NA,NA
U1033,2015-06-14-D11-SO-29,DN284,SO,NA,NA,NA,NA,NA,NA
U1034,2015-06-14-D11-SO-30,DN284,SO,NA,NA,NA,NA,NA,NA
U1041,2015-05-31-J03-SO-6,JN233,SO,NA,NA,NA,NA,NA,NA
U1042,2015-06-07-J09-SO-9,JN259,SO,NA,NA,NA,NA,NA,NA
U1043,2015-06-07-J09-SO-5,JN259,SO,NA,NA,NA,NA,NA,NA
U1044,2015-06-07-J09-SO-1,JN259,SO,NA,NA,NA,NA,NA,NA
U1051,2015-06-23-J03-CU-8,JN299,CU,NA,NA,NA,NA,NA,NA
U1052,2015-06-14-D11-SO-22,DN284,SO,NA,NA,NA,NA,NA,NA
U1053,2015-06-14-D11-SO-25,DN284,SO,NA,NA,NA,NA,NA,NA
U1029,2015-06-22-D10-SO-12,DN312,SO,NA,NA,NA,NA,NA,NA
U1035,2015-06-14-D11-SO-21,DN284,SO,NA,NA,NA,NA,NA,NA
U1036,2015-06-20-D11-SO-2,DN305,SO,NA,NA,NA,NA,NA,NA
U1037,2015-06-23-D06-SO-5,DN317,SO,NA,NA,NA,NA,NA,NA
U1038,2015-06-23-D06-SO-2,DN317,SO,NA,NA,NA,NA,NA,NA
U1039,2015-06-22-D10-SO-11,DN312,SO,NA,NA,NA,NA,NA,NA
U1040,2015-06-22-D10-SO-17,DN312,SO,NA,NA,NA,NA,NA,NA
U1045,2015-06-14-D11-SO-27,DN284,SO,NA,NA,NA,NA,NA,NA
U1046,2015-06-14-D11-SO-28,DN284,SO,NA,NA,NA,NA,NA,NA
U1047,2015-06-20-D11-SO-3,DN305,SO,NA,NA,NA,NA,NA,NA
U1048,2015-06-23-D06-SO-1,DN317,SO,NA,NA,NA,NA,NA,NA
U1049,2015-06-23-D06-SO-6,DN317,SO,NA,NA,NA,NA,NA,NA
U1050,2015-06-22-D10-SO-13,DN312,SO,NA,NA,NA,NA,NA,NA
U1054,2015-06-14-D11-SO-26,DN284,SO,NA,NA,NA,NA,NA,NA
U1055,2015-06-20-D11-SO-1,DN305,SO,NA,NA,NA,NA,NA,NA
U1056,2015-06-23-D06-SO-3,DN317,SO,NA,NA,NA,NA,NA,NA
U1057,2015-06-23-D06-SO-4,DN317,SO,NA,NA,NA,NA,NA,NA
U1071,2015-06-22-D10-SO-14,DN312,SO,NA,NA,NA,NA,NA,NA
U1072,2015-06-22-D10-SO-16,DN312,SO,NA,NA,NA,NA,NA,NA
U1030,2015-06-22-D10-SO-20,DN312,SO,NA,NA,NA,NA,NA,NA
U1058,2015-06-22-D10-SO-19,DN312,SO,NA,NA,NA,NA,NA,NA
U1059,2015-06-22-D10-SO-9,DN312,SO,NA,NA,NA,NA,NA,NA
U1060,2015-05-15-D03-SO-23,DN205,SO,NA,NA,NA,NA,NA,NA
U1061,2015-06-14-D09-SO-13,DN283,SO,NA,NA,NA,NA,NA,NA
U1062,2015-06-14-D09-SO-16,DN283,SO,NA,NA,NA,NA,NA,NA
U1063,2015-06-14-D09-SO-20,DN283,SO,NA,NA,NA,NA,NA,NA
U1064,2015-05-31-J09-SO-30,JN234,SO,NA,NA,NA,NA,NA,NA
U1073,2015-06-22-D10-SO-18,DN312,SO,NA,NA,NA,NA,NA,NA
U1074,2015-06-14-D09-SO-14,DN283,SO,NA,NA,NA,NA,NA,NA
U1075,2015-06-14-D09-SO-18,DN283,SO,NA,NA,NA,NA,NA,NA
U1081,2015-06-22-D10-SO-15,DN312,SO,NA,NA,NA,NA,NA,NA
U1082,2015-05-15-D03-SO-24,DN205,SO,NA,NA,NA,NA,NA,NA
U1083,2015-06-14-D09-SO-15,DN283,SO,NA,NA,NA,NA,NA,NA
U1091,2015-05-30-J05-SO-29,JN228,SO,NA,NA,NA,NA,NA,NA
U1092,2015-06-14-D09-SO-19,DN283,SO,NA,NA,NA,NA,NA,NA
U1093,2015-06-14-D09-SO-12,DN283,SO,NA,NA,NA,NA,NA,NA
U1094,2015-06-14-D09-SO-17,DN283,SO,NA,NA,NA,NA,NA,NA
U1095,2015-06-14-D09-SO-11,DN283,SO,NA,NA,NA,NA,NA,NA
U1076,2015-05-31-J09-SO-15,JN234,SO,NA,NA,NA,NA,NA,NA
U1077,2015-05-31-J09-SO-26,JN234,SO,NA,NA,NA,NA,NA,NA
U1078,2015-05-31-J09-SO-29,JN234,SO,NA,NA,NA,NA,NA,NA
U1079,2015-05-31-J09-SO-22,JN234,SO,NA,NA,NA,NA,NA,NA
U1084,2015-05-31-J09-SO-23,JN234,SO,NA,NA,NA,NA,NA,NA
U1085,2015-05-31-J09-SO-21,JN234,SO,NA,NA,NA,NA,NA,NA
U1086,2015-05-31-J09-SO-28,JN234,SO,NA,NA,NA,NA,NA,NA
U1087,2015-05-31-J09-SO-27,JN234,SO,NA,NA,NA,NA,NA,NA
U1088,2015-05-31-J09-SO-20,JN234,SO,NA,NA,NA,NA,NA,NA
U1089,2015-05-30-J08-SO-27,JN231,SO,NA,NA,NA,NA,NA,NA
U1096,2015-05-30-J08-SO-30,JN231,SO,NA,NA,NA,NA,NA,NA
U1097,2015-05-30-J08-SO-29,JN231,SO,NA,NA,NA,NA,NA,NA
U1098,2015-05-30-J08-SO-21,JN231,SO,NA,NA,NA,NA,NA,NA
U1065,2015-05-30-J08-SO-28,JN231,SO,NA,NA,NA,NA,NA,NA
U1066,2015-06-01-J02-SO-30,JN236,SO,NA,NA,NA,NA,NA,NA
U1067,2015-06-01-J02-SO-21,JN236,SO,NA,NA,NA,NA,NA,NA
U1080,2015-05-30-J08-SO-18,JN231,SO,NA,NA,NA,NA,NA,NA
U1090,2015-05-30-J08-SO-22,JN231,SO,NA,NA,NA,NA,NA,NA
U1099,2015-05-30-J08-SO-23,JN231,SO,NA,NA,NA,NA,NA,NA
U1100,2015-05-30-J08-SO-26,JN231,SO,NA,NA,NA,NA,NA,NA
U1101,2015-05-30-J08-SO-20,JN231,SO,NA,NA,NA,NA,NA,NA
U1121,2015-05-30-J08-SO-25,JN231,SO,NA,NA,NA,NA,NA,NA
U1122,2015-06-01-J02-SO-19,JN236,SO,NA,NA,NA,NA,NA,NA
U1123,2015-06-01-J02-SO-22,JN236,SO,NA,NA,NA,NA,NA,NA
U1124,2015-06-01-J02-SO-28,JN236,SO,NA,NA,NA,NA,NA,NA
U1125,2015-06-01-J02-SO-17,JN236,SO,NA,NA,NA,NA,NA,NA
U1131,2015-06-01-J02-SO-20,JN236,SO,NA,NA,NA,NA,NA,NA
U1132,2015-06-01-J02-SO-29,JN236,SO,NA,NA,NA,NA,NA,NA
U1133,2015-06-01-J02-SO-16,JN236,SO,NA,NA,NA,NA,NA,NA
U1134,2015-06-01-J02-SO-24,JN236,SO,NA,NA,NA,NA,NA,NA
U1068,2015-06-01-J10-SO-15,JN238,SO,NA,NA,NA,NA,NA,NA
U1069,2015-06-01-J10-SO-25,JN238,SO,NA,NA,NA,NA,NA,NA
U1070,2015-06-01-J10-SO-24,JN238,SO,NA,NA,NA,NA,NA,NA
U1102,2015-06-01-J10-SO-13,JN238,SO,NA,NA,NA,NA,NA,NA
U1103,2015-06-01-J10-SO-21,JN238,SO,NA,NA,NA,NA,NA,NA
U1104,2015-06-01-J10-SO-23,JN238,SO,NA,NA,NA,NA,NA,NA
U1105,2015-05-27-J10-SO-29,JN219,SO,NA,NA,NA,NA,NA,NA
U1106,2015-05-27-J10-SO-19,JN219,SO,NA,NA,NA,NA,NA,NA
U1126,2015-06-01-J10-SO-26,JN238,SO,NA,NA,NA,NA,NA,NA
U1127,2015-06-01-J10-SO-30,JN238,SO,NA,NA,NA,NA,NA,NA
U1128,2015-06-01-J10-SO-22,JN238,SO,NA,NA,NA,NA,NA,NA
U1135,2015-06-01-J10-SO-28,JN238,SO,NA,NA,NA,NA,NA,NA
U1136,2015-05-27-J10-SO-26,JN219,SO,NA,NA,NA,NA,NA,NA
U1137,2015-05-27-J10-SO-22,JN219,SO,NA,NA,NA,NA,NA,NA
U1138,2015-05-27-J10-SO-18,JN219,SO,NA,NA,NA,NA,NA,NA
U1141,2015-05-27-J10-SO-23,JN219,SO,NA,NA,NA,NA,NA,NA
U1142,2015-05-27-J10-SO-16,JN219,SO,NA,NA,NA,NA,NA,NA
U1143,2015-05-27-J10-SO-24,JN219,SO,NA,NA,NA,NA,NA,NA
U1107,2015-05-27-J10-SO-21,JN219,SO,NA,NA,NA,NA,NA,NA
U1108,2015-06-20-J04-SO-6,JN292,SO,NA,NA,NA,NA,NA,NA
U1109,2015-06-20-J04-SO-3,JN292,SO,NA,NA,NA,NA,NA,NA
U1110,2015-06-20-J04-SO-7,JN292,SO,NA,NA,NA,NA,NA,NA
U1129,2015-06-20-J04-SO-5,JN292,SO,NA,NA,NA,NA,NA,NA
U1130,2015-06-20-J04-SO-12,JN292,SO,NA,NA,NA,NA,NA,NA
U1139,2015-05-27-J10-SO-25,JN219,SO,NA,NA,NA,NA,NA,NA
U1140,2015-06-20-J04-SO-2,JN292,SO,NA,NA,NA,NA,NA,NA
U1144,2015-06-20-J04-SO-8,JN292,SO,NA,NA,NA,NA,NA,NA
U1145,2015-06-20-J04-SO-14,JN292,SO,NA,NA,NA,NA,NA,NA
U1146,2015-06-15-J04-SO-5,JN275,SO,NA,NA,NA,NA,NA,NA
U1151,2015-06-20-J04-SO-13,JN292,SO,NA,NA,NA,NA,NA,NA
U1152,2015-06-20-J04-SO-11,JN292,SO,NA,NA,NA,NA,NA,NA
U1153,2015-06-15-J04-SO-1,JN275,SO,NA,NA,NA,NA,NA,NA
U1161,2015-06-20-J04-SO-9,JN292,SO,NA,NA,NA,NA,NA,NA
U1162,2015-06-20-J04-SO-1,JN292,SO,NA,NA,NA,NA,NA,NA
U1163,2015-06-20-J04-SO-4,JN292,SO,NA,NA,NA,NA,NA,NA
U1164,2015-06-20-J07-SO-21,JN295,SO,NA,NA,NA,NA,NA,NA
U1147,2015-06-15-J04-SO-6,JN275,SO,NA,NA,NA,NA,NA,NA
U1148,2015-06-15-J04-SO-2,JN275,SO,NA,NA,NA,NA,NA,NA
U1149,2015-06-23-J03-SO-1,JN299,SO,NA,NA,NA,NA,NA,NA
U1150,2015-06-23-J03-SO-8,JN299,SO,NA,NA,NA,NA,NA,NA
U1154,2015-06-15-J04-SO-7,JN275,SO,NA,NA,NA,NA,NA,NA
U1155,2015-06-20-J07-SO-19,JN295,SO,NA,NA,NA,NA,NA,NA
U1156,2015-06-20-J07-SO-23,JN295,SO,NA,NA,NA,NA,NA,NA
U1157,2015-06-20-J07-SO-18,JN295,SO,NA,NA,NA,NA,NA,NA
U1165,2015-06-15-J04-SO-4,JN275,SO,NA,NA,NA,NA,NA,NA
U1166,2015-06-23-J03-SO-10,JN299,SO,NA,NA,NA,NA,NA,NA
U1171,2015-06-15-J04-SO-3,JN275,SO,NA,NA,NA,NA,NA,NA
U1172,2015-06-23-J03-SO-2,JN299,SO,NA,NA,NA,NA,NA,NA
U1173,2015-06-20-J07-SO-17,JN295,SO,NA,NA,NA,NA,NA,NA
U1191,2015-06-20-J07-SO-22,JN295,SO,NA,NA,NA,NA,NA,NA
U1158,2015-06-23-J03-SO-7,JN299,SO,NA,NA,NA,NA,NA,NA
U1159,2015-06-23-J03-SO-9,JN299,SO,NA,NA,NA,NA,NA,NA
U1160,2015-06-20-J07-SO-14,JN295,SO,NA,NA,NA,NA,NA,NA
U1167,2015-06-23-J03-SO-12,JN299,SO,NA,NA,NA,NA,NA,NA
U1168,2015-06-20-J07-SO-7,JN295,SO,NA,NA,NA,NA,NA,NA
U1169,2015-06-20-J07-SO-13,JN295,SO,NA,NA,NA,NA,NA,NA
U1192,2015-06-23-J03-SO-11,JN299,SO,NA,NA,NA,NA,NA,NA
U1193,2015-06-20-J07-SO-16,JN295,SO,NA,NA,NA,NA,NA,NA
U1194,2015-05-31-J04-SO-22,JN232,SO,NA,NA,NA,NA,NA,NA
U1201,2015-05-31-J04-SO-23,JN232,SO,NA,NA,NA,NA,NA,NA
U1170,2015-05-31-J04-SO-29,JN232,SO,NA,NA,NA,NA,NA,NA
U1174,2015-05-31-J04-SO-21,JN232,SO,NA,NA,NA,NA,NA,NA
U1175,2015-05-31-J04-SO-17,JN232,SO,NA,NA,NA,NA,NA,NA
U1176,2015-06-14-J05-SO-26,JN274,SO,NA,NA,NA,NA,NA,NA
U1177,2015-06-15-J10-SO-3,JN278,SO,NA,NA,NA,NA,NA,NA
U1178,2015-06-15-J10-SO-15,JN278,SO,NA,NA,NA,NA,NA,NA
U1179,2015-06-15-J10-SO-13,JN278,SO,NA,NA,NA,NA,NA,NA
U1195,2015-05-31-J04-SO-28,JN232,SO,NA,NA,NA,NA,NA,NA
U1196,2015-05-31-J04-SO-25,JN232,SO,NA,NA,NA,NA,NA,NA
U1197,2015-06-15-J10-SO-14,JN278,SO,NA,NA,NA,NA,NA,NA
U1198,2015-06-15-J10-SO-2,JN278,SO,NA,NA,NA,NA,NA,NA
U1199,2015-06-15-J10-SO-1,JN278,SO,NA,NA,NA,NA,NA,NA
U1200,2015-06-15-J10-SO-11,JN278,SO,NA,NA,NA,NA,NA,NA
U1202,2015-05-31-J04-SO-18,JN232,SO,NA,NA,NA,NA,NA,NA
U1203,2015-05-31-J04-SO-26,JN232,SO,NA,NA,NA,NA,NA,NA
U1204,2015-05-31-J04-SO-19,JN232,SO,NA,NA,NA,NA,NA,NA
U1205,2015-06-15-J10-SO-12,JN278,SO,NA,NA,NA,NA,NA,NA
U1211,2015-06-15-J10-SO-5,JN278,SO,NA,NA,NA,NA,NA,NA
U1212,2015-06-15-J10-SO-10,JN278,SO,NA,NA,NA,NA,NA,NA
U1213,2015-05-24-J02-SO-4,JN210,SO,NA,NA,NA,NA,NA,NA
U1221,2015-05-24-J02-SO-6,JN210,SO,NA,NA,NA,NA,NA,NA
U1180,2015-05-24-J02-SO-9,JN210,SO,NA,NA,NA,NA,NA,NA
U1206,2015-05-24-J02-SO-10,JN210,SO,NA,NA,NA,NA,NA,NA
U1207,2015-05-24-J02-SO-11,JN210,SO,NA,NA,NA,NA,NA,NA
U1208,2015-05-24-J02-SO-2,JN210,SO,NA,NA,NA,NA,NA,NA
U1209,2015-06-14-J05-SO-30,JN274,SO,NA,NA,NA,NA,NA,NA
U1210,2015-06-14-J05-SO-27,JN274,SO,NA,NA,NA,NA,NA,NA
U1214,2015-05-24-J02-SO-3,JN210,SO,NA,NA,NA,NA,NA,NA
U1215,2015-05-24-J02-SO-5,JN210,SO,NA,NA,NA,NA,NA,NA
U1216,2015-05-24-J02-SO-15,JN210,SO,NA,NA,NA,NA,NA,NA
U1217,2015-06-14-J05-SO-22,JN274,SO,NA,NA,NA,NA,NA,NA
U1218,2015-06-14-J05-SO-28,JN274,SO,NA,NA,NA,NA,NA,NA
U1219,2015-06-14-J05-SO-25,JN274,SO,NA,NA,NA,NA,NA,NA
U1220,2015-06-15-J03-SO-14,JN277,SO,NA,NA,NA,NA,NA,NA
U1222,2015-05-24-J02-SO-8,JN210,SO,NA,NA,NA,NA,NA,NA
U1223,2015-06-14-J05-S0-29,JN274,SO,NA,NA,NA,NA,NA,NA
U1224,2015-06-14-J05-S0-23,JN274,SO,NA,NA,NA,NA,NA,NA
U1225,2015-06-15-J03-S0-6,JN277,SO,NA,NA,NA,NA,NA,NA
U1231,2015-06-14-J05-SO-24,JN274,SO,NA,NA,NA,NA,NA,NA
U1241,2015-06-14-J05-SO-21,JN274,SO,NA,NA,NA,NA,NA,NA
U1242,2015-06-15-J03-SO-12,JN277,SO,NA,NA,NA,NA,NA,NA
U1243,2015-06-15-J03-SO-7,JN277,SO,NA,NA,NA,NA,NA,NA
U1251,2015-06-15-J03-SO-9,JN277,SO,NA,NA,NA,NA,NA,NA
U1226,2015-06-15-J03-SO-5,JN277,SO,NA,NA,NA,NA,NA,NA
U1227,2015-06-15-J03-SO-2,JN277,SO,NA,NA,NA,NA,NA,NA
U1228,2015-06-08-J04-SO-10,JN260,SO,NA,NA,NA,NA,NA,NA
U1229,2015-06-08-J04-SO-13,JN260,SO,NA,NA,NA,NA,NA,NA
U1230,2015-06-08-J04-SO-14,JN260,SO,NA,NA,NA,NA,NA,NA
U1232,2015-06-15-J03-SO-10,JN277,SO,NA,NA,NA,NA,NA,NA
U1233,2015-06-16-J01-SO-18,JN279,SO,NA,NA,NA,NA,NA,NA
U1234,2015-06-16-J01-SO-25,JN279,SO,NA,NA,NA,NA,NA,NA
U1244,2015-06-08-J04-SO-12,JN260,SO,NA,NA,NA,NA,NA,NA
U1245,2015-06-08-J04-SO-11,JN260,SO,NA,NA,NA,NA,NA,NA
U1246,2015-06-08-J04-SO-5,JN260,SO,NA,NA,NA,NA,NA,NA
U1252,2015-06-15-J03-SO-8,JN277,SO,NA,NA,NA,NA,NA,NA
U1253,2015-06-15-J03-SO-13,JN277,SO,NA,NA,NA,NA,NA,NA
U1254,2015-06-16-J01-SO-29,JN279,SO,NA,NA,NA,NA,NA,NA
U1255,2015-06-16-J01-SO-30,JN279,SO,NA,NA,NA,NA,NA,NA
U1261,2015-06-08-J04-SO-8,JN260,SO,NA,NA,NA,NA,NA,NA
U1247,2015-06-16-J01-SO-27,JN279,SO,NA,NA,NA,NA,NA,NA
U1248,2015-06-16-J01-SO-24,JN279,SO,NA,NA,NA,NA,NA,NA
U1249,2015-05-22-J04-SO-28,JN206,SO,NA,NA,NA,NA,NA,NA
U1250,2015-06-08-J03-SO-13,JN261,SO,NA,NA,NA,NA,NA,NA
U1256,2015-06-08-J04-SO-1,JN260,SO,NA,NA,NA,NA,NA,NA
U1257,2015-06-08-J04-SO-7,JN260,SO,NA,NA,NA,NA,NA,NA
U1258,2015-06-16-J01-SO-20,JN279,SO,NA,NA,NA,NA,NA,NA
U1259,2015-05-22-J04-SO-22,JN206,SO,NA,NA,NA,NA,NA,NA
U1260,2015-06-08-J03-SO-15,JN261,SO,NA,NA,NA,NA,NA,NA
U1262,2015-06-08-J04-SO-3,JN260,SO,NA,NA,NA,NA,NA,NA
U1263,2015-06-16-J01-SO-28,JN279,SO,NA,NA,NA,NA,NA,NA
U1264,2015-06-16-J01-SO-21,JN279,SO,NA,NA,NA,NA,NA,NA
U1265,2015-06-16-J01-SO-23,JN279,SO,NA,NA,NA,NA,NA,NA
U1266,2015-06-08-J03-SO-9,JN261,SO,NA,NA,NA,NA,NA,NA
U1235,2015-06-08-J03-SO-8,JN261,SO,NA,NA,NA,NA,NA,NA
U1236,2015-06-08-J03-SO-1,JN261,SO,NA,NA,NA,NA,NA,NA
U1237,2015-06-16-J09-SO-9,JN281,SO,NA,NA,NA,NA,NA,NA
U1238,2015-06-16-J09-SO-7,JN281,SO,NA,NA,NA,NA,NA,NA
U1267,2015-06-08-J03-SO-14,JN261,SO,NA,NA,NA,NA,NA,NA
U1271,2015-06-08-J03-SO-11,JN261,SO,NA,NA,NA,NA,NA,NA
U1272,2015-06-08-J03-SO-6,JN261,SO,NA,NA,NA,NA,NA,NA
U1273,2015-06-16-J09-SO-6,JN281,SO,NA,NA,NA,NA,NA,NA
U1274,2015-06-16-J09-SO-4,JN281,SO,NA,NA,NA,NA,NA,NA
U1275,2015-06-16-J09-SO-13,JN281,SO,NA,NA,NA,NA,NA,NA
U1276,2015-06-16-J09-SO-3,JN281,SO,NA,NA,NA,NA,NA,NA
U1277,2015-06-09-J02-SO-22,JN263,SO,NA,NA,NA,NA,NA,NA
U1281,2015-06-08-J03-SO-4,JN261,SO,NA,NA,NA,NA,NA,NA
