ufn,sample_type,sample_id,storage_medium,container_id,container_cell,sample_location,qaqc,comments_sample,sample_status,quality_log
U42,genetic_stock_id,SDN30,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U42,stomach,SST30,95 % Non-Denatured Ethanol,BST1,NA,BST1-NA,TRUE,NA,NA,NA
U42,otolith,SOT30,Dry,BOTSO2,A5,BOTSO2-A5,TRUE,NA,NA,NA
U42,scale,U42,Dry,BSC2,8,BSC2-8,TRUE,NA,NA,NA
U42,carcass,U42,Frozen -20,BCA1,NA,BCA1-NA,TRUE,NA,NA,NA
U42,sealice,SSL30,Formalin,BSLSO1,16,BSLSO1-16,TRUE,NA,NA,NA
U43,isotope,SIS31,Frozen -20,BISSO1,20,BISSO1-20,TRUE,NA,NA,NA
U43,genetic_stock_id,SDN31,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U43,stomach,SST31,95 % Non-Denatured Ethanol,BST1,NA,BST1-NA,TRUE,NA,NA,NA
U43,otolith,SOT31,Dry,BOTSO2,A6,BOTSO2-A6,TRUE,NA,NA,NA
U43,scale,U43,Dry,BSC2,11,BSC2-11,TRUE,NA,NA,NA
U43,carcass,U43,Frozen -20,BCA1,NA,BCA1-NA,TRUE,NA,NA,NA
U43,sealice,SSL31,Formalin,BSLSO1,20,BSLSO1-20,TRUE,NA,NA,NA
U45,isotope,SIS38,Frozen -20,BISSO1,23,BISSO1-23,TRUE,NA,NA,NA
U45,genetic_stock_id,SDN38,95 % Non-Denatured Ethanol,BDNSO1,11,BDNSO1-11,TRUE,NA,NA,NA
U45,stomach,SST38,95 % Non-Denatured Ethanol,BST1,NA,BST1-NA,TRUE,NA,NA,NA
U45,otolith,SOT38,Dry,BOTSO2,A7,BOTSO2-A7,TRUE,NA,NA,NA
U45,scale,U45,Dry,BSC2,13,BSC2-13,TRUE,NA,NA,NA
U45,carcass,U45,Frozen -20,BCA1,NA,BCA1-NA,TRUE,NA,NA,NA
U45,sealice,SSL38,Formalin,BSLSO1,25,BSLSO1-25,TRUE,NA,NA,NA
U46,isotope,SIS39,Frozen -20,BISSO1,29,BISSO1-29,TRUE,NA,NA,NA
U46,genetic_stock_id,SDN39,95 % Non-Denatured Ethanol,BDNSO1,15,BDNSO1-15,TRUE,NA,NA,NA
U46,stomach,SST39,95 % Non-Denatured Ethanol,BST1,NA,BST1-NA,TRUE,NA,NA,NA
U46,otolith,SOT39,Dry,BOTSO2,A8,BOTSO2-A8,TRUE,NA,NA,NA
U46,scale,U46,Dry,BSC2,16,BSC2-16,TRUE,NA,NA,NA
U46,carcass,U46,Frozen -20,BCA1,NA,BCA1-NA,TRUE,NA,NA,NA
U46,sealice,SSL39,Formalin,BSLSO1,32,BSLSO1-32,TRUE,NA,NA,NA
U47,isotope,SIS46,Frozen -20,BISSO1,36,BISSO1-36,TRUE,NA,NA,NA
U47,genetic_stock_id,SDN46,95 % Non-Denatured Ethanol,BDNSO1,18,BDNSO1-18,TRUE,NA,NA,NA
U47,stomach,SST46,95 % Non-Denatured Ethanol,BST1,NA,BST1-NA,TRUE,NA,NA,NA
U47,otolith,SOT46,Dry,BOTSO2,A10,BOTSO2-A10,TRUE,NA,NA,NA
U47,scale,U47,Dry,BSC2,20,BSC2-20,TRUE,NA,NA,NA
U47,carcass,U47,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U47,sealice,SSL46,Formalin,BSLSO1,40,BSLSO1-40,TRUE,NA,NA,NA
U48,isotope,SIS47,Frozen -20,BISSO1,45,BISSO1-45,TRUE,NA,NA,NA
U48,genetic_stock_id,SDN47,95 % Non-Denatured Ethanol,BDNSO1,23,BDNSO1-23,TRUE,NA,NA,NA
U48,stomach,SST47,95 % Non-Denatured Ethanol,BST1,NA,BST1-NA,TRUE,NA,NA,NA
U48,otolith,SOT47,Dry,BOTSO2,A11,BOTSO2-A11,TRUE,NA,NA,NA
U48,scale,U48,Dry,BSC2,24,BSC2-24,TRUE,NA,NA,NA
U48,carcass,U48,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U48,sealice,SSL47,Formalin,BSLSO1,47,BSLSO1-47,TRUE,NA,NA,NA
U49,isotope,SIS48,Frozen -20,BISSO1,56,BISSO1-56,TRUE,NA,NA,NA
U49,genetic_stock_id,SDN48,95 % Non-Denatured Ethanol,BDNSO1,28,BDNSO1-28,TRUE,NA,NA,NA
U49,stomach,SST48,95 % Non-Denatured Ethanol,BST1,NA,BST1-NA,TRUE,NA,NA,NA
U49,otolith,SOT48,Dry,BOTSO2,A12,BOTSO2-A12,TRUE,NA,NA,NA
U49,scale,U49,Dry,BSC2,26,BSC2-26,TRUE,NA,NA,NA
U49,carcass,U49,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U49,sealice,SSL48,Formalin,BSLSO1,54,BSLSO1-54,TRUE,NA,NA,NA
U50,isotope,SIS49,Frozen -20,BISSO1,58,BISSO1-58,TRUE,NA,NA,NA
U50,genetic_stock_id,SDN49,95 % Non-Denatured Ethanol,BDNSO1,29,BDNSO1-29,TRUE,NA,NA,NA
U50,stomach,SST49,95 % Non-Denatured Ethanol,BST1,NA,BST1-NA,TRUE,NA,NA,NA
U50,otolith,SOT49,Dry,BOTSO2,A13,BOTSO2-A13,TRUE,NA,NA,NA
U50,scale,U50,Dry,BSC2,30,BSC2-30,TRUE,NA,NA,NA
U50,carcass,U50,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U50,sealice,SSL49,Formalin,BSLSO1,60,BSLSO1-60,TRUE,1 female Cal Chal B mangled,NA,NA
U51,isotope,SIS50,Frozen -20,BISSO1,47,BISSO1-47,TRUE,NA,NA,NA
U51,genetic_stock_id,SDN50,95 % Non-Denatured Ethanol,BDNSO1,24,BDNSO1-24,TRUE,NA,NA,NA
U51,stomach,SST50,95 % Non-Denatured Ethanol,BST4,NA,BST4-NA,TRUE,NA,NA,NA
U51,otolith,SOT50,Dry,BOTSO1,A15,BOTSO1-A15,TRUE,NA,NA,NA
U51,scale,U51,Dry,BSC2,25,BSC2-25,TRUE,NA,NA,NA
U51,carcass,U51,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U51,sealice,SSL50,Formalin,BSLSO1,49,BSLSO1-49,TRUE,NA,NA,NA
U52,isotope,SIS51,Frozen -20,BISSO1,52,BISSO1-52,TRUE,NA,NA,NA
U52,genetic_stock_id,SDN51,95 % Non-Denatured Ethanol,BDNSO1,26,BDNSO1-26,TRUE,NA,NA,NA
U52,stomach,SST51,95 % Non-Denatured Ethanol,BST4,NA,BST4-NA,TRUE,NA,NA,NA
U52,otolith,SOT51,Dry,BOTSO1,A16,BOTSO1-A16,TRUE,1 otolith,NA,NA
U52,scale,U52,Dry,BSC2,28,BSC2-28,TRUE,NA,NA,NA
U52,carcass,U52,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U52,sealice,SSL51,Formalin,BSLSO1,56,BSLSO1-56,TRUE,NA,NA,NA
U53,isotope,SIS54,Frozen -20,BISSO1,65,BISSO1-65,TRUE,NA,NA,NA
U53,genetic_stock_id,SDN54,95 % Non-Denatured Ethanol,BDNSO1,33,BDNSO1-33,TRUE,NA,NA,NA
U53,stomach,SST54,95 % Non-Denatured Ethanol,BST4,NA,BST4-NA,TRUE,NA,NA,NA
U53,otolith,SOT54,Dry,BOTSO1,A18,BOTSO1-A18,TRUE,NA,NA,NA
U53,scale,U53,Dry,BSC2,33,BSC2-33,TRUE,NA,NA,NA
U53,carcass,U53,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U53,sealice,SSL54,Formalin,BSLSO1,65,BSLSO1-65,TRUE,NA,NA,NA
U54,isotope,SIS55,Frozen -20,BISSO1,69,BISSO1-69,TRUE,NA,NA,NA
U54,genetic_stock_id,SDN55,95 % Non-Denatured Ethanol,BDNSO1,34,BDNSO1-34,TRUE,NA,NA,NA
U54,stomach,SST55,95 % Non-Denatured Ethanol,BST4,NA,BST4-NA,TRUE,NA,NA,NA
U54,otolith,SOT55,Dry,BOTSO1,A19,BOTSO1-A19,TRUE,NA,NA,NA
U54,scale,U54,Dry,BSC2,34,BSC2-34,TRUE,NA,NA,NA
U54,carcass,U54,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U54,sealice,SSL55,Formalin,BSLSO1,67,BSLSO1-67,TRUE,NA,NA,NA
U55,isotope,SIS64,Frozen -20,BISSO1,74,BISSO1-74,TRUE,NA,NA,NA
U55,genetic_stock_id,SDN64,95 % Non-Denatured Ethanol,BDNSO1,38,BDNSO1-38,TRUE,NA,NA,NA
U55,stomach,SST64,95 % Non-Denatured Ethanol,BST4,NA,BST4-NA,TRUE,NA,NA,NA
U55,otolith,SOT64,Dry,BOTSO1,B1,BOTSO1-B1,TRUE,1 otolith,NA,NA
U55,scale,U55,Dry,BSC2,36,BSC2-36,TRUE,NA,NA,NA
U55,carcass,U55,Frozen -20,BCA3,NA,BCA3-NA,TRUE,NA,NA,NA
U55,sealice,SSL64,Formalin,BSLSO1,74,BSLSO1-74,TRUE,NA,NA,NA
U56,isotope,SIS65,Frozen -20,BISSO1,78,BISSO1-78,TRUE,NA,NA,NA
U56,genetic_stock_id,SDN65,95 % Non-Denatured Ethanol,BDNSO1,39,BDNSO1-39,TRUE,NA,NA,NA
U56,stomach,SST65,95 % Non-Denatured Ethanol,BST4,NA,BST4-NA,TRUE,NA,NA,NA
U56,otolith,SOT65,Dry,BOTSO1,B3,BOTSO1-B3,TRUE,NA,NA,NA
U56,scale,U56,Dry,BSC2,39,BSC2-39,TRUE,NA,NA,NA
U56,carcass,U56,Frozen -20,BCA3,NA,BCA3-NA,TRUE,NA,NA,NA
U56,sealice,SSL65,Formalin,BSLSO1,81,BSLSO1-81,TRUE,NA,NA,NA
U57,isotope,SIS66,Frozen -20,BISSO1,85,BISSO1-85,TRUE,NA,NA,NA
U57,genetic_stock_id,SDN66,95 % Non-Denatured Ethanol,BDNSO1,43,BDNSO1-43,TRUE,NA,NA,NA
U57,stomach,SST66,95 % Non-Denatured Ethanol,BST4,NA,BST4-NA,TRUE,NA,NA,NA
U57,otolith,SOT66,Dry,BOTSO1,B6,BOTSO1-B6,TRUE,NA,NA,NA
U57,scale,U57,Dry,BSC2,43,BSC2-43,TRUE,NA,NA,NA
U57,carcass,U57,Frozen -20,BCA3,NA,BCA3-NA,TRUE,NA,NA,NA
U57,sealice,SSL66,Formalin,BSLSO1,87,BSLSO1-87,TRUE,"1 squished adult, unk. Species",NA,NA
U58,isotope,SIS67,Frozen -20,BISSO1,92,BISSO1-92,TRUE,NA,NA,NA
U58,genetic_stock_id,SDN67,95 % Non-Denatured Ethanol,BDNSO1,48,BDNSO1-48,TRUE,NA,NA,NA
U58,stomach,SST67,95 % Non-Denatured Ethanol,BST4,NA,BST4-NA,TRUE,NA,NA,NA
U58,otolith,SOT67,Dry,BOTSO1,B8,BOTSO1-B8,TRUE,NA,NA,NA
U58,scale,U58,Dry,BSC2,46,BSC2-46,TRUE,NA,NA,NA
U58,carcass,U58,Frozen -20,BCA3,NA,BCA3-NA,TRUE,NA,NA,NA
U58,sealice,SSL67,Formalin,BSLSO1,96,BSLSO1-96,TRUE,NA,NA,NA
U59,isotope,SIS74,Frozen -20,BISSO1,98,BISSO1-98,TRUE,NA,NA,NA
U59,genetic_stock_id,SDN74,95 % Non-Denatured Ethanol,BDNSO1,52,BDNSO1-52,TRUE,NA,NA,NA
U59,stomach,SST74,95 % Non-Denatured Ethanol,BST4,NA,BST4-NA,TRUE,NA,NA,NA
U59,otolith,SOT74,Dry,BOTSO1,B9,BOTSO1-B9,TRUE,NA,NA,NA
U59,scale,U59,Dry,BSC3,1,BSC3-1,TRUE,NA,NA,NA
U59,carcass,U59,Frozen -20,BCA3,NA,BCA3-NA,TRUE,NA,NA,NA
U59,sealice,SSL74,Formalin,BSLSO2,3,BSLSO2-3,TRUE,"One louse on dorsal fin damaged put into vial, likely Chal B stage",NA,NA
U60,isotope,SIS68,Frozen -20,BISSO2,7,BISSO2-7,TRUE,NA,NA,NA
U60,genetic_stock_id,SDN68,95 % Non-Denatured Ethanol,BDNSO1,55,BDNSO1-55,TRUE,NA,NA,NA
U60,stomach,SST68,95 % Non-Denatured Ethanol,BST4,NA,BST4-NA,TRUE,NA,NA,NA
U60,otolith,SOT68,Dry,BOTSO1,B13,BOTSO1-B13,TRUE,NA,NA,NA
U60,scale,U60,Dry,BSC3,5,BSC3-5,TRUE,NA,NA,NA
U60,carcass,U60,Frozen -20,BCA3,NA,BCA3-NA,TRUE,NA,NA,NA
U60,sealice,SSL68,Formalin,BSLSO2,12,BSLSO2-12,TRUE,NA,NA,NA
U61,isotope,SIS52,Frozen -20,BISSO1,54,BISSO1-54,TRUE,NA,NA,NA
U61,genetic_stock_id,SDN52,95 % Non-Denatured Ethanol,BDNSO1,27,BDNSO1-27,TRUE,NA,NA,NA
U61,stomach,SST52,95 % Non-Denatured Ethanol,BST3,NA,BST3-NA,TRUE,NA,NA,NA
U61,otolith,SOT52,Dry,BOTSO1,A14,BOTSO1-A14,TRUE,NA,NA,NA
U61,scale,U61,Dry,BSC2,27,BSC2-27,TRUE,NA,NA,NA
U61,carcass,U61,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U61,sealice,SSL52,Formalin,BSLSO1,52,BSLSO1-52,TRUE,2 louse destroyed in vial,NA,NA
U62,isotope,SIS53,Frozen -20,BISSO1,60,BISSO1-60,TRUE,NA,NA,NA
U62,genetic_stock_id,SDN53,95 % Non-Denatured Ethanol,BDNSO1,30,BDNSO1-30,TRUE,NA,NA,NA
U62,stomach,SST53,95 % Non-Denatured Ethanol,BST3,NA,BST3-NA,TRUE,NA,NA,NA
U62,otolith,SOT53,Dry,BOTSO1,A17,BOTSO1-A17,TRUE,NA,NA,NA
U62,scale,U62,Dry,BSC2,29,BSC2-29,TRUE,NA,NA,NA
U62,carcass,U62,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U62,sealice,SSL53,Formalin,BSLSO1,58,BSLSO1-58,TRUE,NA,NA,NA
U63,isotope,SIS56,Frozen -20,BISSO1,71,BISSO1-71,TRUE,NA,NA,NA
U63,genetic_stock_id,SDN56,95 % Non-Denatured Ethanol,BDNSO1,35,BDNSO1-35,TRUE,NA,NA,NA
U63,stomach,SST56,95 % Non-Denatured Ethanol,BST3,NA,BST3-NA,TRUE,NA,NA,NA
U63,otolith,SOT56,Dry,BOTSO1,A20,BOTSO1-A20,TRUE,1 otolith,NA,NA
U63,scale,U63,Dry,BSC2,35,BSC2-35,TRUE,NA,NA,NA
U63,carcass,U63,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U63,sealice,SSL56,Formalin,BSLSO1,69,BSLSO1-69,TRUE,NA,NA,NA
U64,stomach,SST69,95 % Non-Denatured Ethanol,BST3,NA,BST3-NA,TRUE,NA,NA,NA
U64,otolith,SOT69,Dry,BOTSO1,B2,BOTSO1-B2,TRUE,NA,NA,NA
U64,scale,U64,Dry,BSC2,38,BSC2-38,TRUE,NA,NA,NA
U64,carcass,U64,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U64,sealice,SSL69,Formalin,BSLSO1,78,BSLSO1-78,TRUE,NA,NA,NA
U65,isotope,SIS70,Frozen -20,BISSO1,81,BISSO1-81,TRUE,NA,NA,NA
U65,genetic_stock_id,SDN70,95 % Non-Denatured Ethanol,BDNSO1,41,BDNSO1-41,TRUE,NA,NA,NA
U65,stomach,SST70,95 % Non-Denatured Ethanol,BST3,NA,BST3-NA,TRUE,NA,NA,NA
U65,otolith,SOT70,Dry,BOTSO1,B4,BOTSO1-B4,TRUE,NA,NA,NA
U65,carcass,U65,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U65,sealice,SSL70,Formalin,BSLSO1,83,BSLSO1-83,TRUE,NA,NA,NA
U66,isotope,SIS71,Frozen -20,BISSO1,83,BISSO1-83,TRUE,NA,NA,NA
U66,genetic_stock_id,SDN71,95 % Non-Denatured Ethanol,BDNSO1,42,BDNSO1-42,TRUE,NA,NA,NA
U66,stomach,SST71,95 % Non-Denatured Ethanol,BST3,NA,BST3-NA,TRUE,NA,NA,NA
U66,otolith,SOT71,Dry,BOTSO1,B5,BOTSO1-B5,TRUE,NA,NA,NA
U66,scale,U66,Dry,BSC2,42,BSC2-42,TRUE,NA,NA,NA
U66,carcass,U66,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U66,sealice,SSL71,Formalin,BSLSO1,85,BSLSO1-85,TRUE,NA,NA,NA
U68,isotope,SIS76,Frozen -20,BISSO2,1,BISSO2-1,TRUE,NA,NA,NA
U68,genetic_stock_id,SDN76,95 % Non-Denatured Ethanol,BDNSO1,50,BDNSO1-50,TRUE,NA,NA,NA
U68,stomach,SST76,95 % Non-Denatured Ethanol,BST3,NA,BST3-NA,TRUE,NA,NA,NA
U68,otolith,SOT76,Dry,BOTSO1,B10,BOTSO1-B10,TRUE,NA,NA,NA
U68,scale,U68,Dry,BSC2,49,BSC2-49,TRUE,NA,NA,NA
U68,carcass,U68,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U68,sealice,SSL76,Formalin,BSLSO2,1,BSLSO2-1,TRUE,NA,NA,NA
U69,isotope,SIS77,Frozen -20,BISSO2,3,BISSO2-3,TRUE,NA,NA,NA
U69,genetic_stock_id,SDN77,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U69,stomach,SST77,95 % Non-Denatured Ethanol,BST3,NA,BST3-NA,TRUE,NA,NA,NA
U69,otolith,SOT77,Dry,BOTSO1,B11,BOTSO1-B11,TRUE,NA,NA,NA
U69,scale,U69,Dry,BSC3,3,BSC3-3,TRUE,NA,NA,NA
U69,carcass,U69,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U69,sealice,SSL77,Formalin,BSLSO2,7,BSLSO2-7,TRUE,NA,NA,NA
U70,isotope,SIS78,Frozen -20,BISSO2,9,BISSO2-9,TRUE,NA,NA,NA
U70,genetic_stock_id,SDN78,95 % Non-Denatured Ethanol,BDNSO1,54,BDNSO1-54,TRUE,NA,NA,NA
U70,stomach,SST78,95 % Non-Denatured Ethanol,BST3,NA,BST3-NA,TRUE,NA,NA,NA
U70,otolith,SOT78,Dry,BOTSO1,B12,BOTSO1-B12,TRUE,NA,NA,NA
U70,scale,U70,Dry,BSC3,4,BSC3-4,TRUE,NA,NA,NA
U70,carcass,U70,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U70,sealice,SSL78,Formalin,BSLSO2,9,BSLSO2-9,TRUE,NA,NA,NA
U71,isotope,SIS57,Frozen -20,BISSO1,61,BISSO1-61,TRUE,NA,NA,NA
U71,genetic_stock_id,SDN57,95 % Non-Denatured Ethanol,BDNSO1,31,BDNSO1-31,TRUE,NA,NA,NA
U71,stomach,SST57,95 % Non-Denatured Ethanol,BST1,NA,BST1-NA,TRUE,NA,NA,NA
U71,otolith,SOT57,Dry,BOTSO2,A14,BOTSO2-A14,TRUE,NA,NA,NA
U71,scale,U71,Dry,BSC2,31,BSC2-31,TRUE,NA,NA,NA
U71,carcass,U71,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U71,sealice,SSL57,Formalin,BSLSO1,61,BSLSO1-61,TRUE,NA,NA,NA
U72,isotope,SIS58,Frozen -20,BISSO1,63,BISSO1-63,TRUE,NA,NA,NA
U72,genetic_stock_id,SDN58,95 % Non-Denatured Ethanol,BDNSO1,32,BDNSO1-32,TRUE,NA,NA,NA
U72,stomach,SST58,95 % Non-Denatured Ethanol,BST1,NA,BST1-NA,TRUE,NA,NA,NA
U72,otolith,SOT58,Dry,BOTSO2,A15,BOTSO2-A15,TRUE,NA,NA,NA
U72,scale,U72,Dry,BSC2,32,BSC2-32,TRUE,NA,NA,NA
U72,carcass,U72,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U72,sealice,SSL58,Formalin,BSLSO1,63,BSLSO1-63,TRUE,NA,NA,NA
U73,isotope,SIS59,Frozen -20,BISSO1,67,BISSO1-67,TRUE,NA,NA,NA
U73,genetic_stock_id,SDN59,95 % Non-Denatured Ethanol,BDNSO1,36,BDNSO1-36,TRUE,NA,NA,NA
U73,stomach,SST59,95 % Non-Denatured Ethanol,BST1,NA,BST1-NA,TRUE,NA,NA,NA
U73,otolith,SOT59,Dry,BOTSO2,A16,BOTSO2-A16,TRUE,NA,NA,NA
U73,scale,U73,Dry,BSC2,45,BSC2-45,TRUE,NA,NA,NA
U73,carcass,U73,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U73,sealice,SSL59,Formalin,BSLSO1,72,BSLSO1-72,TRUE,NA,NA,NA
U74,isotope,SIS72,Frozen -20,BISSO1,76,BISSO1-76,TRUE,NA,NA,NA
U74,genetic_stock_id,SDN72,95 % Non-Denatured Ethanol,BDNSO1,37,BDNSO1-37,TRUE,NA,NA,NA
U74,stomach,SST72,95 % Non-Denatured Ethanol,BST1,NA,BST1-NA,TRUE,NA,NA,NA
U74,otolith,SOT72,Dry,BOTSO2,A17,BOTSO2-A17,TRUE,NA,NA,NA
U74,scale,U74,Dry,BSC2,37,BSC2-37,TRUE,NA,NA,NA
U74,carcass,U74,Frozen -20,BCA3,NA,BCA3-NA,TRUE,NA,NA,NA
U74,sealice,SSL72,Formalin,BSLSO1,76,BSLSO1-76,TRUE,NA,NA,NA
U75,isotope,SIS73,Frozen -20,BISSO1,80,BISSO1-80,TRUE,NA,NA,NA
U75,genetic_stock_id,SDN73,95 % Non-Denatured Ethanol,BDNSO1,40,BDNSO1-40,TRUE,NA,NA,NA
U75,stomach,SST73,95 % Non-Denatured Ethanol,BST1,NA,BST1-NA,TRUE,NA,NA,NA
U75,otolith,SOT73,Dry,BOTSO2,A18,BOTSO2-A18,TRUE,NA,NA,NA
U75,scale,U75,Dry,BSC2,40,BSC2-40,TRUE,NA,NA,NA
U75,carcass,U75,Frozen -20,BCA3,NA,BCA3-NA,TRUE,NA,NA,NA
U75,sealice,SSL73,Formalin,BSLSO1,80,BSLSO1-80,TRUE,NA,NA,NA
U76,isotope,SIS79,Frozen -20,BISSO1,87,BISSO1-87,TRUE,NA,NA,NA
U76,genetic_stock_id,SDN79,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U76,stomach,SST79,95 % Non-Denatured Ethanol,BST5,NA,BST5-NA,TRUE,NA,NA,NA
U76,otolith,SOT79,Dry,BOTSO2,A19,BOTSO2-A19,TRUE,NA,NA,NA
U76,scale,U76,Dry,BSC2,41,BSC2-41,TRUE,NA,NA,NA
U76,carcass,U76,Frozen -20,BCA3,NA,BCA3-NA,TRUE,NA,NA,NA
U76,sealice,SSL79,Formalin,BSLSO1,89,BSLSO1-89,TRUE,NA,NA,NA
U77,isotope,SIS80,Frozen -20,BISSO1,96,BISSO1-96,TRUE,NA,NA,NA
U77,genetic_stock_id,SDN80,95 % Non-Denatured Ethanol,BDNSO1,47,BDNSO1-47,TRUE,NA,NA,NA
U77,stomach,SST80,95 % Non-Denatured Ethanol,BST5,NA,BST5-NA,TRUE,NA,NA,NA
U77,otolith,SOT80,Dry,BOTSO2,B1,BOTSO2-B1,TRUE,NA,NA,NA
U77,scale,U77,Dry,BSC2,47,BSC2-47,TRUE,NA,NA,NA
U77,carcass,U77,Frozen -20,BCA3,NA,BCA3-NA,TRUE,NA,NA,NA
U77,sealice,SSL80,Formalin,BSLSO1,98,BSLSO1-98,TRUE,NA,NA,NA
U78,isotope,SIS81,Frozen -20,BISSO2,5,BISSO2-5,TRUE,NA,NA,NA
U78,genetic_stock_id,SDN81,95 % Non-Denatured Ethanol,BDNSO1,53,BDNSO1-53,TRUE,NA,NA,NA
U78,stomach,SST81,95 % Non-Denatured Ethanol,BST5,NA,BST5-NA,TRUE,NA,NA,NA
U78,otolith,SOT81,Dry,BOTSO2,B3,BOTSO2-B3,TRUE,NA,NA,NA
U78,scale,U78,Dry,BSC3,2,BSC3-2,TRUE,NA,NA,NA
U78,carcass,U78,Frozen -20,BCA3,NA,BCA3-NA,TRUE,NA,NA,NA
U78,sealice,SSL81,Formalin,BSLSO2,5,BSLSO2-5,TRUE,NA,NA,NA
U79,isotope,SIS82,Frozen -20,BISSO2,12,BISSO2-12,TRUE,NA,NA,NA
U79,genetic_stock_id,SDN82,95 % Non-Denatured Ethanol,BDNSO1,56,BDNSO1-56,TRUE,NA,NA,NA
U79,stomach,SST82,95 % Non-Denatured Ethanol,BST5,NA,BST5-NA,TRUE,NA,NA,NA
U79,otolith,SOT82,Dry,BOTSO2,B4,BOTSO2-B4,TRUE,NA,NA,NA
U79,scale,U79,Dry,BSC3,8,BSC3-8,TRUE,NA,NA,NA
U79,carcass,U79,Frozen -20,BCA3,NA,BCA3-NA,TRUE,NA,NA,NA
U79,sealice,SSL82,Formalin,BSLSO2,18,BSLSO2-18,TRUE,NA,NA,NA
U80,isotope,SIS83,Frozen -20,BISSO2,21,BISSO2-21,TRUE,NA,NA,NA
U80,genetic_stock_id,SDN83,95 % Non-Denatured Ethanol,BDNSO1,61,BDNSO1-61,TRUE,NA,NA,NA
U80,stomach,SST83,95 % Non-Denatured Ethanol,BST5,NA,BST5-NA,TRUE,NA,NA,NA
U80,otolith,SOT83,Dry,BOTSO2,B5,BOTSO2-B5,TRUE,NA,NA,NA
U80,scale,U80,Dry,BSC3,11,BSC3-11,TRUE,NA,NA,NA
U80,carcass,U80,Frozen -20,BCA3,NA,BCA3-NA,TRUE,NA,NA,NA
U80,sealice,SSL83,Formalin,BSLSO2,23,BSLSO2-23,TRUE,NA,NA,NA
U81,isotope,SIS84,Frozen -20,BISSO1,100,BISSO1-100,TRUE,NA,NA,NA
U81,genetic_stock_id,SDN84,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U81,stomach,SST84,95 % Non-Denatured Ethanol,BST2,NA,BST2-NA,TRUE,NA,NA,NA
U81,otolith,SOT84,Dry,BOTSO2,B2,BOTSO2-B2,TRUE,NA,NA,NA
U81,scale,U81,Dry,BSC2,50,BSC2-50,TRUE,NA,NA,NA
U81,carcass,U81,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U81,sealice,SSL84,Formalin,BSLSO1,100,BSLSO1-100,TRUE,NA,NA,NA
U82,isotope,SIS87,Frozen -20,BISSO2,25,BISSO2-25,TRUE,NA,NA,NA
U82,genetic_stock_id,SDN87,95 % Non-Denatured Ethanol,BDNSO1,63,BDNSO1-63,TRUE,NA,NA,NA
U82,stomach,SST87,95 % Non-Denatured Ethanol,BST2,NA,BST2-NA,TRUE,NA,NA,NA
U82,otolith,SOT87,Dry,BOTSO2,B6,BOTSO2-B6,TRUE,NA,NA,NA
U82,scale,U82,Dry,BSC3,14,BSC3-14,TRUE,NA,NA,NA
U82,carcass,U82,Frozen -20,BCA2,NA,BCA2-NA,TRUE,NA,NA,NA
U82,sealice,SSL87,Formalin,BSLSO2,27,BSLSO2-27,TRUE,NA,NA,NA
U83,isotope,SIS88,Frozen -20,BISSO2,32,BISSO2-32,TRUE,NA,NA,NA
U83,genetic_stock_id,SDN88,95 % Non-Denatured Ethanol,BDNSO1,64,BDNSO1-64,TRUE,NA,NA,NA
U83,stomach,SST88,95 % Non-Denatured Ethanol,BST2,NA,BST2-NA,TRUE,NA,NA,NA
