no,action,event_pk,date,work_area,survey,sampling_bout,site_id,lat,long,secchi_type,line_out_depth,hakai_id,row_flag,quality_level,comments,quality_log
5898,NA,341409,2017-09-18,QUADRA,QOMA1,1,QU39,50.0307000000001,-125.0992,NA,9,QU39_2017-09-18_1,Collected,Raw,NA,NA
5956,NA,343651,2017-09-26,QUADRA,A3,1,QU39,50.0307000000001,-125.0992,NA,10.5,QU39_2017-09-26_1,Collected,Raw,NA,NA
5971,NA,344170,2017-09-27,QUADRA,"QRAFT1,QOMB",1,QU39,50.0307000000001,-125.0992,NA,12,QU39_2017-09-27_1,Collected,Raw,NA,NA
6017,NA,348162,2017-10-03,QUADRA,QOM A5,1,QU39,50.0307000000001,-125.0992,NA,15,QU39_2017-10-03_1,Collected,Raw,NA,NA
6022,NA,348185,2017-10-04,QUADRA,"QOMB,QRAFT1",1,QU39,50.0307000000001,-125.0992,NA,12,QU39_2017-10-04_1,Collected,Raw,NA,NA
6052,NA,348696,2017-10-11,QUADRA,A4,1,QU39,50.0307000000001,-125.0992,NA,8.5,QU39_2017-10-11_1,Collected,Raw,NA,NA
6107,NA,351040,2017-10-20,QUADRA,QOMA1,1,QU39,50.0307000000001,-125.0992,NA,14,QU39_2017-10-20_1,Collected,Raw,NA,NA
6116,NA,352601,2017-10-23,QUADRA,"QOMB,QRAFT1",1,QU39,50.0307000000001,-125.0992,NA,15,QU39_2017-10-23_1,Collected,Raw,NA,NA
6118,NA,352652,2017-10-24,QUADRA,QOMA5,1,QU39,50.0307000000001,-125.0992,NA,10,QU39_2017-10-24_1,Collected,Raw,NA,NA
6135,NA,352856,2017-10-31,QUADRA,QOMA4,1,QU39,50.0307000000001,-125.0992,NA,12.5,QU39_2017-10-31_1,Collected,Raw,NA,NA
6144,NA,353068,2017-11-06,QUADRA,"QOMB,QRAFT1",1,QU39,50.0307000000001,-125.0992,NA,13.5,QU39_2017-11-06_1,Collected,Raw,NA,NA
6150,NA,353253,2017-11-08,QUADRA,QOMA5,1,QU39,50.0307000000001,-125.0992,NA,8,QU39_2017-11-08_1,Collected,Raw,NA,NA
6179,NA,358711,2017-11-16,QUADRA,QOMA1,1,QU39,50.0307000000001,-125.0992,NA,16,QU39_2017-11-16_1,Collected,Raw,NA,NA
6190,NA,358930,2017-11-20,QUADRA,QOMA5,1,QU39,50.0307000000001,-125.0992,NA,17.5,QU39_2017-11-20_1,Collected,Raw,NA,NA
6199,NA,358960,2017-11-23,QUADRA,QOMB,1,QU39,50.0307000000001,-125.0992,NA,16.51,QU39_2017-11-23_1,Collected,Raw,NA,NA
6207,NA,359002,2017-11-27,QUADRA,QOMA4,1,QU39,50.0307000000001,-125.0992,NA,17.5,QU39_2017-11-27_1,Collected,Raw,NA,NA
6249,NA,360696,2017-12-04,QUADRA,QOMB,1,QU39,50.0307000000001,-125.0992,NA,11.5,QU39_2017-12-04_1,Collected,Raw,NA,NA
6261,NA,360824,2017-12-06,QUADRA,A5,1,QU39,50.0307000000001,-125.0992,NA,14.5,QU39_2017-12-06_1,Collected,Raw,NA,NA
6285,NA,362843,2017-12-11,QUADRA,QOMA1,1,QU39,50.0307000000001,-125.0992,NA,18.5,QU39_2017-12-11_1,Collected,Raw,NA,NA
6300,NA,363151,2018-01-03,QUADRA,A5,1,QU39,50.0307000000001,-125.0992,NA,19.5,QU39_2018-01-03_1,Collected,Raw,NA,NA
6310,NA,363390,2018-01-04,QUADRA,QOMB,1,QU39,50.0307000000001,-125.0992,NA,18,QU39_2018-01-04_1,Collected,Raw,NA,NA
6313,NA,364021,2018-01-09,QUADRA,QOMA4,1,QU39,50.0307000000001,-125.0992,NA,14,QU39_2018-01-09_1,Collected,Raw,NA,NA
6315,NA,364023,2018-01-09,QUADRA,QOMA4,2,QU39,50.0307000000001,-125.0992,NA,14,QU39_2018-01-09_2,Collected,Raw,NA,NA
6364,NA,365690,2018-01-22,QUADRA,QOMA1,1,QU39,50.0307000000001,-125.0992,NA,15.5,QU39_2018-01-22_1,Collected,Raw,NA,NA
6368,NA,365943,2018-01-24,QUADRA,"QOMB,QRAFT1",1,QU39,50.0307000000001,-125.0992,NA,13,QU39_2018-01-24_1,Collected,Raw,NA,NA
6389,NA,367118,2018-01-31,QUADRA,QOMA5,1,QU39,50.0307000000001,-125.0992,NA,12,QU39_2018-01-31_1,Collected,Raw,NA,NA
6392,NA,367221,2018-02-01,QUADRA,QOMB,1,QU39,50.0307000000001,-125.0992,NA,13.5,QU39_2018-02-01_1,Collected,Raw,NA,NA
6410,NA,367297,2018-02-06,QUADRA,QOMA4,1,QU39,50.0307000000001,-125.0992,NA,16.5,QU39_2018-02-06_1,Collected,Raw,NA,NA
6421,NA,368529,2018-02-13,QUADRA,QOMA5,1,QU39,50.0307000000001,-125.0992,NA,14,QU39_2018-02-13_1,Collected,Raw,NA,NA
6426,NA,368542,2018-02-14,QUADRA,QOMB,1,QU39,50.0307000000001,-125.0992,NA,12,QU39_2018-02-14_1,Collected,Raw,NA,NA
6458,NA,368634,2018-02-19,QUADRA,QOMA1,1,QU39,50.0307000000001,-125.0992,NA,14,QU39_2018-02-19_1,Collected,Raw,NA,NA
6494,NA,371381,2018-02-27,QUADRA,QOMA5,1,QU39,50.0307000000001,-125.0992,NA,15,QU39_2018-02-27_1,Collected,Raw,NA,NA
6500,NA,372322,2018-03-05,QUADRA,"QOMB,QRAFT2",1,QU39,50.0307000000001,-125.0992,NA,13,QU39_2018-03-05_1,Collected,Raw,NA,NA
6503,NA,372338,2018-03-06,QUADRA,QOMA4,1,QU39,50.0307000000001,-125.0992,NA,14,QU39_2018-03-06_1,Collected,Raw,NA,NA
6521,NA,373282,2018-03-13,QUADRA,QOMA5,1,QU39,50.0307000000001,-125.0992,NA,11.5,QU39_2018-03-13_1,Collected,Raw,NA,NA
6531,NA,373735,2018-03-16,QUADRA,QOMB,1,QU39,50.0307000000001,-125.0992,NA,3.5,QU39_2018-03-16_1,Collected,Raw,NA,NA
6562,NA,373900,2018-03-20,QUADRA,QOMA1,1,QU39,50.0307000000001,-125.0992,NA,3.5,QU39_2018-03-20_1,Collected,Raw,NA,NA
6631,NA,374676,2018-03-27,QUADRA,QOMA5,1,QU39,50.0307000000001,-125.0992,NA,8,QU39_2018-03-27_1,Collected,Raw,NA,NA
6642,NA,374686,2018-03-28,QUADRA,QOMB,1,QU39,50.0307000000001,-125.0992,NA,9,QU39_2018-03-28_1,Collected,Raw,NA,NA
6682,NA,376122,2018-04-04,QUADRA,QOMA5,1,QU39,50.0307000000001,-125.0992,NA,8,QU39_2018-04-04_1,Collected,Raw,NA,NA
6698,NA,378437,2018-04-12,QUADRA,QOMA4,1,QU39,50.0307000000001,-125.0992,NA,5.5,QU39_2018-04-12_1,Collected,Raw,NA,NA
6701,NA,378493,2018-04-16,QUADRA,QOMB,1,QU39,50.0307000000001,-125.0992,NA,11,QU39_2018-04-16_1,Collected,Raw,NA,NA
6703,NA,378523,2018-04-17,QUADRA,QOMA5,1,QU39,50.0307000000001,-125.0992,NA,15.5,QU39_2018-04-17_1,Collected,Raw,NA,NA
6758,NA,760272,2018-04-24,QUADRA,QOMA4,1,QU39,50.0307000000001,-125.0992,NA,6,QU39_2018-04-24_1,Collected,Raw,NA,NA
6761,NA,760296,2018-04-25,QUADRA,QOMB,1,QU39,50.0307000000001,-125.0992,NA,8.5,QU39_2018-04-25_1,Collected,Raw,NA,NA
6809,NA,1140360,2018-05-02,QUADRA,QOMA5,1,QU39,50.0307000000001,-125.0992,NA,9,QU39_2018-05-02_1,Collected,Raw,NA,NA
6834,NA,1158480,2018-05-08,QUADRA,QOMA4,1,QU39,50.0307000000001,-125.0992,NA,9.5,QU39_2018-05-08_1,Collected,Raw,NA,NA
6843,NA,1158490,2018-05-10,QUADRA,QOMB,1,QU39,50.0307000000001,-125.0992,NA,6.5,QU39_2018-05-10_1,Collected,Raw,NA,NA
6868,NA,1159037,2018-05-15,QUADRA,QOMA5,2,QU39,50.0307000000001,-125.0992,NA,8,QU39_2018-05-15_2,Collected,Raw,NA,NA
6912,NA,1183988,2018-05-22,QUADRA,QOMA4,1,QU39,50.0307000000001,-125.0992,NA,10,QU39_2018-05-22_1,Collected,Raw,NA,NA
6949,NA,1190091,2018-05-25,QUADRA,QOMB,4,QU39,50.0307000000001,-125.0992,NA,9,QU39_2018-05-25_4,Collected,Raw,NA,NA
6976,NA,1605839,2018-05-29,QUADRA,QOMA5,1,QU39,50.0307000000001,-125.0992,NA,7,QU39_2018-05-29_1,Collected,Raw,NA,NA
7035,NA,1611648,2018-06-04,QUADRA,QOMB,4,QU39,50.0307000000001,-125.0992,NA,7,QU39_2018-06-04_4,Collected,Raw,NA,NA
7038,NA,2019217,2018-06-05,QUADRA,QOMA4,1,QU39,50.0307000000001,-125.0992,NA,5,QU39_2018-06-05_1,Collected,Raw,NA,NA
7069,NA,2427186,2018-06-11,QUADRA,QOMA5,2,QU39,50.0307000000001,-125.0992,NA,9.5,QU39_2018-06-11_2,Collected,Raw,NA,NA
