"Cast PK","Filename","CTD model","CTD serial number","CTD firmware version","Cruise","Station","Drop number","Start time","Bottom time","Drop time (s)","Drop depth (m)","Target depth (m)","Latitude","Longitude","Operators","Comments","Cast Direction","Measurement time","Depth (m)","Depth flag","Drop speed (m/s)","Conductivity (mS/cm)","Conductivity flag","Temperature (deg C)","Temperature flag","Pressure (dbar)","Pressure flag","Uncorrected Pressure (dbar)","PAR","PAR flag","Fluorometry Chlorophyll (ug/L)","Fluorometry Chlorophyll flag","CDOM (ppb)","CDOM flag","Turbidity (FTU)","Turbidity flag","Backscatter (Beta)","Backscatter flag","Dissolved O2 (mL/L)","Dissolved O2 (mL/L) flag","Dissolved O2 (%)","Dissolved O2 (%) flag","Salinity (PSU)","Salinity flag","Specific conductivity","Specific conductivity flag","Speed of sound (m/s)","Speed of sound flag","Tr (volts)","Tr flag","RINKO DO (volts)","RINKO temp (volts)","Backscatter (counts)","Fluorometry Chlorophyll (counts)","CDOM (counts)"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:40:50.333","70.347","null","0.919","31.71249","null","9.5123","null","71","null","undefined","0.097","null","0.426","null","null","null","0.382","null","null","null","null","null","undefined","null","28.9187","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:40:51.500","71.381","null","0.873","31.71011","null","9.5112","null","72","null","undefined","0.1","null","0.3754","null","null","null","0.389","null","null","null","null","null","undefined","null","28.9168","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:40:52.833","72.537","null","0.862","31.71506","null","9.5133","null","73","null","undefined","0.066","null","0.4506","null","null","null","0.323","null","null","null","null","null","undefined","null","28.9196","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:40:53.750","73.363","null","0.906","31.71354","null","9.5149","null","74","null","undefined","0.059","null","0.3999","null","null","null","0.334","null","null","null","null","null","undefined","null","28.9165","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:40:54.833","74.314","null","0.867","31.70924","null","9.5155","null","75","null","undefined","0.066","null","0.4935","null","null","null","0.341","null","null","null","null","null","undefined","null","28.9112","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:40:56.000","75.363","null","0.92","31.71004","null","9.5161","null","76","null","undefined","0.107","null","0.5262","null","null","null","0.318","null","null","null","null","null","undefined","null","28.9112","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:40:57.083","76.347","null","0.906","31.71119","null","9.5143","null","77","null","undefined","0.08","null","0.4594","null","null","null","0.331","null","null","null","null","null","undefined","null","28.9134","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:40:58.083","77.27","null","0.935","31.71549","null","9.5147","null","78","null","undefined","0.073","null","0.4785","null","null","null","0.324","null","null","null","null","null","undefined","null","28.917","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:40:59.167","78.267","null","0.904","31.71512","null","9.517","null","79","null","undefined","0.079","null","0.3577","null","null","null","0.322","null","null","null","null","null","undefined","null","28.9144","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:41:00.250","79.264","null","0.936","31.71239","null","9.5132","null","80","null","undefined","0.07","null","0.3514","null","null","null","0.331","null","null","null","null","null","undefined","null","28.9143","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:41:01.333","80.255","null","0.885","31.71958","null","9.5131","null","81","null","undefined","0.073","null","0.3224","null","null","null","0.359","null","null","null","null","null","undefined","null","28.9212","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:41:02.500","81.289","null","0.906","31.71623","null","9.5112","null","82","null","undefined","0.08","null","0.4123","null","null","null","0.354","null","null","null","null","null","undefined","null","28.9189","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:41:03.583","82.285","null","0.926","31.71765","null","9.511","null","83","null","undefined","0.06","null","0.3461","null","null","null","0.348","null","null","null","null","null","undefined","null","28.9201","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:41:04.583","83.215","null","0.935","31.71663","null","9.5111","null","84","null","undefined","0.08","null","0.3544","null","null","null","0.332","null","null","null","null","null","undefined","null","28.9186","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:41:05.666","84.211","null","0.907","31.71817","null","9.5109","null","85","null","undefined","0.072","null","0.4044","null","null","null","0.343","null","null","null","null","null","undefined","null","28.9199","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:41:06.833","85.269","null","0.904","31.72113","null","9.5111","null","86","null","undefined","0.064","null","0.3992","null","null","null","0.348","null","null","null","null","null","undefined","null","28.9224","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:41:07.916","86.257","null","0.927","31.72087","null","9.5101","null","87","null","undefined","0.054","null","0.4911","null","null","null","0.361","null","null","null","null","null","undefined","null","28.9225","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:41:09.000","87.248","null","0.896","31.71891","null","9.5107","null","88","null","undefined","0.093","null","0.4856","null","null","null","0.344","null","null","null","null","null","undefined","null","28.9197","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9056","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.000","2017-05-23 08:41:19.166","100","89.11219648","90","null","null","carly.janusson,julian.gan,luke.rogers,sam.james","1: Bottom depth estimated from chart. Could not acquire location","d","2017-05-23 08:41:09.667","87.844","null","0.902","31.71381","null","9.515","null","89","null","undefined","0.111","null","0.3989","null","null","null","0.326","null","null","null","null","null","undefined","null","28.9108","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:21.500","0.966","null","0.646","31.69172","null","9.6421","null","1","null","undefined","0.101","null","0.2265","null","null","null","0.316","null","null","null","null","null","undefined","null","28.8213","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:22.833","1.963","null","0.796","31.68612","null","9.6354","null","2","null","undefined","0.088","null","0.2275","null","null","null","0.344","null","null","null","null","null","undefined","null","28.8206","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:24.000","2.962","null","0.925","31.6837","null","9.6279","null","3","null","undefined","0.074","null","0.2372","null","null","null","0.342","null","null","null","null","null","undefined","null","28.8238","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:25.083","3.996","null","0.97","31.67999","null","9.6281","null","4","null","undefined","0.092","null","0.3447","null","null","null","0.338","null","null","null","null","null","undefined","null","28.8195","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:26.083","4.957","null","0.93","31.68391","null","9.629","null","5","null","undefined","0.08","null","0.196","null","null","null","0.33","null","null","null","null","null","undefined","null","28.8223","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:27.167","5.946","null","0.911","31.6869","null","9.6293","null","6","null","undefined","0.082","null","0.3398","null","null","null","0.327","null","null","null","null","null","undefined","null","28.8248","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:28.083","6.783","null","0.925","31.68255","null","9.6277","null","7","null","undefined","0.089","null","0.2843","null","null","null","0.293","null","null","null","null","null","undefined","null","28.8213","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:29.333","7.847","null","0.863","31.68285","null","9.6265","null","8","null","undefined","0.098","null","0.3487","null","null","null","0.35","null","null","null","null","null","undefined","null","28.8222","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:30.416","8.855","null","0.94","31.68199","null","9.6251","null","9","null","undefined","0.129","null","0.3398","null","null","null","0.368","null","null","null","null","null","undefined","null","28.822","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:31.917","10.014","null","0.687","31.68266","null","9.6263","null","10","null","undefined","0.112","null","0.4817","null","null","null","0.369","null","null","null","null","null","undefined","null","28.8212","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:33.083","10.892","null","0.737","31.68748","null","9.6265","null","11","null","undefined","0.089","null","0.306","null","null","null","0.336","null","null","null","null","null","undefined","null","28.8256","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:34.666","11.915","null","0.573","31.68484","null","9.6274","null","12","null","undefined","0.086","null","0.3515","null","null","null","0.329","null","null","null","null","null","undefined","null","28.8218","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:36.250","12.885","null","0.754","31.68495","null","9.6271","null","13","null","undefined","0.126","null","0.4563","null","null","null","0.315","null","null","null","null","null","undefined","null","28.8218","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:37.500","13.886","null","0.772","31.68781","null","9.626","null","14","null","undefined","0.073","null","0.5206","null","null","null","0.325","null","null","null","null","null","undefined","null","28.8251","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:39.333","14.947","null","0.493","31.68571","null","9.6213","null","15","null","undefined","0.06","null","0.3352","null","null","null","0.325","null","null","null","null","null","undefined","null","28.8263","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:40.666","15.729","null","0.696","31.68421","null","9.6164","null","16","null","undefined","0.112","null","0.3192","null","null","null","0.348","null","null","null","null","null","undefined","null","28.8284","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:42.479","16.9","null","0.56","31.68558","null","9.6146","null","17","null","undefined","0.063","null","0.4635","null","null","null","0.331","null","null","null","null","null","undefined","null","28.8308","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:44.167","17.794","null","0.533","31.68769","null","9.6111","null","18","null","undefined","0.096","null","0.3601","null","null","null","0.327","null","null","null","null","null","undefined","null","28.8353","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:45.833","18.798","null","0.688","31.68285","null","9.6078","null","19","null","undefined","0.106","null","0.3594","null","null","null","0.338","null","null","null","null","null","undefined","null","28.8328","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:47.595","19.921","null","0.551","31.68407","null","9.6071","null","20","null","undefined","0.091","null","0.4794","null","null","null","0.338","null","null","null","null","null","undefined","null","28.834","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:49.083","20.814","null","0.647","31.68525","null","9.6061","null","21","null","undefined","0.091","null","0.3966","null","null","null","0.33","null","null","null","null","null","undefined","null","28.8357","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:50.583","21.811","null","0.685","31.6837","null","9.6061","null","22","null","undefined","0.095","null","0.3382","null","null","null","0.32","null","null","null","null","null","undefined","null","28.8337","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:52.000","22.777","null","0.677","31.68115","null","9.6066","null","23","null","undefined","0.064","null","0.3601","null","null","null","0.313","null","null","null","null","null","undefined","null","28.8304","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:53.666","23.806","null","0.574","31.68388","null","9.6066","null","24","null","undefined","0.085","null","0.3882","null","null","null","0.322","null","null","null","null","null","undefined","null","28.8327","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:55.250","24.81","null","0.7","31.68001","null","9.6054","null","25","null","undefined","0.104","null","0.512","null","null","null","0.345","null","null","null","null","null","undefined","null","28.8294","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9057","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:15.833","2017-05-23 10:07:58.333","42","26.50917044","25","50.26870505","-125.36379453","carly.janusson,julian.gan,luke.rogers,sam.james","null","d","2017-05-23 10:07:56.416","25.645","null","0.763","31.68362","null","9.6064","null","26","null","undefined","0.081","null","0.4159","null","null","null","0.332","null","null","null","null","null","undefined","null","28.8319","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9062","010856_20170519_1338","XR-620","010856","6.81","DISOCKEYE","D09","1","2017-05-19 09:47:48.333","2017-05-19 09:48:25.833","37","32.24143271","30","50.30742964","-125.33004683","brett.johnson,julian.gan,luke.rogers","null","d","2017-05-19 09:47:55.333","0.992","null","0.735","31.65227","null","10.0391","null","1","null","undefined","0.021","null","0.4984","null","null","null","0.451","null","null","null","null","null","undefined","null","28.4667","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9062","010856_20170519_1338","XR-620","010856","6.81","DISOCKEYE","D09","1","2017-05-19 09:47:48.333","2017-05-19 09:48:25.833","37","32.24143271","30","50.30742964","-125.33004683","brett.johnson,julian.gan,luke.rogers","null","d","2017-05-19 09:47:56.417","2.018","null","1.082","31.62988","null","10.0023","null","2","null","undefined","0.027","null","0.5042","null","null","null","0.482","null","null","null","null","null","undefined","null","28.473","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9062","010856_20170519_1338","XR-620","010856","6.81","DISOCKEYE","D09","1","2017-05-19 09:47:48.333","2017-05-19 09:48:25.833","37","32.24143271","30","50.30742964","-125.33004683","brett.johnson,julian.gan,luke.rogers","null","d","2017-05-19 09:47:57.333","3.036","null","1.113","31.63044","null","9.9807","null","3","null","undefined","0.017","null","0.5187","null","null","null","0.407","null","null","null","null","null","undefined","null","28.4902","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9062","010856_20170519_1338","XR-620","010856","6.81","DISOCKEYE","D09","1","2017-05-19 09:47:48.333","2017-05-19 09:48:25.833","37","32.24143271","30","50.30742964","-125.33004683","brett.johnson,julian.gan,luke.rogers","null","d","2017-05-19 09:47:58.166","3.944","null","1.058","31.6221","null","9.9706","null","4","null","undefined","0.042","null","0.6665","null","null","null","0.356","null","null","null","null","null","undefined","null","28.4895","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9062","010856_20170519_1338","XR-620","010856","6.81","DISOCKEYE","D09","1","2017-05-19 09:47:48.333","2017-05-19 09:48:25.833","37","32.24143271","30","50.30742964","-125.33004683","brett.johnson,julian.gan,luke.rogers","null","d","2017-05-19 09:47:59.083","4.909","null","1.038","31.61747","null","9.968","null","5","null","undefined","0.043","null","0.5804","null","null","null","0.391","null","null","null","null","null","undefined","null","28.4865","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9062","010856_20170519_1338","XR-620","010856","6.81","DISOCKEYE","D09","1","2017-05-19 09:47:48.333","2017-05-19 09:48:25.833","37","32.24143271","30","50.30742964","-125.33004683","brett.johnson,julian.gan,luke.rogers","null","d","2017-05-19 09:48:00.083","5.958","null","1.093","31.61975","null","9.9675","null","6","null","undefined","0.013","null","0.5537","null","null","null","0.388","null","null","null","null","null","undefined","null","28.4888","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9062","010856_20170519_1338","XR-620","010856","6.81","DISOCKEYE","D09","1","2017-05-19 09:47:48.333","2017-05-19 09:48:25.833","37","32.24143271","30","50.30742964","-125.33004683","brett.johnson,julian.gan,luke.rogers","null","d","2017-05-19 09:48:01.000","6.98","null","1.145","31.62062","null","9.9684","null","7","null","undefined","0.022","null","0.56","null","null","null","0.382","null","null","null","null","null","undefined","null","28.4885","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9062","010856_20170519_1338","XR-620","010856","6.81","DISOCKEYE","D09","1","2017-05-19 09:47:48.333","2017-05-19 09:48:25.833","37","32.24143271","30","50.30742964","-125.33004683","brett.johnson,julian.gan,luke.rogers","null","d","2017-05-19 09:48:01.833","7.936","null","1.133","31.62273","null","9.9649","null","8","null","undefined","-0.003","null","0.5436","null","null","null","0.382","null","null","null","null","null","undefined","null","28.493","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9062","010856_20170519_1338","XR-620","010856","6.81","DISOCKEYE","D09","1","2017-05-19 09:47:48.333","2017-05-19 09:48:25.833","37","32.24143271","30","50.30742964","-125.33004683","brett.johnson,julian.gan,luke.rogers","null","d","2017-05-19 09:48:02.667","8.885","null","1.147","31.61685","null","9.9553","null","9","null","undefined","0.007","null","0.5218","null","null","null","0.39","null","null","null","null","null","undefined","null","28.4943","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"9062","010856_20170519_1338","XR-620","010856","6.81","DISOCKEYE","D09","1","2017-05-19 09:47:48.333","2017-05-19 09:48:25.833","37","32.24143271","30","50.30742964","-125.33004683","brett.johnson,julian.gan,luke.rogers","null","d","2017-05-19 09:48:03.583","9.93","null","1.131","31.61511","null","9.9419","null","10","null","undefined","0.033","null","0.5632","null","null","null","0.375","null","null","null","null","null","undefined","null","28.5027","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
